dates,cars_sold,y_lag_7,y_lag_14,y_lag_21,y_lag_28,y_lag_49,y_lag_70,y_lag_84,y_lag_357,y_lag_665,y_lag_643,cars_online,avg_buyprice,bookmarks,opportunity,contracts,year,quarter,month,week,day,no_sales
2022-06-24,57,62,47,46,71,60,25,38,33,13,7,4362,17220,1937,3010,333,2022,2,6,25,24,0
2022-06-25,47,39,48,32,37,45,38,41,18,4,1,4380,17209,1805,2688,240,2022,2,6,26,25,0
2022-06-26,32,35,27,23,35,33,20,18,6,0,14,4336,17199,2101,2522,193,2022,2,6,26,26,0
2022-06-27,75,77,76,19,64,70,27,73,36,10,19,4326,17193,1912,3471,374,2022,2,6,26,27,0
2022-06-28,72,70,66,80,64,72,49,52,30,14,5,4280,17183,2254,3370,353,2022,2,6,26,28,0
2022-06-29,85,64,64,66,61,62,46,48,32,7,10,4301,17111,2130,3249,392,2022,2,6,26,29,0
2022-06-30,59,63,48,80,58,67,58,67,25,8,2,4340,17053,1901,3099,354,2022,2,6,26,30,0
2022-07-01,66,57,62,47,46,60,51,55,26,6,5,4412,17038,1767,2779,340,2022,3,7,26,1,0
2022-07-02,47,47,39,48,32,36,42,46,16,5,4,4419,17016,1787,2578,277,2022,3,7,27,2,0
2022-07-03,36,32,35,27,23,41,27,25,11,1,11,4383,17036,1848,2482,191,2022,3,7,27,3,0
2022-07-04,89,75,77,76,19,65,76,58,31,16,13,4279,17042,1833,3177,380,2022,3,7,27,4,0
2022-07-05,68,72,70,66,80,63,74,52,35,14,10,4309,16973,1861,3286,421,2022,3,7,27,5,0
2022-07-06,59,85,64,64,66,59,61,48,36,11,13,4352,16972,2027,3172,380,2022,3,7,27,6,0
2022-07-07,73,59,63,48,80,61,47,53,31,11,13,4398,16982,2235,3073,405,2022,3,7,27,7,0
2022-07-08,65,66,57,62,47,54,56,25,31,10,3,4437,16996,1321,2683,350,2022,3,7,27,8,0
2022-07-09,51,47,47,39,48,36,44,38,22,3,2,4473,16963,1903,2378,211,2022,3,7,28,9,0
2022-07-10,39,36,32,35,27,19,21,20,11,4,14,4465,16999,2185,2283,176,2022,3,7,28,10,0
2022-07-11,80,89,75,77,76,69,57,27,30,21,22,4379,16998,1758,3131,368,2022,3,7,28,11,0
2022-07-12,52,68,72,70,66,60,54,49,34,9,11,4403,16938,2003,3066,336,2022,3,7,28,12,0
2022-07-13,84,59,85,64,64,40,64,46,27,12,13,4396,16948,2034,3292,395,2022,3,7,28,13,0
2022-07-14,60,73,59,63,48,33,55,58,30,15,13,4501,16991,1940,2930,302,2022,3,7,28,14,0
2022-07-15,51,65,66,57,62,71,60,51,25,10,5,4534,16967,1715,2878,305,2022,3,7,28,15,0
2022-07-16,50,51,47,47,39,37,45,42,21,7,4,4613,16918,1352,2508,213,2022,3,7,29,16,0
2022-07-17,34,39,36,32,35,35,33,27,11,1,12,4611,16922,1956,2405,149,2022,3,7,29,17,0
2022-07-18,66,80,89,75,77,64,70,76,27,14,13,4544,16957,1844,3306,358,2022,3,7,29,18,0
2022-07-19,61,52,68,72,70,64,72,74,24,19,20,4487,16899,1902,3099,375,2022,3,7,29,19,0
2022-07-20,54,84,59,85,64,61,62,61,31,5,6,4540,16904,1649,2921,326,2022,3,7,29,20,0
2022-07-21,65,60,73,59,63,58,67,47,23,10,12,4544,16903,1455,3054,344,2022,3,7,29,21,0
2022-07-22,57,51,65,66,57,46,60,56,34,2,4,4637,16894,1297,2754,321,2022,3,7,29,22,0
2022-07-23,44,50,51,47,47,32,36,44,19,5,2,4670,16842,1788,2610,235,2022,3,7,30,23,0
2022-07-24,33,34,39,36,32,23,41,21,11,4,8,4669,16835,1546,2437,154,2022,3,7,30,24,0
2022-07-25,79,66,80,89,75,19,65,57,29,11,15,4589,16886,1944,3437,373,2022,3,7,30,25,0
2022-07-26,71,61,52,68,72,80,63,54,39,13,11,4540,16733,2067,3323,357,2022,3,7,30,26,0
2022-07-27,74,54,84,59,85,66,59,64,38,10,11,4575,16747,1858,3391,379,2022,3,7,30,27,0
2022-07-28,69,65,60,73,59,80,61,55,30,13,8,4555,16743,1536,3087,349,2022,3,7,30,28,0
2022-07-29,76,57,51,65,66,47,54,60,32,13,4,4592,16732,1393,2917,354,2022,3,7,30,29,0
2022-07-30,45,44,50,51,47,48,36,45,28,3,2,4704,16699,1782,2616,216,2022,3,7,31,30,0
2022-07-31,40,33,34,39,36,27,19,33,11,2,18,4670,16736,1931,2547,154,2022,3,7,31,31,0
2022-08-01,76,79,66,80,89,76,69,70,32,14,14,4599,16779,1830,3238,360,2022,3,8,31,1,0
2022-08-02,80,71,61,52,68,66,60,72,35,22,13,4562,16690,1759,3279,381,2022,3,8,31,2,0
2022-08-03,81,74,54,84,59,64,40,62,32,11,15,4552,16657,1761,3155,378,2022,3,8,31,3,0
2022-08-04,86,69,65,60,73,48,33,67,22,13,4,4544,16603,1633,2977,346,2022,3,8,31,4,0
2022-08-05,86,76,57,51,65,62,71,60,30,13,5,4526,16629,1472,2797,338,2022,3,8,31,5,0
2022-08-06,43,45,44,50,51,39,37,36,30,5,3,4560,16581,1542,2491,221,2022,3,8,32,6,0
2022-08-07,40,40,33,34,39,35,35,41,11,4,14,4517,16586,1693,2383,164,2022,3,8,32,7,0
2022-08-08,89,76,79,66,80,77,64,65,39,12,21,4420,16620,1599,3224,336,2022,3,8,32,8,0
2022-08-09,82,80,71,61,52,70,64,63,33,13,17,4405,16632,1774,3113,379,2022,3,8,32,9,0
2022-08-10,78,81,74,54,84,64,61,59,29,20,13,4410,16655,1890,3107,345,2022,3,8,32,10,0
2022-08-11,71,86,69,65,60,63,58,61,23,6,17,4413,16645,1629,2978,322,2022,3,8,32,11,0
2022-08-12,73,86,76,57,51,57,46,54,28,12,11,4345,16644,1463,2760,336,2022,3,8,32,12,0
2022-08-13,46,43,45,44,50,47,32,36,14,4,1,4422,16595,1543,2270,218,2022,3,8,33,13,0
2022-08-14,28,40,40,33,34,32,23,19,17,2,16,4446,16610,1548,2327,131,2022,3,8,33,14,0
2022-08-15,98,89,76,79,66,75,19,69,38,8,14,4322,16639,1781,2667,248,2022,3,8,33,15,0
2022-08-16,84,82,80,71,61,72,80,60,32,15,16,4278,16573,1644,3127,353,2022,3,8,33,16,0
2022-08-17,78,78,81,74,54,85,66,40,27,11,15,4258,16580,1614,3181,327,2022,3,8,33,17,0
2022-08-18,76,71,86,69,65,59,80,33,41,11,14,4242,16591,1477,3037,346,2022,3,8,33,18,0
2022-08-19,67,73,86,76,57,66,47,71,29,8,7,4251,16578,1482,2919,327,2022,3,8,33,19,0
2022-08-20,46,46,43,45,44,47,48,37,18,4,2,4253,16564,1436,2482,214,2022,3,8,34,20,0
2022-08-21,33,28,40,40,33,36,27,35,5,2,18,4212,16599,1566,2488,155,2022,3,8,34,21,0
2022-08-22,84,98,89,76,79,89,76,64,39,18,15,4101,16608,1553,3260,371,2022,3,8,34,22,0
2022-08-23,66,84,82,80,71,68,66,64,36,14,10,4087,16530,1810,3367,369,2022,3,8,34,23,0
2022-08-24,85,78,78,81,74,59,64,61,39,13,11,4182,16536,1611,3540,380,2022,3,8,34,24,0
2022-08-25,69,76,71,86,69,73,48,58,26,15,8,4147,16525,1391,3203,364,2022,3,8,34,25,0
2022-08-26,70,67,73,86,76,65,62,46,38,4,7,4158,16524,1689,3141,334,2022,3,8,34,26,0
2022-08-27,47,46,46,43,45,51,39,32,19,5,2,4176,16533,1535,2689,222,2022,3,8,35,27,0
2022-08-28,35,33,28,40,40,39,35,23,15,3,26,4145,16573,1680,2578,163,2022,3,8,35,28,0
2022-08-29,69,84,98,89,76,80,77,19,46,14,16,4099,16614,1866,3500,368,2022,3,8,35,29,0
2022-08-30,78,66,84,82,80,52,70,80,47,21,23,4026,16630,1691,3360,425,2022,3,8,35,30,0
2022-08-31,71,85,78,78,81,84,64,66,37,17,21,4041,16652,1737,3387,387,2022,3,8,35,31,0
2022-09-01,66,69,76,71,86,60,63,80,40,13,13,4146,16635,1714,3117,318,2022,3,9,35,1,0
2022-09-02,77,70,67,73,86,51,57,47,53,17,10,4164,16672,1618,3030,381,2022,3,9,35,2,0
2022-09-03,48,47,46,46,43,50,47,48,29,11,7,4142,16648,1667,2780,255,2022,3,9,36,3,0
2022-09-04,39,35,33,28,40,34,32,27,12,1,22,4103,16688,1711,2690,174,2022,3,9,36,4,0
2022-09-05,85,69,84,98,89,66,75,76,53,16,13,4035,16735,1837,3374,449,2022,3,9,36,5,0
2022-09-06,75,78,66,84,82,61,72,66,38,14,17,4028,16670,1734,3312,391,2022,3,9,36,6,0
2022-09-07,81,71,85,78,78,54,85,64,36,16,13,4024,16741,1669,3288,386,2022,3,9,36,7,0
2022-09-08,67,66,69,76,71,65,59,48,37,15,16,4031,16795,1618,3139,360,2022,3,9,36,8,0
2022-09-09,66,77,70,67,73,57,66,62,47,14,10,3980,16855,1776,2993,346,2022,3,9,36,9,0
2022-09-10,51,48,47,46,46,44,47,39,31,7,5,3932,16906,1637,2840,242,2022,3,9,37,10,0
2022-09-11,31,39,35,33,28,33,36,35,15,2,26,3901,16886,1882,2613,171,2022,3,9,37,11,0
2022-09-12,91,85,69,84,98,79,89,77,51,18,24,3778,16927,1668,3538,414,2022,3,9,37,12,0
2022-09-13,78,75,78,66,84,71,68,70,40,15,16,3703,17033,1836,3397,376,2022,3,9,37,13,0
2022-09-14,86,81,71,85,78,74,59,64,42,10,11,3812,17066,1721,3546,396,2022,3,9,37,14,0
2022-09-15,62,67,66,69,76,69,73,63,36,11,17,3793,17111,1728,3228,360,2022,3,9,37,15,0
2022-09-16,75,66,77,70,67,76,65,57,47,8,14,3753,17167,1646,3239,372,2022,3,9,37,16,0
2022-09-17,47,51,48,47,46,45,51,47,31,7,6,3735,17202,1526,2809,234,2022,3,9,38,17,0
2022-09-18,34,31,39,35,33,40,39,32,21,2,17,3681,17217,2034,2524,178,2022,3,9,38,18,0
2022-09-19,95,91,85,69,84,76,80,75,40,26,11,3607,17232,1543,3591,427,2022,3,9,38,19,0
2022-09-20,86,78,75,78,66,80,52,72,51,16,17,3479,17288,1688,3428,385,2022,3,9,38,20,0
2022-09-21,66,86,81,71,85,81,84,85,41,23,13,3373,17283,1661,3354,388,2022,3,9,38,21,0
2022-09-22,85,62,67,66,69,86,60,59,36,21,11,3450,17324,1634,3127,374,2022,3,9,38,22,0
2022-09-23,66,75,66,77,70,86,51,66,37,13,9,3475,17337,1662,3015,345,2022,3,9,38,23,0
2022-09-24,69,47,51,48,47,43,50,47,34,10,6,3436,17389,1712,2788,266,2022,3,9,39,24,0
2022-09-25,36,34,31,39,35,40,34,36,31,7,19,3409,17442,1898,2576,169,2022,3,9,39,25,0
2022-09-26,97,95,91,85,69,89,66,89,46,22,7,3329,17535,1586,3457,406,2022,3,9,39,26,0
2022-09-27,76,86,78,75,78,82,61,68,64,13,14,3322,17612,1562,3377,448,2022,3,9,39,27,0
2022-09-28,88,66,86,81,71,78,54,59,47,17,5,3262,17661,1963,3224,412,2022,3,9,39,28,0
2022-09-29,65,85,62,67,66,71,65,73,49,13,4,3238,17696,2122,3233,365,2022,3,9,39,29,0
2022-09-30,100,66,75,66,77,73,57,65,52,16,4,3182,17790,1960,2942,400,2022,3,9,39,30,0
2022-10-01,52,69,47,51,48,46,44,51,40,10,3,3141,17798,1790,2515,264,2022,4,10,40,1,0
2022-10-02,30,36,34,31,39,28,33,39,29,5,25,3107,17828,1986,2514,154,2022,4,10,40,2,0
2022-10-03,36,97,95,91,85,98,79,80,58,26,17,3047,17887,2031,3240,355,2022,4,10,40,3,0
2022-10-04,58,76,86,78,75,84,71,52,59,24,29,2967,17896,1983,3409,347,2022,4,10,40,4,0
2022-10-05,63,88,66,86,81,78,74,84,55,16,6,2932,17871,2172,3253,367,2022,4,10,40,5,0
2022-10-06,91,65,85,62,67,76,69,60,75,11,6,2851,17910,2103,3152,370,2022,4,10,40,6,0
2022-10-07,64,100,66,75,66,67,76,51,45,17,14,2821,17946,198,2966,367,2022,4,10,40,7,0
2022-10-08,43,52,69,47,51,46,45,50,41,14,5,2804,17954,0,2596,224,2022,4,10,41,8,0
2022-10-09,29,30,36,34,31,33,40,34,21,6,26,2784,17985,0,2470,146,2022,4,10,41,9,0
2022-10-10,70,36,97,95,91,84,76,66,43,17,26,2741,18066,6162,3394,347,2022,4,10,41,10,0
2022-10-11,81,58,76,86,78,66,80,61,57,11,20,2702,18095,0,3112,393,2022,4,10,41,11,0
2022-10-12,62,63,88,66,86,85,81,54,56,17,20,2693,18131,2760,3156,360,2022,4,10,41,12,0
2022-10-13,72,91,65,85,62,69,86,65,56,13,26,2820,18210,2733,3293,381,2022,4,10,41,13,0
2022-10-14,69,64,100,66,75,70,86,57,54,11,15,2822,18146,2119,2993,337,2022,4,10,41,14,0
2022-10-15,47,43,52,69,47,47,43,44,47,9,5,2841,18175,2136,2791,232,2022,4,10,42,15,0
2022-10-16,32,29,30,36,34,35,40,33,10,6,28,2818,18182,2070,2530,168,2022,4,10,42,16,0
2022-10-17,75,70,36,97,95,69,89,79,67,19,23,2717,18275,2117,3466,387,2022,4,10,42,17,0
2022-10-18,78,81,58,76,86,78,82,71,63,7,29,2711,18308,1896,3501,400,2022,4,10,42,18,0
2022-10-19,68,62,63,88,66,71,78,74,68,14,22,2709,18317,2000,3185,361,2022,4,10,42,19,0
2022-10-20,69,72,91,65,85,66,71,69,51,5,24,2726,18282,2083,3202,333,2022,4,10,42,20,0
2022-10-21,81,69,64,100,66,77,73,76,60,4,13,2706,18284,2246,3142,334,2022,4,10,42,21,0
2022-10-22,53,47,43,52,69,48,46,45,43,4,6,2732,18306,2388,2687,232,2022,4,10,43,22,0
2022-10-23,33,32,29,30,36,39,28,40,27,3,29,2704,18352,2764,2520,146,2022,4,10,43,23,0
2022-10-24,71,75,70,36,97,85,98,76,65,25,27,2591,18482,2148,3335,345,2022,4,10,43,24,0
2022-10-25,62,78,81,58,76,75,84,80,75,17,26,2561,18472,1983,3319,338,2022,4,10,43,25,0
2022-10-26,63,68,62,63,88,81,78,81,60,29,21,2625,18331,1919,3219,336,2022,4,10,43,26,0
2022-10-27,59,69,72,91,65,67,76,86,65,6,13,2611,18349,2014,3093,365,2022,4,10,43,27,0
2022-10-28,76,81,69,64,100,66,67,86,59,6,17,2582,18423,1939,2732,311,2022,4,10,43,28,0
2022-10-29,53,53,47,43,52,51,46,43,47,14,8,2570,18410,1889,2564,218,2022,4,10,44,29,0
2022-10-30,29,33,32,29,30,31,33,40,28,5,21,2562,18399,2012,2507,143,2022,4,10,44,30,0
2022-10-31,66,71,75,70,36,91,84,89,68,26,14,2483,18495,2310,3108,365,2022,4,10,44,31,0
2022-11-01,66,62,78,81,58,78,66,82,62,26,22,2393,18534,2386,2826,275,2022,4,11,44,1,0
2022-11-02,67,63,68,62,63,86,85,78,70,20,27,2328,18493,2305,3251,374,2022,4,11,44,2,0
2022-11-03,69,59,69,72,91,62,69,71,50,20,39,2294,18489,2017,3152,368,2022,4,11,44,3,0
2022-11-04,71,76,81,69,64,75,70,73,56,26,13,2388,18335,2028,3038,345,2022,4,11,44,4,0
2022-11-05,55,53,53,47,43,47,47,46,53,15,15,2397,18354,1924,2768,258,2022,4,11,45,5,0
2022-11-06,30,29,33,32,29,34,35,28,25,5,31,2370,18385,2295,2369,161,2022,4,11,45,6,0
2022-11-07,82,66,71,75,70,95,69,98,74,28,28,2281,18477,2007,3363,364,2022,4,11,45,7,0
2022-11-08,88,66,62,78,81,86,78,84,65,23,25,2249,18426,1894,3131,379,2022,4,11,45,8,0
2022-11-09,73,67,63,68,62,66,71,78,62,29,28,2250,18447,2057,3186,356,2022,4,11,45,9,0
2022-11-10,60,69,59,69,72,85,66,76,64,22,30,2245,18410,1787,2894,374,2022,4,11,45,10,0
2022-11-11,64,71,76,81,69,66,77,67,46,24,16,2251,18266,1852,2728,266,2022,4,11,45,11,0
2022-11-12,49,55,53,53,47,69,48,46,34,13,6,2264,18208,2074,2549,231,2022,4,11,46,12,0
2022-11-13,24,30,29,33,32,36,39,33,26,6,34,2243,18277,2135,2368,135,2022,4,11,46,13,0
2022-11-14,62,82,66,71,75,97,85,84,67,29,30,2223,18329,2431,3308,366,2022,4,11,46,14,0
2022-11-15,57,88,66,62,78,76,75,66,70,27,21,2238,18381,2178,3362,343,2022,4,11,46,15,0
2022-11-16,63,73,67,63,68,88,81,85,64,26,22,2264,18415,2439,3215,377,2022,4,11,46,16,0
2022-11-17,55,60,69,59,69,65,67,69,56,21,21,2271,18365,2167,2966,317,2022,4,11,46,17,0
2022-11-18,69,64,71,76,81,100,66,70,44,13,23,2243,18280,1756,2788,314,2022,4,11,46,18,0
2022-11-19,56,49,55,53,53,52,51,47,54,17,10,2231,18299,1921,2538,237,2022,4,11,47,19,0
2022-11-20,28,24,30,29,33,30,31,35,21,8,26,2226,18337,2113,2370,154,2022,4,11,47,20,0
2022-11-21,76,62,82,66,71,36,91,69,68,21,17,2131,18471,1784,3169,366,2022,4,11,47,21,0
2022-11-22,70,57,88,66,62,58,78,78,66,14,23,2109,18360,2024,2969,352,2022,4,11,47,22,0
2022-11-23,65,63,73,67,63,63,86,71,48,22,20,2131,18340,2333,3060,348,2022,4,11,47,23,0
2022-11-24,58,55,60,69,59,91,62,66,58,27,42,2135,18256,2471,3015,362,2022,4,11,47,24,0
2022-11-25,65,69,64,71,76,64,75,77,46,39,14,2235,18145,1997,2580,367,2022,4,11,47,25,0
2022-11-26,32,56,49,55,53,43,47,48,40,13,12,2287,18042,2099,2331,226,2022,4,11,48,26,0
2022-11-27,27,28,24,30,29,29,34,39,30,15,30,2258,18118,1958,2168,138,2022,4,11,48,27,0
2022-11-28,76,76,62,82,66,70,95,85,57,31,21,2194,18163,2181,3070,350,2022,4,11,48,28,0
2022-11-29,79,70,57,88,66,81,86,75,59,28,34,2179,18144,2178,3030,371,2022,4,11,48,29,0
2022-11-30,80,65,63,73,67,62,66,81,61,25,27,2160,18110,2139,3025,391,2022,4,11,48,30,0
2022-12-01,57,58,55,60,69,72,85,67,44,28,35,2185,18020,2269,2695,361,2022,4,12,48,1,0
2022-12-02,57,65,69,64,71,69,66,66,60,30,20,2187,18003,2094,2644,317,2022,4,12,48,2,0
2022-12-03,45,32,56,49,55,47,69,51,41,16,17,2221,17894,2277,2296,242,2022,4,12,49,3,0
2022-12-04,33,27,28,24,30,32,36,31,26,6,37,2208,17944,2348,2193,153,2022,4,12,49,4,0
2022-12-05,76,76,76,62,82,75,97,91,64,34,30,2105,18074,2241,2954,378,2022,4,12,49,5,0
2022-12-06,77,79,70,57,88,78,76,78,49,30,32,2107,18104,2101,2642,332,2022,4,12,49,6,0
2022-12-07,53,80,65,63,73,68,88,86,61,21,33,2123,18065,2215,2648,324,2022,4,12,49,7,0
2022-12-08,66,57,58,55,60,69,65,62,58,22,22,2114,17978,1973,2527,276,2022,4,12,49,8,0
2022-12-09,64,57,65,69,64,81,100,75,34,21,23,2171,17834,1777,2411,319,2022,4,12,49,9,0
2022-12-10,38,45,32,56,49,53,52,47,36,23,9,2206,17719,1890,2107,216,2022,4,12,50,10,0
2022-12-11,39,33,27,28,24,33,30,34,20,10,30,2168,17728,2273,2086,160,2022,4,12,50,11,0
2022-12-12,78,76,76,76,62,71,36,95,52,26,28,2058,17881,1956,2936,384,2022,4,12,50,12,0
2022-12-13,74,77,79,70,57,62,58,86,51,17,22,2057,17754,1974,2794,313,2022,4,12,50,13,0
2022-12-14,60,53,80,65,63,63,63,66,33,23,26,2125,17647,2098,2675,326,2022,4,12,50,14,0
2022-12-15,63,66,57,58,55,59,91,85,31,20,22,2151,17628,2011,2520,299,2022,4,12,50,15,0
2022-12-16,68,64,57,65,69,76,64,66,26,42,19,2191,17608,1900,2449,292,2022,4,12,50,16,0
2022-12-17,49,38,45,32,56,53,43,69,13,14,10,2188,17594,2124,2141,224,2022,4,12,51,17,0
2022-12-18,32,39,33,27,28,29,29,36,18,12,25,2187,17544,1900,1793,121,2022,4,12,51,18,0
2022-12-19,63,78,76,76,76,66,70,97,47,30,18,2121,17628,2047,2679,298,2022,4,12,51,19,0
2022-12-20,61,74,77,79,70,66,81,76,62,21,36,2128,17664,1996,2672,283,2022,4,12,51,20,0
2022-12-21,61,60,53,80,65,67,62,88,59,34,23,2143,17547,2433,2653,333,2022,4,12,51,21,0
2022-12-22,49,63,66,57,58,69,72,65,63,27,24,2177,17472,2013,2374,280,2022,4,12,51,22,0
2022-12-23,53,68,64,57,65,71,69,100,24,35,14,2215,17501,2073,2196,290,2022,4,12,51,23,0
2022-12-24,26,49,38,45,32,55,47,52,17,20,8,2287,17431,1630,1547,111,2022,4,12,52,24,0
2022-12-25,25,32,39,33,27,30,32,30,19,17,32,2251,17471,2023,1651,90,2022,4,12,52,25,0
2022-12-26,25,63,78,76,76,82,75,36,64,37,20,2201,17523,2267,2381,191,2022,4,12,52,26,0
2022-12-27,64,61,74,77,79,88,78,58,52,30,23,2134,17521,2927,3458,363,2022,4,12,52,27,0
2022-12-28,74,61,60,53,80,73,68,63,89,32,17,2100,17527,2719,3389,399,2022,4,12,52,28,0
2022-12-29,80,49,63,66,57,60,69,91,49,33,23,2063,17577,2280,3120,356,2022,4,12,52,29,0
2022-12-30,85,53,68,64,57,64,81,64,75,22,13,2058,17583,2554,2738,341,2022,4,12,52,30,0
2022-12-31,31,26,49,38,45,49,53,43,61,23,8,2069,17510,1712,1730,142,2022,4,12,53,31,0
2023-01-01,34,25,32,39,33,24,33,29,21,9,18,2024,17568,1896,1807,128,2023,1,1,1,1,0
2023-01-02,91,25,63,78,76,62,71,70,68,30,17,1927,17729,2675,3437,388,2023,1,1,1,2,0
2023-01-03,87,64,61,74,77,57,62,81,82,28,29,1885,17700,2689,3617,422,2023,1,1,1,3,0
2023-01-04,88,74,61,60,53,63,63,62,69,22,16,1834,17822,2803,3581,432,2023,1,1,1,4,0
2023-01-05,70,80,49,63,66,55,59,72,54,26,3,1815,17766,2641,3203,400,2023,1,1,1,5,0
2023-01-06,86,85,53,68,64,69,76,69,71,22,15,1787,17682,2746,2787,289,2023,1,1,1,6,0
2023-01-07,60,31,26,49,38,56,53,47,53,19,5,1776,17741,2398,2767,258,2023,1,1,1,7,0
2023-01-08,38,34,25,32,39,28,29,32,34,10,8,1743,17813,2548,2502,157,2023,1,1,2,8,0
2023-01-09,85,91,25,63,78,76,66,75,78,25,28,1648,17915,2440,3629,428,2023,1,1,2,9,0
2023-01-10,90,87,64,61,74,70,66,78,71,18,24,1608,17874,2692,3527,399,2023,1,1,2,10,0
2023-01-11,76,88,74,61,60,65,67,68,56,36,22,1576,17865,2269,3460,392,2023,1,1,2,11,0
2023-01-12,60,70,80,49,63,58,69,69,41,23,30,1539,17705,2452,3262,347,2023,1,1,2,12,0
2023-01-13,67,86,85,53,68,65,71,81,59,24,19,1549,17622,2701,3145,391,2023,1,1,2,13,0
2023-01-14,50,60,31,26,49,32,55,53,53,14,9,1550,17618,2433,2886,318,2023,1,1,2,14,0
2023-01-15,35,38,34,25,32,27,30,33,20,8,17,1509,17756,2631,2545,144,2023,1,1,3,15,0
2023-01-16,91,85,91,25,63,76,82,71,76,32,17,1414,17861,2473,3537,459,2023,1,1,3,16,0
2023-01-17,81,90,87,64,61,79,88,62,69,20,20,1458,17666,2937,3447,382,2023,1,1,3,17,0
2023-01-18,84,76,88,74,61,80,73,63,54,23,22,1442,17536,2586,3402,390,2023,1,1,3,18,0
2023-01-19,71,60,70,80,49,57,60,59,48,17,25,1431,17360,2668,3422,369,2023,1,1,3,19,0
2023-01-20,75,67,86,85,53,57,64,76,52,23,11,1425,17392,2633,3205,367,2023,1,1,3,20,0
2023-01-21,71,50,60,31,26,45,49,53,56,13,13,1444,17402,2661,2963,317,2023,1,1,3,21,0
2023-01-22,29,35,38,34,25,33,24,29,30,8,25,1414,17437,2489,2519,134,2023,1,1,4,22,0
2023-01-23,90,91,85,91,25,76,62,66,77,18,16,1307,17553,2575,3830,420,2023,1,1,4,23,0
2023-01-24,99,81,90,87,64,77,57,66,56,17,31,1315,17499,2639,3674,412,2023,1,1,4,24,0
2023-01-25,68,84,76,88,74,53,63,67,54,29,19,1370,17446,2541,3605,409,2023,1,1,4,25,0
2023-01-26,65,71,60,70,80,66,55,69,50,16,18,1381,17361,2326,3388,393,2023,1,1,4,26,0
2023-01-27,60,75,67,86,85,64,69,71,64,3,10,1375,17286,2245,3185,401,2023,1,1,4,27,0
2023-01-28,50,71,50,60,31,38,56,55,43,15,6,1410,17135,2614,2943,279,2023,1,1,4,28,0
2023-01-29,43,29,35,38,34,39,28,30,21,5,33,1374,17127,2770,2481,169,2023,1,1,5,29,0
2023-01-30,83,90,91,85,91,78,76,82,74,8,34,1282,17188,2545,3635,411,2023,1,1,5,30,0
2023-01-31,74,99,81,90,87,74,70,88,64,28,23,1268,17109,2543,3685,439,2023,1,1,5,31,0
2023-02-01,75,68,84,76,88,60,65,73,58,24,21,1268,17184,2375,3407,423,2023,1,2,5,1,0
2023-02-02,85,65,71,60,70,63,58,60,72,22,23,1247,17189,2248,3332,425,2023,1,2,5,2,0
2023-02-03,58,60,75,67,86,68,65,64,54,30,7,1258,17211,2281,3022,369,2023,1,2,5,3,0
2023-02-04,51,50,71,50,60,49,32,49,48,19,10,1298,17170,2448,2880,269,2023,1,2,5,4,0
2023-02-05,37,43,29,35,38,32,27,24,31,9,24,1268,17169,2320,2314,158,2023,1,2,6,5,0
2023-02-06,60,83,90,91,85,63,76,62,58,17,27,1190,17393,1919,3352,424,2023,1,2,6,6,0
2023-02-07,73,74,99,81,90,61,79,57,47,17,29,1182,17390,2234,3357,389,2023,1,2,6,7,0
2023-02-08,68,75,68,84,76,61,80,63,58,20,28,1186,17186,2389,3066,363,2023,1,2,6,8,0
2023-02-09,72,85,65,71,60,49,57,55,55,22,20,1183,17127,2280,3006,355,2023,1,2,6,9,0
2023-02-10,68,58,60,75,67,53,57,69,69,25,11,1220,17141,1958,2846,370,2023,1,2,6,10,0
2023-02-11,51,51,50,71,50,26,45,56,54,11,6,1237,16985,2208,2550,263,2023,1,2,6,11,0
2023-02-12,23,37,43,29,35,25,33,28,34,13,23,1212,17019,2424,2279,130,2023,1,2,7,12,0
2023-02-13,74,60,83,90,91,25,76,76,67,25,25,1110,17065,2106,3093,389,2023,1,2,7,13,0
2023-02-14,67,73,74,99,81,64,77,70,63,16,28,1099,17037,2211,2939,345,2023,1,2,7,14,0
2023-02-15,60,68,75,68,84,74,53,65,61,31,12,1115,17037,2071,3243,348,2023,1,2,7,15,0
2023-02-16,71,72,85,65,71,80,66,58,54,19,29,1110,17042,2126,3096,351,2023,1,2,7,16,0
2023-02-17,43,68,58,60,75,85,64,65,52,18,13,1159,16894,2132,2808,278,2023,1,2,7,17,0
2023-02-18,51,51,51,50,71,31,38,32,42,10,17,1216,16973,2290,2793,264,2023,1,2,7,18,0
2023-02-19,36,23,37,43,29,34,39,27,26,6,30,1190,17109,2162,2267,131,2023,1,2,8,19,0
2023-02-20,49,74,60,83,90,91,78,76,63,33,38,1128,17134,2024,3256,344,2023,1,2,8,20,0
2023-02-21,60,67,73,74,99,87,74,79,70,34,34,1146,16924,2041,3051,360,2023,1,2,8,21,0
2023-02-22,63,60,68,75,68,88,60,80,48,23,25,1212,16775,2290,3073,309,2023,1,2,8,22,0
2023-02-23,63,71,72,85,65,70,63,57,59,21,26,1252,16653,2221,2968,318,2023,1,2,8,23,0
2023-02-24,60,43,68,58,60,86,68,57,55,23,14,1259,16696,2066,2891,319,2023,1,2,8,24,0
2023-02-25,44,51,51,51,50,60,49,45,39,7,12,1273,16580,1963,2617,259,2023,1,2,8,25,0
