price_cluster,make,model,subtype,outside_color,mileage_cluster,hp_cluster,built_year,fueltype,geartype,body_type,upholstery,fuel_cluster,time_sell
20-25k,Mercedes-Benz,C-Klasse,C 220 d,Gray,90-100k,150-200hp,2015,Diesel,Gear type automatic,Limousine,Teilleder,0-4.5f,0-7d
15-20k,Mercedes-Benz,A-Klasse,A 180,White,40-50k,100-150hp,2015,Benzin,Gear type manual,Limousine,Alcantara,4.5-5.5f,0-7d
10-15k,Renault,Clio,1.2,Black,30-40k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,7-15d
15-20k,Volkswagen,Golf VII,1.6 TDI,Black,60-70k,100-150hp,2014,Diesel,Gear type automatic,Limousine,Stoff,5.5-6.5f,50-65d
20-25k,Ford,Kuga,1.5 EcoBoost,Black,10-20k,100-150hp,2018,Benzin,Gear type manual,SUV,Alcantara,+6.5f,15-25d
15-20k,Ford,Focus,1.5 EcoBoost,Gray,40-50k,150-200hp,2017,Benzin,Gear type manual,Kombi,Teilleder,5.5-6.5f,7-15d
10-15k,Skoda,Fabia,1.2 TSI,Gray,60-70k,0-100hp,2017,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,0-7d
15-20k,Mazda,CX-3,2.0 Skyactiv-G,Brown,10-20k,100-150hp,2018,Benzin,Gear type manual,SUV,Teilleder,5.5-6.5f,15-25d
10-15k,Opel,Corsa,1.4,Red,10-20k,0-100hp,2019,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,50-65d
+30k,Volvo,XC 90,2.0 T5,Gray,70-80k,+250hp,2017,Benzin,Gear type automatic,SUV,Leder,+6.5f,0-7d
15-20k,BMW,X1,xDrive 18d,Gray,80-90k,100-150hp,2015,Diesel,Gear type automatic,SUV,Stoff,4.5-5.5f,50-65d
20-25k,Citroen,C3 Aircross,1.2 e-THP,Gray,0-10k,100-150hp,2021,Benzin,Gear type automatic,SUV,Stoff,4.5-5.5f,50-65d
25-30k,Ford,Galaxy,1.5 EcoBoost,Gray,40-50k,150-200hp,2019,Benzin,Gear type manual,Van,Stoff,+6.5f,35-50d
+30k,Toyota,Camry,2.5 Hybrid,Brown,30-40k,200-250hp,2019,Benzin,Gear type automatic,Limousine,Leder,0-4.5f,7-15d
+30k,Volvo,XC 90,2.0 D5,White,100k+,200-250hp,2017,Diesel,Gear type automatic,SUV,Leder,5.5-6.5f,50-65d
10-15k,Smart,fortwo,0.9 Turbo,Gray,50-60k,0-100hp,2016,Benzin,Gear type automatic,Coupe,Stoff,0-4.5f,0-7d
10-15k,Ford,Fiesta,1.0 EcoBoost,Red,70-80k,0-100hp,2016,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,7-15d
25-30k,Mercedes-Benz,C-Klasse,C 180 CGI,Black,40-50k,150-200hp,2018,Benzin,Gear type automatic,Limousine,Teilleder,4.5-5.5f,35-50d
0-10k,Fiat,Panda,1.2,Black,10-20k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
15-20k,Volkswagen,Golf VII,1.2 TSI,Gray,40-50k,100-150hp,2016,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,7-15d
10-15k,Fiat,500,1.2,Gray,30-40k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,65-80d
20-25k,Volkswagen,Golf VII,1.4 GTE,White,40-50k,100-150hp,2016,Hybrid,Gear type automatic,Limousine,Stoff,0-4.5f,100+
15-20k,Volkswagen,Golf VII,1.2 TSI,Red,10-20k,100-150hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
0-10k,Toyota,AYGO,1.0,White,90-100k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,50-65d
+30k,Hyundai,Tucson,1.6 CRDi Mild-Hybrid,Black,30-40k,100-150hp,2020,Diesel,Gear type automatic,SUV,Leder,4.5-5.5f,50-65d
+30k,Toyota,ProAce Verso,2.0 D-4D,Brown,20-30k,150-200hp,2018,Diesel,Gear type automatic,Bus,Stoff,4.5-5.5f,7-15d
+30k,Mercedes-Benz,CLA-Klasse,CLA 220,Black,30-40k,150-200hp,2019,Benzin,Gear type automatic,Limousine,Alcantara,5.5-6.5f,80-100d
10-15k,Opel,Astra K,1.4 SIDI Turbo,Gray,70-80k,100-150hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
10-15k,Volkswagen,up!,1.0,Red,0-10k,0-100hp,2016,Benzin,Gear type automatic,Limousine,Stoff,0-4.5f,0-7d
15-20k,Ford,Kuga,1.5 EcoBoost,Black,90-100k,100-150hp,2017,Benzin,Gear type manual,SUV,Teilleder,5.5-6.5f,15-25d
15-20k,Ford,Fiesta,1.0 EcoBoost,White,10-20k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,15-25d
15-20k,Seat,Ibiza,1.0 TSI,Beige,60-70k,100-150hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,50-65d
10-15k,Nissan,Juke,1.2,White,40-50k,100-150hp,2016,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,15-25d
20-25k,Seat,Ibiza,1.0 TSI,White,0-10k,100-150hp,2021,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,15-25d
15-20k,Volkswagen,Touran,1.2 TSI,Yellow,80-90k,100-150hp,2016,Benzin,Gear type manual,Van,Stoff,4.5-5.5f,25-35d
15-20k,Audi,A1,1.4 TFSI,White,70-80k,100-150hp,2016,Benzin,Gear type automatic,Limousine,Alcantara,4.5-5.5f,50-65d
15-20k,Kia,Niro,1.6,Black,70-80k,100-150hp,2016,Hybrid,Gear type automatic,SUV,Teilleder,0-4.5f,35-50d
15-20k,Volkswagen,Golf,1.0 TSI,Gray,40-50k,100-150hp,2019,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
20-25k,Audi,A5,3.0 V6 TDI,Brown,60-70k,200-250hp,2015,Diesel,Gear type automatic,Cabrio,Leder,5.5-6.5f,100+
15-20k,Kia,Venga,1.6,Silver,30-40k,100-150hp,2017,Benzin,Gear type automatic,Van,Stoff,5.5-6.5f,25-35d
20-25k,Suzuki,Vitara,1.4,Yellow,30-40k,100-150hp,2015,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,100+
10-15k,Opel,Adam,1.4,Red,30-40k,0-100hp,2018,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,80-100d
0-10k,Ford,Fiesta,1.0,Gray,50-60k,0-100hp,2013,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
10-15k,Fiat,Tipo,1.4,Gray,30-40k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,35-50d
10-15k,Volkswagen,Golf VII,1.2 TSI,Silver,70-80k,100-150hp,2016,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,50-65d
10-15k,Hyundai,i20,1.2,Blue,20-30k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,0-7d
+30k,Volkswagen,T6 Multivan,2.0 TDI,Blue,100k+,100-150hp,2018,Diesel,Gear type automatic,Bus,Stoff,5.5-6.5f,35-50d
15-20k,MINI,MINI,Cooper,Gray,10-20k,100-150hp,2016,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,15-25d
15-20k,MINI,MINI,One,Red,20-30k,100-150hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
10-15k,Audi,A1,1.4 TFSI,Orange,70-80k,100-150hp,2013,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,35-50d
10-15k,Mercedes-Benz,B-Klasse,B 180,Black,100k+,100-150hp,2015,Benzin,Gear type manual,Van,Stoff,5.5-6.5f,15-25d
15-20k,Volkswagen,Polo,1.8 TSI,Black,20-30k,150-200hp,2015,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,100+
10-15k,Fiat,Tipo,1.4 Turbo,Blue,40-50k,100-150hp,2019,Benzin,Gear type manual,Limousine,Stoff,+6.5f,50-65d
10-15k,Opel,Astra K,1.0,Red,20-30k,100-150hp,2018,Benzin,Gear type manual,Limousine,Teilleder,0-4.5f,100+
10-15k,Toyota,AYGO,1.0,Red,50-60k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,50-65d
10-15k,Fiat,500,1.2,Gray,50-60k,0-100hp,2019,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,35-50d
0-10k,Smart,fortwo,1.0,White,70-80k,0-100hp,2012,Benzin,Gear type automatic,Coupe,Stoff,0-4.5f,0-7d
+30k,Skoda,Superb,2.0 TDI,Brown,70-80k,150-200hp,2018,Diesel,Gear type automatic,Kombi,Leder,4.5-5.5f,35-50d
15-20k,Volkswagen,Golf VII,1.0 TSI,Blue,10-20k,100-150hp,2017,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,7-15d
20-25k,Renault,Kadjar,1.3 TCe,Green,30-40k,150-200hp,2018,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,50-65d
10-15k,Volkswagen,Caddy,2.0 TDI,Green,100k+,0-100hp,2016,Diesel,Gear type manual,Van,Stoff,4.5-5.5f,35-50d
20-25k,Ford,Focus,1.0 EcoBoost,White,30-40k,100-150hp,2019,Benzin,Gear type manual,Kombi,Stoff,0-4.5f,50-65d
25-30k,BMW,4er,420i Gran Coupé,Black,60-70k,150-200hp,2018,Benzin,Gear type automatic,Coupe,Stoff,4.5-5.5f,15-25d
0-10k,Toyota,AYGO,1.0,Yellow,20-30k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,65-80d
20-25k,BMW,X1,sDrive 18i,Brown,60-70k,100-150hp,2016,Benzin,Gear type manual,SUV,Teilleder,4.5-5.5f,50-65d
10-15k,Opel,Corsa,1.2,White,10-20k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,25-35d
10-15k,Peugeot,208,1.2 e-VTi,Gray,40-50k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
15-20k,Audi,A3,1.6 TDI,Blue,50-60k,100-150hp,2016,Diesel,Gear type automatic,Limousine,Stoff,0-4.5f,15-25d
10-15k,Ford,Focus,1.5 TDCi,White,100k+,100-150hp,2015,Diesel,Gear type manual,Kombi,Stoff,0-4.5f,15-25d
10-15k,Volkswagen,Golf VII,1.6 TDI,Blue,100k+,100-150hp,2015,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,50-65d
25-30k,Jeep,Compass,1.4 M-Air,Black,20-30k,150-200hp,2019,Benzin,Gear type automatic,SUV,Teilleder,+6.5f,65-80d
+30k,Audi,Q5,2.0 TFSI,Gray,80-90k,+250hp,2017,Benzin,Gear type automatic,SUV,Leder,+6.5f,15-25d
15-20k,Fiat,500X,1.0 Turbo,Beige,20-30k,100-150hp,2019,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,7-15d
15-20k,Dacia,Duster II,1.3 TCe,Orange,40-50k,100-150hp,2019,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,65-80d
20-25k,BMW,2er,220d Gran Tourer,Black,50-60k,150-200hp,2015,Diesel,Gear type automatic,Van,Leder,4.5-5.5f,7-15d
15-20k,Seat,Ibiza,1.0 TSI,Red,10-20k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,100+
20-25k,Seat,Leon,1.4 TSI,Gray,40-50k,100-150hp,2017,Benzin,Gear type automatic,Kombi,Teilleder,4.5-5.5f,25-35d
15-20k,Dacia,Dokker,1.3 TCe,Blue,70-80k,100-150hp,2019,Benzin,Gear type manual,Van,Stoff,5.5-6.5f,7-15d
10-15k,Volvo,V 40,1.6 T3,Brown,100k+,100-150hp,2013,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
15-20k,Opel,Mokka X,1.4 Turbo,Black,40-50k,100-150hp,2018,Benzin,Gear type automatic,SUV,Teilleder,5.5-6.5f,35-50d
25-30k,Mercedes-Benz,C-Klasse,C 180 CGI,Gray,40-50k,150-200hp,2018,Benzin,Gear type automatic,Kombi,Teilleder,4.5-5.5f,65-80d
0-10k,Fiat,Panda,1.2,White,20-30k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
10-15k,Audi,A1,1.0 TFSI,Black,90-100k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,65-80d
25-30k,Ford,Transit,2.0 TDCi,Black,90-100k,150-200hp,2017,Diesel,Gear type automatic,Kombi,Stoff,+6.5f,0-7d
20-25k,Volkswagen,Touran,1.6 TDI,Black,90-100k,100-150hp,2019,Diesel,Gear type manual,Van,Stoff,0-4.5f,0-7d
15-20k,Ford,Kuga,1.5 EcoBoost,Silver,70-80k,100-150hp,2017,Benzin,Gear type manual,SUV,Teilleder,5.5-6.5f,25-35d
25-30k,Audi,Q5,3.0 V6 TDI,Black,70-80k,+250hp,2015,Diesel,Gear type automatic,SUV,Teilleder,5.5-6.5f,35-50d
15-20k,Ford,Kuga,2.0 TDCi,Black,100k+,150-200hp,2015,Diesel,Gear type automatic,SUV,Teilleder,4.5-5.5f,7-15d
10-15k,BMW,1er,116i,White,100k+,100-150hp,2014,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,15-25d
10-15k,Seat,Leon,1.4 TSI,Silver,70-80k,100-150hp,2015,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,15-25d
15-20k,Volkswagen,Golf VII Sportsvan,1.2 TSI,Gray,60-70k,100-150hp,2016,Benzin,Gear type manual,Van,Stoff,4.5-5.5f,100+
10-15k,BMW,1er,116i,Gray,90-100k,100-150hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,50-65d
15-20k,Ford,Focus,1.0 EcoBoost,Black,70-80k,100-150hp,2018,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,7-15d
25-30k,Ford,S-Max,2.0 EcoBlue,Gray,60-70k,150-200hp,2018,Diesel,Gear type automatic,Van,Alcantara,4.5-5.5f,15-25d
0-10k,Seat,Ibiza,1.4,Black,40-50k,0-100hp,2013,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,7-15d
15-20k,Renault,Megane,1.2 TCe Energy,Blue,70-80k,100-150hp,2017,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,25-35d
15-20k,Smart,fortwo,0.9 Turbo,Black,30-40k,0-100hp,2018,Benzin,Gear type automatic,Coupe,Stoff,0-4.5f,65-80d
0-10k,Skoda,Fabia,1.2,Gray,20-30k,0-100hp,2014,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,35-50d
10-15k,Volkswagen,Golf Plus,1.2 TSI,Silver,40-50k,100-150hp,2013,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,65-80d
15-20k,Skoda,Octavia,1.0 TSI,Black,70-80k,100-150hp,2018,Benzin,Gear type automatic,Kombi,Stoff,4.5-5.5f,35-50d
25-30k,Volkswagen,Passat,2.0 TDI,Black,80-90k,200-250hp,2016,Diesel,Gear type automatic,Kombi,Leder,4.5-5.5f,100+
15-20k,Volkswagen,Polo,1.0 TSI,White,30-40k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,35-50d
10-15k,Peugeot,308,2.0 Blue-HDi,Brown,20-30k,100-150hp,2014,Diesel,Gear type automatic,Kombi,Stoff,0-4.5f,0-7d
10-15k,Smart,fortwo,1.0,Gray,30-40k,0-100hp,2018,Benzin,Gear type manual,Coupe,Stoff,0-4.5f,15-25d
0-10k,Dacia,Sandero II,1.2,White,30-40k,0-100hp,2014,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,0-7d
15-20k,Audi,A3,1.6 TDI,Gray,100k+,100-150hp,2017,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,25-35d
10-15k,Kia,Sportage,2.0 CRDi,Black,70-80k,100-150hp,2014,Diesel,Gear type manual,SUV,Teilleder,5.5-6.5f,25-35d
20-25k,Audi,Q3,2.0 TDI,Green,50-60k,100-150hp,2018,Diesel,Gear type automatic,SUV,Stoff,0-4.5f,100+
10-15k,Skoda,Fabia,1.0 MPI,Black,60-70k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
10-15k,Kia,Picanto,1.2,Orange,40-50k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
25-30k,Kia,Sorento,2.2 CRDi,Black,20-30k,150-200hp,2019,Diesel,Gear type automatic,SUV,Stoff,5.5-6.5f,25-35d
25-30k,Mazda,CX-30,2.0,Red,0-10k,150-200hp,2019,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,7-15d
10-15k,Ford,Focus,1.0 EcoBoost,Black,90-100k,100-150hp,2015,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,0-7d
20-25k,Volvo,XC 60,2.4 D4,White,90-100k,150-200hp,2016,Diesel,Gear type automatic,SUV,Leder,5.5-6.5f,0-7d
20-25k,Ford,Focus,1.5 EcoBoost,Gray,20-30k,150-200hp,2019,Benzin,Gear type automatic,Kombi,Stoff,4.5-5.5f,7-15d
0-10k,Fiat,Panda,1.2,Gray,30-40k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
20-25k,Seat,Ateca,1.5 TSI,Gray,30-40k,100-150hp,2018,Benzin,Gear type automatic,SUV,Stoff,5.5-6.5f,15-25d
0-10k,Skoda,Fabia,1.0 MPI,Gray,90-100k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
10-15k,Opel,Astra K,1.4 SIDI Turbo,White,60-70k,100-150hp,2016,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,50-65d
15-20k,Skoda,Yeti,1.4 TSI,Gray,100k+,100-150hp,2016,Benzin,Gear type automatic,SUV,Leder,5.5-6.5f,15-25d
15-20k,Fiat,500X,1.6,Red,30-40k,100-150hp,2016,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,50-65d
25-30k,BMW,5er,520d,Blue,50-60k,150-200hp,2017,Diesel,Gear type automatic,Kombi,Stoff,4.5-5.5f,100+
15-20k,Renault,Kadjar,1.6 dCi Energy,Blue,40-50k,100-150hp,2016,Diesel,Gear type manual,SUV,Stoff,0-4.5f,15-25d
0-10k,Skoda,Citigo,1.0 MPI,Green,100k+,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
20-25k,Ford,Focus,1.0 EcoBoost,Black,60-70k,100-150hp,2019,Benzin,Gear type automatic,Kombi,Stoff,5.5-6.5f,50-65d
10-15k,Ford,Fiesta,1.0 EcoBoost,White,30-40k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,15-25d
10-15k,Volkswagen,Golf VII,1.6 TDI,Gray,80-90k,100-150hp,2015,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,35-50d
20-25k,Renault,Grand Scenic,1.3 TCe,Black,30-40k,100-150hp,2019,Benzin,Gear type manual,Van,Stoff,5.5-6.5f,35-50d
10-15k,Volvo,V 40,2.0 T2,Blue,50-60k,100-150hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,50-65d
10-15k,Opel,Adam,1.4,Black,20-30k,0-100hp,2018,Benzin,Gear type manual,Limousine,Teilleder,5.5-6.5f,35-50d
15-20k,Opel,Mokka X,1.4 Turbo,Black,60-70k,100-150hp,2017,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,7-15d
15-20k,Nissan,X-Trail,1.6 dCi,Gray,50-60k,100-150hp,2016,Diesel,Gear type manual,SUV,Stoff,4.5-5.5f,80-100d
+30k,Renault,Arkana,1.3 TCe,Gray,10-20k,100-150hp,2021,Benzin,Gear type automatic,SUV,Alcantara,4.5-5.5f,65-80d
20-25k,Citroen,C4 Grand Picasso,2.0 Blue-HDi,White,50-60k,100-150hp,2017,Diesel,Gear type automatic,Van,Teilleder,0-4.5f,35-50d
15-20k,Suzuki,Jimny,1.3,Gray,40-50k,0-100hp,2018,Benzin,Gear type manual,SUV,Leder,+6.5f,15-25d
15-20k,Toyota,Yaris,1.5 Hybrid,Red,60-70k,0-100hp,2017,Hybrid,Gear type automatic,Limousine,Stoff,0-4.5f,25-35d
10-15k,Renault,Scenic,1.2 TCe Energy,White,70-80k,100-150hp,2017,Benzin,Gear type manual,Van,Teilleder,5.5-6.5f,35-50d
+30k,BMW,1er,M140i,Black,40-50k,+250hp,2019,Benzin,Gear type automatic,Limousine,Leder,+6.5f,50-65d
15-20k,Toyota,C-HR,1.8 Hybrid,Blue,90-100k,100-150hp,2017,Hybrid,Gear type automatic,SUV,Leder,0-4.5f,80-100d
10-15k,Opel,Astra K,1.0,White,60-70k,100-150hp,2015,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,35-50d
0-10k,Chevrolet,Trax,1.4 TURBO,Silver,100k+,100-150hp,2013,Benzin,Gear type manual,SUV,Teilleder,5.5-6.5f,0-7d
20-25k,Seat,Leon,2.0 TDI,Gray,70-80k,100-150hp,2019,Diesel,Gear type automatic,Kombi,Teilleder,0-4.5f,100+
20-25k,Volkswagen,Golf VII,1.5 TSI,White,30-40k,100-150hp,2018,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,50-65d
10-15k,MINI,MINI,Cooper,Blue,30-40k,100-150hp,2014,Benzin,Gear type manual,Limousine,Leder,4.5-5.5f,80-100d
0-10k,Citroen,C1,1.0 VTi,Blue,30-40k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,25-35d
10-15k,Volkswagen,up!,1.0,White,0-10k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,50-65d
25-30k,Volkswagen,Golf VII,2.0 TSI,Silver,40-50k,200-250hp,2018,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,80-100d
0-10k,Nissan,Pixo,1.0,Black,40-50k,0-100hp,2012,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,15-25d
15-20k,Hyundai,i10,1.0 TGDI,White,10-20k,100-150hp,2021,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,65-80d
25-30k,Audi,Q5,2.0 TDI,Black,100k+,150-200hp,2016,Diesel,Gear type automatic,SUV,Leder,5.5-6.5f,25-35d
15-20k,Volkswagen,Golf VII,2.0 TDI,Black,80-90k,100-150hp,2015,Diesel,Gear type automatic,Limousine,Stoff,0-4.5f,15-25d
15-20k,Volkswagen,Golf VII,1.4 TSI,Black,80-90k,100-150hp,2017,Benzin,Gear type automatic,Limousine,Alcantara,4.5-5.5f,7-15d
15-20k,Nissan,Qashqai,1.5 Turbodiesel,Brown,80-90k,100-150hp,2016,Diesel,Gear type manual,SUV,Stoff,0-4.5f,15-25d
10-15k,Volkswagen,Golf VII,1.2 TSI,Gray,100k+,100-150hp,2013,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,50-65d
15-20k,Kia,Sportage,1.6 GDI,Black,80-90k,100-150hp,2018,Benzin,Gear type manual,SUV,Leder,+6.5f,15-25d
20-25k,Volkswagen,Polo,2.0 TSI,Red,70-80k,150-200hp,2019,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,50-65d
10-15k,Kia,Rio,1.0 TGDI,Gray,100k+,100-150hp,2017,Benzin,Gear type manual,Limousine,Leder,4.5-5.5f,15-25d
20-25k,Mercedes-Benz,A-Klasse,A 200,White,60-70k,150-200hp,2017,Benzin,Gear type manual,Limousine,Alcantara,4.5-5.5f,35-50d
15-20k,Seat,Leon,1.4 TSI,Gray,60-70k,100-150hp,2017,Benzin,Gear type automatic,Coupe,Alcantara,4.5-5.5f,50-65d
15-20k,Peugeot,2008,1.2 e-THP,Red,10-20k,100-150hp,2018,Benzin,Gear type automatic,SUV,Teilleder,4.5-5.5f,35-50d
10-15k,Smart,fortwo,1.0,Blue,20-30k,0-100hp,2019,Benzin,Gear type automatic,Coupe,Stoff,0-4.5f,80-100d
25-30k,Audi,S5,3.0 V6 TFSI,Black,100k+,+250hp,2016,Benzin,Gear type automatic,Coupe,Leder,+6.5f,35-50d
15-20k,Volkswagen,T-Cross,1.0 TSI,Gray,10-20k,0-100hp,2019,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,35-50d
15-20k,Audi,A3,1.4 TFSI,Gray,50-60k,100-150hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,100+
15-20k,BMW,1er,116i,Gray,40-50k,100-150hp,2014,Benzin,Gear type manual,Limousine,Alcantara,5.5-6.5f,50-65d
10-15k,Opel,Astra K,1.4 SIDI Turbo,Gray,50-60k,100-150hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
15-20k,Opel,Astra K,1.4 SIDI Turbo,Black,40-50k,100-150hp,2018,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,15-25d
15-20k,Skoda,Octavia,1.4 TSI,Black,80-90k,100-150hp,2017,Benzin,Gear type automatic,Kombi,Stoff,4.5-5.5f,15-25d
10-15k,Mazda,3,2.2 Turbodiesel,Black,90-100k,100-150hp,2015,Diesel,Gear type manual,Limousine,Leder,0-4.5f,7-15d
25-30k,Volkswagen,T-Roc,2.0 TSI,Red,40-50k,150-200hp,2019,Benzin,Gear type automatic,SUV,Stoff,+6.5f,100+
10-15k,Renault,Clio,1.2,Black,70-80k,0-100hp,2017,Benzin,Gear type manual,Kombi,Stoff,5.5-6.5f,50-65d
0-10k,Volkswagen,up!,1.0,Red,70-80k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,7-15d
20-25k,Renault,Captur,1.3 TCe,Gray,0-10k,100-150hp,2020,Benzin,Gear type automatic,SUV,Teilleder,5.5-6.5f,7-15d
0-10k,Toyota,Yaris,1.0 VVT-i,Gray,80-90k,0-100hp,2014,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
25-30k,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 220 d,Blue,90-100k,150-200hp,2018,Diesel,Gear type automatic,Kombi,Teilleder,4.5-5.5f,50-65d
15-20k,Skoda,Octavia,1.6 TDI,White,70-80k,100-150hp,2018,Diesel,Gear type automatic,Kombi,Teilleder,0-4.5f,25-35d
25-30k,Mercedes-Benz,CLA-Klasse,CLA 180,Black,30-40k,100-150hp,2017,Benzin,Gear type automatic,Limousine,Teilleder,4.5-5.5f,35-50d
15-20k,Seat,Ibiza,1.0 TSI,Black,10-20k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,50-65d
25-30k,Hyundai,i30,2.0 TGDI,Gray,30-40k,+250hp,2018,Benzin,Gear type manual,Limousine,Teilleder,+6.5f,15-25d
10-15k,Opel,Mokka,1.6,White,80-90k,100-150hp,2015,Benzin,Gear type manual,SUV,Leder,5.5-6.5f,7-15d
15-20k,Mitsubishi,ASX,1.6,Gray,10-20k,100-150hp,2018,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,25-35d
10-15k,Citroen,C3,1.2 VTi,Black,10-20k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,35-50d
0-10k,Opel,Adam,1.2,Red,40-50k,0-100hp,2014,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
15-20k,BMW,X1,sDrive 20i,Gray,100k+,150-200hp,2014,Benzin,Gear type manual,SUV,Stoff,+6.5f,50-65d
25-30k,Kia,pro_cee'd,1.6 TGDI,White,10-20k,200-250hp,2020,Benzin,Gear type automatic,Coupe,Teilleder,5.5-6.5f,15-25d
