price_cluster,make,model,subtype,outside_color,mileage_cluster,hp_cluster,built_year,fueltype,geartype,body_type,upholstery,fuel_cluster,time_sell
0-10k,Peugeot,108,1.0 VTi,White,90-100k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,65-80d
15-20k,BMW,2er,218i Active Tourer,White,40-50k,100-150hp,2017,Benzin,Gear type automatic,Van,Stoff,4.5-5.5f,15-25d
15-20k,Hyundai,ix20,1.6,Gray,20-30k,100-150hp,2018,Benzin,Gear type automatic,Van,Stoff,5.5-6.5f,35-50d
10-15k,Dacia,Lodgy,1.6 SCe,White,20-30k,100-150hp,2018,Benzin,Gear type manual,Van,Stoff,+6.5f,25-35d
10-15k,Skoda,Fabia,1.2 TSI,White,60-70k,0-100hp,2016,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,100+
20-25k,Volkswagen,Golf VII,1.4 TSI,Black,30-40k,100-150hp,2017,Benzin,Gear type automatic,Kombi,Stoff,4.5-5.5f,100+
0-10k,Mitsubishi,Space Star,1.0,White,30-40k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,7-15d
25-30k,Volkswagen,Tiguan,2.0 TSI,Blue,80-90k,150-200hp,2016,Benzin,Gear type automatic,SUV,Leder,+6.5f,25-35d
15-20k,Seat,Leon,1.4 TSI,Red,50-60k,100-150hp,2017,Benzin,Gear type manual,Kombi,Alcantara,4.5-5.5f,35-50d
10-15k,Smart,fortwo,1.0,Silver,60-70k,0-100hp,2017,Benzin,Gear type automatic,Cabrio,Stoff,0-4.5f,35-50d
25-30k,Mercedes-Benz,E-Klasse,E 200,Gray,70-80k,150-200hp,2016,Benzin,Gear type automatic,Limousine,Teilleder,5.5-6.5f,15-25d
0-10k,Opel,Meriva,1.4 Turbo,Black,90-100k,100-150hp,2015,Benzin,Gear type manual,Van,Stoff,5.5-6.5f,7-15d
15-20k,BMW,2er,216d Gran Tourer,White,80-90k,100-150hp,2016,Diesel,Gear type manual,Van,Stoff,0-4.5f,25-35d
0-10k,Ford,Fiesta,1.0,White,70-80k,0-100hp,2014,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
10-15k,Smart,fortwo,0.9 Turbo,Black,90-100k,0-100hp,2018,Benzin,Gear type manual,Coupe,Stoff,0-4.5f,100+
+30k,MINI,Countryman,Cooper S,White,0-10k,150-200hp,2020,Benzin,Gear type automatic,SUV,Leder,5.5-6.5f,7-15d
20-25k,Nissan,Qashqai,1.3 DIG-T,Gray,20-30k,150-200hp,2018,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,80-100d
10-15k,Opel,Adam,1.4,Blue,20-30k,0-100hp,2016,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,7-15d
15-20k,Opel,Zafira Tourer,2.0 CDTI,White,100k+,150-200hp,2017,Diesel,Gear type manual,Van,Stoff,4.5-5.5f,7-15d
20-25k,Toyota,C-HR,1.8 Hybrid,Brown,30-40k,100-150hp,2017,Hybrid,Gear type automatic,SUV,Teilleder,0-4.5f,25-35d
20-25k,Ford,Kuga,1.5 EcoBoost,Blue,30-40k,150-200hp,2018,Benzin,Gear type automatic,SUV,Teilleder,+6.5f,15-25d
10-15k,Renault,Megane,1.2 TCe Energy,Black,40-50k,100-150hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
10-15k,Citroen,C3,1.2 PureTech,Black,10-20k,0-100hp,2018,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,0-7d
20-25k,Volkswagen,Touran,2.0 TDI,White,90-100k,150-200hp,2016,Diesel,Gear type automatic,Van,Leder,4.5-5.5f,0-7d
15-20k,Seat,Arona,1.0 TSI,Red,20-30k,100-150hp,2017,Benzin,Gear type automatic,SUV,Alcantara,4.5-5.5f,0-7d
15-20k,Audi,A3,1.4 TFSI ACT,Black,80-90k,100-150hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
10-15k,Smart,fortwo,1.0,Black,30-40k,0-100hp,2017,Benzin,Gear type automatic,Cabrio,Stoff,0-4.5f,7-15d
+30k,Mercedes-Benz,GLC-Klasse,GLC 350e,Black,70-80k,+250hp,2016,Hybrid,Gear type automatic,SUV,Alcantara,0-4.5f,100+
10-15k,Seat,Leon,1.4 TSI,White,60-70k,100-150hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
0-10k,Smart,fortwo,1.0,White,10-20k,0-100hp,2013,Benzin,Gear type automatic,Coupe,Stoff,0-4.5f,7-15d
20-25k,Audi,Q3,2.0 TFSI,Gray,20-30k,150-200hp,2013,Benzin,Gear type automatic,SUV,Alcantara,+6.5f,7-15d
15-20k,Volkswagen,Golf VII,1.4 TSI,White,70-80k,100-150hp,2016,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,25-35d
15-20k,Dacia,Duster II,1.3 TCe,Gray,0-10k,100-150hp,2021,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,65-80d
20-25k,Skoda,Karoq,1.5 TSI,Gray,50-60k,100-150hp,2018,Benzin,Gear type automatic,SUV,Stoff,4.5-5.5f,50-65d
10-15k,BMW,1er,116i,Brown,60-70k,100-150hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
20-25k,Audi,A3 Limousine,30 TDI,White,80-90k,100-150hp,2018,Diesel,Gear type automatic,Limousine,Leder,0-4.5f,7-15d
10-15k,Peugeot,208,1.6 THP,Black,70-80k,200-250hp,2016,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,0-7d
15-20k,Peugeot,3008,1.2 e-THP,Black,70-80k,100-150hp,2016,Benzin,Gear type manual,SUV,Stoff,4.5-5.5f,7-15d
25-30k,Ford,Kuga,2.0 TDCi,Gray,30-40k,150-200hp,2019,Diesel,Gear type automatic,SUV,Stoff,+6.5f,50-65d
20-25k,Volkswagen,Touran,1.5 TSI,Black,100k+,100-150hp,2018,Benzin,Gear type automatic,Van,Alcantara,5.5-6.5f,25-35d
20-25k,BMW,1er,120d,Blue,80-90k,150-200hp,2018,Diesel,Gear type automatic,Limousine,Leder,0-4.5f,25-35d
20-25k,Volkswagen,Touran,1.4 TSI,Blue,90-100k,100-150hp,2017,Benzin,Gear type automatic,Van,Stoff,4.5-5.5f,35-50d
0-10k,Ford,Fiesta,1.0 EcoBoost,Red,70-80k,0-100hp,2014,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,65-80d
25-30k,MINI,Countryman,Cooper S,Gray,20-30k,150-200hp,2018,Benzin,Gear type automatic,SUV,Alcantara,5.5-6.5f,0-7d
10-15k,Ford,Ka+,1.2 Ti-VCT,White,40-50k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,80-100d
15-20k,Skoda,Rapid,1.4 TSI,White,30-40k,100-150hp,2017,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,25-35d
20-25k,Ford,Edge,2.0 TDCi Bi-Turbo,Gray,90-100k,200-250hp,2016,Diesel,Gear type automatic,SUV,Leder,5.5-6.5f,0-7d
0-10k,Ford,Fiesta,1.25,Black,60-70k,0-100hp,2012,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
15-20k,Kia,Stonic,1.0 TGDI,Gray,70-80k,100-150hp,2019,Benzin,Gear type automatic,SUV,Stoff,4.5-5.5f,100+
10-15k,MINI,Cabrio,One,White,60-70k,0-100hp,2013,Benzin,Gear type manual,Cabrio,Stoff,4.5-5.5f,35-50d
15-20k,Mercedes-Benz,A-Klasse,A 180,Silver,50-60k,100-150hp,2014,Benzin,Gear type automatic,Limousine,Teilleder,4.5-5.5f,35-50d
0-10k,Opel,Adam,1.4,Black,70-80k,0-100hp,2013,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,80-100d
15-20k,Opel,Astra K,1.6 CDTI DPF,Gray,30-40k,100-150hp,2018,Diesel,Gear type manual,Kombi,Teilleder,0-4.5f,35-50d
10-15k,Opel,Mokka,1.4 Turbo,Black,80-90k,100-150hp,2013,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,25-35d
10-15k,Peugeot,308,1.6 Blue-HDi,Silver,100k+,100-150hp,2017,Diesel,Gear type automatic,Kombi,Leder,0-4.5f,35-50d
10-15k,Ford,C-Max,1.5 TDCi,Gray,100k+,100-150hp,2018,Diesel,Gear type automatic,Van,Stoff,4.5-5.5f,15-25d
+30k,Volkswagen,Tiguan,2.0 TDI,White,20-30k,150-200hp,2020,Diesel,Gear type automatic,SUV,Stoff,4.5-5.5f,65-80d
20-25k,Hyundai,Tucson,1.6 TGDI,Black,20-30k,150-200hp,2018,Benzin,Gear type automatic,SUV,Leder,+6.5f,80-100d
15-20k,Hyundai,i30,1.4 TGDI,Black,40-50k,100-150hp,2017,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,15-25d
10-15k,Volkswagen,Golf VII,1.2 TSI,Gray,90-100k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,65-80d
0-10k,Dacia,Sandero II,1.0 SCe,White,50-60k,0-100hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
+30k,Mercedes-Benz,C-Klasse,C 250,Gray,30-40k,200-250hp,2018,Benzin,Gear type automatic,Limousine,Leder,5.5-6.5f,50-65d
15-20k,Kia,Sportage,1.6 GDI,Gold,20-30k,100-150hp,2018,Benzin,Gear type manual,SUV,Stoff,+6.5f,80-100d
25-30k,BMW,1er,116i,Black,0-10k,100-150hp,2021,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,35-50d
15-20k,Volkswagen,Touran,1.4 TSI,Gray,90-100k,100-150hp,2016,Benzin,Gear type manual,Van,Alcantara,5.5-6.5f,15-25d
+30k,Volkswagen,T6 Multivan,2.0 TDI,Green,70-80k,100-150hp,2018,Diesel,Gear type automatic,Bus,Stoff,5.5-6.5f,0-7d
15-20k,Audi,A4,2.0 TDI,Gray,70-80k,100-150hp,2013,Diesel,Gear type automatic,Kombi,Stoff,4.5-5.5f,35-50d
0-10k,Citroen,C3 Picasso,1.6 HDi,Silver,50-60k,0-100hp,2013,Diesel,Gear type automatic,Van,Teilleder,0-4.5f,15-25d
15-20k,BMW,1er,118i,Blue,40-50k,100-150hp,2018,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,7-15d
0-10k,Renault,Clio,1.2,Black,70-80k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,35-50d
20-25k,Ford,S-Max,2.0 TDCi,Green,80-90k,100-150hp,2017,Diesel,Gear type manual,Van,Alcantara,4.5-5.5f,0-7d
20-25k,Volkswagen,Polo,2.0 TSI,Blue,50-60k,150-200hp,2019,Benzin,Gear type manual,Limousine,Teilleder,5.5-6.5f,35-50d
20-25k,Ford,Kuga,1.5 EcoBoost,White,20-30k,150-200hp,2018,Benzin,Gear type automatic,SUV,Teilleder,+6.5f,15-25d
20-25k,Audi,A3,1.5 TSI ACT,Gray,50-60k,100-150hp,2017,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,100+
20-25k,Volkswagen,Touran,1.4 TSI,White,50-60k,100-150hp,2016,Benzin,Gear type automatic,Van,Stoff,4.5-5.5f,80-100d
20-25k,Jeep,Renegade,1.3 TGDi,Gray,20-30k,100-150hp,2019,Benzin,Gear type automatic,SUV,Leder,5.5-6.5f,15-25d
10-15k,Opel,Adam,1.4,Red,20-30k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,65-80d
10-15k,Volkswagen,Polo,1.2 TSI,Black,60-70k,0-100hp,2014,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,7-15d
15-20k,Dacia,Duster II,1.2 TCe,Orange,10-20k,100-150hp,2018,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,7-15d
20-25k,Renault,Kadjar,1.3 TCe,Black,40-50k,150-200hp,2018,Benzin,Gear type automatic,SUV,Teilleder,5.5-6.5f,35-50d
20-25k,Mercedes-Benz,C-Klasse,C 180 CGI,White,50-60k,150-200hp,2017,Benzin,Gear type automatic,Kombi,Teilleder,4.5-5.5f,35-50d
+30k,Audi,A4,40 TDI,White,90-100k,150-200hp,2019,Diesel,Gear type automatic,Kombi,Alcantara,4.5-5.5f,65-80d
20-25k,Volkswagen,Golf VII Sportsvan,1.5 TSI,Gray,10-20k,100-150hp,2018,Benzin,Gear type automatic,Van,Stoff,4.5-5.5f,7-15d
+30k,Mercedes-Benz,GLC-Klasse,GLC 220,Gray,70-80k,150-200hp,2015,Diesel,Gear type automatic,SUV,Teilleder,4.5-5.5f,35-50d
15-20k,Dacia,Lodgy,1.3 TCe,Gray,30-40k,100-150hp,2019,Benzin,Gear type manual,Van,Stoff,5.5-6.5f,0-7d
0-10k,Opel,Adam,1.4,Red,100k+,0-100hp,2013,Benzin,Gear type manual,Limousine,Leder,4.5-5.5f,25-35d
10-15k,Peugeot,308,1.2 e-THP,Blue,100k+,100-150hp,2015,Benzin,Gear type manual,Kombi,Teilleder,4.5-5.5f,7-15d
15-20k,Jeep,Renegade,1.4 M-Air,Black,50-60k,100-150hp,2015,Benzin,Gear type manual,SUV,Stoff,5.5-6.5f,25-35d
15-20k,Ford,Focus,1.0 EcoBoost,Gray,40-50k,100-150hp,2019,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,35-50d
20-25k,Ford,S-Max,1.5 EcoBoost,White,30-40k,150-200hp,2016,Benzin,Gear type manual,Van,Stoff,5.5-6.5f,65-80d
15-20k,Opel,Zafira Tourer,1.6 SIDI Turbo,White,80-90k,150-200hp,2016,Benzin,Gear type automatic,Van,Stoff,+6.5f,35-50d
15-20k,BMW,3er,320d,Blue,100k+,150-200hp,2013,Diesel,Gear type automatic,Kombi,Leder,4.5-5.5f,7-15d
0-10k,Ford,Ka,1.2,Gray,30-40k,0-100hp,2014,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,50-65d
15-20k,Audi,A3,1.6 TDI,Gray,70-80k,100-150hp,2016,Diesel,Gear type automatic,Limousine,Stoff,0-4.5f,7-15d
10-15k,Opel,Astra K,1.6 Biturbo CDTI DPF,Gray,90-100k,150-200hp,2017,Diesel,Gear type manual,Kombi,Teilleder,0-4.5f,15-25d
10-15k,Volkswagen,Polo,1.4 TSI,Black,90-100k,100-150hp,2015,Benzin,Gear type manual,Limousine,Alcantara,4.5-5.5f,25-35d
+30k,Audi,S3,2.0 TFSI,Blue,40-50k,+250hp,2016,Benzin,Gear type automatic,Limousine,Teilleder,+6.5f,35-50d
15-20k,Audi,A1,1.8 TFSI,Black,80-90k,150-200hp,2017,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,35-50d
10-15k,Ford,Focus,2.0 EcoBoost,Silver,100k+,200-250hp,2014,Benzin,Gear type manual,Limousine,Leder,+6.5f,35-50d
20-25k,Mercedes-Benz,A-Klasse,A 200,White,60-70k,150-200hp,2016,Benzin,Gear type automatic,Limousine,Teilleder,4.5-5.5f,65-80d
15-20k,Hyundai,Kona,1.0 TGDI,White,30-40k,100-150hp,2018,Benzin,Gear type manual,SUV,Teilleder,4.5-5.5f,0-7d
10-15k,Skoda,Rapid,1.2 TSI,Blue,70-80k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
0-10k,Fiat,500,1.2,Red,50-60k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
15-20k,Mazda,6,2.2 Turbodiesel,Black,80-90k,150-200hp,2016,Diesel,Gear type manual,Kombi,Leder,4.5-5.5f,0-7d
20-25k,Skoda,Octavia,2.0 TDI,Gray,90-100k,150-200hp,2018,Diesel,Gear type automatic,Kombi,Stoff,4.5-5.5f,15-25d
25-30k,Volkswagen,Touran,1.6 TDI,Gray,30-40k,100-150hp,2018,Diesel,Gear type automatic,Van,Stoff,0-4.5f,65-80d
10-15k,Skoda,Fabia,1.2 TSI,Gray,70-80k,100-150hp,2015,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,35-50d
15-20k,Kia,Sportage,1.6 GDI,Black,30-40k,100-150hp,2018,Benzin,Gear type manual,SUV,Leder,+6.5f,15-25d
15-20k,Mercedes-Benz,A-Klasse,A 200,Red,70-80k,150-200hp,2013,Benzin,Gear type manual,Limousine,Alcantara,4.5-5.5f,50-65d
10-15k,BMW,1er,116i,Blue,80-90k,100-150hp,2014,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,7-15d
10-15k,BMW,1er,116i,White,100k+,100-150hp,2013,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,15-25d
10-15k,Seat,Toledo,1.0 TSI,Blue,20-30k,100-150hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
0-10k,Volkswagen,Polo,1.0,White,60-70k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
0-10k,Ford,Fiesta,1.25,Blue,30-40k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
20-25k,Volkswagen,Arteon,2.0 TDI,Gray,40-50k,100-150hp,2018,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,35-50d
15-20k,Volkswagen,Golf VII,1.5 TSI,Blue,20-30k,100-150hp,2018,Benzin,Gear type manual,Limousine,Alcantara,4.5-5.5f,7-15d
10-15k,Ford,Focus,1.5 TDCi,Black,90-100k,100-150hp,2014,Diesel,Gear type manual,Kombi,Teilleder,0-4.5f,0-7d
10-15k,Citroen,C4 Picasso,1.2 e-THP,Gray,80-90k,100-150hp,2015,Benzin,Gear type manual,Van,Stoff,4.5-5.5f,25-35d
20-25k,Peugeot,Rifter,1.5 Blue-HDi,Gray,80-90k,100-150hp,2019,Diesel,Gear type automatic,Bus,Stoff,0-4.5f,15-25d
25-30k,Opel,Grandland X,2.0 CDTI,Gray,30-40k,150-200hp,2019,Diesel,Gear type automatic,SUV,Leder,4.5-5.5f,50-65d
15-20k,Seat,Leon,1.4 TSI,White,60-70k,100-150hp,2016,Benzin,Gear type manual,Limousine,Teilleder,4.5-5.5f,100+
20-25k,BMW,1er,M135i,Blue,70-80k,+250hp,2013,Benzin,Gear type manual,Limousine,Leder,+6.5f,100+
10-15k,Renault,Captur,1.2 TCe,Gray,50-60k,100-150hp,2014,Benzin,Gear type automatic,SUV,Stoff,4.5-5.5f,25-35d
+30k,Mercedes-Benz,C-Klasse,C 450,Gray,90-100k,+250hp,2016,Benzin,Gear type automatic,Kombi,Teilleder,+6.5f,15-25d
15-20k,Volkswagen,Golf,1.0 TSI,Black,40-50k,100-150hp,2018,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
+30k,Mercedes-Benz,C-Klasse,C 300,Black,70-80k,+250hp,2018,Benzin,Gear type automatic,Kombi,Leder,+6.5f,25-35d
15-20k,BMW,3er,320d,Black,100k+,150-200hp,2014,Diesel,Gear type automatic,Kombi,Leder,4.5-5.5f,35-50d
25-30k,Jeep,Compass,1.4 M-Air,Black,10-20k,150-200hp,2018,Benzin,Gear type automatic,SUV,Teilleder,+6.5f,7-15d
10-15k,Volkswagen,Polo,1.4 TDI,Gray,90-100k,0-100hp,2016,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,25-35d
15-20k,BMW,2er,218d Active Tourer,Gray,60-70k,100-150hp,2015,Diesel,Gear type manual,Van,Stoff,0-4.5f,80-100d
10-15k,Volkswagen,Golf VII,1.2 TSI,White,100k+,100-150hp,2014,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,7-15d
+30k,Toyota,RAV 4,2.5 Hybrid,Gray,40-50k,200-250hp,2019,Hybrid,Gear type automatic,SUV,Stoff,0-4.5f,50-65d
10-15k,MINI,MINI,One,Gray,30-40k,100-150hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,35-50d
25-30k,Audi,Q3,2.0 TFSI,Black,40-50k,200-250hp,2017,Benzin,Gear type automatic,SUV,Teilleder,+6.5f,0-7d
20-25k,Ford,Kuga,1.5 EcoBoost,Gray,40-50k,150-200hp,2017,Benzin,Gear type automatic,SUV,Teilleder,+6.5f,35-50d
10-15k,Alfa Romeo,Giulietta,2.0 JTDM,Black,100k+,100-150hp,2014,Diesel,Gear type manual,Limousine,Leder,0-4.5f,0-7d
15-20k,Renault,Megane,1.2 TCe Energy,Gray,30-40k,100-150hp,2016,Benzin,Gear type manual,Limousine,Alcantara,4.5-5.5f,25-35d
10-15k,Smart,fortwo,1.0,Red,20-30k,0-100hp,2018,Benzin,Gear type automatic,Coupe,Stoff,0-4.5f,35-50d
15-20k,Skoda,Octavia,1.8 TSI,White,70-80k,150-200hp,2015,Benzin,Gear type automatic,Kombi,Teilleder,5.5-6.5f,15-25d
15-20k,BMW,1er,118d,Silver,70-80k,100-150hp,2016,Diesel,Gear type manual,Limousine,Stoff,0-4.5f,15-25d
10-15k,Skoda,Yeti,1.2 TSI,Red,80-90k,100-150hp,2015,Benzin,Gear type automatic,SUV,Stoff,4.5-5.5f,15-25d
15-20k,Opel,Zafira Tourer,1.4 Turbo,Black,50-60k,100-150hp,2015,Benzin,Gear type manual,Van,Stoff,5.5-6.5f,0-7d
+30k,Skoda,Octavia,2.0 TDI,Gray,30-40k,150-200hp,2020,Diesel,Gear type automatic,Kombi,Alcantara,4.5-5.5f,25-35d
20-25k,BMW,3er,318d GT,White,40-50k,100-150hp,2018,Diesel,Gear type manual,Limousine,Leder,0-4.5f,15-25d
+30k,Mercedes-Benz,C-Klasse,C 400,Gray,50-60k,+250hp,2018,Benzin,Gear type automatic,Limousine,Teilleder,+6.5f,35-50d
10-15k,Hyundai,i20,1.2,White,60-70k,0-100hp,2015,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,50-65d
10-15k,Nissan,Micra,0.9,Red,20-30k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
15-20k,Opel,Crossland X,1.2,Gray,40-50k,100-150hp,2017,Benzin,Gear type manual,SUV,Teilleder,4.5-5.5f,0-7d
10-15k,Mazda,6,2.2 Turbodiesel,Gray,70-80k,100-150hp,2014,Diesel,Gear type manual,Kombi,Stoff,4.5-5.5f,0-7d
10-15k,Opel,Zafira Tourer,2.0 CDTI,Silver,80-90k,100-150hp,2014,Diesel,Gear type manual,Van,Stoff,0-4.5f,0-7d
25-30k,Suzuki,Jimny,1.5,White,10-20k,100-150hp,2018,Benzin,Gear type automatic,SUV,Stoff,+6.5f,0-7d
20-25k,Volkswagen,Golf VII Sportsvan,1.5 TSI,Gray,60-70k,100-150hp,2018,Benzin,Gear type automatic,Van,Stoff,4.5-5.5f,50-65d
15-20k,Ford,Fiesta,1.0 EcoBoost,White,50-60k,0-100hp,2018,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,25-35d
15-20k,Opel,Corsa,1.2,Red,10-20k,100-150hp,2020,Benzin,Gear type manual,Limousine,Stoff,0-4.5f,50-65d
10-15k,Renault,Clio,0.9 Energy,Black,30-40k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,15-25d
+30k,Volvo,XC 40,2.0 D3,Orange,10-20k,100-150hp,2019,Diesel,Gear type automatic,SUV,Leder,4.5-5.5f,35-50d
10-15k,Renault,Megane,1.2 TCe Energy,Blue,40-50k,0-100hp,2017,Benzin,Gear type manual,Kombi,Stoff,4.5-5.5f,7-15d
15-20k,Hyundai,Tucson,1.6 TGDI,Black,90-100k,150-200hp,2018,Benzin,Gear type manual,SUV,Stoff,+6.5f,100+
20-25k,Skoda,Karoq,1.0 TSI,Blue,40-50k,100-150hp,2019,Benzin,Gear type manual,SUV,Stoff,0-4.5f,65-80d
10-15k,Volkswagen,Golf VI,2.0 TDI,Black,90-100k,100-150hp,2015,Diesel,Gear type manual,Cabrio,Leder,0-4.5f,50-65d
10-15k,Opel,Meriva,1.4 Turbo,White,70-80k,100-150hp,2015,Benzin,Gear type manual,Van,Stoff,5.5-6.5f,50-65d
20-25k,Volkswagen,T-Roc,1.5 TSI,Brown,10-20k,100-150hp,2018,Benzin,Gear type manual,SUV,Teilleder,4.5-5.5f,100+
15-20k,BMW,3er,328i,Gray,100k+,200-250hp,2014,Benzin,Gear type automatic,Kombi,Leder,+6.5f,50-65d
0-10k,Smart,fortwo,1.0,Black,50-60k,0-100hp,2014,Benzin,Gear type automatic,Coupe,Stoff,4.5-5.5f,50-65d
10-15k,Dacia,Sandero II,0.9 TCe,White,50-60k,0-100hp,2017,Benzin,Gear type automatic,Limousine,Stoff,4.5-5.5f,0-7d
15-20k,Opel,Mokka X,1.6 CDTI DPF,Gray,40-50k,100-150hp,2019,Diesel,Gear type automatic,SUV,Stoff,5.5-6.5f,25-35d
10-15k,Fiat,500,1.2,Gray,30-40k,0-100hp,2017,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
25-30k,Seat,Alhambra,2.0 TDI,Black,80-90k,100-150hp,2018,Diesel,Gear type manual,Van,Alcantara,4.5-5.5f,35-50d
10-15k,Renault,Kadjar,1.6 dCi Energy,Brown,100k+,100-150hp,2015,Diesel,Gear type manual,SUV,Teilleder,0-4.5f,50-65d
+30k,Mazda,CX-5,2.2 SKYACTIV-D,White,20-30k,100-150hp,2020,Diesel,Gear type automatic,SUV,Alcantara,5.5-6.5f,25-35d
20-25k,Mercedes-Benz,GLA-Klasse,GLA 220 d,Brown,100k+,150-200hp,2016,Diesel,Gear type automatic,SUV,Teilleder,4.5-5.5f,15-25d
25-30k,Volkswagen,Tiguan,2.0 TDI,White,20-30k,100-150hp,2018,Diesel,Gear type automatic,SUV,Stoff,5.5-6.5f,35-50d
10-15k,Hyundai,i20,1.0 TGDI,Blue,70-80k,0-100hp,2016,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,25-35d
15-20k,Volkswagen,Golf VII,1.4 TSI,White,30-40k,100-150hp,2017,Benzin,Gear type manual,Kombi,Alcantara,4.5-5.5f,65-80d
25-30k,Mercedes-Benz,C-Klasse,C 180 CGI,Brown,40-50k,150-200hp,2017,Benzin,Gear type automatic,Limousine,Leder,4.5-5.5f,15-25d
10-15k,Opel,Corsa,1.4,Blue,40-50k,0-100hp,2018,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,0-7d
10-15k,Dacia,Duster II,1.6 SCe,Orange,10-20k,100-150hp,2018,Benzin,Gear type manual,SUV,Stoff,0-4.5f,0-7d
15-20k,Ford,Kuga,1.5 EcoBoost,Gray,20-30k,100-150hp,2016,Benzin,Gear type manual,SUV,Teilleder,5.5-6.5f,0-7d
10-15k,Skoda,Fabia,1.0 MPI,Gray,30-40k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,4.5-5.5f,0-7d
15-20k,Ford,C-Max,1.0 EcoBoost,Blue,20-30k,100-150hp,2018,Benzin,Gear type manual,Van,Stoff,5.5-6.5f,0-7d
10-15k,Hyundai,i20,1.2,Red,20-30k,0-100hp,2019,Benzin,Gear type manual,Limousine,Stoff,5.5-6.5f,0-7d
0-10k,Opel,Corsa,1.4,Green,100k+,0-100hp,2015,Benzin,Gear type automatic,Limousine,Stoff,5.5-6.5f,0-7d
20-25k,Audi,A5,3.0 V6 TDI,Brown,50-60k,200-250hp,2013,Diesel,Gear type automatic,Cabrio,Alcantara,5.5-6.5f,0-7d
0-10k,Smart,fortwo,1.0,White,70-80k,0-100hp,2017,Benzin,Gear type manual,Coupe,Stoff,0-4.5f,50-65d
15-20k,Skoda,Octavia,2.0 TSI,Gray,70-80k,200-250hp,2015,Benzin,Gear type manual,Limousine,Leder,5.5-6.5f,7-15d
