company,cars_bought,type_buyer,frequency,recency,monetary,hp,age,mileage,sell_price,share_gear_type_1140_1141,share_gear_type_1139,share_gear_type_1138,share_fuel_type_1140,share_fuel_type_1139,share_fuel_type_other,profit_per_car
DECADA COERENTE UNIPESSOAL LDA,1,Small_buyer,1,10,5,160,2019,119947,22700,0,0,100,100,0,0,726
DRAGOLIV AUTORULATE S.R.L.,1,Small_buyer,1,10,2,210,2009,291308,4447,0,0,100,0,100,0,605
"Hackert Automobile, Inh. Marc Hackert",7,Small_buyer,3,1,6,128,2012,106918,6884,0,0,100,14,85,0,316
Auto Vossebeld,1,Small_buyer,1,10,3,143,2011,131085,6786,0,100,0,0,100,0,553
NC AUTO SERVICES,3,Small_buyer,2,8,6,100,2005,248227,14988,0,0,100,100,0,0,871
Legend motors,1,Small_buyer,1,8,2,193,1995,359193,1185,0,0,100,0,100,0,180
"Exclusiv Automobile, Inh. Alfred Gies",24,Medium_buyer,6,4,7,73,2007,85281,2580,0,20,79,0,100,0,387
"Sen-Automobile, Inh. Alaeddin Sen",20,Medium_buyer,6,1,9,159,2012,123231,10191,20,35,45,100,0,0,851
PRESTIGE S.R.L.,2,Small_buyer,1,7,5,157,2015,153616,12725,50,50,0,100,0,0,-169
EXCLUSIVE MOTORS,4,Small_buyer,2,10,5,142,2009,127285,7422,25,25,50,100,0,0,708
TMB Clean s.r.o.,1,Small_buyer,1,7,4,150,2018,108022,18359,100,0,0,100,0,0,632
BV ARM COMPANY,3,Small_buyer,2,9,2,71,2004,136225,976,33,0,66,0,100,0,338
Maximum A.B.,14,Small_buyer,4,3,7,78,2011,176945,4038,7,14,78,0,85,14,651
KASSAMANE,1,Small_buyer,1,5,3,100,2014,242143,9380,0,100,0,0,0,100,1435
Radosław Kopeć Mechanika u Radzika,2,Small_buyer,1,7,2,161,2005,158178,1217,0,50,50,0,100,0,168
ALINE WOLF BUENO,1,Small_buyer,1,10,3,265,2008,178239,5198,0,100,0,0,100,0,-1350
Auto Löffler GmbH,1,Small_buyer,1,10,4,100,2015,36541,10118,0,0,100,0,100,0,868
SAS AUTO YERRES,135,Top_buyer,9,1,11,107,2007,95737,3772,8,14,77,0,100,0,512
WI - MA TRANS Korkus Mariusz,18,Medium_buyer,5,7,5,79,2007,186332,1139,0,0,100,0,100,0,464
MODAAUTO Ltd,1,Small_buyer,1,10,3,117,2012,235121,5789,0,0,100,0,100,0,637
FRALDINHAS CAR LDA,4,Small_buyer,2,8,5,107,2008,103893,5570,0,25,75,25,75,0,309
CANTONI ROBERTO,1,Small_buyer,1,10,2,130,1999,192228,1334,0,0,100,0,100,0,321
Transport Towarowy Adam Andryszczyk,4,Small_buyer,2,9,5,197,2009,245940,5352,0,25,75,100,0,0,684
TR AUTOMOBILES,3,Small_buyer,2,7,5,115,2017,87927,10374,0,0,100,66,33,0,539
SIDLETSʹKYY OLEH,1,Small_buyer,1,7,3,205,2012,298025,5824,0,100,0,0,0,100,324
"KFZ Bilan, Inh. Özmen Bilan",9,Small_buyer,3,3,7,148,2009,131349,6601,33,44,22,44,55,0,642
TALLERES BAYMON SL,1,Small_buyer,1,9,3,110,2012,148443,8500,0,0,100,100,0,0,329
Maroš Kiš,27,Medium_buyer,6,1,9,143,2012,181053,7775,22,7,70,70,29,0,691
"D.K. Automobile, Inh. Dimitri Kottler AM1",3,Small_buyer,2,6,6,173,2017,235388,15384,33,33,33,100,0,0,533
Autobedrijf Oreel,2,Small_buyer,1,7,4,105,2012,91671,5829,0,0,100,0,100,0,302
EL COFRE DE LOS TESOROS SL,1,Small_buyer,1,10,6,360,2016,169547,38602,100,0,0,0,100,0,1910
Vario Sales Kft.,24,Medium_buyer,6,8,7,117,2008,141995,2466,0,0,100,0,100,0,260
ŞERBAN AUTOMOBILE S.R.L.,9,Small_buyer,3,8,6,141,2006,206517,4510,11,44,44,55,44,0,468
ALLIANCE 68,6,Small_buyer,3,9,9,235,2019,55850,31075,83,16,0,16,50,33,1044
STERNPARTNER GmbH & Co. KG,1,Small_buyer,1,10,7,190,2019,45603,54500,0,100,0,100,0,0,1906
MARA AUTOHAUS S.R.L.,4,Small_buyer,2,7,4,115,2010,224704,2698,0,25,75,75,25,0,417
A.N.S. DI NICALINI FILIPPO & C. S.A.S.,2,Small_buyer,1,9,5,108,2019,47849,13743,0,0,100,50,0,50,-11
G S AUTOMOVEIS LDA,3,Small_buyer,2,10,4,108,2012,131888,4807,0,0,100,66,33,0,1120
HaBa SIA,1,Small_buyer,1,6,2,232,2008,263976,3370,0,100,0,100,0,0,535
FHU LATO Paweł Mrozik,2,Small_buyer,1,3,3,143,2008,190872,3092,0,0,100,0,100,0,324
"Autohaus Schreiner, Inh. Axel Michael Schreiner",29,Medium_buyer,6,4,9,117,2010,60737,7738,3,55,41,6,93,0,867
"Automobile Gail, Inh. Ulrich Gail",1,Small_buyer,1,2,2,160,2010,208943,4831,0,0,100,0,100,0,686
SASU AUTO BLITZ,35,Medium_buyer,7,6,9,116,2012,87041,5655,11,2,85,22,77,0,606
Tea Automobili D.O.O.,9,Small_buyer,3,9,7,126,2010,189791,5780,0,0,100,100,0,0,808
Benedikt Automobili d.o.o.,27,Medium_buyer,6,1,10,150,2012,165838,9512,11,0,88,100,0,0,1006
"carpoint backnang, Inh. Dilek Iscan",1,Small_buyer,1,9,4,400,2010,215826,16500,100,0,0,0,100,0,1611
B.p Avto d.o.o,11,Small_buyer,4,2,9,169,2017,106119,22479,18,45,36,90,9,0,794
Bestdeal Automotive B.V.,8,Small_buyer,3,1,9,128,2017,56694,16449,37,25,37,0,75,25,113
Järvenpään Autokulma Oy,1,Small_buyer,1,9,6,441,2021,9778,48831,0,100,0,0,0,100,-1287
AUTOMOTOR BOADILLA SL,12,Small_buyer,4,1,9,143,2014,72603,9985,8,16,75,25,75,0,531
CSÁKI JÓZSEF SÁNDOR E.V.,2,Small_buyer,1,8,4,120,2013,96772,6734,0,0,100,0,100,0,328
JJ un KO SIA,1,Small_buyer,1,4,1,100,2005,258042,551,0,0,100,100,0,0,240
DORDOGNE AUTOSPORT,1,Small_buyer,1,6,3,325,2005,152684,6379,0,100,0,0,100,0,-599
KFZ StefAuto,2,Small_buyer,1,7,2,132,2004,256037,561,0,50,50,100,0,0,196
KE AUTO S.R.L.,1,Small_buyer,1,9,3,60,2016,36215,5920,0,0,100,0,100,0,642
BVBA CIPAS,1,Small_buyer,1,8,4,102,2020,79833,16000,0,0,100,100,0,0,563
GT MOTOR SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,3,Small_buyer,2,8,4,130,2003,125509,6557,0,0,100,0,100,0,369
DIVES GmbH,2,Small_buyer,1,10,3,155,2009,170705,4151,50,0,50,50,50,0,341
BARBUTU AUTO EXPRES S.R.L.,2,Small_buyer,1,7,1,75,2010,338327,483,0,0,100,50,50,0,228
"Jannes Richter, Inh. Jannes Leo Richter",2,Small_buyer,1,4,2,126,1992,162080,2005,0,0,100,0,100,0,76
F.E. HALECO B.V.,6,Small_buyer,3,7,9,165,2016,68286,17939,0,50,50,0,66,33,1111
Stein Automobile GbR,5,Small_buyer,3,9,9,236,2012,48260,21367,0,100,0,0,100,0,1573
FEJN AUTO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,6,Small_buyer,3,8,4,212,2006,338583,2853,0,16,83,83,16,0,463
"Carmax 24, Inh. Hüseyin Akdas",5,Small_buyer,3,1,7,214,2007,160658,12696,0,60,40,60,40,0,868
dream cars,8,Small_buyer,3,5,4,85,2008,151180,2023,0,0,100,62,37,0,470
SPRL GARAGE LAMPECCO,9,Small_buyer,3,7,9,116,2016,40025,16416,0,11,88,11,88,0,1144
LISIS IKE LISIS,2,Small_buyer,1,10,4,115,2016,240093,6469,0,0,100,100,0,0,1163
F.R. CAR GROUP S.R.L.,2,Small_buyer,1,7,6,167,2017,80433,21203,50,50,0,100,0,0,1375
DASAUTO OOD,1,Small_buyer,1,10,3,185,2013,183315,6807,0,100,0,100,0,0,926
"Mercedes Automobile Schulte, Inh. Michael Schulte",13,Small_buyer,4,2,9,102,2017,35094,14349,69,7,23,23,76,0,386
Autohaus Schuermann GmbH,1,Small_buyer,1,9,5,150,2021,17304,25877,0,0,100,0,100,0,860
"Nirmaier Automobile, Inh. Jan Nirmaier",3,Small_buyer,2,4,7,123,2015,57297,18126,33,33,33,33,0,66,1199
DUCAUTO,1,Small_buyer,1,8,3,85,2010,60722,6409,0,0,100,0,100,0,810
Hülber Kft,1,Small_buyer,1,9,1,110,2007,121403,884,0,0,100,0,100,0,334
INVERSIONES BADAKABLA SL,2,Small_buyer,1,8,8,323,2018,63032,41387,0,100,0,100,0,0,1456
MICHAŁ WALCZUK SPC - OBRABIARKI MICHAŁ WALCZUK,1,Small_buyer,1,10,2,130,2005,260256,1889,0,0,100,0,100,0,470
Csoban Hungary Kft,3,Small_buyer,2,8,4,109,2009,160343,3461,0,0,100,0,100,0,575
Withuis Auto's,24,Medium_buyer,6,5,9,132,2013,132723,7788,16,8,75,0,100,0,651
"Auto Forum Bad König, Inh. Kerim Özduran",2,Small_buyer,1,8,3,78,2008,96065,3281,0,0,100,0,100,0,837
AUTÓSÍRIUS KFT,4,Small_buyer,2,7,3,93,2008,134515,1533,0,25,75,0,100,0,340
AMAJ Cars s.r.o.,5,Small_buyer,3,10,3,163,2004,224499,1599,0,40,60,20,80,0,26
Martin Brilský - B.&B. car,2,Small_buyer,1,10,4,142,2014,180860,6864,0,50,50,100,0,0,323
GIO.DA S.R.L.S.,5,Small_buyer,3,3,5,80,2011,83404,6244,0,0,100,0,100,0,1034
Auto Schippers B.V.,3,Small_buyer,2,7,8,168,2018,21584,25815,0,66,33,0,33,66,856
AVTOPRODAJA IN ODKUP VOZIL JURE REBSELJ S.P.,5,Small_buyer,3,7,9,188,2018,120773,20088,20,40,40,80,20,0,-54
JAVIER RODRIGUEZ DOMINGUEZ,1,Small_buyer,1,10,3,140,2008,128448,8846,0,0,100,100,0,0,386
ROAD CAR d.o.o.,17,Medium_buyer,5,8,9,120,2013,145907,8558,0,0,100,100,0,0,792
"Autohandel Jürgens, Inh. Leon Jürgens",12,Small_buyer,4,4,9,124,2016,65629,13695,33,8,58,25,75,0,593
Miroslav Končítek,6,Small_buyer,3,5,2,153,2002,270839,748,0,16,83,0,100,0,152
"Campus Cars, Inh. Seymen Karaali",3,Small_buyer,2,4,4,157,2011,229776,4667,0,100,0,100,0,0,771
"Fast Cars, Inh. Talha Yildiz",5,Small_buyer,3,9,7,113,2014,66484,10705,40,20,40,60,40,0,502
Automobile Rosario GmbH,1,Small_buyer,1,10,4,170,2014,104295,11828,100,0,0,100,0,0,1063
"Auto Lemmer, Andre Need",36,Medium_buyer,7,2,9,93,2013,122964,6409,2,0,97,0,100,0,717
Auto marketing lux,29,Medium_buyer,6,4,9,127,2011,106983,7974,17,10,72,27,72,0,846
AUTO CONCEPT,20,Medium_buyer,6,5,9,187,2009,100286,11737,30,15,55,20,80,0,527
KOSYFARINHS HARALAMPOS APOSTOLOS,1,Small_buyer,1,10,3,110,2016,173206,7866,0,0,100,100,0,0,366
GIV GRUP DOO uvoz-izvoz SKOPJE,1,Small_buyer,1,10,3,140,2011,244138,5582,0,0,100,100,0,0,508
Lenka Jagerová,1,Small_buyer,1,9,2,170,2002,224766,1689,0,0,100,0,100,0,432
PAULO VENTURA COMERCIO DE AUTOMOVEIS UNIPESSOAL LDA,5,Small_buyer,3,3,4,132,2007,123390,3716,0,0,100,0,100,0,611
SARL AUTO ADAM,26,Medium_buyer,6,3,8,89,2008,88373,2984,11,46,42,7,92,0,557
BRK GLOBAL SL,1,Small_buyer,1,9,3,177,2007,126541,5793,0,0,100,100,0,0,293
DD-CAR DOMINIK KOWALSKI,1,Small_buyer,1,10,3,170,2015,193704,6050,0,0,100,100,0,0,692
DS AUTO Dariusz Stefański,5,Small_buyer,3,8,4,116,2009,181494,2898,0,0,100,20,80,0,526
"Dschawid Automobile, Inh. Alesker Mamedov",7,Small_buyer,3,5,3,106,2007,233012,1387,0,0,100,71,28,0,290
M.P.M. S.P.A.,2,Small_buyer,1,7,8,172,2018,44462,38565,50,0,50,50,50,0,1384
Gebr. Gieraths GmbH,4,Small_buyer,2,10,6,106,2016,33050,9577,0,25,75,0,100,0,-593
"PKW An- und Verkauf Bardoczi, Inh. Janos Bardoczi",8,Small_buyer,3,6,6,124,2011,228846,6142,50,0,50,100,0,0,538
RX MOTOR HELMANTICA SL,1,Small_buyer,1,10,2,170,2010,175708,4004,0,0,100,0,100,0,-599
"MARTINS & SARAMAGO, LDA",2,Small_buyer,1,9,5,130,2017,60180,15542,0,0,100,50,50,0,777
Akpinar Automobile,18,Medium_buyer,5,1,10,143,2018,48053,17444,5,83,11,33,66,0,1308
ED SMART PARTS,1,Small_buyer,1,10,3,70,2014,121719,5550,0,0,100,0,100,0,290
"VVGKFZ-Service Ankauf/Verkauf/Vermittlungen von PKW & Nutzfahrzeugen, Inh. Karim Elidrissi",2,Small_buyer,1,6,2,97,2003,109603,1285,0,0,100,0,100,0,371
"Auto Alexander Höß, Inh. Alexander Höß",1,Small_buyer,1,8,3,230,1997,159007,7583,0,100,0,0,100,0,-554
AUTOCONTE SRL,5,Small_buyer,3,10,8,140,2016,88301,15521,0,40,60,60,40,0,380
AVTOSVYAT-OOD,1,Small_buyer,1,10,5,195,2018,38096,25854,0,100,0,0,100,0,1907
POLIKOM 2022 Eood,5,Small_buyer,3,3,5,148,2009,204460,6638,0,40,60,100,0,0,498
AUTOSTART 84,3,Small_buyer,2,10,4,123,2012,121086,5492,0,0,100,66,33,0,661
KAROL IGNUT,1,Small_buyer,1,10,2,218,2005,170271,2700,0,100,0,0,100,0,486
"Autohof Unger, Inh. Gina Unger",5,Small_buyer,3,9,5,145,2007,106220,6722,0,0,100,40,60,0,395
STATHIS STILIANOS MICHAIL | | STATHIS SN,4,Small_buyer,2,9,5,103,2015,110512,5841,0,0,100,25,75,0,368
Bleeker & de Jong GmbH,1,Small_buyer,1,10,7,510,2021,1843,65000,0,100,0,0,100,0,2059
"Dornmüller Automobile, Inh. Christian Dornmüller",1,Small_buyer,1,6,4,150,2016,74274,10900,0,0,100,100,0,0,-655
Vogl & Co Leibnitz GmbH,47,Medium_buyer,8,4,11,124,2019,37689,17733,31,8,59,44,55,0,711
"Garage Scheepers, Frans Scheepers",1,Small_buyer,1,9,4,95,2019,22620,17500,0,100,0,0,0,100,607
"""MOTO LIDER"" SPÓŁKA CYWILNA Z.WRÓBLEWSKI, B.MALICZKOWSKI",1,Small_buyer,1,1,3,150,2015,164873,7821,0,0,100,100,0,0,474
Act Distribution Sas,1,Small_buyer,1,9,2,110,2005,61744,2373,0,0,100,0,100,0,253
VP Automobile,8,Small_buyer,3,4,4,124,2005,165838,2201,12,37,50,37,62,0,28
Autoservice Nuenen,7,Small_buyer,3,6,8,213,2009,127140,10986,14,57,28,0,100,0,1308
Robin Nováček,1,Small_buyer,1,6,3,105,2011,111651,5100,0,0,100,0,100,0,309
Marcin Bębenek KOMIS SAMOCHODOWY MARPEX,9,Small_buyer,3,5,5,101,2010,172654,3292,0,0,100,11,88,0,359
LUTZ AUTOMOBILE S.A.,2,Small_buyer,1,10,5,181,2011,236112,10751,0,50,50,100,0,0,1279
ROMUALD PERRIN,1,Small_buyer,1,10,4,102,1997,175591,12500,0,0,100,100,0,0,461
Xachik Cars,4,Small_buyer,2,5,5,102,2012,94358,5383,0,0,100,0,100,0,332
LIRAS PAVLOS THEODOROS,1,Small_buyer,1,10,4,85,2018,109234,10100,0,0,100,100,0,0,867
Vakgarage Vlaardingen,1,Small_buyer,1,4,5,310,2019,55602,28666,0,100,0,0,100,0,0
K AUTOMOBILES,4,Small_buyer,2,4,9,335,2017,66388,38373,50,50,0,25,75,0,1224
Food Market Societa' A Responsabilita' Limitata Semplificata,11,Small_buyer,4,7,9,103,2016,129475,11560,36,0,63,36,54,9,612
DMITRIJ KALIAKIN,1,Small_buyer,1,10,1,255,2000,120860,760,0,100,0,0,100,0,103
Arselan Bhar,7,Small_buyer,3,7,3,118,2005,193067,1123,0,28,71,85,14,0,452
SPECIALCARS Kamil Kornas,1,Small_buyer,1,6,3,101,2021,20802,9400,0,100,0,0,100,0,397
Prisma Cars,1,Small_buyer,1,8,4,150,2019,74147,15742,0,0,100,0,100,0,2214
SANTUCCI*LUCA,2,Small_buyer,1,8,2,60,2006,127614,996,0,0,100,0,100,0,354
YVANO GARAGE,3,Small_buyer,2,5,2,89,2005,107358,1339,0,0,100,0,100,0,212
Palin Oy,6,Small_buyer,3,10,9,78,2018,19215,19725,0,100,0,0,0,100,703
DCAR HIMAYA SL,1,Small_buyer,1,9,4,102,2017,69127,12975,0,100,0,0,100,0,475
Veronika Kupková,2,Small_buyer,1,7,4,148,2008,99262,5006,0,50,50,0,100,0,614
"LACH SŁAWOMIR ""KAMELEON""",13,Small_buyer,4,6,8,143,2011,194971,5928,7,7,84,76,23,0,922
FastCar 777 Autókereskedés Korlátolt Felelősségű Társaság,5,Small_buyer,3,1,3,155,2007,186254,1855,0,0,100,0,100,0,435
Norbert Driessen Woerden B.V.,1,Small_buyer,1,8,7,309,2021,19551,57000,0,100,0,0,0,100,4785
WH Autozentrum Witten/Hattingen GmbH,1,Small_buyer,1,10,6,286,2019,60008,45700,0,100,0,100,0,0,-6206
"Kunis Automobile, Inh. Michael Kunis",34,Medium_buyer,7,1,9,238,2008,214832,6437,8,76,14,50,50,0,-16
GERT MICHAŁ GRELA,6,Small_buyer,3,3,6,112,2014,143789,7280,16,16,66,16,66,16,914
SPUIJBROEK AUTO'S EN CAMPERS B.V.,3,Small_buyer,2,9,7,150,2018,75820,19419,66,0,33,0,100,0,1112
"MMC Automobile, Inh. Melike Sargin",10,Small_buyer,4,1,4,100,2005,160854,1785,0,10,90,10,90,0,363
Mb car,19,Medium_buyer,5,8,6,66,2006,109871,2098,0,0,100,0,100,0,600
"KS .Automobile, Inh. Krishanthan Kulasingam",11,Small_buyer,4,6,9,148,2012,130929,12642,18,18,63,90,9,0,890
BS - Performance Automobile e.K.,17,Medium_buyer,5,6,10,242,2012,130512,17910,0,100,0,88,11,0,1445
Gliss Auto Sport,2,Small_buyer,1,9,9,339,2016,46233,61019,100,0,0,0,100,0,1733
HPMOTORSPORT UNIPESSOAL LDA,1,Small_buyer,1,10,2,70,2006,202046,1375,0,0,100,0,100,0,378
DOCS auto in en verkoop B.V.,1,Small_buyer,1,8,1,60,2009,130419,940,0,0,100,0,100,0,254
CABINET LF AUTO,1,Small_buyer,1,2,4,150,2016,97175,19607,100,0,0,0,100,0,1215
"Schneider Autohandel, Inh. Alexander Schneider",3,Small_buyer,2,4,4,148,2011,215931,6098,0,33,66,100,0,0,447
SPRL WALAA,4,Small_buyer,2,6,4,124,2004,210937,3529,0,25,75,0,100,0,750
"Autoteile Schilke, Inh. Karl-Heinz Schilke",2,Small_buyer,1,10,2,67,2009,147628,1089,0,0,100,0,100,0,304
"Shero Car Wash and More, Inh. Youssef Ali",3,Small_buyer,2,5,3,154,2006,144087,3154,0,66,33,33,66,0,273
SHE MOTO Natalia Podgórska,1,Small_buyer,1,10,1,60,2006,120895,206,0,0,100,0,100,0,135
Michal Drhovský,21,Medium_buyer,6,5,9,115,2008,174714,4867,9,14,76,52,47,0,492
WEB AUTO CRISS S.R.L.,3,Small_buyer,2,10,5,176,2014,225915,10843,33,0,66,100,0,0,705
"Kayser Automobile, Inh. Kayser Andreas",24,Medium_buyer,6,1,9,101,2010,87528,6301,8,0,91,0,100,0,359
"Autohaus Andreas Ball, Inh. Andreas Ball",2,Small_buyer,1,8,5,77,2016,35684,17260,50,50,0,0,50,50,782
MAT GmbH,1,Small_buyer,1,3,3,125,2014,50748,7397,0,100,0,0,100,0,1039
"Elbcars, Inh. Hamidullah Alam",23,Medium_buyer,6,4,9,140,2008,162681,5028,4,26,69,52,43,4,637
Hero Schumann GmbH & Co.KG,1,Small_buyer,1,10,3,60,2015,43866,5170,0,0,100,0,100,0,492
AERO-AUTO PAWEŁ OSTROMĘCKI,2,Small_buyer,1,8,2,175,2002,252742,2200,0,0,100,0,100,0,372
GARAGE BABIN,1,Small_buyer,1,10,4,150,2012,64591,11048,0,100,0,0,100,0,110
Selim Özder & Sezer Özder GbR,67,Top_buyer,8,1,10,132,2009,138565,5216,0,16,83,49,50,0,608
TRENIS PROMOTIONAL SERVICII SRL,1,Small_buyer,1,10,2,177,1977,146653,3187,0,100,0,0,100,0,-2465
Eyris Engeneering Services GmbH,1,Small_buyer,1,9,2,97,2004,196531,1893,0,0,100,0,100,0,514
Autohaus Stapel Inh. Uwe Stapel e.K.,1,Small_buyer,1,8,3,82,2016,58102,9000,0,0,100,0,100,0,335
Your Next Car GmbH,9,Small_buyer,3,7,9,153,2013,93080,13154,44,55,0,22,77,0,1286
KFZ Werkstatt Etterich GmbH,1,Small_buyer,1,10,4,177,2019,2433,19587,0,0,100,0,100,0,1427
AUTOMOBILI LOW COST SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFIC ATA UNIPERSONAL,1,Small_buyer,1,2,3,85,2018,8040,7900,0,0,100,100,0,0,366
TADEUŠ MAKOVSKIJ I.V.,2,Small_buyer,1,10,3,141,2008,187472,3850,50,0,50,100,0,0,961
"Ozkaya, Alpay",1,Small_buyer,1,7,2,110,2005,178139,1800,0,0,100,100,0,0,444
"Autoforum Özkan, Inh. Mehmet Özkan",37,Medium_buyer,7,3,10,201,2010,162822,9048,32,45,21,64,35,0,790
AUTO PRO DI PROVENZI LUCA,2,Small_buyer,1,7,4,73,2018,57001,8625,0,0,100,0,100,0,961
S-TEAM,13,Small_buyer,4,6,9,121,2012,87922,9308,23,7,69,0,100,0,411
"Firma Weiland, Inh. Alexander Weiland",12,Small_buyer,4,7,9,218,2012,85402,16856,8,50,41,50,41,8,815
Speed Car Team Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,1,Small_buyer,1,10,2,147,2008,204501,3251,0,0,100,0,100,0,1370
GL AUTOS,5,Small_buyer,3,1,6,125,2010,123918,7561,0,0,100,0,100,0,849
"PLEŠKO CARS, D.O.O. BREZOVICA",3,Small_buyer,2,6,6,166,2016,115817,13157,66,0,33,66,33,0,469
Samir Martének,2,Small_buyer,1,10,1,70,2004,215010,358,0,0,100,0,100,0,171
BEN AUTO TRADING UG,8,Small_buyer,3,8,6,144,2008,207210,4919,0,25,75,87,12,0,366
"Autohaus Euromobile, Inh. Irina Franjic",3,Small_buyer,2,4,3,108,2005,102267,3223,0,33,66,0,100,0,803
DDC AUTOMOBILE inh. Damir Colovic,4,Small_buyer,2,8,5,144,2007,287262,5117,0,25,75,100,0,0,609
BUTZI TARGA,16,Medium_buyer,5,5,9,155,2008,67636,11265,12,18,68,0,100,0,869
PERFECT AUTO MARKET S.R.L.,3,Small_buyer,2,7,5,185,2013,194117,9806,0,66,33,100,0,0,1513
"SPRL VERDEJO SUPPLIES, Bernardo Verdejo",2,Small_buyer,1,9,3,92,2009,124711,3696,0,0,100,0,100,0,599
"Carsold, s.r.o.",12,Small_buyer,4,4,7,130,2010,195383,5319,25,8,66,58,41,0,751
W&Z Automobile GmbH,9,Small_buyer,3,1,9,151,2020,20242,22260,44,11,44,0,100,0,542
AUTOVITTANI - S.R.L.,2,Small_buyer,1,7,4,71,2016,56018,6737,0,0,100,0,100,0,705
SAS BELFA,12,Small_buyer,4,6,9,203,2011,159406,13434,33,8,58,58,41,0,1272
Georg Schmidt GmbH,60,Top_buyer,8,1,12,142,2018,41216,18309,6,41,51,20,73,6,1138
Good Life C-AR-T Kft,25,Medium_buyer,6,7,9,120,2013,107284,8032,0,8,92,0,100,0,744
STEMA AUTO LTD,1,Small_buyer,1,6,3,140,2012,411642,5110,0,0,100,100,0,0,673
SŁAWOMIR RUDNICKI RUDMANS,2,Small_buyer,1,4,2,121,2005,199082,2005,0,0,100,50,50,0,555
"Automobile Ingolstadt, Inh. Enver Altunoglu",18,Medium_buyer,5,5,6,128,2004,203849,2241,5,22,72,55,44,0,184
Autoschade Maasdonk B.V.,1,Small_buyer,1,10,3,125,2015,88756,6599,0,0,100,0,100,0,340
Autopark Schmidt GmbH,33,Medium_buyer,7,6,9,123,2011,130117,5754,15,15,69,48,51,0,440
ARON CARS SL,6,Small_buyer,3,8,7,122,2013,122911,8976,0,0,100,100,0,0,531
Auto Arena Borstel GmbH,1,Small_buyer,1,8,3,102,2001,288919,7192,0,0,100,100,0,0,232
KS-CAR-Solutions GmbH,1,Small_buyer,1,10,2,130,2007,389638,2597,0,0,100,100,0,0,401
Autobedrijf Wesselink Deventer B.V.,11,Small_buyer,4,7,9,142,2017,51514,22554,27,63,9,0,27,72,1346
MARCO-SPED s.r.o.,5,Small_buyer,3,8,5,100,2010,152598,4406,20,0,80,20,80,0,498
UAB RH Logistika,1,Small_buyer,1,10,4,75,2015,13345,14405,0,100,0,0,0,100,405
GARAGE DE L'IROISE,1,Small_buyer,1,8,4,273,2015,42000,17300,0,0,100,0,100,0,601
Josef Nehasil,1,Small_buyer,1,10,3,110,2009,159106,5300,0,0,100,0,100,0,653
Auto Vonal Kft.,4,Small_buyer,2,9,6,101,2012,122748,8811,0,25,75,0,75,25,192
MARCOS SILVA OLIVEIRA UNIPESSOAL LDA,3,Small_buyer,2,8,5,150,2016,142614,9892,66,0,33,33,66,0,806
Autohaus Am Stadtpark,2,Small_buyer,1,7,4,73,2012,64713,5648,0,0,100,0,100,0,786
Situs Viro Kft.,6,Small_buyer,3,1,4,83,2005,133059,1908,0,0,100,0,100,0,381
MARCO GARCIA COSIDO,1,Small_buyer,1,10,5,250,2011,145216,26600,0,100,0,100,0,0,531
GLOW CARS 4U S.R.L.,1,Small_buyer,1,9,3,163,2010,203277,5300,100,0,0,100,0,0,313
"AUTO O.P.I.M.S, UNIPESSOAL LDA",1,Small_buyer,1,10,2,175,2009,324722,1498,0,0,100,100,0,0,-167
CAS Cars And Service GmbH & Co. KG,1,Small_buyer,1,7,2,75,2000,0,1250,0,0,100,0,100,0,346
Alessio Aramini,2,Small_buyer,1,7,2,66,2004,77660,817,0,0,100,0,100,0,305
"AM Mobile, Inh. Andre Milde",1,Small_buyer,1,9,2,200,2008,196523,3900,0,0,100,0,100,0,268
Verwaal Mobility,1,Small_buyer,1,7,5,218,2021,15967,31598,100,0,0,0,0,100,1026
"AVTO BINE, prodaja vozil, Albin Ličina, s.p",11,Small_buyer,4,5,8,185,2014,248176,8807,27,36,36,90,9,0,514
"Autohandel Simon Höffer, Inh. Simon Höffer",5,Small_buyer,3,7,3,79,2004,111493,1833,0,0,100,0,100,0,427
"SE Automobile, Inh. Emir Secic",1,Small_buyer,1,5,1,60,1998,143996,280,0,0,100,0,100,0,196
"Automaxs, Inh. Ulf Hörning",3,Small_buyer,2,7,4,137,2010,208355,5859,0,0,100,66,33,0,627
AUTO ROMAR B.V.,6,Small_buyer,3,3,9,150,2019,32109,21466,16,50,33,0,50,50,802
Miroslav Vojtěch,1,Small_buyer,1,9,3,140,2011,104475,8235,100,0,0,0,100,0,793
Bookholt Automobiel,3,Small_buyer,2,7,7,258,2014,115840,19137,0,100,0,0,66,33,694
Car-Trade Helmut Klein & Rolf Hinnen; KlG,2,Small_buyer,1,7,5,102,2020,12314,16850,0,0,100,0,100,0,403
"Auto Centrum Moegeldorf, Inh. Caranovic Djordje",27,Medium_buyer,6,3,10,130,2018,33577,15990,22,3,74,11,88,0,1041
Autohaus Daniel Compter comdan GmbH,5,Small_buyer,3,9,5,120,2007,98736,4530,0,40,60,0,100,0,614
