stock_number,esp,make,model,subtype,fueltype,age,age_bin,esp_cluster,builtyear,hp,mileage,geartype,body_type
CD34825,28640,Mercedes-Benz,A-Klasse Limousine,A 200,Benzin,4,4-5,25_30,2019,163,71851,Gear type automatic,1025
SZ74413,10750,Ford,B-Max,1.4,Benzin,7,6-7,10_15,2017,90,51095,Gear type manual,1038
XW76727,20490,Audi,A3,35 TFSI,Benzin,5,4-5,20_25,2019,150,56586,Gear type manual,1025
XU08144,18390,BMW,1er,120i,Benzin,7,6-7,15_20,2017,185,27863,Gear type manual,1025
DD22305,16390,Nissan,Qashqai,1.2,Benzin,8,8-9,15_20,2016,115,65794,Gear type automatic,1035
LD06328,15262,Dacia,Dokker,1.6 SCe,Benzin,5,4-5,15_20,2019,102,58652,Gear type manual,1023
SN31631,33715,Ford,Focus,2.3 EcoBoost,Benzin,2,2-3,30+,2021,280,17448,Gear type automatic,1025
NP22849,24778,Citroen,Berlingo,1.2 e-THP,Benzin,5,4-5,20_25,2019,131,46819,Gear type automatic,1038
EU97412,29290,Volkswagen,Touran,1.5 TSI,Benzin,5,4-5,25_30,2018,150,34579,duplex,1038
JR57407,27390,BMW,X1,xDrive 25d,Diesel,5,4-5,25_30,2019,230,98058,Gear type automatic,1035
NJ91997,19608,Renault,Kadjar,1.3 TCe,Benzin,5,4-5,15_20,2019,140,50345,Gear type automatic,1035
UZ37918,9990,Volkswagen,Polo,1.0,Benzin,8,8-9,0_10,2016,60,70473,Gear type manual,8111
XF24362,16391,Toyota,Avensis,1.8,Benzin,7,6-7,15_20,2017,147,81363,Gear type manual,1023
XA90259,18590,Suzuki,SX4,1.4 BoosterJet,Benzin,4,4-5,15_20,2020,129,16620,Gear type manual,1035
AR47589,13910,Audi,A3,1.4 TFSI,Benzin,9,8-9,10_15,2015,125,111828,Gear type manual,1025
VE62765,29490,BMW,1er,M140i,Benzin,6,6-7,25_30,2018,340,115543,Gear type automatic,1025
RR36384,12990,Skoda,Rapid,1.0 TSI,Benzin,6,6-7,10_15,2018,95,44481,Gear type manual,1025
CZ91869,13265,Skoda,Rapid,1.0 TSI,Benzin,6,6-7,10_15,2018,110,105492,Gear type manual,1025
TV27809,16502,Volkswagen,Polo,1.6 TDI,Diesel,5,4-5,15_20,2019,95,77213,Gear type automatic,8111
TF49212,8606,Smart,fortwo,1.0,Benzin,10,10-11,0_10,2014,70,59019,Semi-automatic,1008
EL14328,28790,Peugeot,5008,2.0 Blue-HDi,Diesel,5,4-5,25_30,2019,180,78991,Gear type automatic,1035
CG23328,38696,Ford,Tourneo Custom,2.0 TDCi,Diesel,4,4-5,30+,2020,131,59344,Gear type automatic,1038
ZK94638,19990,Renault,Captur,1.5 BLUE dCi,Diesel,4,4-5,15_20,2020,116,60451,Gear type automatic,1035
HX97275,12880,Peugeot,2008,1.2 e-THP,Benzin,7,6-7,10_15,2017,110,39402,Gear type manual,1035
ES99258,15123,Opel,Crossland X,1.2,Benzin,6,6-7,15_20,2018,130,57071,Gear type manual,1035
LA34721,24990,MINI,Clubman,Cooper,Benzin,3,2-3,20_25,2021,136,26605,Gear type automatic,1023
SC04320,17490,Volkswagen,Golf VII,2.0 TDI,Diesel,8,8-9,15_20,2016,150,79537,Gear type automatic,1023
DW01089,18767,BMW,1er,118i,Benzin,5,4-5,15_20,2019,135,86190,Gear type manual,1025
HE74550,18225,Renault,Talisman,1.6 TCe Energy,Benzin,7,6-7,15_20,2017,150,34919,Gear type automatic,1025
HF21806,9125,Opel,Karl,1.0,Benzin,8,8-9,0_10,2015,75,19618,Gear type manual,8111
EF28804,10090,Skoda,Fabia,1.2 TSI,Benzin,10,10-11,10_15,2014,85,22936,Gear type manual,8111
WP19931,18650,Mazda,3,1.8 D,Diesel,5,4-5,15_20,2019,116,57928,Gear type manual,1025
FS60390,24490,Mercedes-Benz,C-Klasse,C 220 d,Diesel,6,6-7,20_25,2018,194,86682,Gear type automatic,1023
TK95170,16000,Skoda,Fabia,1.0 TSI,Benzin,6,6-7,15_20,2018,110,51360,Gear type automatic,1023
LU34548,17750,Renault,Kadjar,1.3 TCe,Benzin,5,4-5,15_20,2018,159,100559,Gear type automatic,1035
MK50929,32550,Ford,Kuga,2.5 Plug-In Hybrid,Hybrid,2,2-3,30+,2022,152,7177,Gear type automatic,1035
BZ86611,8370,Volkswagen,up!,1.0,Benzin,5,4-5,0_10,2019,60,117359,Gear type manual,8111
RD14459,32883,Volkswagen,Tiguan Allspace,2.0 TDI,Diesel,5,4-5,30+,2019,190,65900,Gear type automatic,1035
GC52586,13490,Audi,A1,1.4 TFSI,Benzin,9,8-9,10_15,2014,122,61018,Gear type manual,8111
EF11853,32461,Mercedes-Benz,CLA-Klasse,CLA 180,Benzin,4,4-5,30+,2020,136,20698,Gear type automatic,1025
FS28144,26731,Alfa Romeo,Stelvio,2.0 Turbo,Benzin,7,6-7,25_30,2017,280,94230,Gear type automatic,1035
BP30148,12490,BMW,1er,116i,Benzin,10,10-11,10_15,2014,135,66581,Gear type manual,1025
HB32937,17990,Hyundai,Tucson,1.6 TGDI,Benzin,8,8-9,15_20,2016,177,104966,Gear type automatic,1035
JM28448,37400,Audi,RS Q3,2.5 TFSI,Benzin,8,8-9,30+,2016,367,64531,Gear type automatic,1035
BN21570,7622,Renault,Twingo,0.9 Energy,Benzin,10,10-11,0_10,2014,90,94001,Gear type manual,8111
MA88798,14990,Ford,Grand C-Max,1.5 TDCi,Diesel,7,6-7,10_15,2017,120,106330,Gear type automatic,1038
UJ41492,11490,Hyundai,i30,1.6 GDI,Benzin,9,8-9,10_15,2014,135,81995,Gear type manual,1023
SZ54840,21815,Volkswagen,Golf VII,1.5 TSI,Benzin,6,6-7,20_25,2018,150,46998,Gear type automatic,1023
PK16323,14990,Honda,Jazz,1.3 i-VTEC,Benzin,6,6-7,10_15,2018,102,36259,Gear type manual,8111
ZD63664,12990,Volkswagen,up!,1.0,Benzin,3,2-3,10_15,2020,65,16096,Gear type manual,8111
YC93666,22990,Volkswagen,Golf VII,2.0 TFSI,Benzin,8,8-9,20_25,2016,230,38585,Gear type automatic,1025
GY79326,14299,Renault,Captur,0.9 TCe,Benzin,5,4-5,10_15,2019,90,55446,Gear type manual,1035
CV80615,30452,Audi,A6,3.0 V6 TDI clean diesel,Diesel,6,6-7,30+,2018,272,62321,Gear type automatic,1023
ZA19576,19842,Kia,Rio,1.0 TGDI,Benzin,4,4-5,15_20,2020,120,30825,Gear type automatic,1025
WE74045,24726,Audi,A6,1.8 TFSI,Benzin,7,6-7,20_25,2017,190,114528,Gear type automatic,1023
AH96195,20570,Kia,XCeed,1.4 TGDI,Benzin,4,4-5,20_25,2020,140,29002,Gear type manual,1035
KN80424,38540,Mercedes-Benz,E-Klasse,E 350 d,Diesel,5,4-5,30+,2019,286,62052,Gear type automatic,1025
PK75047,8490,Ford,Fiesta,1.25,Benzin,9,8-9,0_10,2015,82,113664,Gear type manual,8111
LC71088,13790,Peugeot,2008,1.2 e-THP,Benzin,8,8-9,10_15,2016,110,35509,Gear type manual,1035
WH64008,17990,Volkswagen,Polo,1.0 TSI,Benzin,5,4-5,15_20,2019,95,48684,Gear type automatic,8111
FD71807,15830,Smart,forfour,0.9 Turbo,Benzin,5,4-5,15_20,2019,90,11826,Gear type automatic,1025
NY00285,19698,MINI,MINI,Cooper,Benzin,6,6-7,15_20,2018,136,13854,Gear type automatic,1025
EZ24984,13390,Ford,Focus,2.0 TDCi,Diesel,9,8-9,10_15,2015,150,115792,Gear type automatic,1025
AP21934,11760,Kia,Venga,1.6,Benzin,10,10-11,10_15,2014,125,39745,Gear type automatic,1038
HR95109,9890,Opel,Astra,1.6,Benzin,9,8-9,0_10,2015,115,71184,Gear type manual,1025
DN86137,22014,Volkswagen,Sharan,2.0 TSI,Benzin,10,10-11,20_25,2013,200,79483,Gear type automatic,1038
ZY70229,21490,Ford,Focus,1.5 EcoBoost,Benzin,4,4-5,20_25,2019,182,53297,Gear type automatic,1023
BJ79365,16968,Mazda,3,2.0,Benzin,6,6-7,15_20,2018,165,61783,Gear type manual,1025
UG31696,14951,Volkswagen,Tiguan,1.4 TSI,Benzin,9,8-9,10_15,2015,160,59395,Gear type manual,1035
NL07682,16784,Dacia,Dokker,1.5 Blue dCi,Diesel,4,4-5,15_20,2020,95,26317,Gear type manual,1038
HZ92739,21190,Jeep,Renegade,2.0 M-Jet,Diesel,6,6-7,20_25,2018,140,71364,Gear type automatic,1035
FV21840,19094,Opel,Insignia,2.0 CDTI,Diesel,5,4-5,15_20,2019,170,98477,Gear type automatic,1023
GB74759,34660,Opel,Zafira Life,2.0 Diesel,Diesel,5,4-5,30+,2019,150,67046,Gear type manual,1038
HM94147,19260,Seat,Arona,1.0 TSI,Benzin,5,4-5,15_20,2019,115,29299,Gear type manual,1035
CC03480,15390,Renault,Captur,1.2 TCe Energy,Benzin,7,6-7,15_20,2017,118,47895,Gear type automatic,1035
BX66197,14990,Dacia,Sandero,1.0 TCe,Benzin,1,0-1,10_15,2023,91,3916,Gear type manual,8111
ZJ03797,34560,Mercedes-Benz,GLB-Klasse,GLB 200 d,Diesel,3,2-3,30+,2020,150,71928,Gear type automatic,1035
VH20860,9290,Opel,Karl,1.0,Benzin,8,8-9,0_10,2015,75,9723,Gear type manual,1025
RJ92286,17054,Volkswagen,Golf VII Sportsvan,1.0 TSI,Benzin,6,6-7,15_20,2018,115,59767,Gear type manual,1038
RJ57298,15403,Volkswagen,Passat,1.4 TSI,Benzin,8,8-9,15_20,2015,125,99575,Gear type manual,1025
KC81367,16990,Renault,Kadjar,1.6 TCe Energy,Benzin,7,6-7,15_20,2017,163,52432,Gear type manual,1035
RV27027,22480,Nissan,Qashqai,1.5 dCi,Diesel,4,4-5,20_25,2020,116,44546,Gear type automatic,1035
VE30152,9290,Ford,Fiesta,1.25,Benzin,7,6-7,0_10,2017,82,96257,Gear type manual,8111
KU42586,14700,Volkswagen,Golf VII,1.4 TSI,Benzin,8,8-9,10_15,2016,125,96810,Gear type manual,1025
KB76197,27990,Seat,Leon,2.0 TSI,Benzin,4,4-5,25_30,2019,300,42053,Gear type automatic,1023
HX90809,20906,Opel,Grandland X,1.2,Benzin,4,4-5,20_25,2019,130,25377,Gear type manual,1035
TM97265,12292,Toyota,AYGO,1.0,Benzin,5,4-5,10_15,2019,72,12209,Gear type manual,8111
MW68224,22990,Mazda,CX-5,2.5,Benzin,7,6-7,20_25,2016,192,73499,Gear type automatic,1035
XX85299,16850,Renault,Kadjar,1.5 dCi Energy,Diesel,7,6-7,15_20,2017,110,70442,Gear type automatic,1035
SR24410,13190,Skoda,Yeti,1.2 TSI,Benzin,8,8-9,10_15,2016,110,82598,Gear type manual,1035
XR43150,24690,BMW,5er,530d,Diesel,8,8-9,20_25,2016,258,96971,Gear type automatic,1023
JD82293,11490,Hyundai,i20,1.2,Benzin,8,8-9,10_15,2016,85,41604,Gear type manual,8111
SR30010,11406,Seat,Altea,1.2 TSI,Benzin,10,10-11,10_15,2014,105,22198,Gear type manual,1038
ZU82797,10555,Seat,Ibiza,1.2 TSI,Benzin,8,8-9,10_15,2015,110,82937,Gear type manual,8111
NU66376,13688,Kia,Stonic,1.2,Benzin,5,4-5,10_15,2018,85,57684,Gear type manual,1035
