id,first_price,eligible_month,eligible_date,countryoforigin,tax_deductible,make,model,subtype,outside_color,built_year,body_type,upholstery,fuelconsumption_combined,mileage,horsepower,fueltype,geartype,time_online_to_reserve_
HT58819,21600.0,October,2021-10,DE,0,Ford,Mondeo,2.0 TDCi,Gray,2017,Kombi,Stoff,4.9,98612,180,Diesel,automatic,69
NZ84273,20680.0,December,2022-12,DE,0,Volkswagen,T-Roc,1.0 TSI,Gray,2018,SUV,Stoff,5.2,22479,115,Benzin,manual,1
EZ84142,17590.0,April,2022-04,DE,0,Honda,Jazz,1.5 i-VTEC,Black,2017,Van,Stoff,5.9,32182,130,Benzin,manual,117
LR30654,25990.0,September,2022-09,RO,0,Skoda,Octavia,1.5 TSI ACT,Silver,2020,Kombi,Stoff,4.8,19614,150,Benzin,manual,90
TN42224,11990.0,September,2022-09,DE,0,Mazda,3,2.0,Gray,2014,Limousine,Stoff,5.1,105535,120,Benzin,manual,4
VR43030,20790.0,August,2022-08,DK,0,Opel,Insignia,1.5 SIDI Turbo,Brown,2017,Kombi,Teilleder,6.2,43085,165,Benzin,automatic,43
BB57162,21530.0,March,2022-03,DE,0,Ford,Fiesta,1.5 EcoBoost,Gray,2019,Limousine,Stoff,6.0,31896,200,Benzin,manual,79
EY41323,27980.0,April,2023-04,DE,0,Skoda,Kodiaq,2.0 TSI,Black,2017,SUV,Stoff,7.3,60999,180,Benzin,automatic,33
HM61237,20500.0,November,2021-11,DE,0,Skoda,Octavia,2.0 TSI,Black,2013,Kombi,Teilleder,6.2,72014,220,Benzin,automatic,105
AE04816,44300.0,November,2021-11,DE,0,Mercedes-Benz,GLC-Klasse,GLC 300,Gray,2018,SUV,Teilleder,7.8,31942,245,Benzin,automatic,93
MF89586,10890.0,January,2022-01,DE,0,Renault,Captur,0.9 Energy,Blue,2016,SUV,Stoff,5.1,64569,90,Benzin,manual,64
SN79377,11690.0,September,2022-09,DE,0,Peugeot,308,1.6 Blue-HDi,Gray,2015,Limousine,Stoff,3.8,76725,120,Diesel,manual,37
EX97342,17490.0,February,2023-02,DE,0,Mercedes-Benz,B-Klasse,B 200,White,2014,Van,Teilleder,5.7,40631,155,Benzin,automatic,20
BU39827,15960.0,January,2022-01,DE,0,Fiat,500X,1.0 Turbo,White,2018,SUV,Stoff,6.0,48737,120,Benzin,manual,66
JA06826,31050.0,April,2022-04,DE,0,Mercedes-Benz,GLC-Klasse,GLC 220,Gray,2016,SUV,Teilleder,5.0,92403,170,Diesel,automatic,55
RG89341,28400.0,March,2021-03,DE,0,Volkswagen,T-Roc,1.5 TSI,Blue,2019,SUV,Stoff,5.6,6671,150,Benzin,automatic,110
PH85205,18690.0,October,2022-10,DE,0,Audi,A3,1.6 TDI,Blue,2016,Limousine,Stoff,4.1,50282,110,Diesel,automatic,23
FA95169,14490.0,December,2021-12,DE,0,BMW,3er,316i,Black,2013,Limousine,Stoff,5.8,114191,135,Benzin,manual,1
AE05119,23560.0,May,2022-05,DE,0,Skoda,Kamiq,1.0 TSI,White,2020,SUV,Stoff,5.1,12021,116,Benzin,manual,7
BD46805,13190.0,December,2022-12,DE,0,Dacia,Duster,1.2 TCe,Blue,2017,SUV,Stoff,6.1,57383,125,Benzin,manual,30
LG27512,27660.0,January,2022-01,DE,0,Suzuki,Jimny,1.5,Green,2018,SUV,Stoff,6.8,13301,102,Benzin,manual,1
ZA98121,17940.0,April,2023-04,DE,0,Opel,Zafira Tourer,1.6 SIDI Turbo,Gray,2016,Van,Stoff,7.3,88445,170,Benzin,automatic,10
ET84856,14490.0,November,2022-11,DE,0,Hyundai,ix35,1.6,Red,2014,SUV,Teilleder,6.8,39798,135,Benzin,manual,31
XF14560,23900.0,September,2021-09,SI,0,Seat,Leon,2.0 TSI,Blue,2018,Limousine,Teilleder,6.2,15273,190,Benzin,automatic,127
LK59724,10650.0,September,2022-09,DE,0,Ford,Fiesta,1.0 EcoBoost,Black,2016,Limousine,Stoff,4.3,83810,125,Benzin,manual,14
RZ27312,11520.0,November,2021-11,DE,0,Hyundai,i20,1.2,Blue,2018,Limousine,Stoff,5.8,20986,75,Benzin,manual,38
UT50159,10880.0,March,2022-03,DE,0,Mercedes-Benz,B-Klasse,B 180 CDI,White,2013,Van,Stoff,4.1,88956,110,Diesel,manual,1
SB31923,21700.0,September,2021-09,DE,0,BMW,5er,520d,Black,2016,Kombi,Leder,4.6,118989,190,Diesel,automatic,6
MT09922,12180.0,April,2023-04,DE,0,Volkswagen,up!,1.0,Black,2018,Limousine,Stoff,4.2,9264,60,Benzin,manual,56
PV86517,11900.0,May,2022-05,DE,0,Nissan,Micra,1.2,Red,2015,Limousine,Stoff,5.4,3588,80,Benzin,automatic,59
ZF31633,18510.0,January,2022-01,DE,0,Peugeot,308,1.5 Blue-HDi,Black,2018,Kombi,Teilleder,3.8,62978,130,Diesel,manual,59
KG07005,15360.0,June,2022-06,DE,0,Ford,Mondeo,2.0 TDCi,Black,2016,Kombi,Teilleder,4.9,104784,150,Diesel,automatic,4
VT02477,25600.0,May,2021-05,CZ,0,BMW,X1,xDrive 20d,Blue,2017,SUV,Stoff,4.9,60065,190,Diesel,automatic,52
FV15466,23750.0,December,2022-12,DE,0,Volkswagen,Golf,2.0 TDI,Black,2020,Kombi,Stoff,4.4,69548,150,Diesel,automatic,49
ZZ39372,36910.0,August,2022-08,DE,0,Mercedes-Benz,A-Klasse Limousine,A 250e,Black,2020,Limousine,Alcantara,1.4,22025,218,Hybrid,automatic,68
UJ41344,9760.0,July,2022-07,DE,0,Dacia,Logan MCV II,0.9 TCe,Gray,2016,Kombi,Stoff,4.9,66469,90,Benzin,manual,13
VH90277,11800.0,September,2021-09,DE,0,Opel,Adam,1.0,White,2016,Limousine,Teilleder,4.9,32039,115,Benzin,manual,50
TE05662,17150.0,March,2023-03,DE,0,Volkswagen,Polo,1.0 TSI,Orange,2019,Limousine,Stoff,4.6,12003,95,Benzin,manual,34
RB04839,17290.0,June,2022-06,SK,0,Seat,Leon,1.8 TSI,Black,2015,Kombi,Teilleder,5.9,70913,180,Benzin,manual,20
TZ82551,22890.0,July,2022-07,DE,0,Ford,S-Max,2.0 TDCi,White,2017,Van,Leder,5.8,107865,180,Diesel,automatic,52
DF10882,24100.0,August,2022-08,DE,0,Volkswagen,Touran,1.4 TSI,Black,2017,Van,Stoff,5.4,78850,150,Benzin,automatic,22
JF48218,10390.0,December,2021-12,DE,0,Skoda,Citigo,1.0 MPI,Red,2018,Limousine,Stoff,4.6,9778,75,Benzin,manual,108
AU23174,9200.0,November,2021-11,DE,0,Ford,Fiesta,1.0,White,2014,Limousine,Stoff,4.6,24643,80,Benzin,manual,5
NF89979,16990.0,June,2023-06,DE,0,Volkswagen,Polo,1.8 TSI,White,2016,Limousine,Stoff,6.0,61267,192,Benzin,manual,7
UC32271,16890.0,August,2022-08,DE,0,BMW,1er,118d,Black,2014,Limousine,Stoff,4.4,102306,143,Diesel,automatic,17
LV06963,16080.0,May,2022-05,DE,0,Opel,Astra K,1.6 Biturbo CDTI DPF,Black,2017,Kombi,Teilleder,4.0,67675,160,Diesel,manual,23
SJ78520,10940.0,June,2023-06,DE,0,Dacia,Sandero II,0.9 TCe,Red,2017,Limousine,Stoff,5.1,60318,90,Benzin,manual,14
BU12045,15390.0,February,2023-02,DE,0,Mercedes-Benz,A-Klasse,A 180,Black,2015,Limousine,Teilleder,5.5,113464,122,Benzin,manual,25
PE51136,7720.0,February,2023-02,DE,0,Kia,Picanto,1.0,Red,2015,Limousine,Stoff,4.5,70453,65,Benzin,manual,32
EM20387,14580.0,June,2022-06,DE,0,BMW,3er,316i,Gray,2013,Limousine,Stoff,5.8,60686,135,Benzin,manual,2
JB06317,13990.0,November,2022-11,DE,0,Ford,Focus,1.0 EcoBoost,Silver,2017,Kombi,Stoff,4.8,87321,125,Benzin,manual,3
SM20927,27200.0,July,2022-07,DE,0,Kia,pro_cee'd,1.6 TGDI,Gray,2019,Coupe,Alcantara,6.2,37958,205,Benzin,automatic,15
CY86907,16170.0,June,2022-06,DE,0,Nissan,Juke,1.6,White,2018,SUV,Leder,7.2,29242,113,Benzin,manual,120
CZ44335,42900.0,December,2022-12,DE,0,Volkswagen,T6 Multivan,2.0 TDI,White,2017,Bus,Stoff,6.3,70528,205,Diesel,automatic,37
XW43234,25610.0,December,2021-12,DE,0,Hyundai,i30,2.0 TGDI,Blue,2017,Limousine,Stoff,7.1,30036,275,Benzin,manual,17
EX29272,17110.0,February,2023-02,DE,0,BMW,1er,120i,Red,2016,Limousine,Stoff,5.7,68009,177,Benzin,manual,44
ZR13775,6870.0,December,2021-12,DE,0,Ford,Fiesta,1.25,Black,2012,Limousine,Stoff,5.7,81192,82,Benzin,manual,16
XZ70425,15000.0,August,2021-08,DE,1,Citroen,DS5,2.0 Blue-HDi,Purple,2014,Limousine,Leder,4.9,44270,180,Diesel,automatic,44
XH55749,27200.0,October,2021-10,DE,0,Seat,Alhambra,1.4 TSI,White,2017,Van,Alcantara,6.5,52383,150,Benzin,manual,41
LH48202,13430.0,April,2022-04,DE,0,MINI,MINI,Cooper,Black,2014,Limousine,Stoff,4.6,91439,135,Benzin,manual,35
DC39040,10490.0,August,2022-08,DE,0,Opel,Adam,1.4,White,2015,Limousine,Teilleder,5.3,52515,87,Benzin,manual,11
LZ98650,18180.0,May,2022-05,DE,0,Opel,Grandland X,1.2,White,2017,SUV,Stoff,5.4,46899,130,Benzin,manual,19
DD94031,17000.0,August,2021-08,BE,0,Opel,Corsa,1.2,Blue,2020,Limousine,Stoff,4.3,1342,101,Benzin,automatic,44
YP97528,10490.0,July,2022-07,DE,0,Seat,Ibiza,1.0 TSI,White,2015,Limousine,Teilleder,4.2,35077,95,Benzin,manual,2
DB04578,16200.0,October,2021-10,DE,0,Ford,Tourneo Connect,1.0 EcoBoost,White,2018,Van,Stoff,5.9,40100,100,Benzin,manual,35
PM26495,9490.0,June,2022-06,DE,0,Smart,fortwo,1.0,Yellow,2015,Coupe,Stoff,4.1,81473,70,Benzin,automatic,40
UN42097,17400.0,October,2021-10,DE,0,Volkswagen,Golf VII Sportsvan,1.4 TSI,Gray,2017,Van,Stoff,5.5,36512,150,Benzin,manual,80
LY04363,13590.0,May,2023-05,DE,0,Ford,Focus,1.0 EcoBoost,Gray,2017,Kombi,Stoff,4.8,67957,125,Benzin,manual,50
JB71779,30960.0,May,2022-05,DE,0,Mercedes-Benz,GLA-Klasse,GLA 250,Silver,2017,SUV,Teilleder,6.5,46025,210,Benzin,automatic,110
TR23357,23790.0,January,2023-01,DE,1,MINI,Clubman,John Cooper Works,Black,2016,Kombi,Leder,6.8,107030,230,Benzin,automatic,49
JH20076,17090.0,March,2023-03,DE,0,Peugeot,308,1.2 e-THP,White,2019,Limousine,Stoff,5.4,49600,130,Benzin,automatic,43
TE34776,20500.0,September,2021-09,DE,0,Mercedes-Benz,GLA-Klasse,GLA 200,White,2015,SUV,Teilleder,5.8,60610,155,Benzin,manual,32
YM36696,20530.0,February,2022-02,DE,0,Hyundai,Kona,1.6 TGDI,Green,2018,SUV,Teilleder,6.7,51670,177,Benzin,automatic,101
DB35831,23200.0,October,2021-10,DE,0,Volkswagen,Polo,2.0 TSI,Red,2018,Limousine,Stoff,5.9,25267,200,Benzin,automatic,105
AT20210,15990.0,August,2022-08,DE,0,Dacia,Duster II,1.2 TCe,White,2018,SUV,Stoff,6.4,64271,125,Benzin,manual,57
FM86389,18100.0,September,2022-09,DE,0,BMW,3er,320d GT,Silver,2013,Limousine,Stoff,4.9,89657,185,Diesel,automatic,2
AM16493,8220.0,December,2021-12,DE,0,Skoda,Fabia,1.2,Gray,2014,Kombi,Stoff,5.9,96447,70,Benzin,manual,34
KA89502,13060.0,November,2021-11,DE,0,Dacia,Sandero II,0.9 TCe,White,2018,Limousine,Stoff,5.5,12199,90,Benzin,manual,10
RU52135,17170.0,January,2022-01,DE,0,MINI,Clubman,Cooper,Gray,2016,Kombi,Stoff,5.4,43228,135,Benzin,manual,52
HB68966,22490.0,August,2022-08,DE,0,Hyundai,Tucson,2.0 CRDi,Blue,2017,SUV,Stoff,6.5,73748,185,Diesel,automatic,35
TT90847,24490.0,February,2022-02,DE,0,Volkswagen,Golf VII,2.0 TSI,White,2017,Limousine,Stoff,6.4,26228,230,Benzin,manual,125
VW37668,21850.0,October,2022-10,DE,0,Volkswagen,Passat,2.0 TDI,Gray,2015,Kombi,Alcantara,5.4,107983,240,Diesel,automatic,55
VD52171,10750.0,March,2022-03,DE,0,Dacia,Sandero II,0.9 TCe,Blue,2016,Limousine,Stoff,4.9,48794,90,Benzin,manual,8
UJ77957,11900.0,May,2021-05,DE,0,Ford,C-Max,1.0 EcoBoost,Blue,2015,Van,Stoff,5.1,28713,100,Benzin,manual,104
LJ36098,17290.0,July,2022-07,DE,0,Nissan,Qashqai,1.6,Black,2015,SUV,Stoff,6.0,71582,163,Benzin,manual,66
KU56750,11990.0,April,2023-04,DE,0,Volkswagen,Polo,1.0,Gray,2017,Limousine,Stoff,4.8,85767,75,Benzin,manual,49
EG40450,12940.0,June,2022-06,CZ,0,Ford,B-Max,1.0 EcoBoost,Brown,2016,Van,Stoff,4.9,32845,100,Benzin,manual,56
RU59766,15600.0,July,2021-07,DE,0,BMW,X1,sDrive 18d,Black,2015,SUV,Teilleder,4.9,94975,143,Diesel,manual,4
LL02001,7080.0,September,2022-09,DE,0,Skoda,Citigo,1.0 MPI,Red,2014,Limousine,Stoff,4.7,112062,75,Benzin,manual,39
JM88010,8690.0,March,2023-03,DE,0,Hyundai,i10,1.2,Silver,2016,Limousine,Stoff,4.9,113807,87,Benzin,manual,47
EP17980,21000.0,August,2022-08,DE,0,Mercedes-Benz,B-Klasse,B 220,Gray,2015,Van,Teilleder,6.6,19979,185,Benzin,automatic,39
ZA43342,27490.0,July,2022-07,DE,0,Volkswagen,Tiguan,1.5 TSI,Black,2019,SUV,Stoff,6.3,15632,150,Benzin,manual,30
UR53639,19000.0,November,2021-11,DE,0,Audi,A3,2.0 TDI,Black,2015,Limousine,Stoff,4.7,73510,150,Diesel,manual,103
NX54915,5750.0,August,2022-08,DE,0,Mitsubishi,Space,1.0,White,2015,Limousine,Stoff,4.2,65917,70,Benzin,manual,1
YW16909,12390.0,February,2023-02,DE,0,Smart,fortwo,0.9 Turbo,White,2016,Coupe,Leder,4.1,59323,90,Benzin,automatic,31
HK00285,19240.0,April,2022-04,DE,0,Mazda,CX-5,2.0,Blue,2014,SUV,Stoff,6.6,61673,160,Benzin,automatic,59
AJ70825,10870.0,December,2021-12,DE,0,Opel,Meriva,1.4 Turbo,Gray,2015,Van,Teilleder,5.6,35264,120,Benzin,manual,2
WM35898,10390.0,December,2022-12,DE,0,Fiat,500,1.2,Gray,2016,Limousine,Stoff,4.9,34321,70,Benzin,manual,8
CT14866,13090.0,December,2022-12,DE,0,Volkswagen,Golf VII,1.4 TSI,Blue,2013,Limousine,Alcantara,5.2,81068,122,Benzin,manual,12
CF00105,14710.0,January,2023-01,PL,0,Fiat,500,1.0 Mild-Hybrid,Red,2021,Limousine,Stoff,4.1,5436,70,Benzin,manual,7
DD12706,41630.0,May,2022-05,DE,1,Renault,Trafic,2.0 dCi,Black,2020,Bus,Stoff,6.3,15888,170,Diesel,automatic,14
KZ24114,12900.0,May,2021-05,DE,0,Hyundai,ix20,1.6,Black,2017,Van,Stoff,6.5,66848,125,Benzin,automatic,56
CU76382,29490.0,November,2022-11,DE,0,Volkswagen,Arteon,2.0 TSI,Gray,2018,Limousine,Leder,6.0,29312,190,Benzin,automatic,39
GX94978,20100.0,October,2021-10,DE,0,Audi,A3 Limousine,1.0 TFSI,Gray,2017,Limousine,Stoff,4.1,22529,115,Benzin,manual,46
SV76700,22860.0,March,2023-03,DE,0,Volkswagen,Caddy,2.0 TDI,White,2020,Van,Stoff,4.7,69164,102,Diesel,manual,84
JZ15913,15500.0,July,2021-07,DE,0,Ford,Kuga,1.5 EcoBoost,Black,2016,SUV,Teilleder,6.2,72657,150,Benzin,manual,44
FA64569,15470.0,September,2022-09,DE,0,Renault,Clio,1.0 TCe,Red,2019,Limousine,Teilleder,4.7,22450,101,Benzin,manual,10
UT69159,15500.0,August,2021-08,DE,0,Volkswagen,Golf VII,2.0 TDI,White,2017,Kombi,Stoff,4.2,104754,150,Diesel,automatic,2
JM72407,37200.0,October,2021-10,DE,0,Audi,TT,2.0 TFSI,Red,2018,Cabrio,Alcantara,6.0,21948,230,Benzin,automatic,122
ET54804,19500.0,August,2021-08,DE,0,Volkswagen,Tiguan,2.0 TDI,White,2015,SUV,Leder,5.7,69568,150,Diesel,automatic,5
MG92512,41950.0,October,2022-10,DE,1,Volkswagen,T6 Multivan,2.0 TDI,Gray,2018,Bus,Stoff,6.0,62504,150,Diesel,automatic,68
EZ63904,11790.0,October,2022-10,DE,0,Smart,forfour,1.0,Yellow,2017,Limousine,Stoff,5.2,5914,70,Benzin,manual,1
KZ04638,20730.0,April,2022-04,DE,0,Mercedes-Benz,GLA-Klasse,GLA 200,White,2016,SUV,Teilleder,5.8,67309,155,Benzin,manual,1
VH79045,19030.0,February,2022-02,DE,0,Toyota,Yaris,1.5 Hybrid,Gray,2019,Limousine,Stoff,4.0,4566,75,Hybrid,automatic,10
HN23171,31000.0,October,2021-10,DE,0,Mercedes-Benz,C-Klasse,C 300,Black,2018,Kombi,Teilleder,6.6,43429,258,Benzin,automatic,7
SD84161,27300.0,June,2021-06,DE,1,Ford,Mondeo,2.0 TDCi,Gray,2019,Kombi,Leder,5,27504,180,Diesel,automatic,45
JM44392,25000.0,July,2022-07,DE,0,Audi,Q3,2.0 TFSI,Black,2016,SUV,Alcantara,6.5,43282,180,Benzin,automatic,5
FZ84225,13790.0,June,2023-06,DE,0,Renault,Captur,1.2 TCe Energy,Gray,2015,SUV,Leder,5.7,56685,120,Benzin,automatic,32
AZ88790,22700.0,September,2021-09,DE,0,Abarth,595,1.4 Turbo,Gray,2019,Limousine,Teilleder,6.8,4795,179,Benzin,manual,57
HY38807,22750.0,February,2023-02,DE,0,Mercedes-Benz,C-Klasse,C 220 d,Silver,2017,Kombi,Teilleder,4.3,108726,170,Diesel,automatic,44
JP43122,32460.0,November,2021-11,DE,0,Citroen,Jumpy,2.0 Blue-HDi,Black,2017,Bus,Leder,5.7,51869,180,Diesel,automatic,2
GH63958,20990.0,July,2022-07,DE,0,Toyota,C-HR,1.2 Turbo,Black,2019,SUV,Stoff,5.9,28006,115,Benzin,manual,69
ZU32002,18700.0,June,2021-06,DE,0,Peugeot,308,1.2 e-THP,Gray,2019,Kombi,Teilleder,3.8,38610,130,Benzin,automatic,63
JA87350,26850.0,December,2022-12,DE,0,Kia,Sorento,2.2 CRDi,Silver,2017,SUV,Leder,6.7,87141,200,Diesel,automatic,44
ZH34124,16240.0,February,2022-02,CZ,0,Kia,cee'd,1.6 GDI,White,2018,Kombi,Stoff,3.6,49845,135,Benzin,manual,11
TA86088,17040.0,May,2022-05,DE,0,Smart,fortwo,0.9 Turbo,White,2016,Cabrio,Leder,4.5,45776,90,Benzin,automatic,118
KG68263,32490.0,September,2022-09,DE,0,Audi,A4,40 TDI,White,2019,Kombi,Alcantara,5.3,93173,190,Diesel,automatic,67
WZ48114,26900.0,June,2021-06,DE,0,Mercedes-Benz,GLA-Klasse,GLA 180,White,2018,SUV,Leder,6.9,22558,122,Benzin,automatic,81
GS93082,17000.0,June,2022-06,DE,0,Opel,Mokka X,1.4 Turbo,Black,2018,SUV,Teilleder,7.1,54775,140,Benzin,automatic,1
BJ66458,22790.0,July,2022-07,DE,0,Volkswagen,Caddy,2.0 TDI,Blue,2018,Van,Stoff,5.3,36044,102,Diesel,manual,61
DT65125,30740.0,February,2022-02,DE,0,Ford,Focus,2.3 EcoBoost,White,2019,Limousine,Teilleder,8.2,14014,280,Benzin,manual,114
CY66235,16790.0,March,2023-03,DE,0,BMW,3er,316d,Gray,2018,Kombi,Stoff,4.1,87430,115,Diesel,manual,8
CA66091,9090.0,May,2023-05,DE,0,Toyota,AYGO,1.0,Gray,2016,Limousine,Stoff,4.1,67853,70,Benzin,manual,53
FR99890,15350.0,July,2022-07,RO,0,Dacia,Sandero II,0.9 TCe,Black,2020,Limousine,Stoff,5.7,11498,90,Benzin,automatic,23
PH14689,27490.0,November,2022-11,DE,0,Mazda,CX-5,2.5,Black,2018,SUV,Leder,7.4,69414,195,Benzin,automatic,45
ZL62930,13490.0,January,2023-01,DE,0,Volkswagen,Golf VII,1.2 TSI,Gray,2015,Limousine,Stoff,4.9,94070,110,Benzin,manual,1
EF18534,7190.0,March,2023-03,DE,0,Fiat,500,1.2,Red,2013,Limousine,Stoff,5.1,106084,70,Benzin,manual,28
GE23667,15170.0,July,2022-07,DE,0,Kia,Stonic,1.4,Black,2017,SUV,Stoff,5.5,61447,100,Benzin,manual,3
BL21221,9900.0,December,2022-12,CZ,0,Skoda,Fabia,1.2 TSI,Blue,2014,Kombi,Stoff,5.2,26540,85,Benzin,manual,24
TR21943,20990.0,January,2023-01,DE,0,Mercedes-Benz,C-Klasse,C 180 CGI,Brown,2014,Limousine,Stoff,5.0,65412,155,Benzin,automatic,22
EW26357,10850.0,February,2023-02,DE,0,Peugeot,2008,1.2 e-THP,White,2015,SUV,Teilleder,4.4,90236,110,Benzin,manual,18
GW82133,17590.0,January,2022-01,DE,0,Peugeot,2008,1.2 PureTech,Red,2019,SUV,Teilleder,4.8,9231,114,Benzin,manual,7
NU01495,9790.0,February,2023-02,DE,0,Smart,fortwo,1.0,Black,2017,Coupe,Stoff,4.1,59699,70,Benzin,manual,38
GJ03380,39500.0,August,2022-08,DE,0,Audi,Q5,2.0 TFSI,Black,2017,SUV,Alcantara,7.2,58602,252,Benzin,automatic,113
WT19094,14290.0,November,2022-11,DE,0,Citroen,Berlingo,1.6 Blue-HDi,Gray,2017,Kombi,Stoff,4.4,87962,120,Diesel,manual,33
AB11804,15500.0,July,2021-07,DE,0,Smart,fortwo,0.9 Turbo,Blue,2019,Coupe,Leder,4.1,6794,90,Benzin,automatic,27
MB98352,10990.0,November,2022-11,BG,0,Hyundai,ix20,1.6,White,2014,Van,Stoff,6.4,82638,125,Benzin,automatic,10
CC89637,16040.0,May,2022-05,DE,0,Renault,Kangoo,1.2 TCe Energy,Blue,2017,Kombi,Stoff,6.2,54886,115,Benzin,manual,3
RE16655,7400.0,July,2021-07,DE,1,Smart,fortwo,1.0,White,2014,Coupe,Stoff,4.1,32034,70,Benzin,manual,38
LT01517,24600.0,November,2021-11,DE,0,Seat,Ateca,2.0 TDI,Gray,2017,SUV,Alcantara,5.3,68178,190,Diesel,automatic,12
ED86632,15700.0,June,2021-06,SK,0,Skoda,Yeti,1.4 TSI,Red,2016,SUV,Stoff,5.8,90080,125,Benzin,automatic,39
BM54499,11510.0,December,2021-12,DE,0,MINI,MINI,Cooper,Red,2013,Limousine,Leder,5.4,106068,122,Benzin,manual,67
DP15505,27940.0,February,2022-02,DE,0,BMW,5er,530d,Gray,2016,Kombi,Leder,5.3,88973,258,Diesel,automatic,127
KW37675,16870.0,March,2022-03,DE,0,Hyundai,i30,1.4 TGDI,Gray,2017,Kombi,Stoff,5.5,49132,140,Benzin,automatic,42
AH25677,14590.0,January,2023-01,DE,0,Opel,Mokka,1.4 Turbo,Black,2016,SUV,Stoff,6.0,17822,140,Benzin,manual,1
LN09509,13500.0,November,2022-11,DE,0,Toyota,Yaris,1.0,Black,2020,Limousine,Stoff,4.6,11104,72,Benzin,manual,8
HG97141,21400.0,December,2021-12,DE,0,Volkswagen,Touran,1.4 TSI,Black,2017,Van,Stoff,5.4,71679,150,Benzin,automatic,7
SB11916,8880.0,June,2023-06,DE,0,Renault,Clio,1.2,Gray,2017,Kombi,Stoff,5.7,101729,73,Benzin,manual,13
LY57043,15400.0,September,2021-09,DE,0,Volkswagen,Golf VII,2.0 TDI,White,2017,Kombi,Teilleder,4.5,104578,150,Diesel,automatic,32
PU19612,22030.0,May,2022-05,SK,1,Skoda,Octavia,1.5 TSI,Gray,2018,Kombi,Stoff,4.9,45019,150,Benzin,automatic,30
UK54511,30640.0,February,2022-02,DE,0,Volkswagen,Tiguan,2.0 TSI,White,2017,SUV,Stoff,7.2,53061,180,Benzin,automatic,5
YZ31472,13900.0,July,2022-07,PL,0,Dacia,Sandero II,0.9 TCe,Gray,2019,Limousine,Stoff,5.1,11125,90,Benzin,manual,8
FY65665,11870.0,November,2021-11,DE,0,Renault,Captur,0.9 Energy,Black,2017,SUV,Stoff,5.1,41640,90,Benzin,manual,134
WX42764,11490.0,December,2022-12,DE,0,Toyota,AYGO,1.0-VVT-i,Red,2018,Kombi,Stoff,4.1,6661,72,Benzin,manual,41
NU15088,13990.0,August,2022-08,DE,0,Seat,Ibiza,1.0 TSI,Gray,2017,Limousine,Stoff,4.7,91378,115,Benzin,manual,83
WK84844,15180.0,April,2022-04,DE,1,MINI,MINI,One,White,2018,Kombi,Stoff,4.9,58160,102,Benzin,manual,73
HA11853,10810.0,June,2022-06,CZ,0,Volkswagen,Golf Plus,1.2 TSI,Silver,2013,Limousine,Stoff,5.9,48866,105,Benzin,manual,70
WR10152,19300.0,November,2021-11,DE,0,Opel,Insignia,2.0 CDTI,Black,2017,Limousine,Teilleder,5.2,52889,170,Diesel,manual,49
TN26128,8670.0,May,2022-05,DE,0,Volkswagen,up!,1.0,White,2015,Limousine,Stoff,4.5,54537,60,Benzin,manual,37
ZT39077,17980.0,February,2023-02,DE,0,Renault,Grand Scenic,1.5 dCi Energy,Blue,2017,Van,Teilleder,4.0,69894,110,Diesel,automatic,37
MS46582,9700.0,April,2022-04,DE,0,Volkswagen,Golf VII,1.2 TSI,Gray,2013,Limousine,Stoff,4.9,115003,85,Benzin,manual,1
ZZ16612,16000.0,July,2022-07,DE,0,BMW,X1,sDrive 18i,White,2014,SUV,Stoff,7.7,29766,150,Benzin,manual,69
MN39664,21840.0,February,2022-02,DE,0,Hyundai,Tucson,1.6 TGDI,Black,2017,SUV,Stoff,7.3,56202,177,Benzin,manual,64
BW12340,20800.0,March,2022-03,DE,0,BMW,2er,218i Gran Tourer,Black,2016,Van,Stoff,5.3,89645,135,Benzin,automatic,148
AD62689,19290.0,October,2022-10,DE,0,BMW,2er,218i Active Tourer,Black,2016,Van,Alcantara,5.1,89391,135,Benzin,automatic,27
GE99502,14600.0,January,2022-01,DE,0,Mazda,6,2.2 Turbodiesel,Black,2015,Kombi,Stoff,4.6,108194,150,Diesel,manual,6
CZ85754,16500.0,October,2021-10,DE,1,Hyundai,Kona,1.0 TGDI,Brown,2018,SUV,Stoff,5.2,30982,120,Benzin,manual,115
FS44865,29590.0,July,2022-07,DE,1,BMW,4er,430i Gran Coupé,Gray,2016,Limousine,Alcantara,5.5,41547,252,Benzin,automatic,7
GU80925,13940.0,March,2022-03,DE,0,Renault,Scenic,1.2 TCe Energy,Blue,2016,Van,Stoff,5.8,55015,115,Benzin,manual,64
PD06904,13590.0,June,2022-06,DE,0,Volkswagen,Golf VII,1.6 TDI,Black,2016,Kombi,Stoff,4.0,91148,110,Diesel,manual,43
JN57391,14850.0,November,2021-11,DE,0,Ford,B-Max,1.0 EcoBoost,Orange,2016,Van,Stoff,5.0,19354,140,Benzin,manual,176
WP92257,14600.0,October,2022-10,DE,0,Citroen,C4 Cactus,1.2 e-THP,White,2018,SUV,Stoff,4.5,54087,110,Benzin,manual,39
PK79198,20540.0,February,2022-02,DE,0,BMW,1er,118i,Gray,2017,Limousine,Alcantara,5.6,37081,135,Benzin,automatic,7
LP16697,29090.0,August,2022-08,DE,0,Audi,A6,3.0 V6 TDI clean diesel,Gray,2015,Kombi,Alcantara,5.3,95459,272,Diesel,automatic,26
