id,first_price,eligible_month,eligible_date,countryoforigin,tax_deductible,make,model,subtype,outside_color,built_year,body_type,upholstery,fuelconsumption_combined,mileage,horsepower,fueltype,geartype,time_online_to_reserve_
NS84650,20690.0,March,2023-03,DE,0,BMW,3er,320d,Blue,2014,Limousine,Alcantara,4.5,81939,185,Diesel,automatic,4
TG79060,14890.0,April,2023-04,DE,0,Volkswagen,Golf VII,2.0 TDI,Gray,2016,Kombi,Stoff,4.3,107538,150,Diesel,manual,8
SC29189,18470.0,April,2022-04,DE,0,Volkswagen,Beetle,1.2 TSI,Black,2016,Limousine,Stoff,5.4,49016,105,Benzin,manual,115
LH15775,15490.0,November,2022-11,DE,0,Opel,Zafira Tourer,2.0 CDTI,Black,2016,Van,Stoff,5.8,117198,170,Diesel,automatic,25
MS22922,19430.0,May,2022-05,DE,0,Fiat,500C,1.2,Blue,2017,Cabrio,Leder,4.8,16924,70,Benzin,automatic,6
UH29054,20090.0,September,2022-09,DE,0,Seat,Ateca,1.0 TSI,Gray,2017,SUV,Stoff,5.2,28283,115,Benzin,manual,47
RM93080,11690.0,August,2022-08,DE,0,Toyota,Auris Touring Sports,1.6,Black,2014,Kombi,Stoff,6.1,93260,132,Benzin,manual,16
JE64832,10630.0,May,2022-05,DE,0,Seat,Ibiza,1.0,Black,2016,Limousine,Stoff,4.9,37119,75,Benzin,manual,55
DZ80020,12360.0,June,2022-06,PL,0,Volkswagen,Golf VII,1.4 TSI,Black,2013,Limousine,Alcantara,5.2,118412,122,Benzin,manual,4
GA68230,29200.0,September,2021-09,DE,0,Mercedes-Benz,A-Klasse,A 220,Black,2018,Limousine,Teilleder,6.5,37149,190,Benzin,automatic,24
EH23078,22650.0,January,2023-01,DE,0,Mercedes-Benz,GLK-Klasse,GLK 250 CDI,Gray,2013,SUV,Leder,7.0,108433,205,Diesel,automatic,35
BX72298,10410.0,March,2022-03,DE,0,Hyundai,i20,1.2,Gray,2016,Limousine,Stoff,5.1,31259,75,Benzin,manual,20
DV88317,21510.0,February,2022-02,DE,0,Ford,Kuga,1.5 EcoBoost,Silver,2018,SUV,Alcantara,6.3,41342,150,Benzin,manual,70
ZN64589,26590.0,May,2023-05,DE,0,Volkswagen,T5 Multivan,2.0 TDI,White,2015,Bus,Stoff,6.4,108894,115,Diesel,manual,2
EX65495,14300.0,September,2021-09,DE,0,Citroen,C4 Picasso,1.2 e-THP,White,2017,Van,Stoff,5.0,34281,130,Benzin,manual,19
YV87843,15350.0,July,2022-07,DE,0,Opel,Mokka,1.4 Turbo,White,2014,SUV,Leder,6.7,37119,140,Benzin,automatic,11
ST16661,17900.0,June,2022-06,DE,0,Kia,Rio,1.0 TGDI,Gray,2018,Limousine,Teilleder,4.7,27325,120,Benzin,manual,66
UX00742,27660.0,April,2022-04,DE,0,Subaru,Forester,2.0,White,2016,SUV,Leder,7.0,17113,150,Benzin,automatic,2
CZ60370,20290.0,January,2023-01,CZ,0,Skoda,Yeti,1.2 TSI,Gray,2018,SUV,Stoff,5.5,47939,110,Benzin,manual,44
YD12572,24200.0,September,2021-09,PL,0,Skoda,Karoq,1.5 TSI,Red,2018,SUV,Leder,5.4,16405,150,Benzin,manual,38
JZ72415,26200.0,November,2021-11,DE,0,Ford,Mondeo,2.0 EcoBoost SCTi,Red,2017,Kombi,Teilleder,7.6,34631,240,Benzin,automatic,63
JS21092,25000.0,April,2022-04,DE,0,Audi,Q5,3.0 V6 TDI,Blue,2014,SUV,Leder,6.4,114498,245,Diesel,automatic,30
MX85400,15100.0,September,2021-09,DE,0,Ford,Focus,1.5 EcoBoost,Black,2016,Kombi,Stoff,5.9,37141,150,Benzin,manual,34
MX30059,26930.0,April,2022-04,DE,0,Toyota,RAV 4,2.5 Hybrid,Black,2017,SUV,Leder,5.2,60479,197,Hybrid,automatic,31
KM30670,18290.0,September,2022-09,DE,0,Seat,Arona,1.0 TSI,White,2018,SUV,Stoff,4.9,31457,115,Benzin,manual,38
ZT05943,11370.0,April,2022-04,DE,0,Renault,Captur,0.9 Energy,Blue,2016,SUV,Stoff,5.1,65416,90,Benzin,manual,107
JV73053,19990.0,October,2022-10,DE,0,BMW,X1,sDrive 20i,White,2015,SUV,Stoff,6.9,45570,185,Benzin,automatic,3
CN24070,15490.0,January,2023-01,DE,0,Opel,Insignia,2.0 CDTI,Gray,2016,Kombi,Leder,5.5,66616,170,Diesel,automatic,1
AB28699,19520.0,November,2021-11,DE,0,Ford,Focus,1.5 EcoBoost,Gray,2017,Kombi,Teilleder,5.6,53036,182,Benzin,automatic,60
HE25922,18440.0,June,2022-06,DE,0,Renault,Talisman,1.6 dCi Energy,Gray,2016,Limousine,Teilleder,4.4,52973,160,Diesel,automatic,35
SN19676,16600.0,June,2021-06,DE,0,Toyota,Auris,1.8 Hybrid,White,2018,Limousine,Stoff,3.7,17667,100,Hybrid,automatic,44
BE77681,15520.0,March,2022-03,DE,0,Volkswagen,Golf VII,1.4 TSI,Purple,2015,Kombi,Stoff,5.3,77914,125,Benzin,manual,8
YL57344,17170.0,December,2021-12,DE,0,Ford,Kuga,1.6 EcoBoost,Silver,2014,SUV,Teilleder,7.7,42730,182,Benzin,automatic,80
ND90425,17140.0,July,2022-07,DE,0,Seat,Leon,1.4 TSI,White,2017,Limousine,Teilleder,4.9,100456,150,Benzin,automatic,29
LW91735,11790.0,September,2022-09,DE,0,Peugeot,208,1.6 Blue-HDi,Gray,2016,Limousine,Stoff,3.0,36758,100,Diesel,manual,58
ZD28262,17700.0,August,2022-08,DE,0,Toyota,Yaris,1.5 Hybrid,White,2018,Limousine,Stoff,3.6,21749,75,Hybrid,automatic,62
NT77971,11120.0,June,2022-06,DE,0,Fiat,500,1.2,Gray,2017,Limousine,Teilleder,4.9,22956,70,Benzin,manual,31
VF42614,26600.0,September,2021-09,DE,0,Seat,Leon,2.0 TSI,Black,2018,Kombi,Alcantara,7.0,18075,300,Benzin,manual,47
MP68658,19200.0,July,2021-07,DE,0,Ford,EcoSport,1.0 EcoBoost,White,2019,SUV,Teilleder,5.3,10996,140,Benzin,manual,44
DF46679,26640.0,March,2022-03,CZ,0,Volkswagen,Golf VIII,1.5 TSI ACT,Black,2021,Limousine,Stoff,5.1,9495,150,Benzin,manual,108
KF63341,19790.0,September,2022-09,DE,0,Ford,Kuga,1.5 EcoBoost,Blue,2017,SUV,Stoff,7.5,38941,182,Benzin,automatic,6
WF26136,9300.0,September,2021-09,DE,0,Volkswagen,Golf VII,1.2 TSI,Gray,2013,Limousine,Stoff,4.9,113025,85,Benzin,manual,8
LN25369,41000.0,October,2021-10,DE,0,Mercedes-Benz,E-Klasse,E 350 d,Green,2017,Kombi,Leder,5.4,45188,258,Diesel,automatic,115
KF60009,12990.0,May,2023-05,DE,0,Ford,Fiesta,1.6 EcoBoost,Blue,2015,Limousine,Teilleder,5.9,93491,182,Benzin,manual,7
NY05873,12000.0,October,2021-10,DE,0,Ford,Ka+,1.2 Ti-VCT,Red,2019,Kombi,Stoff,5,18605,86,Benzin,manual,54
BV41758,12590.0,July,2022-07,DE,0,Peugeot,308,1.2 e-THP,Black,2016,Kombi,Stoff,4.6,74271,130,Benzin,manual,23
MR45291,12180.0,April,2022-04,DE,0,Opel,Mokka,1.4 Turbo,Black,2015,SUV,Teilleder,6.0,103649,140,Benzin,manual,62
WZ36480,15400.0,September,2021-09,DE,0,Volkswagen,Touran,1.4 TSI,White,2013,Van,Leder,7.1,74180,140,Benzin,automatic,58
JS52375,10610.0,December,2022-12,DE,0,Toyota,Auris,1.3,Brown,2015,Limousine,Stoff,5.5,64279,100,Benzin,manual,3
FD25351,26950.0,February,2023-02,DE,0,Mercedes-Benz,A-Klasse,A 200,Black,2018,Limousine,Leder,5.8,60497,163,Benzin,automatic,12
RR14745,10900.0,September,2021-09,DE,0,Smart,fortwo,0.9 Turbo,White,2016,Coupe,Leder,4.2,60589,90,Benzin,manual,117
DE10231,15160.0,April,2023-04,DK,0,Volkswagen,Golf VII Sportsvan,2.0 TDI,Gold,2015,Van,Stoff,4.6,66873,150,Diesel,automatic,34
YN27647,17490.0,January,2022-01,DE,0,BMW,1er,118i,White,2017,Limousine,Alcantara,5.3,86341,135,Benzin,manual,17
MD40250,19190.0,May,2022-05,DE,0,Ford,Kuga,1.5 EcoBoost,Gray,2017,SUV,Teilleder,6.2,51492,150,Benzin,manual,12
HL74760,27980.0,January,2023-01,DE,0,Seat,Alhambra,2.0 TDI,Black,2018,Van,Stoff,5.2,86043,150,Diesel,automatic,19
NC96118,32950.0,May,2022-05,DE,0,Volkswagen,Tiguan Allspace,2.0 TSI,White,2018,SUV,Stoff,7.6,41347,180,Benzin,automatic,101
WN71945,29910.0,March,2022-03,DE,0,Volkswagen,Golf VII,2.0 TSI,Gray,2018,Limousine,Alcantara,6.3,28418,245,Benzin,automatic,94
VV09430,15350.0,January,2022-01,CZ,0,Skoda,Fabia,1.2 TSI,Gray,2016,Kombi,Stoff,4.7,37077,110,Benzin,manual,40
EX06233,10480.0,December,2021-12,DE,0,Dacia,Lodgy,1.2 TCe,Black,2013,Van,Stoff,5.8,47752,115,Benzin,manual,2
US91375,23990.0,January,2023-01,DE,1,Volkswagen,Touran,2.0 TDI,Black,2017,Van,Alcantara,4.7,115811,190,Diesel,automatic,77
AP53419,16480.0,May,2022-05,DE,0,Ford,Fiesta,1.0 EcoBoost,Black,2018,Limousine,Stoff,4.5,36421,140,Benzin,manual,1
FZ33143,20580.0,January,2023-01,DE,0,Seat,Leon,1.5 TSI,Gray,2020,Limousine,Teilleder,5.1,45680,150,Benzin,automatic,47
XS09661,16400.0,August,2022-08,DE,0,Opel,Insignia,1.6 CDTI DPF,Red,2017,Limousine,Stoff,4.3,71282,135,Diesel,manual,54
KG25301,15260.0,August,2022-08,DE,0,Mercedes-Benz,B-Klasse,B 200 CDI,Gray,2014,Van,Teilleder,4.4,99122,135,Diesel,automatic,43
VE64228,14350.0,January,2023-01,DE,0,Renault,Kadjar,1.2 TCe Energy,Blue,2017,SUV,Stoff,5.9,43647,130,Benzin,manual,28
ZG33255,27750.0,April,2023-04,DE,0,Land Rover,Evoque,2.0 Td4,Brown,2017,SUV,Leder,5.1,49862,150,Diesel,automatic,27
BZ56664,15860.0,January,2022-01,DE,0,Ford,Focus,2.0 EcoBoost,Yellow,2013,Limousine,Teilleder,7.2,104877,250,Benzin,manual,14
YZ17333,16890.0,December,2022-12,DK,0,Seat,Leon,2.0 TDI,Gray,2016,Kombi,Teilleder,4.8,96223,185,Diesel,automatic,6
PJ84680,45490.0,July,2022-07,DE,0,Mercedes-Benz,CLA-Klasse,CLA 250e Shooting Brake,Gray,2021,Kombi,Alcantara,1.0,16726,218,Hybrid,automatic,13
CL10533,24700.0,March,2022-03,DE,0,Toyota,C-HR,1.8 Hybrid,Blue,2017,SUV,Stoff,3.9,7738,122,Hybrid,automatic,14
KN52938,17690.0,September,2022-09,DE,0,Toyota,Yaris,1.5 Hybrid,White,2019,Limousine,Stoff,4.0,10306,75,Hybrid,automatic,37
BK57628,11390.0,May,2022-05,DE,0,Opel,Adam,1.4,Yellow,2015,Limousine,Teilleder,5.5,41665,100,Benzin,manual,45
VH07687,20410.0,March,2022-03,DE,0,Ford,Mondeo,1.5 EcoBoost,Black,2019,Kombi,Stoff,6.4,74202,165,Benzin,manual,32
MD85652,15990.0,February,2023-02,DE,0,Renault,Twingo,0.9 TCe,Red,2020,Limousine,Teilleder,5.0,11540,92,Benzin,automatic,7
CA07634,10170.0,February,2023-02,DE,0,Fiat,500,1.2,Red,2017,Limousine,Stoff,4.9,63261,70,Benzin,manual,10
DA75005,16300.0,July,2022-07,DE,0,Skoda,Fabia,1.0 TSI,Black,2018,Kombi,Stoff,4.5,61821,110,Benzin,automatic,30
XW96431,25620.0,May,2022-05,DE,0,Volkswagen,T-Cross,1.0 TSI,Gray,2020,SUV,Stoff,5.0,4611,116,Benzin,automatic,111
HM58924,10760.0,March,2022-03,DE,0,Ford,Focus,1.0 EcoBoost,Black,2015,Kombi,Stoff,5.1,97371,125,Benzin,manual,6
HG76737,28550.0,April,2023-04,DE,0,Mercedes-Benz,E-Klasse,E 200,White,2017,Kombi,Teilleder,7.1,78093,185,Benzin,automatic,44
CS20719,20400.0,September,2021-09,DE,1,Ford,EcoSport,1.0 EcoBoost,Black,2019,SUV,Teilleder,6.2,12726,125,Benzin,automatic,88
UU66244,28070.0,January,2022-01,DE,0,Skoda,Karoq,1.5 TSI,White,2017,SUV,Leder,5.5,54054,150,Benzin,automatic,120
LK94084,20330.0,February,2023-02,DE,0,Audi,Q3,2.0 TDI,Gray,2016,SUV,Alcantara,4.7,102602,150,Diesel,manual,7
SZ50674,11390.0,November,2021-11,DE,0,Volkswagen,Golf VII,1.2 TSI,Gray,2013,Limousine,Stoff,4.9,42106,85,Benzin,manual,65
MR88851,25510.0,May,2022-05,DE,0,BMW,X1,sDrive 18i,Gray,2018,SUV,Stoff,5.8,20936,140,Benzin,manual,78
AY36206,13410.0,March,2023-03,DE,0,Ford,Focus,1.5 TDCi,Black,2018,Kombi,Stoff,3.8,107721,120,Diesel,automatic,12
FA57397,8430.0,December,2021-12,DE,0,Peugeot,208,1.2 e-VTi,White,2015,Limousine,Stoff,4.5,91020,82,Benzin,manual,29
EU19706,19500.0,September,2021-09,DE,0,Ford,C-Max,1.5 EcoBoost,Black,2019,Van,Stoff,6.6,29629,150,Benzin,automatic,43
ZN55504,15420.0,April,2022-04,DE,0,Citroen,C4 Grand Picasso,2.0 Blue-HDi,Blue,2015,Van,Teilleder,4.4,89097,150,Diesel,automatic,1
FY55975,8190.0,July,2022-07,DE,0,Opel,Corsa,1.4,Black,2013,Limousine,Stoff,5.7,50090,87,Benzin,manual,11
CH81798,9790.0,November,2022-11,DE,0,Volkswagen,Polo,1.2 TSI,Gray,2013,Limousine,Stoff,5.1,74141,90,Benzin,manual,15
LW51716,22700.0,August,2021-08,DE,0,Mercedes-Benz,GLA-Klasse,GLA 220 d,White,2015,SUV,Teilleder,4.2,102450,177,Diesel,automatic,54
XT28660,29490.0,April,2023-04,DE,0,MINI,MINI,Cooper S,Black,2021,Limousine,Alcantara,5.6,25153,178,Benzin,automatic,52
EM00334,14290.0,February,2023-02,DE,0,Ford,Fiesta,1.0 EcoBoost,Blue,2018,Limousine,Teilleder,4.3,79105,125,Benzin,manual,35
LS02978,6250.0,March,2022-03,FR,0,Renault,Twingo,1.2,Red,2013,Limousine,Stoff,5.7,26686,75,Benzin,manual,5
GT26102,15600.0,October,2021-10,DE,0,Renault,Megane,1.6 dCi Energy,Black,2016,Limousine,Teilleder,4.0,44488,130,Diesel,manual,2
TG83226,17190.0,April,2022-04,DE,0,Kia,Rio,1.4,Gray,2019,Limousine,Stoff,5.5,16461,100,Benzin,manual,52
RE26168,14000.0,September,2021-09,DE,0,Ford,B-Max,1.0 EcoBoost,White,2017,Van,Stoff,4.9,30662,125,Benzin,manual,13
BS25758,13100.0,August,2021-08,DE,0,Volkswagen,Golf VII,1.4 TSI,Blue,2013,Limousine,Stoff,5.2,24491,140,Benzin,manual,28
RF44518,13270.0,February,2022-02,DE,0,Skoda,Fabia,1.0 TSI,Gray,2017,Limousine,Stoff,4.3,58876,110,Benzin,manual,4
WF95521,13290.0,September,2022-09,DK,0,Hyundai,i20,1.2,White,2019,Limousine,Stoff,5.1,39741,85,Benzin,manual,34
BL55693,7990.0,February,2023-02,DE,0,Citroen,C1,1.2 VTi,White,2015,Limousine,Stoff,4.3,75353,82,Benzin,manual,1
PP86622,13890.0,July,2022-07,DE,0,Fiat,500,1.0 Mild-Hybrid,Blue,2020,Limousine,Stoff,4.1,8479,70,Benzin,manual,9
VM23586,24080.0,May,2022-05,DE,0,BMW,2er,228i,Gray,2016,Coupe,Alcantara,6.3,80921,245,Benzin,automatic,9
VV00334,25990.0,October,2022-10,DE,0,Audi,A4,2.0 TFSI,Brown,2016,Kombi,Alcantara,6.1,73400,190,Benzin,automatic,11
VE29415,18790.0,November,2022-11,DE,0,Skoda,Octavia,2.0 TDI,White,2015,Kombi,Teilleder,4.8,111250,185,Diesel,automatic,35
JC51319,10690.0,February,2023-02,DE,0,Dacia,Duster,1.6 SCe,White,2017,SUV,Stoff,6.4,68563,115,Benzin,manual,6
RD62288,20290.0,January,2023-01,DE,0,Volkswagen,Golf VII,1.5 TSI,White,2018,Limousine,Stoff,4.9,59291,150,Benzin,automatic,37
AR37023,31650.0,April,2023-04,DE,0,Cupra,Ateca,2.0 TSI,Black,2019,SUV,Teilleder,7.4,51799,300,Benzin,automatic,42
UE91488,15590.0,May,2022-05,DE,0,MINI,Countryman,Cooper,Blue,2014,SUV,Leder,6.0,55698,122,Benzin,manual,73
EG19086,22450.0,September,2022-09,DE,0,Mercedes-Benz,CLA-Klasse,CLA 200,Gray,2017,Limousine,Leder,5.5,102795,155,Benzin,automatic,57
XH53390,16630.0,March,2022-03,DE,0,Fiat,500X,1.4 Turbo,Green,2016,SUV,Teilleder,6.0,31314,140,Benzin,automatic,19
FA29151,6740.0,January,2022-01,DE,0,Seat,Ibiza,1.2,White,2013,Limousine,Stoff,5.4,56586,70,Benzin,manual,4
PM40148,22200.0,June,2021-06,DE,0,MINI,MINI,John Cooper Works,Black,2017,Limousine,Leder,6.7,61586,230,Benzin,manual,112
YZ09547,19990.0,August,2022-08,DE,0,Skoda,Octavia,2.0 TDI,White,2018,Kombi,Teilleder,4.9,107491,150,Diesel,automatic,1
PH63189,24280.0,June,2022-06,DE,0,Hyundai,IONIQ,1.6,Black,2019,Limousine,Leder,4.2,14642,104,Hybrid,automatic,6
BP43905,42040.0,December,2021-12,DE,0,Mercedes-Benz,C-Klasse,C 300e,Black,2020,Kombi,Teilleder,1.9,26341,320,Hybrid,automatic,30
JF35994,11800.0,October,2021-10,DE,0,Hyundai,i20,1.0 TGDI,Gray,2017,Limousine,Stoff,4.3,67599,100,Benzin,manual,19
KK18675,17500.0,June,2021-06,DE,1,Suzuki,SX4,1.4 BoosterJet,Black,2019,SUV,Leder,5.8,42268,140,Benzin,manual,36
JZ95646,13240.0,October,2022-10,DE,0,Ford,Focus,1.0 EcoBoost,White,2017,Kombi,Stoff,4.8,73293,125,Benzin,manual,6
MG69536,15400.0,November,2021-11,DE,0,Volkswagen,Tiguan,1.4 TSI,White,2014,SUV,Stoff,6.5,32264,122,Benzin,manual,40
ZC06209,23770.0,May,2022-05,DE,0,Seat,Ateca,1.4 TSI ACT,Orange,2018,SUV,Alcantara,5.4,44999,150,Benzin,manual,90
PB63763,12990.0,October,2022-10,DE,0,Opel,Adam,1.4 Turbo,Gray,2016,Limousine,Teilleder,59.0,53191,150,Benzin,manual,4
KT27729,18460.0,March,2022-03,DE,0,Volkswagen,Golf VII,1.0 TSI,White,2018,Limousine,Stoff,4.8,10249,110,Benzin,manual,13
NK72152,9990.0,January,2023-01,DE,0,Opel,Corsa,1.4 Turbo,Black,2015,Limousine,Stoff,5.3,61155,100,Benzin,manual,16
ZV33039,19900.0,January,2022-01,DE,0,Audi,A6,2.0 TDI,Black,2013,Kombi,Alcantara,6.5,110405,177,Diesel,automatic,3
BY02504,11980.0,May,2022-05,DE,0,Ford,EcoSport,1.0 EcoBoost,Blue,2015,SUV,Stoff,5.4,56094,125,Benzin,manual,39
ZF20923,6600.0,October,2021-10,DE,0,Volkswagen,up!,1.0,White,2014,Limousine,Stoff,4.5,40739,60,Benzin,manual,3
TH71451,11900.0,September,2021-09,DE,0,Volkswagen,Golf VII,1.4 TSI,Gray,2013,Limousine,Stoff,5.2,52944,122,Benzin,manual,44
YC21721,24890.0,October,2022-10,DE,0,BMW,3er,320d,Silver,2019,Kombi,Stoff,4.1,54215,190,Diesel,automatic,57
KM83655,12200.0,March,2022-03,DE,0,Smart,fortwo,1.0,Black,2017,Coupe,Stoff,4.1,70750,70,Benzin,automatic,20
AR28584,10400.0,August,2021-08,DE,0,Fiat,500,0.9,Black,2017,Limousine,Stoff,4.7,38188,105,Benzin,manual,7
RY41702,15690.0,September,2022-09,DE,0,Kia,Stonic,1.4,Black,2017,SUV,Stoff,5.5,14479,100,Benzin,manual,17
HU21147,13600.0,March,2023-03,DE,0,Peugeot,2008,1.2 e-THP,Gray,2017,SUV,Teilleder,4.4,79086,110,Benzin,manual,42
AN09250,12790.0,March,2023-03,DE,0,Ford,Focus,1.0 EcoBoost,Gray,2016,Kombi,Stoff,4.8,72255,125,Benzin,manual,22
FJ13814,6870.0,January,2022-01,PL,0,Volkswagen,up!,1.0,Red,2013,Limousine,Stoff,4.5,72871,60,Benzin,manual,25
EJ18281,9400.0,October,2021-10,DE,0,Toyota,AYGO,1.0,White,2018,Limousine,Stoff,4.1,18281,70,Benzin,manual,49
YL15447,21670.0,August,2022-08,DE,0,Opel,Crossland X,1.2 Turbo,Orange,2020,SUV,Teilleder,5.0,3527,131,Benzin,automatic,23
RM16784,22620.0,February,2023-02,DE,0,Peugeot,5008,1.2 e-THP,Black,2017,SUV,Teilleder,5.1,55199,130,Benzin,manual,57
KD93653,11990.0,November,2022-11,IT,0,Fiat,500,1.2,Blue,2019,Limousine,Stoff,5.5,26494,70,Benzin,manual,30
UF76537,28790.0,April,2023-04,DE,0,Audi,Q5,3.0 V6 TDI,Gray,2016,SUV,Alcantara,6.3,103747,258,Diesel,automatic,50
ZD33738,15990.0,June,2022-06,DE,0,Ford,Kuga,2.0 TDCi,Black,2014,SUV,Teilleder,6.2,107743,140,Diesel,automatic,1
ER70425,15360.0,May,2022-05,DE,0,Skoda,Fabia,1.0 TSI,Blue,2018,Kombi,Stoff,4.3,60502,110,Benzin,manual,51
KF30865,9460.0,March,2022-03,DE,0,Opel,Astra,1.6,White,2015,Limousine,Stoff,6.2,89236,115,Benzin,manual,22
YF81961,26100.0,April,2021-04,DE,1,Audi,A4 Allroad,3.0 V6 TDI,Blue,2017,Kombi,Stoff,5.3,103581,218,Diesel,automatic,85
RC29265,18290.0,November,2022-11,DE,0,Suzuki,Vitara,1.6,Black,2018,SUV,Stoff,5.6,66679,120,Benzin,manual,58
MB31945,27990.0,October,2022-10,DE,0,Mazda,6,2.5,Gray,2018,Kombi,Leder,6.8,41541,194,Benzin,automatic,93
UU39394,25400.0,July,2021-07,DE,0,Land Rover,Evoque,2.0 Td4,Gray,2016,SUV,Leder,4.3,27531,150,Diesel,manual,27
TJ80816,7390.0,November,2022-11,DE,0,Volkswagen,up!,1.0,White,2016,Limousine,Stoff,4.5,78978,60,Benzin,manual,4
BC28541,18150.0,October,2022-10,DE,0,Kia,Carens,1.6 GDI,White,2017,Van,Stoff,6.5,27046,135,Benzin,manual,29
VW26942,23690.0,April,2023-04,DE,0,Volkswagen,T-Roc,1.5 TSI,Black,2018,SUV,Teilleder,5.3,56539,150,Benzin,manual,67
PJ83672,13500.0,September,2022-09,DE,0,Opel,Adam,1.4,Gray,2019,Limousine,Teilleder,4.7,30277,100,Benzin,manual,49
BD25184,13990.0,March,2023-03,DE,0,Opel,Adam,1.4,Red,2019,Limousine,Teilleder,5.5,14439,87,Benzin,manual,17
WM74122,9300.0,November,2021-11,DE,0,Volkswagen,Golf VI,1.2 TSI,Black,2012,Limousine,Teilleder,5.5,83610,85,Benzin,manual,1
SF15619,21600.0,May,2021-05,DE,0,Seat,Leon,1.8 TSI,Gray,2018,Kombi,Alcantara,5.8,15771,180,Benzin,automatic,55
ML07352,16590.0,April,2023-04,DE,0,Volkswagen,Tiguan,2.0 TDI,Brown,2014,SUV,Leder,5.9,119960,177,Diesel,automatic,23
KA98230,22800.0,October,2021-10,DE,0,Mitsubishi,Outlander,2.2 DI-D,White,2018,SUV,Stoff,5.3,66122,150,Diesel,automatic,47
YM87529,25000.0,September,2021-09,DE,0,Volkswagen,Touran,1.8 TSI,Orange,2017,Van,Alcantara,6.1,37088,180,Benzin,automatic,37
YS78953,25330.0,February,2023-02,DE,0,Mercedes-Benz,C-Klasse,C 250,Gray,2015,Limousine,Teilleder,5.3,30968,210,Benzin,automatic,41
DW79262,30780.0,July,2022-07,DE,0,Volkswagen,Golf VII,2.0 TSI,Gray,2017,Kombi,Stoff,7.2,72042,310,Benzin,automatic,76
ZJ91945,17060.0,July,2022-07,DE,0,Kia,Sportage,1.6 GDI,White,2016,SUV,Teilleder,6.3,59726,132,Benzin,manual,71
YD45148,16920.0,December,2022-12,DE,0,Ford,Tourneo Courier,1.0 EcoBoost,Blue,2019,Kombi,Stoff,5.8,31065,100,Benzin,manual,26
CG38620,20490.0,September,2022-09,NL,0,Opel,Zafira Tourer,1.6 SIDI Turbo,Black,2019,Van,Leder,7.4,76106,136,Benzin,automatic,1
TT84404,38690.0,August,2022-08,DE,0,Volkswagen,Golf VIII,1.4 GTE,Black,2020,Limousine,Leder,1.5,14049,245,Benzin,automatic,14
JD38539,23770.0,March,2022-03,DE,0,Peugeot,Rifter,1.5 Blue-HDi,Red,2019,Bus,Stoff,4.2,30741,102,Diesel,manual,1
BV80577,10870.0,November,2021-11,DE,0,Fiat,Tipo,1.4,Black,2017,Kombi,Stoff,5.7,65862,95,Benzin,manual,24
JN10082,12700.0,August,2021-08,DE,0,Audi,A3,1.4 TFSI,Gray,2012,Limousine,Stoff,5.2,81284,122,Benzin,manual,94
ES67199,26490.0,August,2022-08,DE,0,Audi,A5,2.0 TDI,White,2016,Cabrio,Teilleder,5.1,37412,190,Diesel,manual,56
XF69879,17200.0,August,2021-08,DE,0,Hyundai,Kona,1.0 TGDI,Gray,2019,SUV,Stoff,5.7,13102,120,Benzin,manual,32
PC39338,17160.0,March,2022-03,DE,0,MINI,MINI,Cooper,Orange,2017,Limousine,Stoff,4.6,24877,135,Benzin,manual,86
WN92946,16090.0,October,2022-10,DE,0,Toyota,Auris Touring Sports,1.8 Hybrid,Gray,2015,Kombi,Stoff,4.0,71570,100,Hybrid,automatic,28
NH96100,32490.0,May,2022-05,DE,0,Mercedes-Benz,A-Klasse,A 200,Black,2019,Limousine,Teilleder,5.2,31772,163,Benzin,automatic,14
FE07661,27240.0,December,2022-12,DE,0,Renault,Talisman,1.8 TCe,Black,2019,Kombi,Teilleder,7.4,29045,224,Diesel,automatic,57
DB18752,16090.0,November,2022-11,DE,0,Renault,Kadjar,1.6 TCe Energy,Purple,2017,SUV,Leder,6.2,85175,163,Benzin,manual,57
VC40304,13290.0,September,2022-09,DE,0,Renault,Clio,0.9 TCe,White,2019,Limousine,Stoff,5.2,3768,90,Benzin,manual,2
ZE81284,16290.0,December,2022-12,DE,0,Skoda,Scala,1.0 TSI,Blue,2019,Limousine,Stoff,4.9,42338,116,Benzin,manual,28
GS37880,20490.0,April,2022-04,DE,0,Seat,Leon,2.0 TDI,Gray,2018,Kombi,Teilleder,4.5,57590,150,Diesel,automatic,13
RS68773,14180.0,April,2022-04,DE,0,MINI,Countryman,Cooper S,White,2012,SUV,Leder,6.1,70993,185,Benzin,manual,6
AC10213,6500.0,November,2022-11,DE,0,Dacia,Sandero II,1.0,Blue,2017,Limousine,Stoff,5.2,91572,73,Benzin,manual,10
WF92119,24790.0,April,2022-04,DE,0,Mercedes-Benz,GLA-Klasse,GLA 220 d,White,2016,SUV,Teilleder,4.2,90380,177,Diesel,automatic,106
BU55566,9700.0,July,2021-07,DE,0,Citroen,DS3,1.2 PureTech,Black,2016,Limousine,Stoff,4.6,61600,82,Benzin,manual,46
MN65305,10500.0,October,2021-10,DE,0,Smart,forfour,0.9 Turbo,Brown,2017,Limousine,Teilleder,5.4,36044,90,Benzin,manual,11
LJ69680,23990.0,March,2023-03,DE,0,Jaguar,XF,20d,Black,2016,Limousine,Teilleder,4.9,97541,180,Diesel,automatic,1
YV89447,16000.0,October,2021-10,DE,0,Toyota,Auris,1.8 Hybrid,Silver,2015,Limousine,Teilleder,3.9,20889,100,Hybrid,automatic,28
