ids,price,make,built_year,mileage,upholstery,fuel_consumption,color_ids,model_ids,subtype_ids,geartype_ids,bodytype_ids,fueltype_ids,horsepower_ids,time_online_to_reserve_
ZA34420,24999.0,570,2015,64564,1056,5.6,2,132,514,2,4,2,73,56
ZA40354,20498.0,580,2017,62414,1057,5.7,10,112,502,2,8,1,53,54
ZD16172,9490.0,720,2014,32118,1057,4.3,10,336,4,1,5,1,21,92
ZD79056,14390.0,345,2017,58606,1055,5.2,4,382,28,1,4,1,43,19
ZH43810,18990.0,285,2020,39776,1057,5.0,6,136,13,1,8,1,46,90
ZP00704,33990.0,060,2018,18948,1056,6.2,10,310,274,1,2,1,111,111
ZP29071,21690.0,570,2018,108182,1057,5.4,6,87,614,2,4,2,53,74
ZU35165,23250.0,285,2019,27031,1055,5.3,2,146,113,2,4,1,62,42
ZV13814,10990.0,860,2014,104445,1055,5.9,4,59,138,1,5,1,52,62
ZV44003,40490.0,285,2021,18991,1058,1.4,6,200,317,2,8,5,109,47
ZW32641,35990.0,060,2020,15488,1057,6.6,2,34,398,2,5,1,87,39
ZW98807,18690.0,905,2017,100843,1055,4.1,3,238,272,1,4,2,62,48
ZX29188,11990.0,720,2013,37445,1055,5.0,3,96,4,1,8,1,21,34
ZX57064,26990.0,570,2017,80182,1057,4.6,6,87,615,2,4,2,53,103
KA33507,14495.0,060,2016,36476,1055,4.4,2,32,27,1,5,1,24,1
TT92707,13990.0,905,2014,25615,1055,4.8,6,163,52,2,5,1,32,1
KJ44355,19390.0,130,2019,19375,1055,5.9,12,4,218,1,5,1,53,1
HR48413,13936.0,905,2015,65339,1055,5.1,6,163,52,1,4,1,35,1
RP83208,11790.0,345,2016,6206,1055,5.6,11,382,74,1,5,1,28,1
EB73969,16990.0,905,2016,93084,1055,4.6,6,94,272,1,10,2,30,1
HB88637,14599.0,860,2016,52007,1055,6.0,6,110,138,2,5,1,52,1
XF10456,9490.0,194,2016,27464,1055,4.9,12,285,5,1,5,1,21,1
HY14264,10790.0,590,2021,16000,1055,4.5,3,295,41,1,5,1,8,1
EE34849,13890.0,130,2014,36193,1055,5.6,12,4,216,1,5,1,53,1
SR54668,24210.0,345,2018,25590,1056,6.7,6,198,178,2,8,1,77,1
KA74312,11640.0,285,2017,23384,1055,6.0,6,63,74,1,10,1,21,1
DT63198,17890.0,225,2016,55128,1057,4.9,6,257,138,1,8,1,71,1
LL60812,21317.0,194,2023,1177,1055,6.2,6,130,67,1,8,1,51,1
KS81663,32990.0,905,2015,26092,1055,7.5,1,305,272,2,10,2,55,1
GH59357,14790.0,280,2019,17015,1055,5.5,6,19,41,1,2,1,7,1
AV86063,10967.0,800,2019,15786,1055,4.1,12,103,18,1,12,1,11,1
AC49644,12790.0,560,2016,18276,1055,4.1,6,378,6,2,12,1,21,1
LA32560,8690.0,590,2018,18484,1055,4.2,12,295,8,1,4,1,7,1
HS32255,14090.0,650,2016,23063,1056,5.9,6,47,99,1,5,1,62,1
GU37531,12990.0,860,2019,21923,1055,4.2,6,45,8,2,5,1,9,1
CM41171,15490.0,720,2017,38519,1055,5.4,2,213,566,2,4,1,52,1
JC24652,14690.0,720,2017,10826,1055,5.1,4,96,4,1,8,1,21,1
UJ12600,11450.0,560,2016,40011,1055,4.1,6,378,6,2,3,1,21,1
ZV48095,8162.0,190,2013,83677,1055,3.8,12,77,187,1,5,2,39,1
XG29310,16790.0,130,2014,99389,1056,4.3,12,14,377,2,4,2,71,1
ZP96411,17670.0,060,2014,96032,1057,4.4,12,39,272,2,4,2,53,1
BM21400,19849.0,650,2017,53040,1057,5.7,2,179,231,2,4,2,73,1
NV54160,15990.0,905,2015,94839,1055,4.1,6,238,272,1,4,2,62,1
LE26565,14020.0,550,2018,20637,1055,4.9,3,5,103,1,5,1,21,1
FZ27575,10436.0,560,2016,89822,1056,4.1,2,378,6,2,12,1,21,1
HD06380,14690.0,560,2016,47237,1056,4.2,13,378,6,2,2,1,21,1
UF33019,18490.0,060,2015,71123,1058,5.8,10,36,201,1,4,1,73,1
FM97258,21990.0,225,2014,44296,1056,8.7,6,240,321,2,8,2,87,1
PP10255,12490.0,194,2017,51117,1056,6.1,12,130,48,1,8,1,46,1
SR34606,23290.0,650,2018,13290,1057,5.5,6,171,41,2,8,1,50,60
SV35139,9290.0,650,2014,64200,1057,5.3,10,47,74,1,5,1,28,25
SW32611,14393.0,280,2018,73075,1057,6.0,2,21,99,1,8,1,55,42
SX44285,12990.0,860,2013,80061,1055,6.1,6,60,138,1,4,1,52,31
SX80756,10890.0,720,2017,20050,1055,4.5,10,336,21,2,12,1,7,44
SZ57651,21590.0,060,2014,59748,1057,4.2,2,34,272,2,2,2,62,27
TA27213,21990.0,130,2017,93623,1055,6.1,12,14,381,2,5,1,84,26
TA69054,16490.0,790,2017,35088,1055,4.7,6,176,30,1,5,1,39,117
TC50669,31990.0,905,2017,70095,1056,6.5,12,318,272,2,8,2,116,41
TC63689,13990.0,280,2017,31797,1055,6.4,2,21,138,1,8,1,35,18
TE61363,20990.0,130,2019,28991,1055,5.8,2,9,335,1,10,1,55,19
TG34196,27438.0,425,2020,20021,1057,1.1,6,376,162,4,4,5,56,61
TH47246,13490.0,720,2015,59779,1058,3.7,4,96,133,1,8,2,35,42
TH74924,13390.0,720,2019,8279,1055,5.0,10,105,5,1,5,1,12,68
TL92049,29990.0,060,2018,7687,1058,7.2,2,253,274,2,8,1,80,48
TP22183,15490.0,905,2016,53290,1057,5.2,2,163,93,1,5,1,46,18
TR45433,10250.0,285,2015,84493,1055,4.9,3,63,13,1,10,1,28,29
TR67051,27490.0,130,2020,3107,1055,5.8,10,4,216,1,5,1,34,64
TT92328,17250.0,590,2018,39717,1055,5.7,2,44,138,1,8,1,41,76
TU75850,9490.0,650,2015,49331,1057,4.3,7,194,8,1,5,1,11,59
TW52477,15690.0,130,2016,54269,1055,5.3,3,4,218,1,5,1,53,6
TW89317,20490.0,225,2017,58931,1057,5.8,2,257,41,2,8,1,39,41
TY71476,18490.0,905,2017,72505,1055,5.3,6,163,93,1,4,1,62,8
TY85333,28990.0,570,2017,55307,1058,5.8,2,152,536,2,8,1,66,99
TY91445,25290.0,570,2014,42118,1056,6.4,6,281,600,2,7,1,84,38
UC55375,28350.0,905,2019,62616,1058,4.5,6,323,272,2,10,2,40,66
UD80585,19150.0,425,2017,75553,1055,4.9,10,296,191,2,8,2,55,5
UE58547,19990.0,570,2014,81955,1057,5.4,2,71,465,2,4,1,66,19
UF14573,10290.0,590,2018,41423,1055,4.1,12,294,41,1,5,1,14,90
UG43038,28490.0,570,2017,27907,1058,5.8,12,152,536,2,8,1,66,32
UH29054,20090.0,790,2017,28283,1055,5.2,6,58,30,1,8,1,39,47
UH72791,10490.0,905,2014,51150,1055,4.8,11,243,8,1,5,1,11,2
UK41778,30190.0,905,2019,27121,1055,6.2,6,163,278,2,5,1,119,52
UM79401,32290.0,285,2019,44533,1058,5.2,3,276,241,2,10,2,87,40
UR73744,29150.0,060,2015,71789,1057,5.9,2,255,358,2,8,2,123,42
US51334,18350.0,860,2017,48918,1056,6.3,6,70,54,2,8,1,39,9
UU47666,12030.0,650,2019,60477,1055,5.5,10,111,74,1,5,1,21,16
UU56928,18429.0,905,2015,67773,1055,5.7,1,317,272,2,8,2,62,5
UX21870,10990.0,225,2013,37674,1055,6.0,2,187,138,1,8,1,41,24
VA07904,11290.0,670,2016,46691,1057,4.3,2,8,56,1,5,1,35,34
VC04446,15790.0,650,2018,77541,1055,5.5,6,57,84,1,4,1,62,56
VC56148,11595.0,905,2017,8164,1055,4.4,12,388,8,1,12,1,2,52
VE86576,39190.0,060,2016,48817,1056,6.7,3,282,358,2,8,2,146,8
VF44884,16490.0,720,2016,33577,1057,5.8,2,289,49,1,10,1,52,69
VG54366,14950.0,550,2015,48552,1055,5.9,2,90,224,1,8,1,43,2
VJ52437,10550.0,194,2015,17697,1055,4.9,11,285,5,1,5,1,21,8
VJ87698,16990.0,830,2019,13613,1055,5.3,5,349,9,1,8,1,36,19
VN29820,14382.0,905,2017,97171,1055,5.0,6,164,52,2,10,1,35,18
VN40544,35621.0,285,2019,59874,1057,8.7,12,267,363,2,8,2,94,52
VP19904,42190.0,130,2017,64800,1056,6.9,2,361,650,2,8,2,123,4
VP86098,20190.0,650,2018,66509,1057,5.6,2,179,231,2,4,2,73,14
VS93108,29310.0,060,2017,100956,1058,4.9,6,36,358,2,4,2,106,12
VT21056,16990.0,590,2015,112351,1056,5.8,6,233,292,2,8,2,62,38
VW55809,6997.0,650,2014,87405,1057,5.7,6,111,74,1,12,1,20,3
VZ54379,18590.0,860,2018,29324,1055,3.7,6,60,197,2,4,5,28,15
WA06995,16390.0,285,2017,92905,1055,5.6,2,325,13,1,10,1,28,53
ZR16946,10790.0,905,2014,118232,1055,5.1,11,243,52,1,12,1,35,37
ZR53700,31790.0,345,2019,24331,1056,5.7,3,335,234,2,8,2,95,74
ZT43178,20375.0,060,2018,62025,1055,5.2,6,35,122,1,5,1,62,18
ZX30144,22790.0,905,2017,105953,1055,4.8,2,163,272,2,4,2,84,51
ZY33583,18290.0,905,2016,95614,1055,4.5,2,238,272,2,4,2,62,13
BB25233,20790.0,650,2017,107901,1055,5.6,2,352,139,1,10,2,46,1
AE62309,21690.0,130,2014,117091,1058,5.1,2,14,385,2,4,2,123,1
ZF49008,17290.0,550,2017,44091,1055,5.1,10,10,224,1,5,1,43,1
HA28916,13990.0,790,2016,93559,1055,6.0,2,176,202,1,5,1,88,1
XT88494,13260.0,800,2015,111981,1055,4.8,2,268,93,2,5,1,46,1
YZ09547,19990.0,800,2018,107491,1057,4.9,12,230,272,2,4,2,62,1
HJ32773,15390.0,905,2015,32077,1055,5.3,3,164,52,2,10,1,35,1
VJ11681,16290.0,650,2016,34196,1057,6.7,3,219,99,2,8,1,55,1
CM93411,16990.0,130,2017,47065,1055,5.5,12,9,330,1,10,1,30,1
VA92764,16490.0,130,2017,76973,1055,5.1,12,4,218,2,5,1,53,1
SB44736,11000.0,560,2016,79720,1056,4.1,6,378,6,2,5,1,21,1
GE54411,21490.0,570,2014,113086,1057,5.3,2,71,467,2,5,1,84,1
PD65206,25800.0,130,2016,76849,1056,5.9,4,14,389,2,5,1,121,1
PM45729,18990.0,285,2018,106379,1055,5.0,2,276,268,1,10,2,62,1
XB83794,6600.0,720,2014,39503,1055,5.7,10,336,41,1,12,1,11,1
YB31111,14990.0,194,2018,31830,1055,6.8,12,128,165,1,10,1,30,1
UA40383,16990.0,130,2017,84806,1055,3.9,3,4,215,2,5,2,39,1
CW57266,19490.0,790,2017,52543,1057,4.7,6,205,93,2,4,1,62,1
RE76363,25390.0,285,2016,88627,1056,5.9,2,137,269,2,8,2,101,1
FA39566,20900.0,790,2018,42210,1056,6.0,6,205,202,1,4,1,80,1
AR21289,6790.0,670,2015,39587,1055,4.1,10,2,34,1,5,1,7,1
JX90943,16990.0,060,2014,109422,1055,4.5,2,36,272,1,4,2,87,1
RS44228,9890.0,285,2013,79149,1055,5.0,10,146,13,1,5,1,46,1
JS69053,19315.0,790,2016,36045,1057,5.7,3,205,202,2,4,1,80,1
HP62103,26990.0,905,2017,101677,1055,9.3,6,291,278,2,10,1,107,1
UN68932,11990.0,280,2016,69375,1057,6.4,7,20,74,1,10,1,24,1
UV28448,9190.0,800,2018,31692,1055,4.4,12,103,18,1,5,1,2,20
UW72560,9990.0,590,2019,8530,1055,4.0,10,294,8,1,5,1,7,25
UX84156,18990.0,130,2015,99528,1056,4.1,3,9,337,1,3,2,87,80
UZ93558,44990.0,570,2020,47605,1058,5.1,3,153,546,2,8,2,87,37
VA77954,10350.0,790,2017,38200,1058,4.5,12,217,8,1,5,1,11,99
VB52200,33790.0,570,2018,35438,1057,6.5,6,71,464,2,3,1,66,53
VF41207,19490.0,650,2021,5109,1055,4.2,3,111,41,2,5,1,29,91
VF55612,18724.0,790,2018,23426,1055,4.9,12,53,30,1,8,1,39,41
VG36168,22397.0,905,2015,42093,1055,6.4,2,163,274,2,5,1,111,37
VJ86659,21990.0,285,2019,14855,1055,5.5,6,146,113,1,4,1,62,43
VP64888,24990.0,905,2016,45459,1057,6.4,2,163,274,2,5,1,111,128
VT09778,10190.0,720,2016,30250,1055,5.6,10,105,41,1,5,1,10,7
VT16334,33797.0,790,2019,23732,1055,7.3,2,316,278,2,8,1,87,50
VU28315,23150.0,060,2015,26947,1056,5.3,2,36,88,2,5,1,62,47
VV17500,21890.0,905,2017,77581,1055,5.9,3,94,93,1,10,1,46,18
VV90075,10990.0,285,2018,61059,1055,5.2,6,145,38,1,5,1,7,119
VX14128,14290.0,190,2015,116821,1055,4.0,6,80,141,1,10,2,43,5
VY56208,22990.0,425,2018,52705,1056,7.6,2,296,178,2,8,1,77,48
VZ05197,19990.0,190,2019,15428,1057,5.7,2,75,56,2,8,1,35,97
WB15708,26490.0,905,2018,36916,1055,4.8,12,317,272,2,8,2,62,8
WB55678,15490.0,225,2015,98098,1057,4.9,10,257,185,1,8,2,50,71
WC84047,25290.0,905,2018,48049,1055,5.6,2,323,93,1,10,1,62,29
WD11209,10190.0,285,2015,62314,1055,4.6,2,145,8,1,5,1,14,47
WE38447,32590.0,905,2018,61086,1056,5.0,12,323,272,2,10,2,87,54
WF02562,16007.0,570,2018,59195,1055,4.7,6,102,208,1,10,2,21,42
WK12916,23490.0,060,2016,67044,1055,6.1,2,36,274,2,4,1,87,5
WK93366,27490.0,905,2013,84489,1056,7.4,6,322,358,2,8,2,119,31
WM25511,13709.0,580,2016,43918,1055,4.6,12,210,584,1,5,1,30,35
WN48892,35850.0,570,2018,59551,1058,7.1,6,132,510,2,4,1,84,5
WP16923,7990.0,650,2013,102610,1055,3.7,2,55,190,1,5,2,35,3
WP47653,15990.0,130,2017,117585,1055,4.1,12,9,332,2,10,2,62,7
WP92257,14603.0,190,2018,54087,1055,4.5,12,79,56,1,8,1,35,39
WS26158,15990.0,550,2015,115931,1055,5.8,12,90,224,2,8,1,43,54
WT19094,14290.0,190,2017,87962,1055,4.4,6,68,141,1,10,2,43,33
WU06306,14790.0,650,2016,113073,1056,5.5,6,57,84,2,5,1,62,18
WU51869,18282.0,285,2018,42847,1055,5.6,6,146,113,1,4,1,62,20
WU64565,14990.0,280,2017,29067,1055,6.4,6,21,138,1,8,1,35,57
WW89093,10134.0,425,2013,82282,1055,6.0,2,376,74,1,5,1,28,127
WW89845,19290.0,905,2016,60511,1055,5.4,3,323,52,1,10,1,35,12
WX42507,17088.0,280,2020,11134,1057,4.1,2,19,19,1,2,1,7,32
WY11323,15250.0,800,2017,62735,1055,4.6,2,268,30,1,5,1,35,30
WY98489,12990.0,280,2016,37168,1056,4.8,12,19,41,2,2,1,7,10
XA19277,14190.0,285,2016,18387,1055,6.4,3,63,181,2,10,1,32,34
XA67095,10690.0,650,2014,74577,1055,5.1,2,219,190,1,8,2,50,19
XB82594,22890.0,060,2017,48949,1055,5.0,6,35,88,2,5,1,62,56
XE26670,13390.0,194,2018,35656,1055,5.3,12,285,5,2,5,1,21,2
XL17731,16590.0,550,2014,84131,1055,6.0,12,92,224,1,8,1,72,87
XL71849,17981.0,560,2017,27211,1056,4.6,10,377,6,2,5,1,35,37
XM85667,27290.0,570,2017,58224,1057,3.9,6,132,513,2,5,2,62,27
XN17656,13426.0,285,2019,70644,1055,5.0,2,145,13,1,12,1,19,25
XS87722,11990.0,560,2017,43200,1055,4.1,10,378,8,2,5,1,7,50
XU50150,8900.0,285,2016,64412,1055,5.0,6,190,53,1,12,1,18,61
XV18640,18790.0,905,2018,61269,1057,5.0,6,163,124,1,5,1,62,31
XY59910,12190.0,905,2015,72703,1055,5.9,10,162,52,1,2,1,32,13
XY75015,11920.0,650,2018,31614,1057,5.0,10,111,74,1,12,1,21,34
YE17808,18190.0,345,2022,10231,1055,4.5,7,380,28,1,12,1,29,3
PP63131,18590.0,905,2014,104553,1056,6.4,2,163,274,2,5,1,111,79
PR68860,17890.0,800,2021,8307,1055,4.7,6,144,30,2,12,1,24,5
PS93669,13679.0,860,2020,116,1055,4.2,10,45,37,2,5,1,9,10
PW37673,10690.0,905,2011,116938,1055,5.9,2,67,52,1,5,1,32,139
PX13218,21790.0,130,2016,112390,1055,5.1,6,25,421,2,4,2,87,19
PY02050,8590.0,905,2017,91701,1055,4.1,2,388,8,1,12,1,11,11
PY71471,13390.0,280,2019,7942,1055,5.5,7,19,41,1,2,1,7,10
PZ75067,13980.0,285,2018,113034,1055,3.8,2,146,120,2,4,2,43,6
RA72270,14990.0,905,2015,72475,1055,6.5,6,317,93,1,8,1,45,29
RB44597,13933.0,590,2015,77396,1055,5.8,2,44,138,1,8,1,41,49
RC59665,20790.0,130,2015,95059,1055,4.9,2,9,339,2,10,2,87,23
RF49506,19990.0,570,2016,65967,1057,5.5,4,30,440,2,5,1,66,27
RF93011,16990.0,060,2014,30923,1055,5.3,6,35,88,1,5,1,46,33
RG40026,17490.0,345,2020,13310,1055,5.2,3,380,28,2,5,1,28,57
RL51082,20661.0,790,2018,58336,1055,5.1,12,53,125,1,8,1,62,83
RM61756,13646.0,670,2019,22526,1055,5.0,6,6,57,1,8,1,15,99
RN87914,23190.0,720,2019,34329,1057,5.6,6,191,67,2,8,1,69,66
RS68004,16899.0,570,2013,72756,1058,5.5,10,30,440,1,5,1,66,57
RT11980,27390.0,285,2019,30568,1055,10.3,6,200,268,2,8,2,80,62
RT73708,9690.0,285,2014,75363,1055,4.5,10,145,13,1,5,1,28,73
RT90860,11990.0,650,2015,68970,1055,4.3,12,57,8,1,5,1,32,43
RU11983,29490.0,570,2017,58225,1057,6.9,10,71,467,2,4,1,84,39
RV10381,16450.0,905,2015,88011,1055,4.5,2,163,272,2,5,2,62,16
RV13183,14815.0,425,2016,72327,1055,4.4,10,376,144,2,4,2,53,6
RV25310,13099.0,720,2014,44858,1055,5.4,3,96,48,2,8,1,43,16
RX14160,13650.0,670,2017,21669,1055,4.9,2,6,55,1,8,1,15,34
RY90177,28700.0,570,2019,32754,1057,6.1,6,30,443,2,5,1,87,55
SA51640,21490.0,130,2015,111691,1056,4.9,6,14,378,2,5,2,84,35
SA84444,23890.0,130,2017,40108,1055,5.5,6,14,380,2,4,1,84,10
SB20379,25290.0,570,2018,15489,1056,6.8,2,87,612,2,4,1,45,41
SC45965,11690.0,800,2017,32053,1055,4.4,12,103,18,2,12,1,11,44
SN34288,35590.0,570,2019,78539,1055,5.7,6,351,214,2,10,2,71,35
SP27489,18750.0,905,2017,56669,1055,5.0,2,163,93,2,5,1,46,75
SP79873,14590.0,425,2017,21440,1055,5.2,6,299,41,1,8,1,18,14
SY35485,6920.0,720,2014,17266,1055,5.7,2,336,41,1,5,1,11,25
TA23615,20590.0,130,2017,49630,1055,5.1,6,9,335,2,10,1,53,26
TA39895,14560.0,650,2015,71842,1055,4.9,6,179,143,2,5,2,53,6
TC75521,19390.0,905,2015,96056,1057,5.1,6,238,93,2,4,1,62,48
TC92751,31640.0,570,2019,33165,1056,5.3,2,87,487,1,5,1,54,78
TG24167,19345.0,060,2014,87165,1056,5.1,6,39,272,2,5,2,77,52
TG67849,29950.0,720,2019,79582,1056,5.7,6,139,229,2,10,2,94,38
TH34339,17990.0,285,2016,108296,1057,5.2,10,200,268,2,8,2,80,14
TH36220,19990.0,905,2017,70523,1058,4.2,3,238,272,1,4,2,62,32
TK26228,19490.0,905,2016,41939,1055,4.5,11,163,272,2,5,2,62,21
TL16939,22790.0,390,2018,40596,1055,5.7,2,109,248,2,8,2,55,55
TM50010,16023.0,790,2017,106977,1058,4.5,2,205,272,2,4,2,62,17
TP24856,11990.0,345,2014,105381,1057,7.8,4,386,244,2,8,1,72,3
TP26203,18740.0,650,2018,9092,1055,7.3,11,220,99,1,8,1,55,40
TW32475,11980.0,905,2016,75329,1055,4.7,6,243,52,1,5,1,21,52
TX03337,23682.0,060,2017,89904,1058,4.7,2,36,272,2,4,2,87,19
TZ19865,27490.0,570,2016,99764,1057,4.2,6,132,515,2,4,2,91,29
TZ56590,17161.0,905,2013,57298,1055,6.8,4,323,93,1,10,1,55,33
UA99591,20990.0,905,2016,71651,1055,6.3,6,163,278,2,5,1,107,41
UF16700,16990.0,905,2018,44573,1055,4.8,3,163,30,1,5,1,35,11
UG74175,14890.0,905,2015,89988,1055,5.0,10,164,52,2,10,1,35,33
UH03419,13150.0,285,2016,95771,1055,5.5,12,146,13,2,4,1,46,11
FG44796,11990.0,800,2016,27851,1055,4.6,6,144,52,1,5,1,21,59
FG73177,7150.0,280,2012,69194,1055,4.2,12,236,3,1,5,1,18,78
FH89034,15990.0,830,2014,50415,1057,7.1,6,185,59,1,8,1,18,32
FK02230,21990.0,905,2016,109330,1055,5.4,2,323,93,2,10,1,62,36
FL62430,27400.0,905,2020,29447,1057,6.6,9,94,93,1,10,1,51,55
FM09834,28850.0,130,2018,74796,1056,6.4,2,357,648,2,8,1,111,98
FM15644,17740.0,905,2017,56787,1055,6.0,12,243,202,1,12,1,88,36
FM92984,16990.0,580,2017,29322,1055,4.6,3,210,502,1,5,1,53,92
FR88401,18380.0,790,2017,84413,1057,4.5,6,205,272,2,4,2,62,12
FT48665,23790.0,570,2018,98862,1055,4.6,6,87,614,2,4,2,53,57
FU26850,14490.0,650,2016,35219,1055,5.4,10,57,84,1,5,1,46,73
FU98836,21990.0,590,2018,30621,1055,7.1,10,135,117,2,8,1,71,25
FV30317,26590.0,905,2017,76249,1056,4.8,12,317,272,2,8,2,62,21
FZ12899,19190.0,345,2018,46990,1055,6.3,3,335,138,1,8,1,52,50
FZ56852,9340.0,670,2016,51564,1055,4.4,3,8,34,1,12,1,5,18
FZ71257,15490.0,905,2014,97417,1055,5.6,12,243,202,2,12,1,88,6
GA69306,18590.0,670,2018,48032,1057,5.4,10,12,56,2,4,1,50,4
GA92864,18490.0,570,2016,89501,1057,5.2,12,30,440,1,5,1,66,39
GE12968,15440.0,060,2017,41052,1056,4.4,2,32,27,1,5,1,24,42
GF23333,30436.0,060,2017,92948,1056,5.7,2,42,359,2,4,2,106,8
GF24428,13625.0,905,2014,93234,1055,6.4,2,323,52,1,10,1,32,40
GF53318,16290.0,905,2016,56297,1055,4.9,2,163,52,2,5,1,35,32
GH35861,32889.0,910,2019,15903,1056,5.4,8,363,237,2,8,2,62,48
GP38090,24900.0,570,2017,54744,1057,4.8,6,152,539,2,8,2,77,45
GR57945,14438.0,280,2019,11329,1057,5.5,6,19,41,1,2,1,7,104
GT33638,12733.0,790,2015,115740,1055,4.8,3,205,93,1,4,1,62,14
GW93613,25405.0,130,2017,58308,1058,4.7,6,357,643,2,8,2,62,20
GX15159,25980.0,570,2018,65407,1056,5.0,6,71,465,2,4,1,66,138
GX53326,22390.0,860,2018,51093,1055,4.9,6,70,197,2,8,5,45,109
HA81095,24390.0,570,2019,48888,1057,5.4,6,30,440,1,5,1,71,67
HB21209,14390.0,425,2015,87345,1055,4.2,2,376,144,2,4,2,53,43
HD57076,13990.0,720,2016,76331,1056,5.4,4,96,48,2,8,1,42,26
HF74343,23790.0,225,2019,59888,1055,5.8,2,257,61,2,8,1,69,42
HG01564,16850.0,905,2018,42974,1055,4.8,3,163,30,1,5,1,35,23
HH75256,13650.0,650,2019,35374,1055,5.6,2,111,74,1,12,1,21,62
HM22033,31790.0,060,2019,88430,1056,5.3,6,36,397,2,4,2,87,36
HN54514,23890.0,285,2017,79744,1055,5.8,2,137,268,1,8,2,80,22
HS08549,10990.0,650,2018,45739,1055,5.6,6,111,74,1,5,1,21,127
HT14323,19590.0,830,2019,2932,1055,5.7,6,349,9,2,8,1,36,72
HT56201,18690.0,905,2019,40898,1055,4.8,6,160,30,1,5,1,40,32
HU10438,24995.0,060,2016,112965,1058,4.9,4,255,272,2,8,2,87,84
HV06179,11990.0,720,2014,114725,1057,5.4,4,96,48,2,8,1,43,9
JB10265,8810.0,560,2014,68003,1055,5.2,8,377,8,1,5,1,7,48
JB33977,17390.0,194,2020,22318,1055,6.2,6,128,67,1,10,1,51,6
JG21952,25290.0,225,2019,19666,1055,5.8,10,257,193,2,8,2,62,3
JJ38886,18313.0,570,2014,78881,1056,6.5,6,62,458,2,10,1,84,40
JJ65635,22990.0,225,2019,11602,1055,5.8,9,257,61,2,8,1,69,3
JJ91359,21490.0,905,2019,16267,1055,5.1,6,160,124,1,4,1,51,22
JL86804,17890.0,650,2016,70391,1056,7.6,2,98,166,2,2,1,73,15
JM32313,22590.0,130,2018,65186,1055,4.1,2,14,377,2,4,2,87,41
JN17787,17090.0,570,2014,59898,1055,5.9,6,62,455,2,10,1,66,64
JP32409,20900.0,225,2018,20385,1055,5.3,6,257,61,1,8,1,69,87
JR81959,10190.0,285,2018,54516,1055,5.2,6,145,38,1,5,1,7,8
JS81510,12390.0,194,2019,37326,1055,5.3,3,285,5,1,5,1,21,29
JS81579,25162.0,570,2016,70122,1057,5.3,6,71,474,2,5,1,101,34
JU61677,22490.0,905,2019,20674,1055,4.9,10,163,124,2,5,1,50,82
AB68360,29990.0,905,2018,56630,1056,7.2,2,317,278,2,8,1,80,24
AD35649,14090.0,800,2019,19975,1055,4.5,12,144,30,1,12,1,24,50
AE46286,15290.0,190,2018,67841,1055,4.8,6,79,45,1,8,1,51,64
AJ78399,14990.0,905,2018,39524,1055,4.8,12,163,30,1,5,1,18,56
AM13399,35990.0,345,2019,61299,1056,6.3,6,287,289,2,8,2,94,8
AM44330,27990.0,130,2016,72558,1056,5.3,6,25,425,2,4,2,123,95
AT04764,13790.0,905,2013,57203,1055,4.8,6,163,52,2,5,1,32,38
AT73967,31490.0,390,2020,18517,1056,2.0,3,269,66,2,8,5,117,40
AW77740,17850.0,550,2018,55215,1055,6.2,2,90,258,1,8,1,44,23
AX34127,15590.0,190,2016,68721,1055,5.0,12,80,56,1,10,1,50,39
AY03053,15690.0,285,2017,73068,1055,5.5,10,146,113,1,5,1,62,17
AY66152,21490.0,905,2020,49243,1055,5.1,12,163,124,1,4,1,62,65
AZ29942,15990.0,720,2017,29932,1055,5.5,3,96,49,2,8,1,42,9
BA87206,10936.0,285,2017,109826,1055,5.4,12,136,13,1,8,1,46,33
BC63900,11790.0,580,2014,110932,1055,6.0,10,112,502,1,8,1,45,23
BC77865,16150.0,720,2016,53654,1057,4.0,6,213,186,1,4,2,50,42
BD49635,25490.0,390,2015,82355,1056,7.5,3,167,353,2,8,2,120,44
BE23036,15890.0,905,2015,26675,1055,4.9,6,163,52,2,5,1,35,11
BF29326,12790.0,830,2013,74294,1055,5.4,4,283,138,2,8,1,43,11
BF62846,13577.0,425,2015,78643,1055,6.4,2,296,154,1,8,1,53,24
BG88250,15290.0,790,2014,61837,1055,4.7,12,205,93,1,5,1,62,105
BH77990,14990.0,194,2018,27257,1055,6.5,2,131,165,1,8,1,39,15
BJ88226,15290.0,570,2013,70730,1057,5.9,2,62,452,2,10,1,45,2
BN25477,23990.0,570,2016,55204,1058,5.5,12,87,612,2,4,1,45,43
BR05264,14250.0,860,2014,47040,1057,3.9,12,59,197,2,5,5,28,6
BR31889,11500.0,194,2017,114894,1055,6.1,6,130,48,1,8,1,46,55
BS18912,16615.0,650,2019,39893,1055,5.1,11,113,41,1,8,1,50,7
BS77312,17940.0,905,2017,106908,1057,4.4,6,163,272,2,4,2,62,7
BU32085,24290.0,060,2019,79942,1055,4.8,12,252,368,2,8,2,40,43
BU59754,33150.0,570,2019,42875,1056,5.2,2,71,467,2,4,1,92,15
BW53772,13990.0,280,2019,10879,1055,5.5,10,19,41,1,2,1,7,36
BW74525,12290.0,550,2015,83600,1055,4.5,2,5,103,1,12,1,21,52
BZ04455,17990.0,570,2013,74706,1056,6.1,6,62,461,2,10,1,101,42
BZ17159,13890.0,905,2014,82054,1055,6.5,6,317,93,1,8,1,45,45
