ids,price,make,built_year,mileage,upholstery,fuel_consumption,color_ids,model_ids,subtype_ids,geartype_ids,bodytype_ids,fueltype_ids,horsepower_ids,time_online_to_reserve_
PZ43599,21990.0,550,2018,92611,1055,4.8,12,26,300,1,4,2,83,46
RA20625,14314.0,650,2020,6060,1055,4.1,6,111,41,1,12,1,11,29
RA44607,21990.0,910,2016,105277,1056,4.5,6,364,237,2,8,2,62,14
RB78183,22890.0,060,2016,83459,1055,4.6,2,36,272,1,4,2,87,90
RB97578,22790.0,194,2022,2870,1055,5.4,6,131,67,2,8,1,62,28
RE44596,25990.0,905,2018,77469,1055,4.8,6,163,272,2,4,2,84,44
RF90625,14890.0,190,2015,87144,1057,4.4,10,120,230,2,5,2,80,34
RG80918,8390.0,345,2015,51194,1055,4.9,12,379,41,1,5,1,20,61
RG90724,15490.0,560,2019,13596,1055,4.1,6,378,6,2,5,1,21,32
RH71084,19090.0,570,2015,79462,1057,5.5,12,30,440,1,5,1,66,58
RJ81488,36890.0,060,2018,67309,1056,5.2,6,40,397,2,3,2,87,96
RN77206,20290.0,285,2016,93329,1057,5.2,12,200,268,2,8,2,80,61
RP82295,17350.0,790,2018,72198,1055,4.2,2,176,125,1,12,1,62,2
RT44001,10388.0,345,2015,103276,1055,5.7,12,382,154,1,5,1,53,36
RT98187,17990.0,550,2015,82982,1056,5.4,3,26,300,2,4,2,76,21
RU68241,12490.0,720,2017,64859,1055,5.1,3,96,4,1,8,1,21,23
RV10670,17790.0,550,2015,52440,1055,6.0,4,92,224,1,8,1,72,23
RV28827,8090.0,905,2014,98405,1055,4.7,12,388,8,1,5,1,11,19
RY77259,26690.0,570,2019,19741,1057,5.3,2,30,440,1,5,1,71,15
RZ63292,21650.0,905,2017,65904,1058,5.1,6,238,93,1,4,1,62,40
SA57498,28990.0,285,2020,23867,1057,8.2,10,146,301,2,4,1,131,5
SB41122,20790.0,570,2015,70146,1057,5.9,2,152,536,1,8,1,66,73
SC47340,18990.0,580,2019,17631,1057,5.4,6,210,502,1,5,1,53,20
SD21621,11390.0,285,2015,100489,1055,4.8,6,146,13,1,4,1,46,51
SD44744,10190.0,670,2013,58129,1057,4.9,2,6,55,1,8,1,15,15
SE09634,10364.0,345,2014,39422,1055,4.4,12,380,74,2,12,1,28,2
SE65194,18790.0,905,2017,48867,1055,4.2,13,163,272,1,5,2,62,64
SF43953,12200.0,720,2015,66164,1055,3.6,8,96,133,1,8,2,21,62
SF95286,22370.0,130,2018,42477,1057,4.4,3,9,338,2,10,2,87,69
SH59894,12990.0,905,2015,66823,1055,5.0,6,163,52,1,4,1,18,36
SK53467,21690.0,800,2019,8085,1055,4.9,2,288,30,1,5,1,40,61
SM96615,23990.0,285,2018,84965,1057,6.0,6,200,268,2,8,2,80,46
SP69438,21190.0,650,2017,49535,1057,5.8,12,179,115,2,5,1,72,8
SR43256,18349.0,345,2015,111359,1056,6.1,10,287,289,1,8,2,92,3
SS50211,21138.0,790,2021,48473,1055,4.9,10,53,30,2,8,1,35,16
SS71816,12627.0,790,2015,119761,1057,5.2,2,205,93,1,5,1,46,8
ST23890,25700.0,130,2016,38266,1056,5.5,6,15,403,2,3,1,84,79
ST55439,21490.0,130,2019,49385,1056,5.6,2,4,218,2,5,1,54,38
SU57298,12990.0,905,2016,44342,1055,4.7,6,243,52,1,5,1,21,6
SV05762,18690.0,425,2016,41144,1057,7.4,13,376,178,1,5,1,98,84
SX74929,6990.0,285,2013,94855,1055,5.2,11,145,58,1,5,1,15,13
SZ59215,29890.0,800,2018,98632,1058,7.3,7,196,278,2,8,1,80,71
TA28210,17290.0,720,2017,30939,1057,5.8,8,289,49,1,10,1,52,99
TF77402,26490.0,905,2017,61663,1058,5.1,2,238,272,2,4,2,87,36
TF85594,8990.0,190,2016,64925,1055,6.4,6,69,184,1,5,1,39,16
TG85887,9990.0,670,2016,49176,1055,4.8,6,8,57,1,5,1,15,54
TH01336,16290.0,130,2014,75612,1055,6.7,2,357,638,1,8,1,62,55
TJ66425,13250.0,020,2014,57969,1058,6.5,6,23,74,1,5,1,70,7
TL48119,13290.0,905,2014,58991,1055,4.9,2,163,52,1,5,1,32,5
TP41283,24290.0,905,2018,42453,1055,6.7,7,94,93,1,10,1,51,28
TS62915,14639.0,905,2016,69308,1055,4.0,2,163,177,1,4,2,35,32
TS94457,17873.0,905,2015,101828,1055,4.7,4,94,272,1,10,2,30,2
TT48461,15021.0,560,2019,26345,1055,5.2,2,377,6,4,12,1,21,74
TV37413,19390.0,345,2019,40431,1055,6.9,2,335,138,1,8,1,52,18
GY31785,19402.0,570,2016,34021,1057,5.7,6,62,455,2,10,1,66,10
GZ73937,19592.0,905,2017,51987,1055,5.0,12,163,124,1,4,1,62,12
HA71875,23590.0,570,2015,88101,1057,5.4,6,71,465,2,4,1,66,54
HC62845,20690.0,905,2017,21057,1055,5.0,2,163,124,1,5,1,62,50
HC70619,26690.0,285,2017,69551,1056,5.5,12,276,269,2,10,2,101,90
HE00119,24390.0,130,2016,90795,1055,4.0,3,14,377,2,5,2,87,26
HE93568,31999.0,130,2017,98974,1056,2.1,2,25,426,2,5,5,83,13
HG07830,22890.0,020,2019,24524,1056,6.6,2,24,99,2,2,1,72,31
HH16194,25590.0,800,2021,22693,1055,4.9,7,192,125,2,8,1,62,45
HJ47689,16200.0,285,2017,44287,1055,6.3,12,200,113,1,8,1,43,91
HK76996,20990.0,790,2017,79115,1058,5.1,2,205,202,2,4,1,80,45
HP95151,10535.0,280,2016,49617,1055,5.7,6,319,74,1,5,1,24,29
HR89098,11890.0,285,2016,68253,1055,3.4,6,146,120,1,4,2,32,11
HT26930,11290.0,800,2017,47211,1055,4.7,3,268,52,1,5,1,21,28
HT66271,16983.0,570,2015,78625,1057,5.6,2,30,437,1,5,1,45,6
HV86830,18230.0,905,2018,72960,1055,4.8,6,163,124,2,5,1,50,23
HY05203,11390.0,280,2017,44655,1055,4.3,6,17,41,1,5,1,7,26
HZ58634,10850.0,560,2016,46446,1055,5.4,3,377,6,1,5,1,21,35
HZ71302,23290.0,130,2017,86963,1055,4.7,12,357,643,2,8,2,62,43
JC55791,12690.0,800,2015,118181,1057,5.3,6,230,93,1,4,1,55,64
JD30605,25590.0,130,2019,67258,1056,4.8,3,9,333,2,10,2,62,46
JD34168,15880.0,800,2016,54009,1055,5.8,2,372,93,1,8,1,46,10
JE73937,18090.0,345,2017,67737,1055,3.4,12,175,138,2,5,5,31,73
JF39409,19190.0,790,2018,35633,1055,4.9,10,176,125,1,12,1,62,9
JF60126,20890.0,905,2015,90679,1057,6.4,2,163,278,2,5,1,107,156
JJ48097,24260.0,130,2019,28981,1055,5.7,3,4,218,1,5,1,55,40
JL81577,17990.0,130,2016,103235,1056,5.9,6,9,343,2,10,1,88,37
JP86569,24936.0,570,2019,37938,1057,4.0,2,30,439,2,5,2,39,38
JW63156,23890.0,570,2019,92118,1055,4.3,12,71,466,2,4,2,45,69
JY03159,16449.0,285,2018,54857,1055,5.6,4,146,113,1,4,1,62,50
KA32279,20350.0,790,2019,69618,1057,4.5,3,205,272,2,4,2,62,19
KA38370,6990.0,425,2016,101176,1055,4.5,6,241,8,1,5,1,3,11
KD40194,14290.0,720,2016,25666,1056,5.5,1,96,48,2,8,1,42,31
KD91520,18390.0,060,2013,79377,1055,5.6,6,35,201,2,5,1,80,35
KE40038,12690.0,425,2016,72154,1055,5.0,3,271,74,1,5,1,28,48
KE60251,10890.0,905,2013,114578,1058,4.6,12,243,93,2,5,1,55,6
KF06011,11990.0,560,2017,86573,1055,5.0,6,377,8,2,5,1,7,8
KG38131,19790.0,285,2018,71396,1057,5.9,2,221,113,1,5,1,70,40
KG59557,10990.0,345,2016,31983,1055,5.1,6,380,41,1,12,1,11,21
KG98331,16631.0,225,2019,24861,1055,6.5,2,187,138,2,8,1,37,16
KH47265,35790.0,570,2020,11131,1057,5.7,12,152,536,2,8,1,71,53
KJ00642,24284.0,910,2016,88368,1056,5.7,2,364,305,2,8,2,87,25
KN08625,27790.0,905,2018,75589,1057,6.4,12,238,278,2,4,1,107,31
KN34585,26990.0,130,2017,90225,1056,4.0,12,15,401,2,3,2,87,58
KN40713,33590.0,130,2020,25441,1057,4.6,2,4,220,2,5,2,87,84
KS09850,18790.0,060,2018,104132,1055,4.4,2,34,272,1,5,2,62,11
KT70935,12690.0,720,2016,36540,1055,4.9,3,96,4,1,8,1,21,120
KT98281,9990.0,790,2016,76496,1055,5.2,12,176,30,1,12,1,35,2
KU78849,8320.0,720,2014,95078,1055,5.5,2,105,41,1,5,1,10,54
KU91791,7690.0,860,2015,88905,1055,4.1,12,45,8,1,5,1,7,69
KW49696,9570.0,720,2015,80596,1055,5.6,10,105,41,1,12,1,10,16
KX11876,10990.0,194,2015,31605,1055,4.9,11,285,5,1,5,1,21,51
KY65379,23990.0,060,2017,53367,1055,1.8,12,34,90,2,5,5,62,97
KZ93124,16890.0,130,2015,99974,1055,4.1,2,9,332,2,10,2,62,26
LC18716,24490.0,860,2016,56173,1055,5.0,12,260,316,2,8,5,92,57
LD57004,17190.0,720,2016,45353,1057,5.8,10,315,173,2,4,1,62,5
RF92304,11690.0,280,2017,14913,1055,4.9,6,17,41,1,12,1,7,14
RG66659,11560.0,800,2015,85948,1055,4.6,10,144,52,2,12,1,35,8
RJ08874,14650.0,800,2015,86358,1055,5.5,10,372,52,2,8,1,35,17
RK32266,10780.0,285,2015,54314,1055,4.9,10,145,13,2,12,1,28,6
RN38723,30390.0,570,2018,39136,1057,7.4,6,87,493,2,5,1,101,4
RS05861,10890.0,194,2014,111877,1055,5.2,12,130,131,1,8,2,35,48
RT73789,17490.0,860,2017,25598,1055,3.6,13,370,114,2,5,5,11,75
RV04201,15690.0,390,2016,34591,1055,6.0,6,269,138,1,8,1,35,46
RV22566,12450.0,285,2016,93104,1055,4.7,4,146,13,1,5,1,46,44
RV86686,16990.0,060,2014,93799,1057,4.4,12,36,272,1,4,2,71,2
RX10922,11950.0,345,2018,21470,1055,4.9,10,379,41,1,12,1,20,2
SA40351,17427.0,570,2014,115000,1057,6.8,2,71,469,2,3,1,84,29
SB01917,13290.0,194,2019,22436,1055,5.4,6,285,5,2,5,1,21,20
SB92952,14670.0,905,2016,96411,1055,5.0,6,164,52,2,10,1,35,2
SD83955,9990.0,285,2017,89449,1055,3.6,12,145,120,1,5,2,24,97
SH51490,10482.0,285,2017,83736,1055,4.7,2,145,38,1,12,1,7,40
SH59023,9990.0,560,2017,69303,1055,5.2,2,377,8,1,5,1,7,33
SJ63207,7890.0,560,2013,78976,1057,4.2,2,378,8,2,12,1,7,27
SK08688,12690.0,560,2017,50793,1055,5.0,2,377,8,2,12,1,7,14
SK24917,21791.0,285,2017,104310,1058,5.8,6,276,268,3,10,2,80,11
SK46253,18690.0,345,2015,47717,1056,7.2,1,335,178,1,8,1,77,117
SM53656,23190.0,570,2018,56634,1057,4.1,6,30,439,2,5,2,39,39
SN96841,15190.0,060,2013,118124,1055,5.2,6,253,272,1,8,2,55,29
SR41374,13890.0,225,2020,34227,1055,4.5,6,216,17,1,5,1,29,29
SV32860,12990.0,905,2014,67819,1055,4.9,2,163,52,1,5,1,35,16
SW15572,26490.0,790,2017,29052,1058,6.8,6,205,278,2,5,1,135,39
SY47145,10990.0,580,2015,114318,1055,4.6,10,210,584,1,5,1,30,77
SY57588,20690.0,790,2020,21941,1055,4.8,3,205,125,1,4,1,51,42
SY79769,14846.0,905,2015,119664,1055,4.2,6,164,272,1,10,2,62,36
SZ57425,15990.0,580,2017,107853,1055,5.1,2,106,502,1,4,1,53,26
SZ92039,14911.0,570,2017,97737,1055,4.7,4,102,209,1,10,2,35,48
SZ97242,26590.0,730,2016,81788,1056,5.3,4,126,279,2,8,2,80,97
TA20805,40490.0,570,2019,49174,1057,6.0,6,87,493,2,3,1,109,80
TA59862,14390.0,720,2017,88201,1057,5.6,10,213,49,2,5,1,52,21
TB38256,15990.0,670,2018,20585,1057,4.4,2,6,56,1,8,1,35,69
TH77693,7421.0,560,2013,60559,1055,4.2,2,378,8,2,5,1,7,11
TJ92546,28190.0,060,2016,83223,1057,5.7,12,255,272,2,8,2,87,13
TK21595,18590.0,905,2015,58079,1055,5.7,6,317,272,2,8,2,62,6
TK92701,24790.0,790,2018,36390,1058,5.5,4,58,94,2,8,1,62,45
TM69426,19490.0,285,2017,82819,1057,6.8,2,146,242,1,5,1,120,15
TM95417,24990.0,345,2019,65979,1055,7.8,3,382,276,1,5,1,130,38
TN42224,11990.0,550,2014,105535,1055,5.1,6,10,224,1,5,1,43,4
TN55890,10680.0,280,2017,25019,1055,4.9,10,17,41,1,12,1,7,41
TN78979,17990.0,194,2019,18722,1055,5.9,6,131,67,1,8,1,51,43
TP72243,15300.0,340,2015,110263,1057,4.7,2,89,149,1,8,2,43,25
TT22072,11100.0,560,2016,79099,1056,4.1,6,378,6,2,3,1,21,7
TT39396,31550.0,060,2016,82972,1056,6.5,3,278,274,2,5,1,138,8
TY76503,25990.0,905,2018,64296,1058,4.5,6,163,272,2,5,2,84,81
TZ84111,10290.0,790,2013,72341,1055,4.9,7,205,52,1,5,1,32,33
UB43043,22990.0,130,2014,68370,1055,4.7,6,9,344,2,3,2,106,54
UB50720,17080.0,860,2019,36957,1055,4.0,10,370,114,2,5,5,29,9
UD90131,30790.0,790,2020,22940,1058,5.6,10,58,125,2,8,1,62,53
UE87824,16990.0,830,2015,37361,1056,7.1,6,185,59,1,8,1,18,35
UF36959,7790.0,720,2016,52935,1055,5.0,12,336,21,1,12,1,7,13
UF75421,17806.0,905,2017,39554,1058,4.7,12,163,30,2,5,1,35,10
UG16389,21790.0,650,2019,118287,1057,7.1,12,179,231,2,4,2,101,37
TL21014,25990.0,060,2016,112167,1058,5.7,3,255,272,2,8,2,87,10
TM12863,15690.0,560,2019,10857,1055,4.3,6,378,8,2,2,1,7,37
TP06312,22490.0,130,2016,80199,1056,4.3,6,4,220,2,5,2,87,18
TR31252,22415.0,225,2019,41753,1055,5.4,2,257,61,2,8,1,69,24
TS11290,30891.0,060,2018,84715,1056,6.0,2,36,398,2,4,1,87,6
TU78936,13590.0,425,2018,42060,1055,4.5,2,271,28,1,5,1,28,70
TY25233,19600.0,800,2015,100586,1056,4.8,6,230,272,2,4,2,84,28
TZ35941,31690.0,790,2021,19278,1058,1.4,2,205,95,2,4,5,97,44
UH08331,18100.0,800,2016,80219,1055,5.2,2,230,272,2,4,2,62,69
UJ37694,14990.0,194,2018,28741,1055,6.2,12,131,48,1,8,1,46,49
UK37329,30510.0,550,2021,3648,1055,6.4,6,92,256,2,8,1,72,18
UL01236,43597.0,130,2017,38495,1056,8.5,6,362,653,2,8,1,136,108
UL26531,13390.0,345,2018,75173,1055,5.8,6,382,83,1,4,1,27,23
UP81320,6990.0,190,2015,110186,1055,4.6,12,74,57,1,5,1,15,6
UP96825,29370.0,570,2019,57398,1057,6.2,6,71,467,2,4,1,92,46
UT85424,25553.0,130,2015,97867,1055,5.6,6,14,390,2,4,2,139,43
UV51007,7590.0,285,2013,68558,1055,52.0,12,145,58,1,5,1,15,7
UW68980,17350.0,905,2017,58606,1055,4.8,6,163,30,2,4,1,35,77
UX07032,10840.0,040,2014,34454,1055,6.4,10,159,99,1,5,1,32,24
UX08259,18390.0,720,2016,77300,1056,4.6,9,315,186,2,4,2,70,15
UY80974,22490.0,860,2020,13716,1055,2.8,2,370,114,2,12,5,40,52
UZ22635,10990.0,650,2019,28308,1055,4.8,12,194,8,1,5,1,10,74
VA68028,15290.0,905,2015,82719,1055,5.2,2,163,93,1,5,1,46,51
VD72655,19600.0,650,2020,34766,1058,4.5,3,57,54,1,4,1,59,26
VE19880,24973.0,570,2020,5699,1057,5.6,2,30,436,1,5,1,34,6
VE45757,21990.0,285,2018,74683,1055,7.6,6,221,243,2,4,1,96,47
VE95216,18790.0,425,2017,13889,1055,6.7,6,296,154,1,8,1,52,97
VG28686,10990.0,905,2014,72801,1055,4.9,12,243,52,1,5,1,21,23
VH44624,26490.0,800,2018,30725,1055,5.5,6,195,124,2,8,1,62,35
VJ35671,17685.0,285,2017,92842,1057,4.2,13,146,268,1,4,2,84,36
VJ63353,22990.0,425,2019,21798,1055,3.7,3,228,138,2,8,5,31,32
VN44180,12490.0,285,2014,70651,1057,6.4,2,72,153,1,10,1,62,16
VP86039,17990.0,285,2018,51669,1058,5.3,3,136,13,1,8,1,46,72
VR45294,12290.0,860,2014,43411,1055,5.9,6,59,138,1,5,1,52,30
VR66868,13190.0,020,2015,50997,1055,6.0,6,23,99,1,5,1,55,56
VT41577,17549.0,800,2018,111665,1057,4.3,6,230,272,1,4,2,62,57
VT76594,11850.0,345,2016,102668,1055,4.8,3,380,28,1,12,1,28,55
VU30758,25306.0,905,2018,66256,1058,4.6,6,323,272,2,10,2,62,13
VU31776,40590.0,570,2018,41383,1057,6.4,12,154,555,2,8,2,123,60
VX00623,24980.0,650,2020,32359,1055,4.2,6,108,107,1,10,2,51,48
VY29896,25990.0,570,2017,46342,1056,5.0,4,71,465,2,5,1,66,24
WB37466,19900.0,650,2018,31677,1057,6.0,2,179,115,1,5,1,72,69
WB71549,7490.0,670,2014,77316,1055,4.7,4,8,55,1,5,1,15,5
WC09905,22945.0,670,2016,106114,1057,4.8,12,11,230,2,8,2,80,35
WK44437,14690.0,060,2016,25269,1055,4.4,10,32,27,1,12,1,24,14
WL54914,24800.0,190,2019,51347,1055,4.8,6,85,164,2,8,1,81,93
WM57755,24490.0,570,2015,74431,1056,6.4,11,87,493,2,3,1,101,67
WP99613,28790.0,570,2015,67683,1056,5.3,6,71,474,2,5,1,101,16
WR42646,31286.0,390,2022,2158,1056,1.9,7,269,66,2,8,5,87,14
WT88009,16990.0,720,2015,85486,1055,6.0,3,213,173,2,5,1,98,56
WT99212,16490.0,060,2013,34447,1055,5.6,3,34,201,1,5,1,80,53
WW69117,29490.0,570,2017,64426,1057,4.2,11,132,515,2,4,2,91,126
WY30897,13790.0,905,2013,38514,1056,5.2,11,163,93,1,5,1,45,30
XA37942,14090.0,280,2019,38397,1055,7.2,10,319,74,1,5,1,24,49
XA67146,16190.0,905,2018,52745,1055,4.8,2,163,30,1,5,1,35,24
XB21810,42290.0,285,2020,17859,1056,7.7,2,267,268,2,8,2,103,22
LX29394,17990.0,650,2019,34016,1055,5.7,6,57,84,2,5,1,62,41
LX87126,30490.0,905,2018,90390,1056,5.7,12,317,272,2,8,2,87,13
LY65474,16490.0,060,2016,42815,1056,4.8,6,34,51,2,5,1,35,50
MB33508,11490.0,905,2016,52888,1055,4.5,12,388,8,2,5,1,11,6
MB82160,15190.0,905,2016,94748,1055,5.2,12,163,93,1,5,1,46,51
MD72855,15690.0,225,2019,10800,1055,4.5,10,216,17,1,5,1,29,19
ME31077,21990.0,570,2014,56856,1056,5.1,6,132,514,2,5,2,73,30
ME74115,21581.0,720,2020,40731,1057,5.8,6,191,67,2,8,1,55,15
MJ16785,17190.0,905,2018,57095,1055,4.8,12,163,30,1,5,1,35,16
MJ29263,17290.0,580,2016,66430,1056,4.7,2,210,502,2,5,1,53,10
MK90657,15390.0,590,2016,43814,1055,5.7,4,44,138,1,8,1,41,110
ML08968,23440.0,285,2019,83361,1057,4.8,8,146,241,1,5,2,87,63
MM54387,24990.0,130,2018,22154,1055,5.7,3,9,334,2,3,1,53,18
MM69199,27490.0,425,2016,44446,1056,6.7,2,292,289,2,8,2,94,84
MN41718,28490.0,790,2018,36210,1058,7.2,6,205,278,2,4,1,135,21
MN74774,14590.0,650,2019,40139,1055,6.1,12,111,99,1,5,1,62,89
MP73772,15390.0,650,2017,35979,1055,5.0,12,113,41,1,8,1,50,16
MP76935,20290.0,285,2019,16510,1055,6.0,6,145,113,1,5,1,94,20
MT90050,11184.0,905,2018,56979,1055,4.1,12,388,8,2,5,1,2,25
MU92589,17990.0,905,2017,71445,1055,5.1,2,304,30,1,8,1,39,16
MV36463,13130.0,580,2017,71306,1055,4.8,6,210,584,1,12,1,30,12
MV79078,22150.0,060,2016,92868,1057,5.1,2,38,272,1,2,2,87,67
MW09562,28070.0,345,2020,34607,1057,7.8,12,382,276,1,5,1,130,44
MW21524,36990.0,860,2017,39889,1055,7.4,3,204,323,1,8,2,77,32
MW80871,11190.0,345,2015,53633,1055,6.0,2,382,74,1,5,1,28,5
MZ78974,16990.0,225,2016,92416,1055,5.8,4,257,41,2,8,1,39,7
NA41118,19190.0,570,2014,70047,1057,5.0,11,71,465,1,5,1,66,47
ND35307,24690.0,905,2019,37274,1056,4.4,12,304,177,1,8,2,40,61
ND83771,9190.0,800,2014,98583,1055,5.7,2,272,52,1,10,1,18,25
NF11508,16890.0,285,2019,18283,1055,5.4,2,324,13,1,10,1,28,8
NH59517,38990.0,800,2021,12271,1055,6.7,3,196,278,2,8,1,87,78
NJ53279,42900.0,570,2019,62439,1056,5.2,2,71,479,2,3,2,119,117
NJ77988,11573.0,194,2016,110830,1056,4.4,2,130,131,1,8,2,35,22
NL37313,16390.0,194,2018,27667,1055,6.2,3,131,48,1,8,1,46,101
NM60939,24290.0,345,2017,45926,1058,7.1,12,382,276,1,5,1,130,39
NN46564,10390.0,194,2018,46402,1055,4.9,12,285,5,1,5,1,21,53
NP99079,15590.0,720,2018,38530,1057,5.7,2,191,49,1,8,1,50,12
NR44312,15150.0,285,2018,42687,1055,4.3,12,145,13,1,12,1,28,38
NS90180,17950.0,905,2013,51021,1055,6.0,3,317,272,2,8,2,55,21
NT41123,36990.0,910,2016,107980,1056,5.8,6,365,239,2,8,2,110,36
NU08333,29990.0,905,2018,24348,1055,7.0,12,304,278,2,8,1,87,99
NW09589,21990.0,130,2014,103067,1056,4.8,12,14,382,2,4,2,106,7
NX30424,29890.0,905,2022,539,1055,4.4,10,94,272,1,10,2,45,40
NX62965,9190.0,670,2017,81255,1055,4.8,2,8,57,1,5,1,15,12
NZ32883,10990.0,790,2015,18330,1055,5.1,2,176,52,1,5,1,32,21
NZ41727,21990.0,225,2019,45047,1055,5.7,2,257,61,1,8,1,55,89
NZ69862,12490.0,830,2016,29867,1055,4.4,3,65,9,1,5,1,35,42
PA21326,16690.0,130,2015,79153,1055,4.1,6,9,332,2,10,2,62,17
PA67827,18990.0,800,2016,110468,1057,4.8,12,230,272,2,4,2,84,62
PA84880,8750.0,285,2014,62059,1055,4.5,12,145,13,1,12,1,28,19
PB03202,17551.0,225,2017,24899,1055,5.8,4,257,41,1,8,1,39,5
PB60762,16990.0,905,2016,25636,1055,5.5,13,164,93,1,10,1,62,46
PC76835,15490.0,800,2017,37751,1055,4.3,3,144,30,1,5,1,35,43
PE34337,15670.0,285,2017,50457,1057,5.9,10,145,153,1,5,1,82,6
PF57435,17390.0,860,2019,27499,1055,3.6,12,370,114,2,12,5,29,40
PH56436,10170.0,590,2019,19540,1055,4.0,12,294,8,1,12,1,7,9
MC04781,10090.0,345,2015,96748,1055,5.6,2,382,74,1,5,1,28,48
MC12192,14288.0,225,2017,31508,1057,5.7,12,187,41,1,8,1,39,13
MD36441,37990.0,060,2018,45124,1058,5.9,2,41,417,2,4,5,112,55
MD59954,22316.0,130,2019,40426,1055,5.9,12,4,218,1,5,1,53,46
MF18522,16490.0,860,2019,68242,1055,4.0,12,370,114,2,12,5,29,45
MG78736,9650.0,285,2016,61028,1055,5.0,6,190,53,1,12,1,18,45
MH45138,44323.0,570,2019,39813,1055,6.0,10,342,630,2,10,2,71,14
MH82421,14890.0,905,2015,102063,1055,5.1,12,162,272,2,2,2,55,46
MJ24434,13490.0,130,2014,90816,1055,4.3,6,4,215,1,5,2,39,11
ML20576,7754.0,285,2012,75569,1055,4.9,4,63,13,1,10,1,28,30
ML96786,19680.0,060,2018,103037,1055,4.6,2,252,177,2,8,2,39,5
MM41161,9590.0,790,2015,60663,1055,4.9,7,176,52,1,5,1,21,30
MM67217,20390.0,060,2018,54880,1056,4.9,3,32,88,2,5,1,46,55
MP17504,17990.0,550,2018,68183,1055,6.2,2,90,258,1,8,1,44,86
MR19376,22990.0,570,2016,54702,1057,4.2,2,152,539,2,8,2,77,11
MU38372,6400.0,650,2013,118887,1055,5.3,2,47,41,1,12,1,7,8
MV09590,22720.0,570,2015,97715,1056,5.4,6,87,493,2,5,1,101,10
MX83808,15492.0,905,2014,100053,1055,4.5,11,163,272,2,4,2,62,103
MX85951,25923.0,130,2017,67888,1055,5.9,12,15,404,2,3,1,84,2
MY07094,38990.0,570,2020,20749,1057,1.4,12,31,447,2,4,5,106,47
MY53029,13693.0,194,2019,40919,1055,5.6,3,131,25,1,8,1,29,37
MY59762,27750.0,800,2018,79036,1055,4.9,6,196,272,2,8,2,62,16
MZ31572,16999.0,130,2015,50021,1055,5.1,3,9,335,2,10,1,53,17
MZ65834,17680.0,390,2017,52476,1055,5.9,12,269,82,2,8,1,55,27
NC19830,13200.0,130,2015,60221,1055,5.4,12,4,216,1,5,1,35,7
NC34889,18460.0,720,2016,61121,1055,6.0,3,213,173,2,4,1,98,3
NC69477,23016.0,060,2016,115904,1056,4.4,6,36,272,2,4,2,87,31
ND68778,17490.0,650,2018,38467,1056,5.4,12,57,84,1,5,1,62,10
NG17565,13290.0,060,2012,41755,1055,4.9,2,34,51,1,5,1,32,54
NG50267,26350.0,905,2016,48905,1058,4.6,2,323,272,2,10,2,62,22
NH59005,9490.0,905,2018,61660,1055,3.7,12,388,8,1,5,1,11,2
NK76115,8590.0,905,2013,83721,1055,5.5,6,243,41,1,5,1,2,40
NM27452,8749.0,345,2014,54960,1055,4.9,10,379,41,1,12,1,20,37
NM28531,8290.0,720,2014,61339,1055,4.3,4,336,4,1,5,1,21,12
NN96997,44990.0,060,2019,60279,1057,6.2,6,255,420,2,8,2,132,49
NR03857,13190.0,285,2019,15039,1055,5.2,3,145,38,1,5,1,18,70
NR17277,21490.0,285,2018,62651,1057,6.8,13,146,242,1,5,1,120,57
NR30994,14990.0,060,2017,63854,1055,3.8,12,32,87,1,5,2,21,97
NS04498,31990.0,060,2017,54567,1055,5.3,2,37,358,2,4,2,106,7
NT58495,14990.0,650,2018,47911,1057,4.7,6,111,74,2,12,1,21,31
NV96135,24290.0,060,2013,104583,1058,7.6,12,255,274,2,8,1,110,33
NW48320,20690.0,060,2016,103158,1055,4.4,3,36,272,2,4,2,62,12
NZ72466,16878.0,285,2018,14344,1055,5.5,11,146,13,2,5,1,46,35
PJ13641,39990.0,225,2019,31782,1057,6.9,6,226,302,2,5,2,87,67
PJ85077,21607.0,905,2019,55522,1055,4.4,12,163,272,2,4,2,62,53
PK10286,16990.0,130,2017,107283,1055,4.1,2,9,332,2,10,2,62,21
PK35350,18723.0,285,2018,16308,1055,4.8,2,146,13,1,4,1,46,76
PL91716,13790.0,720,2014,18461,1055,5.4,6,96,48,2,8,1,43,22
PM13577,17339.0,194,2019,33638,1055,4.4,12,128,105,1,10,2,24,31
PM91017,17790.0,345,2017,60744,1056,4.1,3,382,144,2,5,2,53,4
PN06920,17260.0,720,2018,19593,1055,5.5,10,96,49,2,8,1,42,48
PN85286,17981.0,570,2015,103393,1057,5.5,12,30,437,1,5,1,45,47
PP95384,23150.0,650,2018,72189,1056,6.4,3,180,115,1,4,1,72,98
PR00974,13790.0,580,2015,40894,1057,4.6,8,210,502,1,5,1,53,6
PS95638,6791.0,285,2014,44108,1055,4.9,9,189,41,1,5,1,7,8
PT93024,16990.0,130,2018,22283,1055,5.9,12,4,216,1,5,1,35,16
YT18099,22900.0,060,2018,48902,1055,4.2,6,36,272,2,4,2,62,10
YT92249,36990.0,860,2018,30208,1055,5.3,2,246,235,1,10,2,62,71
YY39069,27990.0,285,2021,12773,1055,5.5,6,146,113,2,4,1,82,39
ZA16623,18490.0,720,2019,62750,1057,5.8,2,213,67,2,5,1,69,36
