company,cars_bought,type_buyer,frequency,recency,monetary,share_low_hp,share_medium_hp,share_high_hp,share_old_,share_m_age,share_recent_,share_low_mileage,share_medium_mileage,share_high_mileage,share_less_5k,share_5k_10k_,share_over_10k_,profit_per_car
Mørch Automobiler A/S,9,Small_buyer,3,9,10,0.333333333,0.666666667,0,0,0,1,1,0,0,0,0,1,2223.111111
"Vmc AUTOMOBILE, Inh. Younan Serkees",2,Small_buyer,1,8,3,1,0,0,0,1,0,0,1,0,0.5,0.5,0,-116.5
UAB Autovaldymas,1,Small_buyer,1,10,2,0,1,0,1,0,0,0,0,1,1,0,0,389
"TITANIUM CAR, Prodaja in odkup vozil Žan Kračun s.p.",2,Small_buyer,1,7,5,0,0.5,0.5,0,1,0,0,0.5,0.5,0,0,1,513
"ET Automobile Köln, Inh. Ersin Türkkan",3,Small_buyer,2,1,3,1,0,0,0.333333333,0.666666667,0,0,0.333333333,0.666666667,1,0,0,506.3333333
Autobedrijf Wondergem,4,Small_buyer,2,8,5,1,0,0,0,0.5,0.5,1,0,0,0.25,0.75,0,661
EURL PF AUTOS,38,Medium_buyer,7,5,11,0.605263158,0.394736842,0,0,0.315789474,0.684210526,0.921052632,0.078947368,0,0,0.026315789,0.973684211,1294.763158
Topvans,13,Small_buyer,4,8,10,0.230769231,0.769230769,0,0,0,1,0.923076923,0.076923077,0,0,0,1,1169.846154
QUATRE-VINGT-DIX-NEUF,2,Small_buyer,1,10,7,0,0.5,0.5,0,0.5,0.5,1,0,0,0,0,1,875
GGS INVEST HUNGÁRIA Kft.,10,Small_buyer,4,6,5,1,0,0,0.6,0.4,0,0.2,0.8,0,0.9,0.1,0,541.7
AUTO SEBASTIAN CHRÓSZCZ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2,Small_buyer,1,8,2,1,0,0,0.5,0.5,0,0,0.5,0.5,1,0,0,302.5
"Weimert Reifenhandel, Inh. Wilhelm Weimert",1,Small_buyer,1,2,2,1,0,0,1,0,0,0,0,1,1,0,0,448
KRYVUNETS OLEKSANDR VASYLOVYCH,3,Small_buyer,2,7,3,1,0,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0,1,0,0,201
Auto Studer AG,2,Small_buyer,1,10,7,0.5,0,0.5,0,0,1,1,0,0,0,0,1,532
AFOI IOANNIDI  ANONIMI EMPORIKI ETAIRIA AYTOKINITON,20,Medium_buyer,6,7,9,0.9,0.1,0,0,0.7,0.3,0.2,0.7,0.1,0.4,0.35,0.25,412.7
SARL GT-CARS,19,Medium_buyer,5,7,10,0.105263158,0.526315789,0.368421053,0.157894737,0.842105263,0,0.315789474,0.684210526,0,0,0.052631579,0.947368421,1156.263158
Honda Lorenz GmbH & Co. KG,4,Small_buyer,2,7,6,0.75,0.25,0,0,0.25,0.75,1,0,0,0,0.25,0.75,1136.5
"EUGENIUSZ DOMBEK ""SYSTEM""",6,Small_buyer,3,9,3,0.833333333,0.166666667,0,0.666666667,0.333333333,0,0,0.166666667,0.833333333,1,0,0,381.8333333
"Speed Automobile Osterode, Inh. Mehmet Develioglu",2,Small_buyer,1,7,4,0.5,0.5,0,0,1,0,0,1,0,0,1,0,421.5
UAB Matengas,2,Small_buyer,1,7,7,0,1,0,0,0,1,0.5,0.5,0,0,0,1,1523
First Gorsium Car Korlátolt Felelősségű Társaság,3,Small_buyer,2,8,3,1,0,0,0.666666667,0.333333333,0,0,1,0,1,0,0,450.6666667
MB Milinesa,1,Small_buyer,1,10,3,0,1,0,0,1,0,0,0,1,0,1,0,1457
Alex Müller Automobile,1,Small_buyer,1,10,5,0,1,0,0,0,1,1,0,0,0,0,1,200
V&S AUTOMOTIVE,10,Small_buyer,4,4,7,0,0.4,0.6,0.8,0.2,0,0.2,0.8,0,0.3,0.5,0.2,619.8
"Lafi Automobile, Inh. Yaser Lafi",10,Small_buyer,4,5,6,0.9,0.1,0,0.3,0.7,0,0.3,0.7,0,0.6,0.4,0,528.2
GARAGE PLATTES PGMBH,6,Small_buyer,3,5,9,0.666666667,0.166666667,0.166666667,0.166666667,0,0.833333333,1,0,0,0,0,1,1110.5
"Emre Automobile, Inh. Ali Dari",4,Small_buyer,2,6,7,0.5,0.25,0.25,0.25,0.25,0.5,0.75,0.25,0,0.25,0,0.75,-335.5
SCHERPENISSE AUTO'S B.V.,1,Small_buyer,1,10,3,1,0,0,1,0,0,1,0,0,0,1,0,658
"Autowiese, Inh. Umut Özkan",62,Top_buyer,8,3,9,0.967741935,0.032258065,0,0.370967742,0.629032258,0,0.274193548,0.709677419,0.016129032,0.709677419,0.274193548,0.016129032,637.3064516
Sarl Lequertier Automobiles,8,Small_buyer,3,8,9,0.125,0.875,0,0,0.75,0.25,0.5,0.5,0,0,0.125,0.875,1607.25
LK Biler ApS,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,1733
"IVAN-KEM, VL. KREŠIMIR SEDLIĆ",6,Small_buyer,3,1,7,0.666666667,0.333333333,0,0,0.5,0.5,0.166666667,0.833333333,0,0,0.333333333,0.666666667,460.1666667
Diamond Cars sC,3,Small_buyer,2,5,2,1,0,0,1,0,0,0,0.666666667,0.333333333,1,0,0,87
Autos Arc-en-Ciel Sàrl,1,Small_buyer,1,10,5,0,1,0,0,0,1,1,0,0,0,0,1,500
"Autohaus Krone, Inh. Eyüp Turhan",17,Medium_buyer,5,3,9,0.470588235,0.470588235,0.058823529,0,0.588235294,0.411764706,0.411764706,0.529411765,0.058823529,0,0.352941176,0.647058824,1272.176471
GHEORGHE FRANCISCA,6,Small_buyer,3,6,5,0.666666667,0.333333333,0,0,1,0,0,0,1,1,0,0,631.6666667
AB CLEAN DI BUSCAINO ANGELO,1,Small_buyer,1,6,3,1,0,0,0,1,0,1,0,0,0,1,0,-808
"UAB ""Autofirma""",4,Small_buyer,2,7,4,0.75,0.25,0,0,1,0,0,0.25,0.75,0.75,0.25,0,563
Carpoint Abcoude,16,Medium_buyer,5,1,9,0.0625,0.375,0.5625,0.375,0.625,0,0,0.625,0.375,0.125,0.5625,0.3125,579.625
REND AUTO Ltd,3,Small_buyer,2,10,2,0.333333333,0.666666667,0,1,0,0,0,0.333333333,0.666666667,1,0,0,19.66666667
Autohaus Spreckelsen GmbH & Co. KG,2,Small_buyer,1,10,6,1,0,0,0,0,1,1,0,0,0,0,1,549
"E.M.G. - Cars, Inh. Max Gerte",22,Medium_buyer,6,1,9,0.090909091,0.772727273,0.136363636,0.409090909,0.590909091,0,0.272727273,0.727272727,0,0.045454545,0.863636364,0.090909091,751.2727273
POWER 2006 - OOD,6,Small_buyer,3,8,6,1,0,0,0,1,0,0,0.166666667,0.833333333,0.166666667,0.833333333,0,722.5
Szondi Csaba E.V.,1,Small_buyer,1,8,2,0,1,0,0,1,0,0,0,1,1,0,0,596
BPM SERVICE SRLS,1,Small_buyer,1,10,4,0,1,0,0,1,0,0,1,0,0,0,1,1011
"Husumer Automobile, Inh. Simon Jakobi",13,Small_buyer,4,8,9,0.769230769,0.153846154,0.076923077,0.076923077,0.692307692,0.230769231,0.615384615,0.307692308,0.076923077,0.230769231,0.230769231,0.538461538,514.6153846
BÉTÉRI BALÁZS E.V.,10,Small_buyer,4,4,5,1,0,0,0.5,0.5,0,0,1,0,1,0,0,456.5
NYOFON CONSULTING SRL,1,Small_buyer,1,7,4,1,0,0,0,0,1,0,1,0,0,0,1,531
"Kfz Engel, Inh. Simon Engel",2,Small_buyer,1,9,4,1,0,0,1,0,0,0,1,0,0,1,0,880.5
LK TRA-DE LUKA KNEZ S.P.,1,Small_buyer,1,10,2,1,0,0,1,0,0,0,1,0,1,0,0,466
SPEED VICTORY s. r. o.,4,Small_buyer,2,7,5,0.75,0.25,0,0.5,0.25,0.25,0,0.5,0.5,0.75,0,0.25,253.75
Autohaus Lehner GmbH,21,Medium_buyer,6,3,10,0.952380952,0.047619048,0,0,0.142857143,0.857142857,1,0,0,0,0.19047619,0.80952381,1000.047619
Autohaus Hartl GmbH,9,Small_buyer,3,7,9,1,0,0,0,0.111111111,0.888888889,1,0,0,0,0.111111111,0.888888889,546.4444444
AUTOS TRINITARIO,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,429
AUTO SPA OSIJEK d.o.o.,1,Small_buyer,1,10,4,0,0,1,0,1,0,0,0,1,0,0,1,925
"UAB ""Bilitransa""",3,Small_buyer,2,4,5,0,0.666666667,0.333333333,0,1,0,0,0.666666667,0.333333333,0,0.666666667,0.333333333,695.6666667
Pin'S Car,10,Small_buyer,4,8,8,0.8,0.2,0,0.1,0.9,0,0.5,0.5,0,0.1,0.7,0.2,953.4
"""AUTO NAPRAWA"" PATRYK PRYK",2,Small_buyer,1,9,3,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,264
Läkare Automobiles,2,Small_buyer,1,8,2,0.5,0.5,0,1,0,0,0,0.5,0.5,1,0,0,-306.5
"Uzma Automobile, Ihn. Ali Uzma",52,Top_buyer,8,2,10,0.557692308,0.365384615,0.076923077,0.211538462,0.634615385,0.153846154,0.192307692,0.807692308,0,0.384615385,0.230769231,0.384615385,256.5576923
COMPAÑIA ANDALUZA DE RENTA INMOBILIARIA AL SERVICIO DEL AUTOMOVIL,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,1108
"Tima Auto Export, Inh. Fatimatou Sowe",1,Small_buyer,1,10,2,1,0,0,1,0,0,1,0,0,1,0,0,932
Best Build Kft,1,Small_buyer,1,10,5,0,0,1,0,1,0,0,1,0,0,0,1,730
SZABÓ LÁSZLÓ,1,Small_buyer,1,8,2,1,0,0,1,0,0,0,1,0,1,0,0,282
AHZ Automobil Handels Zentrum GmbH (Emil Frey),1,Small_buyer,1,9,5,0,1,0,0,0,1,1,0,0,0,0,1,1234
"Josef Hitzinger FAHRZEUGHANDEL, Inh Josef Hitzinger",2,Small_buyer,1,8,9,0,0.5,0.5,0,0,1,1,0,0,0,0,1,3587
F.H. SKUP - SPRZEDAŻ SAMOCHODÓW ANDRZEJ JEGIER,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,518
AUTOPLUS AG,11,Small_buyer,4,9,8,1,0,0,0.090909091,0.636363636,0.272727273,0.636363636,0.363636364,0,0.181818182,0.818181818,0,848.5454545
Autohaus Gernsheim GmbH,1,Small_buyer,1,9,4,1,0,0,0,0,1,1,0,0,0,0,1,1286
"Desplenter, Jonas Desplenter",2,Small_buyer,1,9,3,1,0,0,0.5,0.5,0,0,1,0,1,0,0,624
DEN MOTORS,7,Small_buyer,3,4,9,0,0,1,0,0.571428571,0.428571429,0.428571429,0.571428571,0,0,0,1,999.4285714
Saharlenko Darina,1,Small_buyer,1,8,2,0,1,0,0,1,0,0,0,1,1,0,0,1161
Usługi transportowe Mateusz Kaczyński,1,Small_buyer,1,5,2,0,1,0,1,0,0,0,1,0,1,0,0,240
SASU GARAGE LENICA,10,Small_buyer,4,7,7,0.8,0.1,0.1,0.6,0.3,0.1,0.7,0.3,0,0.7,0.2,0.1,507.9
"Sifayin Automobile, Inh. Zehra Sifayin",13,Small_buyer,4,6,9,0.615384615,0.307692308,0.076923077,0.153846154,0.461538462,0.384615385,0.538461538,0.461538462,0,0.307692308,0.384615385,0.307692308,-772.2307692
MLV-CAR SALES KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,6,Small_buyer,3,7,5,0.333333333,0.5,0.166666667,0.333333333,0.666666667,0,0.166666667,0.166666667,0.666666667,0.5,0.5,0,388.6666667
SLP Roadsters,5,Small_buyer,3,7,4,1,0,0,1,0,0,0.2,0.8,0,1,0,0,285.6
SUPERCAR S.R.L.,5,Small_buyer,3,7,7,1,0,0,0,0.4,0.6,1,0,0,0.2,0.4,0.4,782
W W BOSMA,5,Small_buyer,3,7,7,0.8,0,0.2,0,0.6,0.4,0.8,0.2,0,0,0.6,0.4,-434.2
"Fahrzeughandel - Thiel, Inh. Sebastian Thiel",1,Small_buyer,1,10,3,1,0,0,0,0,1,1,0,0,0,1,0,859
NI-GA-RI Autohandelsgesellschaft mbH,1,Small_buyer,1,9,5,1,0,0,0,0,1,1,0,0,0,0,1,1177
"Brumm Autohandel, Inh. Marina Brumm",1,Small_buyer,1,10,2,1,0,0,1,0,0,0,1,0,1,0,0,394
Vladimír Grasser,2,Small_buyer,1,7,2,0.5,0.5,0,1,0,0,0,0,1,1,0,0,268.5
Josef Škoula,1,Small_buyer,1,10,3,1,0,0,0,0,1,1,0,0,0,1,0,790
AUTO KTS ABOUT CARS S.R.L.,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,262
KORN TAMÁS,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,0,1,1,0,0,281
"Kfz-Meisterbetrieb Karlheinz Wunder, Inh. Karlheinz Wunder",4,Small_buyer,2,6,6,0.75,0.25,0,0,1,0,0.5,0.5,0,0,0.5,0.5,177.75
GRIMM AUTO 14,2,Small_buyer,1,8,5,0.5,0.5,0,0.5,0,0.5,0,1,0,0.5,0,0.5,542.5
"MR AARTS, GUSTAAF",8,Small_buyer,3,8,7,1,0,0,0.125,0.125,0.75,1,0,0,0.125,0.5,0.375,584.125
BVBA INTERMOTORS,20,Medium_buyer,6,3,9,1,0,0,0,0.7,0.3,0.9,0.1,0,0.1,0.55,0.35,936.15
"Spezial Autopflege, Inh. Ismail Hakki Mengi",2,Small_buyer,1,10,4,0,1,0,0,1,0,0,0.5,0.5,0,1,0,1010.5
AB Metal Recycling s.r.o.,1,Small_buyer,1,10,4,1,0,0,1,0,0,0,1,0,0,0,1,717
Robert-Ioan Agrigoroaei,1,Small_buyer,1,9,2,1,0,0,1,0,0,1,0,0,1,0,0,777
AUTO-SIERO V.O.F.,4,Small_buyer,2,4,8,0.5,0,0.5,0,0,1,0.5,0.5,0,0,0,1,2153
GARAGE MALABRE SARL,3,Small_buyer,2,5,6,0.333333333,0.666666667,0,0,0.333333333,0.666666667,0.333333333,0.666666667,0,0,0.333333333,0.666666667,1034.333333
"Herscheider Autohaus, Inh. Marcel Hinz",83,Top_buyer,9,1,10,0.855421687,0.144578313,0,0.506024096,0.457831325,0.036144578,0.746987952,0.253012048,0,0.710843373,0.253012048,0.036144578,598.060241
The Carage GmbH,1,Small_buyer,1,5,6,0,0,1,0,0,1,1,0,0,0,0,1,1739
"M.A.Motors, Inh. Blasko Zeko",2,Small_buyer,1,7,9,0,0,1,0,0,1,1,0,0,0,0,1,-220
"Autozentrum Schräpler, Inh. Serpil Künbül-Acik",48,Medium_buyer,8,9,10,0.416666667,0.375,0.208333333,0.4375,0.520833333,0.041666667,0.333333333,0.479166667,0.1875,0.520833333,0.270833333,0.208333333,388.2083333
SERGIO CABRERA SOTO,1,Small_buyer,1,4,4,0,1,0,0,0,1,0,1,0,0,0,1,2951
LOIR EST AUTOMOBILES,1,Small_buyer,1,8,4,0,0,1,1,0,0,0,1,0,0,0,1,-1271
"Outlet Automobile, Inh. Halil Demir",6,Small_buyer,3,6,6,0.333333333,0.666666667,0,0.166666667,0.833333333,0,0.333333333,0.666666667,0,0,1,0,452.3333333
BLACK CAR CONSULTING,1,Small_buyer,1,6,8,0,0,1,0,0,1,1,0,0,0,0,1,1950
AUTOBEDRIJF AANTJES-HOFMAN,3,Small_buyer,2,8,6,0.666666667,0.333333333,0,0,0,1,0.666666667,0.333333333,0,0,0,1,1166.666667
"CARCOM, s.r.o",1,Small_buyer,1,10,3,1,0,0,0,1,0,0,1,0,0,1,0,711
Auto 06,136,Top_buyer,9,1,9,1,0,0,0.338235294,0.661764706,0,0.242647059,0.757352941,0,1,0,0,398.8823529
GABIMAR CARS SRL,1,Small_buyer,1,9,3,1,0,0,0,1,0,0,0,1,0,1,0,651
KK Project Oy,1,Small_buyer,1,10,2,0,1,0,1,0,0,0,0,1,1,0,0,259
GARAGE MAD'100,1,Small_buyer,1,9,2,1,0,0,0,1,0,0,1,0,1,0,0,0
"AUTO DELL, Inh. Muntean Cristian Alin",1,Small_buyer,1,10,2,1,0,0,0,1,0,1,0,0,1,0,0,631
SAMET AUTO,2,Small_buyer,1,9,5,1,0,0,0,0.5,0.5,1,0,0,0,0.5,0.5,373
"Autohaus Thekla, Inh. Lothar Kapust",34,Medium_buyer,7,5,12,0.382352941,0.382352941,0.235294118,0,0,1,1,0,0,0,0.029411765,0.970588235,1511.235294
"Kfz Teile Heinz, Inh. Andre Heinz",1,Small_buyer,1,7,2,1,0,0,1,0,0,0,1,0,1,0,0,539
"S&U Cars, Inh. Sengül Karadag",2,Small_buyer,1,10,4,0.5,0.5,0,0,1,0,0.5,0.5,0,0,0.5,0.5,589
Ebbinghaus Autozentrum GmbH Dortmund Arminiusstraße,1,Small_buyer,1,9,5,1,0,0,0,0,1,1,0,0,0,0,1,200
"Opti-Cars, Inh. Eran Wirnik",5,Small_buyer,3,1,5,0.6,0.4,0,0.4,0.6,0,0.2,0.4,0.4,0.8,0.2,0,280.6
Autotron Exclusive,1,Small_buyer,1,4,9,0,0,1,0,0,1,1,0,0,0,0,1,1950
Auto Projekt Centrum s.r.o,30,Medium_buyer,7,3,9,0.4,0.5,0.1,0.2,0.766666667,0.033333333,0.033333333,0.4,0.566666667,0.166666667,0.7,0.133333333,818.8
RUNI 07 - OOD,14,Small_buyer,4,7,7,0.571428571,0.357142857,0.071428571,0.571428571,0.428571429,0,0.071428571,0.357142857,0.571428571,0.785714286,0.142857143,0.071428571,556.0714286
Lorenz Recycling GmbH & Go.KG,565,Top_buyer,9,3,9,0.961061947,0.038938053,0,0.994690265,0.005309735,0,0.09380531,0.559292035,0.346902655,1,0,0,94.14336283
"Memo-Automobile, Yagmur Muhammed Ali, Kücükfirat Mehmet GbR",1,Small_buyer,1,8,2,1,0,0,0,1,0,0,1,0,1,0,0,617
BUL AVTO 08 - EOOD,19,Medium_buyer,5,1,7,1,0,0,0.105263158,0.894736842,0,0,0.421052632,0.578947368,0.947368421,0.052631579,0,657.7368421
"Kemal Haner Gebrauchtwagenhandel, Inh. Kemal Haner",2,Small_buyer,1,4,3,0.5,0.5,0,1,0,0,0,1,0,1,0,0,596
CARÁCTER MÉTRICO - COMÉRCIO E CONSULTADORIA AUTOMÓVEL LDA,1,Small_buyer,1,9,5,0,1,0,0,0,1,1,0,0,0,0,1,284
M&M Automobile UG (Haftungsbeschränkt),5,Small_buyer,3,10,2,0.8,0.2,0,1,0,0,0,1,0,1,0,0,135.4
Elegance Transporte UG,1,Small_buyer,1,10,3,1,0,0,0,1,0,1,0,0,0,1,0,842
Caracciolo & Say GbR,2,Small_buyer,1,9,4,0.5,0.5,0,0,1,0,0,1,0,0,1,0,839
Procar Automobile Münsterland GmbH - Filiale Münster,1,Small_buyer,1,9,7,0,0,1,0,0,1,1,0,0,0,0,1,2015
Autohaus Heiter GmbH,20,Medium_buyer,6,10,9,0.9,0.1,0,0,0.7,0.3,1,0,0,0,0.75,0.25,159.9
FORMARCO - FORMAÇÃO E SERVIÇOS LDA,1,Small_buyer,1,10,4,1,0,0,0,0,1,0,1,0,0,0,1,373
SK Automobile UG,1,Small_buyer,1,8,3,1,0,0,0,1,0,0,1,0,0,1,0,338
"Schmidt Automobile, Inh. Eugen Schmidt",5,Small_buyer,3,3,5,1,0,0,0,1,0,0,1,0,0.8,0.2,0,784.8
AUTO - P VIEIRA LOPES UNIPESSOAL LDA,2,Small_buyer,1,9,4,1,0,0,0,1,0,0.5,0.5,0,0,1,0,691.5
GIANNOS GEORG EUSTATHIOS,3,Small_buyer,2,8,4,1,0,0,0,1,0,0,0.666666667,0.333333333,0.666666667,0,0.333333333,793
"Breitenbach, Inh. Boris Breitenbach",1,Small_buyer,1,9,2,1,0,0,1,0,0,0,0,1,1,0,0,272
Auto Eder GmbH,18,Medium_buyer,5,7,10,0.5,0.388888889,0.111111111,0,0.111111111,0.888888889,0.888888889,0.111111111,0,0,0.111111111,0.888888889,1439.388889
VP AUTOSELECTION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,22,Medium_buyer,6,1,7,0.954545455,0.045454545,0,0.636363636,0.318181818,0.045454545,0.045454545,0.181818182,0.772727273,0.954545455,0,0.045454545,503.4090909
Shuliar Yurii,9,Small_buyer,3,8,3,1,0,0,0.888888889,0.111111111,0,0,0.444444444,0.555555556,1,0,0,245.8888889
R Betons SIA,4,Small_buyer,2,5,6,0,1,0,0,1,0,0,0.25,0.75,0,0.25,0.75,433.5
RZ Cars & Bikes UG,3,Small_buyer,2,6,2,1,0,0,1,0,0,0.333333333,0.666666667,0,1,0,0,474.6666667
Automobile Hansen Langballig e.K.,3,Small_buyer,2,8,3,1,0,0,1,0,0,0,0.333333333,0.666666667,1,0,0,-264.6666667
"Jürgen Stark Automobile, Inh. Jürgen Stark",6,Small_buyer,3,10,6,1,0,0,0,1,0,0.833333333,0,0.166666667,0.166666667,0.666666667,0.166666667,546.1666667
"Roshandel SJR Management , Inh.: Samir Roshandel",7,Small_buyer,3,7,4,0.857142857,0.142857143,0,0.857142857,0.142857143,0,0.285714286,0.714285714,0,1,0,0,279
GGT-AUTO - EOOD,5,Small_buyer,3,6,4,1,0,0,0.8,0.2,0,0,0.6,0.4,1,0,0,441
CRISAUTO - SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,1,Small_buyer,1,10,2,1,0,0,0,1,0,1,0,0,1,0,0,512
GARAGE MARTINEAU,13,Small_buyer,4,1,10,0.615384615,0.384615385,0,0,0,1,1,0,0,0,0,1,1445.846154
SMIRIS ATHANASIOS HRISTOS,1,Small_buyer,1,3,3,1,0,0,0,1,0,0,1,0,0,1,0,941
PACO AUTOMOTIVE S.R.L.,1,Small_buyer,1,10,4,0,1,0,0,1,0,0,1,0,0,0,1,90
FOURRINGCARS HUNGARY KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,1,Small_buyer,1,3,3,0,1,0,0,1,0,0,0,1,0,1,0,1006
"Mamusha-Automobile, Inh. Armend Mamusha",7,Small_buyer,3,7,6,0.857142857,0,0.142857143,0,1,0,0,0.428571429,0.571428571,0.142857143,0.857142857,0,314.5714286
B-DEMS AUTO OOD,1,Small_buyer,1,8,3,0,1,0,0,1,0,0,1,0,0,1,0,-440
"""MG"" - PHU MARIUSZ GNOZA",23,Medium_buyer,6,6,5,0.913043478,0.086956522,0,0.782608696,0.217391304,0,0.043478261,0.52173913,0.434782609,0.913043478,0.086956522,0,274.3478261
KRITÁN KERESKEDELMI ÉS SZOLGÁLTATÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,18,Medium_buyer,5,6,7,1,0,0,0.222222222,0.777777778,0,0.166666667,0.833333333,0,0.666666667,0.333333333,0,483.6666667
PUGLISI ANTONIO,1,Small_buyer,1,9,4,0,1,0,1,0,0,1,0,0,0,0,1,0
BVBA CC-CARS,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,418
Pavla Barešová,2,Small_buyer,1,7,4,1,0,0,0,1,0,0,1,0,0,1,0,852
UAB Damtransa,2,Small_buyer,1,9,3,1,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,777
VACAUTO,18,Medium_buyer,5,6,9,0.277777778,0.555555556,0.166666667,0.555555556,0.444444444,0,0.222222222,0.777777778,0,0.333333333,0.666666667,0,582.5
IDIR ALI,1,Small_buyer,1,5,4,1,0,0,0,0,1,1,0,0,0,0,1,434
PRIME CAR FACTORY KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,1,Small_buyer,1,10,4,0,1,0,0,0,1,0,1,0,0,0,1,1151
AVANTCAR AUTO Korlátolt Felelősségű Társaság,10,Small_buyer,4,5,4,1,0,0,0.6,0.4,0,0,0.2,0.8,0.9,0.1,0,357.9
Eden Automobiles,1,Small_buyer,1,3,3,1,0,0,0,1,0,1,0,0,0,1,0,311
H&M Automobile GmbH,8,Small_buyer,3,7,9,0.875,0,0.125,0.125,0.125,0.75,0.875,0.125,0,0,0.25,0.75,763.25
"Auto Ludwig Schütz, Inh. Ludwig Schütz",1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,410
SHEVCHUK OLEG  Individual Entrepreneur,4,Small_buyer,2,3,3,1,0,0,0,1,0,0,0.25,0.75,1,0,0,288
UAB AUTOPATRULIS,1,Small_buyer,1,10,5,0,0,1,0,0,1,0,1,0,0,0,1,560
Mikesautos,21,Medium_buyer,6,6,10,0.523809524,0.285714286,0.19047619,0,0.285714286,0.714285714,0.952380952,0.047619048,0,0,0.047619048,0.952380952,1089.238095
CLASS'AUTO,3,Small_buyer,2,8,6,0.333333333,0.666666667,0,0,0.333333333,0.666666667,1,0,0,0,0,1,931
"AGA Automobile, Inh. Hamood Bashar Faisal",1,Small_buyer,1,8,4,1,0,0,0,1,0,0,1,0,0,0,1,1312
AMF - PETROLIMA LDA,6,Small_buyer,3,8,9,1,0,0,0,0,1,1,0,0,0,0,1,725.1666667
City-Car-Heide GmbH & Co. KG,3,Small_buyer,2,9,7,0.333333333,0.666666667,0,0,0.333333333,0.666666667,1,0,0,0,0,1,1340
GLOBAL AUTOMOTIVE,7,Small_buyer,3,3,9,0.428571429,0.285714286,0.285714286,0,0.428571429,0.571428571,0.571428571,0.428571429,0,0.142857143,0,0.857142857,1060.428571
JESUS CRESPO UCHA,3,Small_buyer,2,10,4,0.666666667,0.333333333,0,0,1,0,0,1,0,0.666666667,0.333333333,0,484.6666667
Rizek Best Car Kft.,7,Small_buyer,3,7,5,1,0,0,0.714285714,0.142857143,0.142857143,0.142857143,0.857142857,0,0.857142857,0,0.142857143,498.8571429
"EXCLUSIVE, vl. Dario Supan",2,Small_buyer,1,10,3,1,0,0,0,1,0,0,1,0,0.5,0.5,0,229.5
MK - AUTO SERWIS NAPRAWA SAMOCHODÓW Sebastian Koźbiał,1,Small_buyer,1,10,5,0,0,1,1,0,0,0,1,0,0,0,1,963
"KeyMotors, Inh. Ismail Ferhat Keysan",1,Small_buyer,1,9,3,1,0,0,0,1,0,0,1,0,0,1,0,316
"AS Motorradtechnik, Inh. Andreas Salterberg",1,Small_buyer,1,9,5,0,0,1,0,0,1,1,0,0,0,0,1,571
Ralf Rossmann,3,Small_buyer,2,5,6,0.666666667,0.333333333,0,0,0.333333333,0.666666667,0,1,0,0,0,1,530.6666667
Gül Motoren GmbH,8,Small_buyer,3,6,7,0.375,0.5,0.125,0.375,0.5,0.125,0.375,0.625,0,0.25,0.5,0.25,-49.5
Jaroslav Pobořil,2,Small_buyer,1,5,3,1,0,0,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,716
David Chromec,13,Small_buyer,4,4,7,1,0,0,0,1,0,0.076923077,0.769230769,0.153846154,0.538461538,0.461538462,0,622.3846154
MADLUS s.r.o.,3,Small_buyer,2,7,8,0,0.333333333,0.666666667,0,0.666666667,0.333333333,0,1,0,0,0,1,1185.666667
RS MOTO d.o.o.,3,Small_buyer,2,10,6,0,0.666666667,0.333333333,0,0.666666667,0.333333333,0.333333333,0.333333333,0.333333333,0,0.333333333,0.666666667,290
Auto-Centrum ApS,54,Top_buyer,8,4,12,0.018518519,0.111111111,0.87037037,0,0,1,1,0,0,0,0,1,666.8333333
Šárka Lajgotová,4,Small_buyer,2,4,3,1,0,0,0.75,0.25,0,0,0.75,0.25,1,0,0,506.75
ANCARS,2,Small_buyer,1,10,4,0.5,0.5,0,0,1,0,0,1,0,0.5,0.5,0,817.5
V.O.F. Carstore Apeldoorn,3,Small_buyer,2,10,2,1,0,0,0,1,0,0.333333333,0.666666667,0,1,0,0,653
JUDr. Dušan Mikuláš - (červienka forza-alfa),1,Small_buyer,1,8,2,0,0,1,1,0,0,0,1,0,1,0,0,438
