company,cars_bought,type_buyer,frequency,recency,monetary,share_low_hp,share_medium_hp,share_high_hp,share_old_,share_m_age,share_recent_,share_low_mileage,share_medium_mileage,share_high_mileage,share_less_5k,share_5k_10k_,share_over_10k_,profit_per_car
"Motor-Car Bratislava, spol.s r.o.",5,Small_buyer,3,10,9,0.4,0.2,0.4,0,0.4,0.6,0.2,0.8,0,0,0.2,0.8,497.8
"""EXPORTIN""Ltd",2,Small_buyer,1,6,4,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,1,0,1314.5
ALAIN GUYOT,1,Small_buyer,1,4,5,0,0,1,0,0,1,0,1,0,0,0,1,856
DIRECT LLC,1,Small_buyer,1,9,2,1,0,0,0,1,0,0,0,1,1,0,0,581
Auto-Treff24 GmbH,17,Medium_buyer,5,3,9,0.764705882,0.235294118,0,0,0.764705882,0.235294118,1,0,0,0,0.411764706,0.588235294,1187.470588
"AUTO Šafránek, s.r.o.",2,Small_buyer,1,6,4,0.5,0.5,0,0.5,0.5,0,1,0,0,0.5,0,0.5,-96
EURL CRAZY CARS,2,Small_buyer,1,7,6,1,0,0,0,0,1,1,0,0,0,0,1,1248.5
PRECEITO RADICAL - AUTOMOVEIS UNIPESSOAL LDA,2,Small_buyer,1,10,4,0.5,0.5,0,0.5,0.5,0,0,1,0,0.5,0,0.5,717
Elton Markeçi,1,Small_buyer,1,1,2,1,0,0,1,0,0,0,0,1,1,0,0,356
"Robs Gebrauchtwagen, Inh. Robert Schäfer",1,Small_buyer,1,3,2,1,0,0,0,1,0,0,1,0,1,0,0,637
LD CARROSSERIE,1,Small_buyer,1,8,3,1,0,0,0,0,1,1,0,0,0,1,0,730
DEX N.V.,5,Small_buyer,3,6,8,1,0,0,0,0,1,1,0,0,0,0,1,1227.2
GARAGE MOREAU,4,Small_buyer,2,5,7,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,1289
TOP CARMAX S.R.L.,1,Small_buyer,1,10,2,0,1,0,1,0,0,0,0,1,1,0,0,0
BVBA GARAGE DOCHY,5,Small_buyer,3,5,7,0.8,0.2,0,0,0.8,0.2,1,0,0,0,0.6,0.4,733.4
"Carport-Seckmauern, Inh. Andreas Verst",1,Small_buyer,1,6,2,1,0,0,0,1,0,0,1,0,1,0,0,648
ScorpRus OÜ,2,Small_buyer,1,6,6,0,0.5,0.5,0,1,0,0,0.5,0.5,0,0,1,-396
"Meeuwissen, Gérard",3,Small_buyer,2,8,7,0.333333333,0.666666667,0,0,0,1,1,0,0,0,0,1,890.6666667
"YE Cars, Inh. Yasin Ersoy",19,Medium_buyer,5,3,10,0.105263158,0.789473684,0.105263158,0,0.210526316,0.789473684,0.578947368,0.421052632,0,0,0,1,1769.842105
Gertho Automotive BVBA,11,Small_buyer,4,1,9,1,0,0,0,0.363636364,0.636363636,1,0,0,0,0,1,1241.363636
R-SPEED s.r.o.,1,Small_buyer,1,10,3,0,1,0,0,1,0,0,0,1,0,1,0,715
Maximall s.r.o.,1,Small_buyer,1,8,3,0,1,0,0,1,0,0,1,0,0,1,0,872
AUTOHAUS Paris,1,Small_buyer,1,7,2,1,0,0,0,1,0,1,0,0,1,0,0,240
"Auto Service E. Laukert, Inh. Erwin Laukert",3,Small_buyer,2,10,4,0,0.666666667,0.333333333,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.333333333,0.666666667,0,-49.66666667
Garage Pierre-à-Voir SA,2,Small_buyer,1,10,6,0.5,0.5,0,0,0,1,0.5,0.5,0,0,0,1,604
Avtoserviz Yanev OOD,6,Small_buyer,3,8,4,0.166666667,0.5,0.333333333,0.833333333,0.166666667,0,0,0,1,1,0,0,430.5
DEALER AUTOBIAS BUCUREŞTI S.R.L.,54,Top_buyer,8,1,11,0.259259259,0.722222222,0.018518519,0.018518519,0.888888889,0.092592593,0.018518519,0.5,0.481481481,0.074074074,0.425925926,0.5,1113.740741
"BARABAN INVEST, s.r.o.",9,Small_buyer,3,7,7,0.333333333,0.666666667,0,0,0.888888889,0.111111111,0,0.444444444,0.555555556,0.111111111,0.777777778,0.111111111,742.5555556
UAB SIMILIT,1,Small_buyer,1,10,6,0,0,1,0,0,1,0,1,0,0,0,1,749
Patrik Roman,1,Small_buyer,1,3,4,1,0,0,0,0,1,0,0,1,0,0,1,505
Jawad Cars,1,Small_buyer,1,9,3,1,0,0,0,1,0,0,1,0,0,1,0,749
SAS JUSTET - GARAGE DE LA PLACE,9,Small_buyer,3,1,9,0.444444444,0.333333333,0.222222222,0,0.111111111,0.888888889,1,0,0,0,0.222222222,0.777777778,624.8888889
Robert Junior KFZ,1,Small_buyer,1,9,3,1,0,0,0,1,0,1,0,0,0,1,0,770
"HS Autopark Dresden, Inh. Hisham Samin",24,Medium_buyer,6,1,7,0.875,0.125,0,0.666666667,0.333333333,0,0.041666667,0.75,0.208333333,0.958333333,0.041666667,0,377.3333333
SASU CNA 06,3,Small_buyer,2,9,6,1,0,0,0,0.666666667,0.333333333,0.666666667,0.333333333,0,0,0,1,735
FIRMA HANDLOWO-USŁUGOWA KATARZYNA CZAPSKA,2,Small_buyer,1,9,2,1,0,0,0.5,0.5,0,0,1,0,1,0,0,288.5
"Autohaus Björn Pfeiffer, Inh. Björn Pfeiffer",2,Small_buyer,1,8,5,1,0,0,0,0,1,1,0,0,0,0,1,475.5
"Auto Stolz, Ihn. Clemens Stolz",1,Small_buyer,1,10,2,1,0,0,1,0,0,0,1,0,1,0,0,247
"Auto World, Inh. Dmitri Zirk",1,Small_buyer,1,4,4,0,1,0,0,1,0,0,1,0,0,0,1,781
Autobedrijf Jan de Croon b.v.,1,Small_buyer,1,10,4,0,1,0,0,1,0,0,1,0,0,0,1,97
"BM-Exclusive, Inh. Bernhard Muhlenbeck",12,Small_buyer,4,6,5,0.916666667,0.083333333,0,0.416666667,0.583333333,0,0,1,0,0.916666667,0.083333333,0,368.4166667
"Auto-Center-Misburg, Inh. Nur Abdul Khamid",37,Medium_buyer,7,3,8,0.945945946,0.054054054,0,0.72972973,0.27027027,0,0.243243243,0.756756757,0,0.945945946,0.054054054,0,506
Kronemeyer Autohaus GmbH,2,Small_buyer,1,8,5,1,0,0,0,0.5,0.5,1,0,0,0,0.5,0.5,757.5
Autoglas van der Burg,1,Small_buyer,1,10,3,1,0,0,0,1,0,1,0,0,0,1,0,740
HAMZA MOTORS DOOEL Skopje,3,Small_buyer,2,6,2,1,0,0,0,1,0,0,0.333333333,0.666666667,1,0,0,287
AutomotiveHome,4,Small_buyer,2,5,6,0.25,0.25,0.5,0,1,0,0,0.75,0.25,0,0.75,0.25,804
LM AUTO,1,Small_buyer,1,6,2,1,0,0,0,1,0,1,0,0,1,0,0,809
AUTÓKÉK Korlátolt Felelősségű Társaság,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,0,1,1,0,0,151
"Danny Autohandel, Inh. Ionel-Danut Chiriac",2,Small_buyer,1,4,5,0,1,0,0,1,0,0,1,0,0,0,1,1268
D i S Grup SOZOPOL EOOD,2,Small_buyer,1,8,4,0.5,0.5,0,0,1,0,0,1,0,0,1,0,350.5
Autopuls SuO GmbH,1,Small_buyer,1,10,7,0,0,1,0,0,1,1,0,0,0,0,1,1407
LEON AUTÓ Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,2,Small_buyer,1,8,4,1,0,0,0,1,0,0,0.5,0.5,0.5,0.5,0,959
FUEL PERFORMANCE ENGINEERING,1,Small_buyer,1,9,6,0,0,1,0,0,1,0,1,0,0,0,1,765
Autohaus Schiffner Gesellschaft m.b.H.,6,Small_buyer,3,8,9,1,0,0,0,0,1,0.833333333,0.166666667,0,0,0,1,1234
Autohaus Härtel GmbH - Braunschweig,10,Small_buyer,4,6,9,0.8,0.2,0,0,0,1,1,0,0,0,0.1,0.9,1196.4
AUTO-HANDEL DARIUSZ GAWLIK,21,Medium_buyer,6,6,5,1,0,0,0.523809524,0.476190476,0,0,0.428571429,0.571428571,1,0,0,345.1904762
Bc. Filip Nesét,30,Medium_buyer,7,5,10,0.633333333,0.366666667,0,0,0.8,0.2,0.166666667,0.6,0.233333333,0.033333333,0.433333333,0.533333333,1063.3
Emine Kulaoglu,20,Medium_buyer,6,7,4,1,0,0,0.9,0.1,0,0.05,0.9,0.05,1,0,0,323.7
Szabó Gábor E.V.,2,Small_buyer,1,4,4,1,0,0,0,1,0,0,0.5,0.5,0,1,0,774.5
Andrėjus Bezuško V.L.,1,Small_buyer,1,8,2,1,0,0,1,0,0,0,1,0,1,0,0,12
Tadeáš Nedvídek,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,663
"Auto Stich, Inh. Willi Stich",2,Small_buyer,1,8,7,0.5,0.5,0,0,0,1,1,0,0,0,0,1,916
BARTŁOMIEJ WARZECHA FIRMA HANDLOWO-USŁUGOWA AUTOBARTEX,2,Small_buyer,1,10,5,1,0,0,0,0.5,0.5,0,1,0,0,0.5,0.5,899
GESTIMABEL SL,1,Small_buyer,1,10,2,0,1,0,1,0,0,0,1,0,1,0,0,511
Bon Voyage SIA,1,Small_buyer,1,10,4,1,0,0,0,1,0,1,0,0,0,0,1,994
"oz81automobile, Inh. Hayati Özüoglu",3,Small_buyer,2,8,3,0.333333333,0.666666667,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0,1,0,0,609.6666667
GARAGE DU HAIRY,1,Small_buyer,1,6,2,1,0,0,0,1,0,1,0,0,1,0,0,433
GREEN LIFE DAWID KOWALCZYK,7,Small_buyer,3,7,5,0.285714286,0.571428571,0.142857143,0.571428571,0.285714286,0.142857143,0,0.428571429,0.571428571,0.714285714,0.285714286,0,-819.5714286
"Autopark-Bayreuth H. Hoereth, Inh. Harald Höreth",8,Small_buyer,3,7,9,0.625,0.375,0,0,1,0,0.75,0.25,0,0,0.125,0.875,972.875
Öge Automobile,8,Small_buyer,3,3,5,0.875,0.125,0,0.5,0.5,0,0,1,0,0.75,0.25,0,439.75
"Exclusive Dealer Cars, D. Hulle",3,Small_buyer,2,7,5,1,0,0,0,0.666666667,0.333333333,0.666666667,0.333333333,0,0.333333333,0,0.666666667,761.6666667
MILE AUTO EOOD,2,Small_buyer,1,10,4,0,1,0,0,1,0,0,0,1,0,1,0,-993.5
Ébferti KFT,1,Small_buyer,1,10,2,1,0,0,1,0,0,0,1,0,1,0,0,521
ALEN SULEJ - 1A AVTO D.O.O.,1,Small_buyer,1,10,6,0,0,1,0,0,1,0,1,0,0,0,1,1573
SORTIS OPREMA d.o.o.,6,Small_buyer,3,8,4,0.833333333,0.166666667,0,0.333333333,0.5,0.166666667,0,0.833333333,0.166666667,0.666666667,0.333333333,0,403.5
"GILITAKAR, UNIPESSOAL LDA",1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,909
HAY MOTORS Ltd,1,Small_buyer,1,5,3,0,1,0,0,1,0,0,0,1,0,1,0,1451
MICLAB LEASE SMART SRL-D,2,Small_buyer,1,1,4,1,0,0,0,1,0,0,1,0,0.5,0,0.5,705
BUICO GIUSEPPE,1,Small_buyer,1,9,3,1,0,0,0,1,0,1,0,0,0,1,0,1189
SODRIVE,1,Small_buyer,1,9,4,1,0,0,0,1,0,1,0,0,0,0,1,935
KLETSOR VITALII-PAVLO,1,Small_buyer,1,6,2,1,0,0,0,1,0,0,0,1,1,0,0,687
VPA POWER KERESKEDELMI ÉS SZOLGÁLTATÓ KFT,2,Small_buyer,1,5,2,1,0,0,0,1,0,0,0.5,0.5,1,0,0,191.5
Porsche Zentrum Heilbronn PZ Sportwagen Vertriebs-GmbH,1,Small_buyer,1,9,9,0,0,1,0,0,1,1,0,0,0,0,1,3364
"Jungwagen Center Münster , Inh. Andrei. Dvorkin",2,Small_buyer,1,9,5,1,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0,0.5,504.5
"Konrat Automobile, Inh. Marina Konrat",6,Small_buyer,3,5,6,0.833333333,0.166666667,0,0,1,0,0.5,0.5,0,0,0.833333333,0.166666667,414.1666667
"DB-Automobile, Inh. Sedat Demir",12,Small_buyer,4,1,9,0.083333333,0.5,0.416666667,0.25,0.583333333,0.166666667,0.166666667,0.833333333,0,0.25,0.166666667,0.583333333,510.0833333
AUTO HURT Katarzyna Kępczyńska,1,Small_buyer,1,7,2,1,0,0,1,0,0,0,1,0,1,0,0,196
Scars SARL,1,Small_buyer,1,8,3,0,0,1,1,0,0,0,1,0,0,1,0,-3172
WMP-Automobile,1,Small_buyer,1,8,1,1,0,0,1,0,0,1,0,0,1,0,0,61
Autocentrumbb s.r.o.,1,Small_buyer,1,10,4,0,1,0,0,0,1,0,1,0,0,0,1,1238
ALLIANCE AUTO ALEXANDRE,1,Small_buyer,1,10,6,0,0,1,0,1,0,0,1,0,0,0,1,916
Business Move SIA,4,Small_buyer,2,7,4,0.75,0.25,0,0.75,0.25,0,0,0,1,0.75,0.25,0,553.75
F.R.P. KRONGSM SERVICE S.R.L.,2,Small_buyer,1,7,3,0.5,0.5,0,0,1,0,0,0,1,1,0,0,844
RÁCZ AUTÓHÁZ Kft.,5,Small_buyer,3,9,4,1,0,0,0.6,0.4,0,0.2,0.8,0,1,0,0,473.4
Auto Saxe Niederlassung der Weller GmbH & Co. KG - Leipzig-West,2,Small_buyer,1,9,6,0.5,0.5,0,0,0,1,1,0,0,0,0,1,1670
ROBERT AUTOHAUS SRL-D,4,Small_buyer,2,9,4,0.25,0.75,0,0.75,0.25,0,0,0,1,0.75,0.25,0,493
MELNYK SERHII,1,Small_buyer,1,5,2,1,0,0,1,0,0,0,1,0,1,0,0,547
Islandhalom Kft.,1,Small_buyer,1,10,4,0,1,0,0,0,1,0,1,0,0,0,1,941
"Yaman Automobile, Inh. Emin Yaman",1,Small_buyer,1,10,3,0,1,0,0,1,0,0,1,0,0,1,0,598
N-CONCEPT AUTO,1,Small_buyer,1,10,5,0,0,1,0,0,1,0,1,0,0,0,1,966
SPORTAUTO GIARRE S.R.L.,3,Small_buyer,2,7,7,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0,0.333333333,0.666666667,0,0,0,1,-785.3333333
Autohaus Müller Eilenburg GmbH,18,Medium_buyer,5,8,10,0.055555556,0.555555556,0.388888889,0,0.222222222,0.777777778,1,0,0,0,0,1,581.8888889
Garage Vandeputte,2,Small_buyer,1,7,7,0,1,0,0,0,1,1,0,0,0,0,1,1797
"Mk Autoservice & Kfz Handel, Inh. Hakan Kahraman",4,Small_buyer,2,6,5,0.5,0.5,0,0.25,0.75,0,0.25,0.5,0.25,0.5,0,0.5,264.5
R.W.S. Autohaus Wilmersdorf e.K.,4,Small_buyer,2,4,9,0.75,0,0.25,0,0,1,1,0,0,0,0,1,1247
AB SIGNATURE,4,Small_buyer,2,9,8,0.25,0.5,0.25,0,0.25,0.75,1,0,0,0,0.25,0.75,-177.5
Renneks Kaubandus OÜ,7,Small_buyer,3,6,6,1,0,0,0.428571429,0.571428571,0,0.285714286,0.571428571,0.142857143,0.571428571,0.428571429,0,143.7142857
"PPM, s.r.o.",1,Small_buyer,1,9,4,0,1,0,0,1,0,0,1,0,0,0,1,1008
"ELBE AUTOGALERIE, Inh. Arash Wakilzadeh",1,Small_buyer,1,10,3,0,1,0,0,1,0,0,1,0,0,1,0,936
DUARTE & C II LDA,1,Small_buyer,1,10,2,1,0,0,0,0,1,0,1,0,1,0,0,469
AUTO RULATE COS S.R.L.,94,Top_buyer,9,5,10,0.872340426,0.127659574,0,0.138297872,0.808510638,0.053191489,0.010638298,0.670212766,0.319148936,0.617021277,0.319148936,0.063829787,665.0212766
"Schirren & Wacker Automobile, Inh. Friedemann Schirren",1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,666
Baan Twente,4,Small_buyer,2,10,7,0.25,0.75,0,0,0.25,0.75,0.75,0.25,0,0,0.25,0.75,760.5
AUTOBEDRIJF GRASSERE B.V.,1,Small_buyer,1,8,5,1,0,0,0,0,1,1,0,0,0,0,1,1874
AJX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1,Small_buyer,1,10,1,1,0,0,1,0,0,0,1,0,1,0,0,228
GROUPE SAVY - JURA - Lons - BMW MINI,3,Small_buyer,2,8,9,0,0.333333333,0.666666667,0,0,1,1,0,0,0,0,1,273.6666667
Autohaus Gallersdörfer GmbH & Co.KG,6,Small_buyer,3,3,8,0.833333333,0.166666667,0,0,0.166666667,0.833333333,1,0,0,0,0.333333333,0.666666667,430.6666667
Lumex GmbH,6,Small_buyer,3,6,6,0.5,0.333333333,0.166666667,0.333333333,0.333333333,0.333333333,0.333333333,0.166666667,0.5,0.333333333,0.5,0.166666667,468.1666667
AUTO PARK PLAZA SRL,1,Small_buyer,1,8,3,1,0,0,0,1,0,0,1,0,0,1,0,-230
MJJ Consulting Europe Monika Hylla,2,Small_buyer,1,9,4,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0,1,0,334
"Autohandel Henke, Inh. Jan Henke",9,Small_buyer,3,6,4,0.888888889,0.111111111,0,0.555555556,0.444444444,0,0,0.777777778,0.222222222,1,0,0,421.2222222
"L72, s.r.o.",8,Small_buyer,3,3,5,0.625,0.375,0,0.625,0.375,0,0,0.375,0.625,0.625,0.25,0.125,376.875
Marek Makowski Auto - Serwis,2,Small_buyer,1,9,4,1,0,0,0,1,0,0,1,0,0,1,0,639.5
UNIROL Hubert Rembelski,21,Medium_buyer,6,8,6,0.904761905,0.095238095,0,0.428571429,0.571428571,0,0,0.523809524,0.476190476,0.904761905,0.095238095,0,435.9047619
Dipl. Ing. Jorj Colesnicov e.U.,1,Small_buyer,1,8,5,0,1,0,0,0,1,1,0,0,0,0,1,-2890
Autohaus Emrich GmbH,1,Small_buyer,1,10,4,1,0,0,0,0,1,1,0,0,0,0,1,1301
FÚZIÓ 19 AUTÓ KERESKEDELMI ÉS SZOLGÁLTATÓ KFT,2,Small_buyer,1,5,3,0,1,0,0,1,0,0,1,0,1,0,0,744.5
EVO CAR'S 68,2,Small_buyer,1,7,3,1,0,0,0,1,0,1,0,0,0.5,0.5,0,674.5
HJZ TRACT KFT.,15,Medium_buyer,5,8,6,1,0,0,0.266666667,0.733333333,0,0,0.866666667,0.133333333,1,0,0,536.6
MIKLOS L ÎNTREPRINDERE INDIVIDUALĂ,1,Small_buyer,1,6,3,1,0,0,0,1,0,0,1,0,0,1,0,446
Jan Hnilo,9,Small_buyer,3,7,6,1,0,0,0.111111111,0.888888889,0,0.222222222,0.777777778,0,0.777777778,0.222222222,0,701.7777778
J C ROSARIO - AUTOMOVEIS UNIPESSOAL LDA,5,Small_buyer,3,9,4,1,0,0,0.2,0.8,0,0,1,0,1,0,0,489.6
RMK-Auto Oy,6,Small_buyer,3,7,9,0.666666667,0.166666667,0.166666667,0,0.333333333,0.666666667,0.833333333,0.166666667,0,0,0.166666667,0.833333333,56.83333333
Olijve Auto's,1,Small_buyer,1,10,2,1,0,0,0,1,0,1,0,0,1,0,0,319
Auta 24 s.r.o.,20,Medium_buyer,6,4,9,0.55,0.45,0,0,0.75,0.25,0.2,0.8,0,0,0.45,0.55,872.2
"Car Power Taucha, Inh. Maxym Symanovskyy",16,Medium_buyer,5,1,5,1,0,0,0.875,0.125,0,0.1875,0.8125,0,1,0,0,274.4375
NEW CAR DI ANATOLIY DMYTROVYCH KUZYUK,3,Small_buyer,2,5,5,0.333333333,0.666666667,0,0,1,0,0,0.333333333,0.666666667,0,0.666666667,0.333333333,506.3333333
DANIELFMARTINS UNIPESSOAL LDA,1,Small_buyer,1,10,1,1,0,0,0,1,0,0,1,0,1,0,0,-221
P.S.C. OSIJEK D.O.O.,2,Small_buyer,1,9,5,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,452
MOTOAUTO DI TINI GIULIO,26,Medium_buyer,6,1,9,0.961538462,0.038461538,0,0.076923077,0.769230769,0.153846154,0.269230769,0.730769231,0,0.461538462,0.384615385,0.153846154,835.5
Automobiel Service Apeldoorn,49,Medium_buyer,8,1,9,1,0,0,0.040816327,0.87755102,0.081632653,0.224489796,0.775510204,0,0.612244898,0.346938776,0.040816327,872.1428571
Profi Autókereskedelmi Kft.,7,Small_buyer,3,8,5,0.857142857,0.142857143,0,0.142857143,0.857142857,0,0,1,0,0.714285714,0.285714286,0,424.8571429
Autohaus Schnieder am Stadion GmbH & Co. KG (Fritz Schnieder Gruppe),1,Small_buyer,1,10,7,1,0,0,0,0,1,1,0,0,0,0,1,2019
GUALDANI S.R.L.,3,Small_buyer,2,9,5,1,0,0,0,0.333333333,0.666666667,1,0,0,0,0.666666667,0.333333333,1045.666667
Autohaus Braune GmbH,1,Small_buyer,1,8,3,1,0,0,0,0,1,1,0,0,0,1,0,769
ERIC BELLENEY,3,Small_buyer,2,6,2,1,0,0,1,0,0,0.666666667,0.333333333,0,1,0,0,407.3333333
AUTOLAND,3,Small_buyer,2,3,7,0,0.666666667,0.333333333,0.333333333,0,0.666666667,0.666666667,0.333333333,0,0,0.333333333,0.666666667,663.3333333
TONITA TRADE EOOD,4,Small_buyer,2,9,5,1,0,0,0,0,1,0.25,0.75,0,0.25,0.75,0,402.25
Sako Cars B.V.,6,Small_buyer,3,7,8,0.166666667,0.5,0.333333333,0,0.5,0.5,0.333333333,0.666666667,0,0.166666667,0,0.833333333,1293.166667
Arion Auto SIA,3,Small_buyer,2,3,4,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0,0,1,0.666666667,0.333333333,0,499.6666667
AD Auto-Motor Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,1,Small_buyer,1,6,2,1,0,0,1,0,0,0,1,0,1,0,0,338
Green Planet Mobility,2,Small_buyer,1,5,7,0.5,0,0.5,0,0,1,1,0,0,0,0,1,1938.5
E-AUTOMOTIVE,1,Small_buyer,1,10,3,1,0,0,0,1,0,1,0,0,0,1,0,1369
Petrol Engine,2,Small_buyer,1,3,7,0,0,1,0,0.5,0.5,1,0,0,0,0,1,1048
Mans Automotive B.V.,59,Top_buyer,8,4,12,0.508474576,0.474576271,0.016949153,0,0.152542373,0.847457627,0.830508475,0.169491525,0,0,0.016949153,0.983050847,1208.152542
Auto-Trans Robert Rączkowiak,4,Small_buyer,2,9,3,0.75,0.25,0,0.5,0.5,0,0,0.5,0.5,1,0,0,266.5
AUTO KALNÝ s.r.o.,3,Small_buyer,2,10,5,0.666666667,0.333333333,0,0,0.333333333,0.666666667,0,1,0,0,0.333333333,0.666666667,726
"KFZ-An- und Verkaufs-Service, Inh. Sven Glöckler",2,Small_buyer,1,8,2,1,0,0,1,0,0,0.5,0.5,0,1,0,0,276.5
TRUST SERVICES,2,Small_buyer,1,5,4,0.5,0.5,0,0,1,0,0,1,0,0,1,0,976.5
TIP-TOP AVTOMOBILI D.O.O.,12,Small_buyer,4,6,9,1,0,0,0,0.333333333,0.666666667,0.25,0.75,0,0,0.666666667,0.333333333,520.9166667
BOŽIDAR RUŽIĆ s.p.,4,Small_buyer,2,1,5,1,0,0,0,1,0,0,0.5,0.5,0.25,0.5,0.25,872.75
EMANUEL & SONIA LDA,5,Small_buyer,3,6,5,1,0,0,0,1,0,0,0.4,0.6,0.2,0.8,0,625.2
KASHKAROV MAKSYM,4,Small_buyer,2,8,5,1,0,0,0.75,0,0.25,0,0.5,0.5,0.75,0,0.25,513
"ROB-COM-Automobile, Inh. Robert Komornicki",1,Small_buyer,1,10,3,1,0,0,0,1,0,1,0,0,0,1,0,386
MV AUTO TRADER S.R.L.,2,Small_buyer,1,5,5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,915
"B & V Automobile, Inh. Manuela Berger",22,Medium_buyer,6,5,9,0.909090909,0.090909091,0,0,0.954545455,0.045454545,0.181818182,0.727272727,0.090909091,0.090909091,0.909090909,0,602.4545455
"Automobilpark Teltow, Inh. Jörg Welke",8,Small_buyer,3,7,5,1,0,0,0.125,0.875,0,0.875,0.125,0,1,0,0,456.875
Stuttgarter Autoforum GmbH & Co. KG,3,Small_buyer,2,8,9,0.333333333,0,0.666666667,0,0.333333333,0.666666667,0.666666667,0.333333333,0,0.333333333,0,0.666666667,1208
AUTOBEDRIJF BORGHSTEDE B.V.,2,Small_buyer,1,4,8,0,0.5,0.5,0,0,1,1,0,0,0,0,1,1447
DESAFIARUBRICA - LDA,2,Small_buyer,1,10,4,0.5,0.5,0,0.5,0.5,0,0,1,0,0,0.5,0.5,787.5
GABRIN OY,1,Small_buyer,1,10,3,1,0,0,0,1,0,0,1,0,0,1,0,758
Engjell Vogli,5,Small_buyer,3,10,4,0.8,0.2,0,0.8,0.2,0,0,0.4,0.6,0.8,0.2,0,-233.2
AtlanCar44,1,Small_buyer,1,10,2,1,0,0,1,0,0,1,0,0,1,0,0,435
BVBA GARAGE CARROSSERIE MARO,8,Small_buyer,3,7,9,0.875,0.125,0,0,0.125,0.875,0.875,0.125,0,0.125,0,0.875,457.375
RIN CARS SALES SRL,9,Small_buyer,3,8,6,1,0,0,0,0.666666667,0.333333333,0,1,0,0.666666667,0.333333333,0,573.8888889
Sachsenauto Hartenstein GmbH,32,Medium_buyer,7,3,9,0.9375,0.0625,0,0.1875,0.78125,0.03125,0.28125,0.71875,0,0.34375,0.59375,0.0625,790.4375
jonathan porté,1,Small_buyer,1,3,2,1,0,0,0,1,0,0,1,0,1,0,0,342
SARL EASY CARS REIMS SARL,6,Small_buyer,3,5,9,0,0,1,0.333333333,0.333333333,0.333333333,0.5,0.5,0,0,0,1,1944.166667
SASU ART MANAGMENT,2,Small_buyer,1,10,2,0.5,0.5,0,1,0,0,0,1,0,1,0,0,-335
Horst Wilhelm Automobile GmbH & Co. KG,5,Small_buyer,3,7,4,1,0,0,0.6,0.2,0.2,0.4,0.4,0.2,0.6,0.4,0,507.6
Usługi Transportowe Seweryn Pytel,1,Small_buyer,1,10,2,1,0,0,0,1,0,0,0,1,1,0,0,268
Four&Two Wheels,1,Small_buyer,1,10,6,0,0,1,0,0,1,0,1,0,0,0,1,-500
GLOBAL FORMA d.o.o.,4,Small_buyer,2,9,5,1,0,0,0,0.25,0.75,0.25,0.75,0,0.25,0.75,0,221
LANKA-AUTO KFT,2,Small_buyer,1,8,3,1,0,0,0.5,0.5,0,0,1,0,1,0,0,35.5
SE&PE VEHICULOS DE OCASION SL,1,Small_buyer,1,10,4,0,0,1,0,1,0,0,1,0,0,0,1,1331
Autocenter Westring,2,Small_buyer,1,4,3,1,0,0,0.5,0.5,0,0,1,0,1,0,0,572.5
AUTO LINDA - COMÉRCIO AUTOMÓVEIS LDA,1,Small_buyer,1,6,2,1,0,0,0,1,0,0,1,0,1,0,0,719
Martin Keßlinger,4,Small_buyer,2,3,2,1,0,0,1,0,0,0.5,0.5,0,1,0,0,215
KOZAK DARIUSZ DAREX,9,Small_buyer,3,7,7,0.444444444,0.555555556,0,0.222222222,0.666666667,0.111111111,0.111111111,0.555555556,0.333333333,0.222222222,0.333333333,0.444444444,762.3333333
"Autocenter37, Inh. Mohamad Cherri",1,Small_buyer,1,10,2,1,0,0,0,1,0,0,1,0,1,0,0,786
PCA,2,Small_buyer,1,9,2,1,0,0,1,0,0,0,1,0,1,0,0,215
Erlensee Automobile,11,Small_buyer,4,1,9,0.818181818,0,0.181818182,0,0.818181818,0.181818182,0.727272727,0.272727273,0,0.272727273,0.545454545,0.181818182,634.6363636
DIVAKAR DISTRIBUTION S.R.L.,3,Small_buyer,2,8,3,1,0,0,0,1,0,0,0.333333333,0.666666667,1,0,0,550
garage compiegne,1,Small_buyer,1,10,2,0,1,0,1,0,0,0,0,1,1,0,0,660
"LING COMMERCIAL, s.r.o.",4,Small_buyer,2,7,6,0.25,0.75,0,0,0.75,0.25,0,0.5,0.5,0,0.75,0.25,723.5
