company,cars_bought,type_buyer,frequency,recency,monetary,hp,age,mileage,sell_price,share_gear_type_1140_1141,share_gear_type_1139,share_gear_type_1138,share_fuel_type_1140,share_fuel_type_1139,share_fuel_type_other,profit_cluster
AMAJ Cars s.r.o.,5,Small_buyer,3,10,3,163,2004,224499,1599,0,40,60,20,80,0,125
Martin Brilský - B.&B. car,2,Small_buyer,1,10,4,142,2014,180860,6864,0,50,50,100,0,0,375
GIO.DA S.R.L.S.,5,Small_buyer,3,3,5,80,2011,83404,6244,0,0,100,0,100,0,1250
"Stern Auto Center, Inh. Perwes Mirzad",7,Small_buyer,3,6,4,76,2009,115902,2834,0,0,100,0,100,0,375
GROUPE HORY - MIDI AUTO 27 - NORMANVILLE - CITROEN SPOTICAR,3,Small_buyer,2,9,9,275,2017,17773,40886,33,0,66,33,66,0,1500
NV EUROBYL,1,Small_buyer,1,6,4,110,2021,3333,16700,0,0,100,0,100,0,750
PANAGIOTOPOYLOS EPAMEINONDAS NIKOLAOS,4,Small_buyer,2,6,6,112,2016,108955,12066,50,0,50,100,0,0,375
AUTO EXPRES TEAM SRL,9,Small_buyer,3,3,7,127,2012,223294,5974,22,11,66,66,33,0,750
VIOPROMPT AUTO SRL,5,Small_buyer,3,9,7,168,2013,154619,11741,20,40,40,100,0,0,750
Auto-Treff24 GmbH,17,Medium_buyer,5,3,9,129,2013,39335,12664,41,5,52,23,76,0,1250
"AUTO Šafránek, s.r.o.",2,Small_buyer,1,6,4,169,2005,77720,7735,0,0,100,0,100,0,-125
EURL CRAZY CARS,2,Small_buyer,1,7,6,116,2020,12845,18873,0,0,100,100,0,0,1250
PRECEITO RADICAL - AUTOMOVEIS UNIPESSOAL LDA,2,Small_buyer,1,10,4,167,2009,167999,7330,0,100,0,100,0,0,750
Elton Markeçi,1,Small_buyer,1,1,2,122,2004,206682,1200,0,100,0,100,0,0,375
"Robs Gebrauchtwagen, Inh. Robert Schäfer",1,Small_buyer,1,3,2,125,2011,125418,4518,0,0,100,100,0,0,750
LD CARROSSERIE,1,Small_buyer,1,8,3,68,2017,16900,7910,0,0,100,0,100,0,750
JURINOVIĆ d.o.o.,1,Small_buyer,1,4,4,258,2011,191023,15500,0,100,0,100,0,0,1250
OFFICINE GIUSTO S.R.L.,1,Small_buyer,1,10,4,140,2018,50927,15670,0,0,100,0,100,0,125
"Y. A. AUTOMOBILE, Inh. Yücel Sahinoglu",2,Small_buyer,1,7,2,120,2002,197288,848,0,0,100,0,100,0,375
"FIRMA HANDLOWA ""JĘDROCHA"" MATERIAŁY BUDOWLANE SŁAWOMIR JĘDROCHA",1,Small_buyer,1,10,3,177,2017,26102,8916,0,100,0,0,100,0,375
SARL GARAGE BOCH,2,Small_buyer,1,9,4,74,2015,38578,5106,0,0,100,0,100,0,750
"Michał Gołąbek Mechanika Pojazdowa Auto-Handel ""BLACH -LAK""",1,Small_buyer,1,6,1,105,2002,181143,235,0,0,100,0,100,0,125
Autohaus Stephan Kaden GmbH,1,Small_buyer,1,10,2,120,2010,134300,2263,0,0,100,0,100,0,750
CIPAUTOBBS S.R.L.,4,Small_buyer,2,2,5,157,2012,168273,5458,25,50,25,100,0,0,-375
"AUTO - KOMIS ""CAMARO"" Waldemar Popielec",1,Small_buyer,1,8,2,135,2008,158935,4500,0,0,100,100,0,0,-1500
FOURNARIDOU ARGYRO KON,4,Small_buyer,2,9,5,83,2015,109543,5044,0,0,100,0,100,0,375
FIRMA HANDLOWO-USŁUGOWA KAMIL KRZYWDA,1,Small_buyer,1,10,2,88,2006,191640,1165,0,0,100,0,100,0,375
TITANIUM SYSTEMY LAKIERNICZE DAMIAN WACH,3,Small_buyer,2,7,2,96,2008,241111,679,0,0,100,0,100,0,375
CAROSSERIE GEILLER AUTOMOBILES,1,Small_buyer,1,8,2,102,2005,111938,3975,0,0,100,0,100,0,1250
FAROUPOS EMMANOUIL PANAGIWTIS,9,Small_buyer,3,6,7,92,2015,120071,5856,0,0,100,11,88,0,375
Autohaus Fulda Krah & Enders GmbH,6,Small_buyer,3,8,9,174,2018,33100,25596,16,83,0,33,66,0,1250
AUTOHOUSE LA MANGA SL,3,Small_buyer,2,7,4,95,2009,115593,3404,0,0,100,0,100,0,375
Autohaus Schnieder am Stadion GmbH & Co. KG (Fritz Schnieder Gruppe),1,Small_buyer,1,10,7,95,2022,430,50463,0,100,0,0,0,100,1500
GUALDANI S.R.L.,3,Small_buyer,2,9,5,98,2015,43352,9862,0,0,100,33,66,0,1250
Autohaus Braune GmbH,1,Small_buyer,1,8,3,70,2016,25520,7675,0,0,100,0,100,0,750
ERIC BELLENEY,3,Small_buyer,2,6,2,72,2001,89271,1049,0,0,100,0,100,0,375
AUTOLAND,3,Small_buyer,2,3,7,243,2015,109824,21491,33,66,0,66,33,0,750
TONITA TRADE EOOD,4,Small_buyer,2,9,5,87,2016,138538,5502,0,0,100,25,75,0,375
Sako Cars B.V.,6,Small_buyer,3,7,8,245,2013,104567,16600,50,16,33,0,100,0,1250
AUTOSL Elżbieta Szarla,1,Small_buyer,1,8,2,140,2008,203853,2555,0,0,100,100,0,0,375
Hotcars,1,Small_buyer,1,10,5,300,1999,110681,22717,0,100,0,0,100,0,1250
SNC DM AUTOMOBILES,7,Small_buyer,3,6,4,71,2009,77198,2661,0,0,100,0,100,0,375
Auto Expert UG,45,Medium_buyer,8,2,9,84,2010,82412,4295,6,4,88,4,95,0,750
Autohaus Melchinger Gmbh,1,Small_buyer,1,10,4,100,2019,17572,12900,0,0,100,0,100,0,1500
DAS AUTO,2,Small_buyer,1,9,2,120,2005,140837,1939,0,0,100,0,100,0,375
AK Facility Services s. r. o.,1,Small_buyer,1,7,4,250,2013,233596,15555,0,100,0,100,0,0,1250
Stern Auto GmbH Leipzig Richard-Lehmann-Strasse,1,Small_buyer,1,10,2,100,2013,101341,4850,0,0,100,0,100,0,375
Autohaus Kleine Hörstkamp GmbH & Co. KG,3,Small_buyer,2,6,6,166,2007,77148,11814,0,33,66,33,66,0,125
MPOUGADIS VASIL IWA,1,Small_buyer,1,4,3,135,2015,166949,6650,0,0,100,100,0,0,750
AUTO B 23 VEICULOS MOTORIZADOS E ACESSORIOS LDA,1,Small_buyer,1,9,4,82,2019,35399,10850,0,100,0,0,0,100,375
Friman bil i Göteborg AB,1,Small_buyer,1,10,6,306,2019,13839,48500,0,100,0,0,0,100,1500
SAS BL AUTOMOBILE,35,Medium_buyer,7,6,10,170,2011,86395,13568,20,5,74,20,80,0,1250
Burak Bükin,6,Small_buyer,3,7,6,186,2008,170625,6274,16,33,50,16,83,0,125
"Wadood Automobile, Inh. Danial Wadood",1,Small_buyer,1,9,4,115,2019,108655,14945,0,0,100,100,0,0,125
AUTO WILK S C ADAM WILK & KONRAD WILK,1,Small_buyer,1,10,3,90,2014,82670,6012,0,0,100,0,100,0,750
M Trading 2018 EOOD,1,Small_buyer,1,10,2,140,2007,334092,2700,100,0,0,100,0,0,375
GIUNTA COMMERCIALE S.R.L.,1,Small_buyer,1,4,4,140,2015,117541,14021,0,100,0,100,0,0,750
E.S.P. AUTO,3,Small_buyer,2,6,3,78,2007,154186,3047,0,0,100,0,100,0,750
Sas Carbone,1,Small_buyer,1,3,2,90,1994,130044,1267,0,0,100,0,100,0,375
"Azami Gbr, Inh. Mohamed Ehsan Azami",1,Small_buyer,1,10,2,75,2005,125719,1780,0,0,100,0,100,0,375
"FOTOCARS, Hugo VACROUX",71,Top_buyer,9,4,12,207,2010,59643,16455,8,42,49,4,95,0,750
"Autotunc, Inh. Aytunc Emin Bahceci",1,Small_buyer,1,2,1,135,2004,244054,499,0,0,100,0,100,0,-125
AUTO 4 X 4 S.R.L.,4,Small_buyer,2,8,8,155,2018,70681,21920,0,50,50,75,25,0,375
INA IMPORT GENERAL SRL,24,Medium_buyer,6,6,9,192,2008,214709,5676,8,58,33,91,4,4,750
Autohaus Hilpert GmbH,7,Small_buyer,3,9,8,87,2016,26966,11134,0,0,100,0,100,0,750
LA CENTRALE AUTOMOBILE 85,3,Small_buyer,2,6,4,95,2002,45760,3782,0,0,100,0,100,0,750
"Motor-Car Bratislava, spol.s r.o.",5,Small_buyer,3,10,9,205,2015,132918,20547,0,60,40,80,20,0,375
"""EXPORTIN""Ltd",2,Small_buyer,1,6,4,122,2015,99048,8921,100,0,0,0,100,0,1250
ALAIN GUYOT,1,Small_buyer,1,4,5,258,2018,128112,29400,0,100,0,100,0,0,750
DIRECT LLC,1,Small_buyer,1,9,2,125,2011,247835,2753,0,0,100,100,0,0,750
"DHR VAN DONINCK, HANS",25,Medium_buyer,6,6,10,126,2015,85788,11952,8,8,84,0,100,0,750
"Łukasz Brzyszcz Firma Handlowo-Usługowa ""ALUCAR""",6,Small_buyer,3,10,5,140,2007,222275,3726,16,0,83,83,16,0,750
Michko Andriy Private entrepreneur,1,Small_buyer,1,4,1,115,2000,346681,356,0,0,100,0,100,0,125
007 Automotive,5,Small_buyer,3,3,7,245,2007,91681,14610,0,60,40,0,100,0,750
"Auto Qatar 22, Inh. Mohammad Assi Mahmoud Al Hjiazi",1,Small_buyer,1,4,2,60,2006,131655,1100,0,0,100,0,100,0,375
Usługi remontowo-wykończeniowe Łukasz Dębiec,5,Small_buyer,3,3,3,97,2006,220372,1987,0,0,100,80,20,0,750
MARIA RUFIAN ESCRIBANO,1,Small_buyer,1,8,2,90,2011,179709,4274,0,0,100,100,0,0,375
Erikas Dumsevicius I.V.,7,Small_buyer,3,3,4,126,2008,319279,2060,0,0,100,100,0,0,375
roman garage oü,1,Small_buyer,1,10,3,218,2010,272145,6017,0,100,0,100,0,0,750
N SKOUTELAS E ZERVAKI OE COLLECTION CARS,4,Small_buyer,2,1,9,198,2017,85220,27391,50,25,25,50,25,25,750
Anže Golob s.p.,6,Small_buyer,3,9,7,207,2011,177866,12045,16,50,33,83,16,0,750
PJ Auto Vadum ApS,5,Small_buyer,3,9,9,302,2019,24965,46720,0,80,20,0,20,80,1500
ITD Industrieservice GmbH,5,Small_buyer,3,9,7,246,2010,172212,10439,40,20,40,60,40,0,-750
C.J.T automobiles,6,Small_buyer,3,6,3,86,2004,106898,1173,0,0,100,0,100,0,375
HELDER DA CONCEIÇÃO SIMÕES,6,Small_buyer,3,8,5,74,2012,87687,4837,16,0,83,16,83,0,750
"Autocenter Bad Doberan, Inh. Vardan Vardanyan",4,Small_buyer,2,4,6,163,2011,141228,9716,25,25,50,25,75,0,750
GP AUTOMOBILES,41,Medium_buyer,7,3,9,87,2011,78477,4992,2,7,90,24,75,0,750
ALEJANDRO LASHERAS LLADONOSA,2,Small_buyer,1,5,5,162,2019,79515,16916,0,0,100,100,0,0,750
MOTORSCLASS S.R.L.,2,Small_buyer,1,9,7,252,2013,49407,37071,50,0,50,50,50,0,1250
Renault-Autohaus Moebes GmbH,1,Small_buyer,1,10,4,67,2021,378,11250,0,0,100,0,100,0,1250
"Wimmer Automobile, Inh. Peter Wimmer",1,Small_buyer,1,9,2,220,2006,173389,4718,0,0,100,0,100,0,750
SIEURIN ET CIE - AUTOPRO76,25,Medium_buyer,6,6,7,74,2008,91182,2657,8,0,92,0,96,4,750
STAVROPOULOU EFREMIA NEKTARIOS,14,Small_buyer,4,8,7,113,2013,160134,4983,0,14,85,35,64,0,750
"Zipperer GmbH, Inh. Walter Zipperer",1,Small_buyer,1,1,4,190,2016,186644,16000,100,0,0,100,0,0,1250
"Philipp Rosié Transporte, Inh. Philipp Rosié",1,Small_buyer,1,7,3,170,2010,204368,5186,0,100,0,100,0,0,1250
TOP CARS GARAGE DI LORENZO PAVAN,1,Small_buyer,1,3,2,77,2010,170865,1572,0,0,100,0,100,0,375
Ghassan Hamoudeh,1,Small_buyer,1,9,2,145,2006,167829,2551,0,100,0,0,100,0,375
"AJW-Autoteile, Inh. Alexander Wörl",1,Small_buyer,1,8,2,105,2004,140113,2169,100,0,0,100,0,0,750
POLTAVA-SAD LLC,1,Small_buyer,1,2,2,77,1991,285459,1390,0,0,100,100,0,0,-375
West Garden Kft.,3,Small_buyer,2,6,3,127,2007,175023,3035,0,0,100,66,33,0,750
TORMÁNÉ PETRENCSIK RÓZSA E.V.,1,Small_buyer,1,1,3,170,2010,219763,6771,0,0,100,100,0,0,1250
Sebastian Fanselow & Torsten Brüning GbR,5,Small_buyer,3,6,5,81,2005,71362,4772,0,20,80,0,80,20,375
"AL-Automobile, Inh. Necmi AL",4,Small_buyer,2,6,4,106,1997,139148,2702,0,25,75,0,100,0,-125
G&S AUTOMOBILE TRADE S.R.L.,2,Small_buyer,1,6,5,107,2016,110783,13258,0,50,50,50,0,50,1500
Startrade GmbH,2,Small_buyer,1,9,7,361,2015,195647,30582,0,100,0,0,50,50,-750
Auto Löffler GmbH & Co. KG,2,Small_buyer,1,7,5,150,2016,86201,16075,0,50,50,100,0,0,750
GOTTI AUTO SRL,12,Small_buyer,4,1,10,249,2016,37278,28785,33,41,25,8,91,0,1250
MODENINI S.R.L.,4,Small_buyer,2,4,5,98,2012,87270,5578,25,0,75,0,100,0,375
Fa. Autohaus Klann GmbH,18,Medium_buyer,5,7,9,210,2010,88335,12571,11,72,16,27,72,0,750
"P.P.H.U BOAR, Arkadiusz Boniek",1,Small_buyer,1,10,2,100,2007,255530,2666,0,0,100,100,0,0,375
"LLC ""FRANCHISEE 1""",3,Small_buyer,2,5,2,121,2004,236111,1665,0,0,100,33,66,0,375
LOCABAG,2,Small_buyer,1,9,5,222,2010,186956,13440,0,100,0,100,0,0,-125
VÁRI AUTÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,10,Small_buyer,4,9,5,120,2009,162952,3078,0,0,100,10,90,0,125
M-AUTO MARCIN NAZAREWICZ,7,Small_buyer,3,3,5,145,2008,157445,4768,0,0,100,14,85,0,375
DIMCHEV EOOD,2,Small_buyer,1,10,4,140,2009,144124,6027,0,0,100,0,100,0,750
TOMI Tomasz Groth,3,Small_buyer,2,9,2,124,2002,203626,1352,0,33,66,33,66,0,375
AFOI MEZINTZOGLOY OE MEZI AUTO,15,Medium_buyer,5,6,7,104,2012,213762,4870,0,0,100,26,73,0,750
STEFANIUK IGOR,4,Small_buyer,2,9,4,134,2010,176258,4186,0,0,100,100,0,0,750
AUTOMOCION AUTOS JUAN SL,3,Small_buyer,2,7,3,118,2008,179975,2906,0,0,100,100,0,0,750
Nox Group Sh.p.k,1,Small_buyer,1,10,4,177,2013,179084,12735,100,0,0,100,0,0,750
Atonos GmbH,2,Small_buyer,1,6,6,261,2011,75899,23434,0,100,0,0,50,50,-1500
WM-SERWIS Walenty Maciołek,1,Small_buyer,1,10,2,60,2008,84077,2433,0,0,100,0,100,0,125
Tenback Auto's B.V.,1,Small_buyer,1,10,7,381,2021,2350,63195,0,100,0,0,0,100,1500
Le Carré De L’automobile,1,Small_buyer,1,10,5,272,2016,81696,26416,0,100,0,100,0,0,1250
Jiří Gregor,1,Small_buyer,1,10,2,45,2007,217549,1551,100,0,0,100,0,0,375
SVJ Group s.r.o.,1,Small_buyer,1,10,5,320,2014,203451,21200,0,100,0,100,0,0,1250
SARL SCALP RENAULT CORBIE,1,Small_buyer,1,10,2,75,2013,89268,3700,0,0,100,0,100,0,750
GbR: Bassem Emadeldin Abdelkhalek Salama & Yasmen Mahmoud Maghawry Abdelrahman Elsadany,2,Small_buyer,1,3,3,131,2005,163139,3976,50,50,0,0,100,0,750
"Autohaus Ehlert, Inh. Daniel Ehlert",1,Small_buyer,1,9,4,163,2006,44736,11900,0,100,0,0,100,0,1250
PEWNE AUTA KATARZYNA PRZYBYŁO,4,Small_buyer,2,8,5,127,2011,167773,5996,0,25,75,0,75,25,750
"Auto-Meier, Inh. Roger Meier",10,Small_buyer,4,7,9,143,2017,43588,18129,10,40,50,0,100,0,375
Przedsiębiorstwo Handlowo Usługowe Carlux Radosław Kucharczuk,13,Small_buyer,4,8,3,92,2005,194987,682,0,7,92,15,84,0,125
GROUPE GUEUDET - SAGAS - COMPIEGNE - NISSAN,1,Small_buyer,1,10,5,170,2015,114257,20170,0,100,0,0,100,0,375
Autoservice Axacar V.O.F.,12,Small_buyer,4,5,6,108,2009,125860,3361,0,16,83,0,100,0,375
"Autohaus Kevek, Inh. Ibrahim Kevek",10,Small_buyer,4,7,11,403,2016,57206,52323,50,40,10,20,80,0,750
DD AUTOMOBILI SOCIETA' IN NOME COLLETTIVO DI DIVIGGIANO COSIMO ED 'ERRICO LUCA.,1,Small_buyer,1,7,4,150,2018,120223,16580,100,0,0,100,0,0,750
AUTOMOBILES D'OCCASION 33,7,Small_buyer,3,8,8,196,2013,101095,12942,0,57,42,28,57,14,-125
"Markus Weinhardt Automobile, Inh. Markus Weinhardt",1,Small_buyer,1,8,3,175,2009,246287,8375,0,0,100,100,0,0,375
AUTO PLUS SH.P.K,12,Small_buyer,4,7,8,145,2013,216794,7652,50,41,8,100,0,0,750
GL AUTOMOBILES,1,Small_buyer,1,7,2,120,2010,99981,3174,0,0,100,0,100,0,750
KAPERTIRES MONOPROSOPI IDIOTIKI KEFALAIOYXIKI ETAIREIA||KAPERTIRES,1,Small_buyer,1,10,2,125,2015,157998,4789,0,0,100,0,100,0,375
"Market - Car, s. r. o.",4,Small_buyer,2,9,9,350,2018,97492,44451,25,75,0,50,50,0,1250
Galaxy Auto,2,Small_buyer,1,9,4,129,2012,94872,6306,0,0,100,50,50,0,125
DUNAMIS PRO S.R.L.,2,Small_buyer,1,7,4,98,2012,114744,5163,0,0,100,0,100,0,375
CC Performance Simsek Yasin & Cakir Ogün GbR,7,Small_buyer,3,6,4,116,2005,138705,2192,14,0,85,14,85,0,375
AUTORAFAX RAFAŁ CHOLEWA,32,Medium_buyer,7,1,9,121,2010,134458,3814,3,12,84,0,100,0,125
ALBERTON AUTO S.R.L.,3,Small_buyer,2,7,8,150,2018,42396,29734,33,66,0,100,0,0,1500
STARCOM S.R.L.,7,Small_buyer,3,3,9,169,2019,58972,22059,42,14,42,28,71,0,375
"Kfz.-Handel Belz, Inh. Uwe Belz",2,Small_buyer,1,9,5,149,2017,193381,13619,50,0,50,100,0,0,375
Bruvani BV,2,Small_buyer,1,7,9,414,2020,28024,58091,0,100,0,0,0,100,-375
R&E Trade GmbH,14,Small_buyer,4,8,8,139,2008,114874,5554,21,7,71,35,64,0,125
AVTO DEBEVC D.O.O.,4,Small_buyer,2,7,7,149,2016,88511,16007,0,25,75,100,0,0,375
"MM Automobile, Inh. Mato Markovic",1,Small_buyer,1,8,2,82,2013,190210,3400,0,0,100,0,100,0,375
TSOYKLIDIS ANONYMI EMPORIKI KAO BIOMIXANIKI ETAIREIA AYTOKINITON KAI LOIPON SYNAFON EIDON TSOYKLIDIS AEBE,2,Small_buyer,1,10,5,154,2016,144080,16336,0,50,50,100,0,0,750
SAS NEGOCE VEHICULES OCCASION,7,Small_buyer,3,10,7,109,2010,90668,8044,14,14,71,14,85,0,750
"Autoland Hofstede, Inh. Ziya Özdemir",16,Medium_buyer,5,2,4,111,2000,149857,711,0,18,81,0,100,0,125
RO AUTO S.A.S. DI GIOVANNI DI IORIO & C.,1,Small_buyer,1,8,2,70,2009,138078,2384,0,0,100,0,100,0,750
VIPRIMO SRL,3,Small_buyer,2,10,5,110,2017,111005,10048,0,33,66,100,0,0,750
car logistic transport,2,Small_buyer,1,7,7,239,2020,48044,27500,100,0,0,0,100,0,1250
"Aydinoglu, Savas",1,Small_buyer,1,10,4,85,2015,96319,11087,0,0,100,100,0,0,1250
ŠABAN USLUGE d.o.o.,2,Small_buyer,1,9,4,76,2020,40403,8064,0,50,50,0,50,50,375
PROPER CARS SRL,2,Small_buyer,1,7,4,164,2011,250059,5775,0,50,50,100,0,0,750
Auto Fineline,8,Small_buyer,3,7,8,100,2016,63661,10842,0,25,75,0,100,0,750
VALENTE & SANTANA LDA,5,Small_buyer,3,10,6,127,2016,138625,9049,0,20,80,80,20,0,125
ROYALHUAUCTION KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,8,Small_buyer,3,7,9,110,2017,85251,15318,0,62,37,50,0,50,750
R PERFORMANCE,6,Small_buyer,3,6,6,332,2006,148864,7891,0,100,0,0,100,0,-750
GP-AUTOMOBILI DI PAIZAN GHEORGHITA,5,Small_buyer,3,3,6,129,2013,153359,9218,0,20,80,80,20,0,1250
"ŚWIĄTEK MICHAŁ ""GROW"" MICHAŁ ŚWIĄTEK",1,Small_buyer,1,10,3,122,2013,168786,7714,0,0,100,0,100,0,750
SARL POLYCAR,13,Small_buyer,4,8,6,86,2008,130448,2725,7,0,92,15,84,0,750
BEKA AUTOPARK SRL,1,Small_buyer,1,10,2,80,2009,218264,2850,0,0,100,0,100,0,125
ACV17,1,Small_buyer,1,10,2,170,1998,201103,1312,0,0,100,0,100,0,375
ONLY SMART SRLS,30,Medium_buyer,7,4,8,63,2008,110360,2601,96,0,3,20,80,0,375
PEDRO MIGUEL DA SILVA MARTINS,1,Small_buyer,1,4,2,70,2008,112438,3444,0,0,100,0,100,0,750
L MARAVELIS & SIA EE,7,Small_buyer,3,5,6,77,2014,84644,5942,0,14,85,0,100,0,1250
R & R Automobile GmbH,7,Small_buyer,3,9,7,333,2005,176263,9176,0,85,14,0,100,0,750
"Auto Arena Hatten, Inh. Ziad Dib",20,Medium_buyer,6,10,5,124,2002,116400,1121,5,50,45,5,95,0,125
AUTO DUX D.O.O.,1,Small_buyer,1,10,3,110,2015,150272,9000,0,0,100,100,0,0,375
WELT AUTOMOTIVE CENTER S.R.L.,1,Small_buyer,1,10,3,110,2012,292186,6161,0,0,100,100,0,0,375
Elco Auto,18,Medium_buyer,5,3,9,127,2011,171623,5770,27,16,55,38,61,0,750
Actually OÜ,5,Small_buyer,3,7,9,232,2017,101333,31976,0,100,0,100,0,0,1500
Bloemberg Occasions,1,Small_buyer,1,9,5,122,2018,24578,23702,0,100,0,0,0,100,1500
BORINGUYS S.R.L.,3,Small_buyer,2,5,4,118,2002,176529,3900,0,0,100,33,66,0,125
"Autohaus Kastl, Inh. Cristian Schüller",4,Small_buyer,2,2,5,156,2013,100605,8433,0,0,100,25,75,0,-125
"4x4 Galaxy, Inh. Darko Grbic",13,Small_buyer,4,1,9,160,2010,142201,15076,0,23,76,100,0,0,1250
Autovermietung und Automobile Mokros e.K.,2,Small_buyer,1,9,7,195,2015,105666,27064,50,0,50,100,0,0,1250
Autohaus Wolter GmbH,4,Small_buyer,2,9,7,79,2019,21557,14628,25,50,25,0,50,50,1250
SERGIO MANUEL DUARTE DE QUEIROS,4,Small_buyer,2,9,4,63,2010,116533,3999,75,0,25,25,75,0,750
HOLLÓ BARNABÁS JÓZSEF E.V,1,Small_buyer,1,10,2,110,2010,120580,3102,0,0,100,0,100,0,750
FIDAREA - CONSULTORIA E GESTÃO LDA,1,Small_buyer,1,10,3,90,2013,71309,7061,0,0,100,0,100,0,750
sia AK Evro Auto,1,Small_buyer,1,9,2,185,2006,278650,4451,0,100,0,100,0,0,375
VAN ROOY BV,2,Small_buyer,1,9,5,115,2017,59735,15061,100,0,0,100,0,0,1250
BP AUTO,3,Small_buyer,2,9,6,242,2011,125102,13491,33,33,33,0,100,0,750
Autohaus Muest GmbH,5,Small_buyer,3,6,6,130,2008,70935,8206,20,40,40,0,100,0,750
MAXX AUTO D.O.O.,9,Small_buyer,3,1,9,228,2018,54553,26126,55,44,0,44,44,11,750
Garage Zuidbroek,136,Top_buyer,9,1,11,133,2010,112636,7347,17,0,81,0,99,0,750
Autobedrijf Klop,3,Small_buyer,2,6,7,83,2020,23792,19941,0,100,0,0,0,100,750
BENTOM CAR TRADE Korlátolt Felelősségű Társaság,1,Small_buyer,1,10,4,205,2013,267812,12553,100,0,0,100,0,0,1500
GLOBAL WAY LDA,1,Small_buyer,1,6,3,115,2015,119634,9295,0,0,100,100,0,0,375
"Kfz-Meisterbetrieb Funk, Inh. Oleg Funk",1,Small_buyer,1,10,5,230,2015,99061,30111,0,100,0,100,0,0,1250
RAUL BARRERA PEREZ,2,Small_buyer,1,4,5,155,2017,169517,14047,50,0,50,50,50,0,375
SARL GARAGE DU CENTRE,2,Small_buyer,1,9,5,114,2017,48910,11284,0,0,100,50,50,0,1250
Elite Autó Kereskedelmi és Szolgaltató Kft.,2,Small_buyer,1,7,6,150,2018,56858,22654,0,100,0,0,0,100,125
GASDOIS COMERCIO E PRESTAÇÃO DE SERVIÇOS LDA,3,Small_buyer,2,10,4,78,2009,84291,4282,0,0,100,0,100,0,750
"UAB ""EDVAIDAS""",1,Small_buyer,1,9,3,140,2012,234966,6480,0,0,100,100,0,0,750
"Kfz Venus, Inh. Max Venus",5,Small_buyer,3,7,3,100,2006,182096,1243,0,0,100,0,100,0,375
v.Pinxteren Auto's,3,Small_buyer,2,7,7,135,2020,27890,16973,0,0,100,0,100,0,750
"Car Trading Chemnitz, Inh. Juri Wolf",9,Small_buyer,3,7,8,125,2013,70945,10638,11,0,88,55,44,0,1250
POMPILIAN SRL,5,Small_buyer,3,8,4,96,2010,159266,3070,0,0,100,20,80,0,375
"Autoshop Peters, Inh. Christian Peters",10,Small_buyer,4,1,8,83,2015,28563,8079,0,30,70,0,70,30,750
"ARTUR DOMAS Firma Handlowa ,,ARTUR""",47,Medium_buyer,8,1,9,101,2007,169404,2554,0,0,100,4,95,0,375
Car4U s.r.o.,1,Small_buyer,1,8,2,95,2007,138162,2317,0,0,100,0,100,0,750
"urbanMOTORS, s.r.o.",1,Small_buyer,1,9,5,150,2018,84499,24500,100,0,0,100,0,0,750
Bs Autos,18,Medium_buyer,5,3,9,94,2011,63851,7914,11,0,88,5,94,0,750
Michal Kolář,3,Small_buyer,2,6,3,195,2003,316884,2486,0,0,100,33,66,0,375
MY CAR VARNA Ltd,1,Small_buyer,1,10,4,245,2014,390260,11900,0,100,0,100,0,0,750
DIRETRIZ INFLUENTE COMERCIO DE AUTOMOVEIS LDA,1,Small_buyer,1,9,4,135,2015,60967,14250,0,0,100,0,100,0,375
Autohandel Reeseberg,1,Small_buyer,1,9,3,190,2008,95053,9743,0,100,0,100,0,0,375
"Hoffmann Autohandel, Inh. Valeri Hoffmann",2,Small_buyer,1,8,2,118,2005,172047,594,0,0,100,50,50,0,375
PRIMA ELEKTA d.o.o.,1,Small_buyer,1,8,4,125,2017,97284,10520,0,0,100,0,100,0,375
"Autogewerbe & Transport Hema, Inh. Mohamed Hema",3,Small_buyer,2,8,3,106,2006,149829,2401,0,0,100,0,100,0,375
GRANTURISMO AUTO SOCIETA' A RESPONSABILITA' LIMITATA,11,Small_buyer,4,3,7,69,2015,67258,6646,0,0,100,0,100,0,1250
"Car Wash, Inh. Norbert Mende",3,Small_buyer,2,7,3,108,2007,124355,2703,0,0,100,0,100,0,375
"Autocenter-Zossen, Inh. Wided Hichri-Manschewski",4,Small_buyer,2,4,5,101,2014,50115,7787,0,0,100,50,50,0,375
"TOPAS AUTOMOBILE, Inh. Toptas Kurtulus",28,Medium_buyer,6,6,9,219,2008,173377,4833,0,67,32,7,75,17,-375
AUTOMOCION MERINO SL,4,Small_buyer,2,3,7,139,2013,103674,13652,0,25,75,100,0,0,375
"Cusma Automobile, Inh. Enza Cusma Piccione",2,Small_buyer,1,8,3,70,2009,66624,3447,100,0,0,50,50,0,750
BL AUTO PASSION,2,Small_buyer,1,9,6,145,2016,88987,19166,0,0,100,100,0,0,1250
GROUPE BY MY CAR - BYmyCAR Lyon Vaise,2,Small_buyer,1,3,7,222,2020,28251,35868,100,0,0,50,0,50,1250
J. M. CUNHA - COMÉRCIO DE AUTOMÓVEIS LDA,21,Medium_buyer,6,8,7,72,2008,108130,2947,0,0,100,9,90,0,750
Sebastien RADIERE,1,Small_buyer,1,7,3,130,2004,227059,7856,0,100,0,100,0,0,375
