company,cars_bought,type_buyer,frequency,recency,monetary,hp,age,mileage,sell_price,share_gear_type_1140_1141,share_gear_type_1139,share_gear_type_1138,share_fuel_type_1140,share_fuel_type_1139,share_fuel_type_other,profit_cluster
"Autovision Batea, Inh. Sebastian Batea",26,Medium_buyer,6,7,9,150,2010,259576,6053,23,23,53,100,0,0,750
DACARS INVEST S.R.L.,4,Small_buyer,2,4,6,168,2015,206136,10960,0,100,0,100,0,0,750
MATSOUKAS KONSTANTINOS ILIAS,2,Small_buyer,1,6,3,96,2016,188201,4022,50,0,50,50,50,0,750
TG Automobile GmbH Kaiserslautern,1,Small_buyer,1,10,4,85,2018,20818,11000,0,0,100,0,100,0,750
"UAB BEMSISTA, Marius Ruginis",4,Small_buyer,2,9,5,150,2012,248522,5431,50,0,50,75,25,0,750
GIOVADIA SAS DI BATTISTA GIOVANNI PISCITELLI,1,Small_buyer,1,7,2,150,2011,122868,4397,0,0,100,0,100,0,375
"KB-Garage, Inh. Klaus Bardas",1,Small_buyer,1,10,1,163,2005,101387,948,0,0,100,0,100,0,-750
BVBA GARAGE DE BAETS,1,Small_buyer,1,8,4,163,2020,29664,11900,0,100,0,0,100,0,375
GROUPE VIKINGS AUTOMOBILES - LEBON SA - SAINT LO,1,Small_buyer,1,8,5,245,2019,43245,26797,100,0,0,0,100,0,1500
"Auto Stelzer Rattenberg, Inh. Andreas Stelzer",3,Small_buyer,2,9,5,101,2015,96940,7826,0,0,100,0,100,0,750
Dreamgarage OÜ,3,Small_buyer,2,9,8,163,2021,37502,30652,0,100,0,100,0,0,750
"SGS Automobile, Inh. Feride Sen",1,Small_buyer,1,8,2,70,2008,136118,2267,100,0,0,0,100,0,750
Wypożyczalnia samochodów ROBEN Iwona Klik,1,Small_buyer,1,9,2,170,2010,281095,4820,0,0,100,100,0,0,750
BUNDZYAK VOLODYMYR MYKHAYLOVYCH,1,Small_buyer,1,2,3,110,2016,319416,6988,0,0,100,100,0,0,750
MPOTSARIS XRIST EYA,28,Medium_buyer,6,4,9,89,2012,134837,4789,0,0,100,28,71,0,750
"Autohaus Gluiber/Dursun  / Bernd Gluiber,Hakan Dursun",4,Small_buyer,2,7,9,195,2017,70773,44072,0,100,0,75,25,0,1500
F.T.H.U. Kołodziej Grzegorz,1,Small_buyer,1,10,2,125,2007,114164,1707,0,0,100,0,100,0,375
SKAB AUTO TRANS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1,Small_buyer,1,7,3,135,2019,139470,6700,0,100,0,100,0,0,125
AutoPro 43,5,Small_buyer,3,3,2,61,2004,116556,670,0,0,100,20,80,0,375
CAR'Z 54,3,Small_buyer,2,6,4,100,2010,123137,3934,0,0,100,66,33,0,750
"Smart Lau, Inh. Janine Sonnenberg",9,Small_buyer,3,5,6,70,2011,67708,4549,100,0,0,0,100,0,750
VALMENCY R14 SLU,11,Small_buyer,4,7,9,150,2011,130164,11014,45,18,36,90,9,0,750
Abild Trading,1,Small_buyer,1,10,7,441,2020,67320,54771,0,100,0,0,0,100,1500
Ivan Lajgot,1,Small_buyer,1,10,2,140,2008,220276,4444,0,0,100,100,0,0,750
AVTO PERLA D.O.O.,23,Medium_buyer,6,2,10,191,2016,120185,17876,95,4,0,82,17,0,1250
Böck Recycling GmbH & Co. KG,9,Small_buyer,3,6,5,277,2002,289631,2308,0,88,11,11,88,0,-125
Metamorf-Car Kft,9,Small_buyer,3,3,5,101,2008,151885,2284,0,0,100,22,77,0,375
GROUPE GUEUDET - AUTOMOBILE DE L’ALLIANCE - AMIENS & ABBEVILLE - NISSAN,37,Medium_buyer,7,5,11,147,2016,58839,17639,13,18,67,27,72,0,750
SORTZE ELIKA SL,1,Small_buyer,1,10,3,122,2009,85540,5286,0,0,100,0,100,0,375
Azizi GmbH,1,Small_buyer,1,7,2,70,2014,120583,3205,0,0,100,0,100,0,750
DEWOLF OCCAZ,3,Small_buyer,2,9,7,135,2019,34972,20350,0,0,100,0,100,0,750
"Auto Eleganz, Inh. Tom Hirsch",1,Small_buyer,1,7,2,10,2018,22760,3630,0,100,0,0,0,100,375
"Automobile Alsaleh, Inh. Emad Alsaleh",2,Small_buyer,1,8,3,80,2010,170717,3284,0,0,100,100,0,0,375
"Autohaus Granata, Inh. Guiseppe Granata",8,Small_buyer,3,7,8,94,2013,49875,9776,75,12,12,12,87,0,750
BULINV EOOD,1,Small_buyer,1,8,2,115,2011,281732,2819,0,0,100,100,0,0,375
GOLD TRADE EOOD,4,Small_buyer,2,10,7,282,2013,263837,13138,0,100,0,75,25,0,-125
Garage Auenheim,23,Medium_buyer,6,4,9,161,2012,114162,9346,0,21,78,30,69,0,750
JAIME JOAQUIM FERREIRA SILVA,6,Small_buyer,3,7,7,95,2017,82230,9530,16,50,33,16,33,50,750
AUTO BENSCHOP DRACHTEN B.V.,15,Medium_buyer,5,6,8,117,2012,105050,6028,0,6,93,0,100,0,750
Autohaus Hornung GmbH & Co. KG,2,Small_buyer,1,10,5,102,2018,33406,15870,50,0,50,0,100,0,750
Syed Tariq & Habibullah Haji Met GbR,8,Small_buyer,3,7,7,174,2011,120946,7538,0,25,75,12,87,0,375
Autoforum Stockstadt,13,Small_buyer,4,5,9,197,2015,103899,14687,7,46,46,46,53,0,-750
MOBILEK-AUTO MICHAŁ ŚMIST,54,Top_buyer,8,1,9,135,2007,210381,2355,1,12,85,37,61,1,375
NAIAVKO ROMAN OLEKSANDROVYCH,8,Small_buyer,3,6,5,106,2009,249018,2906,0,0,100,50,50,0,750
Hora Roman,3,Small_buyer,2,2,2,105,2006,224219,1139,0,0,100,0,100,0,125
"CC Reifen Center, Inh. Carmelo Ciciriello",1,Small_buyer,1,10,1,65,2002,174610,450,0,0,100,0,100,0,125
MAVRIDIS IOANNIS EVDOKIMOS,3,Small_buyer,2,2,5,84,2014,123872,6736,0,0,100,33,66,0,750
MARKOSIAN EVANGELOS ANASTASIOS || ATHENIAN TRANSFER,3,Small_buyer,2,10,5,103,2016,115645,7581,33,0,66,0,100,0,-125
Tmi SF Trading,4,Small_buyer,2,8,5,273,2007,207922,8264,0,75,25,50,50,0,750
BERGAMO SANDRO,1,Small_buyer,1,7,2,60,2012,87746,3976,0,0,100,0,100,0,375
CS AUTOMOBILE,123,Top_buyer,9,3,11,136,2009,126172,5171,5,4,89,14,85,0,750
TZIOTAKIS PANAGIOTIS GEORGIOS,1,Small_buyer,1,10,3,60,2016,71192,5650,0,0,100,0,100,0,750
AUTO SHOWROOM PIATRA NEAMT S.R.L.,5,Small_buyer,3,4,3,121,2007,234503,1567,0,0,100,60,40,0,375
"Autocentrum u Labutě, spol. s.r.o.",11,Small_buyer,4,3,5,81,2010,152231,3069,0,0,100,18,81,0,750
AutoSejdija An und Verkauf von PKW.s,3,Small_buyer,2,8,3,105,2004,156034,3016,0,33,66,33,66,0,375
DANIEL KRZYSZTOF ŁUKASZUK AUTO - PREMIUM,16,Medium_buyer,5,2,8,142,2010,289905,6140,6,12,81,100,0,0,750
INAUTO S.R.L.,1,Small_buyer,1,3,4,122,2021,2784,18500,0,0,100,100,0,0,750
GABARITO INEVITAVEL - AUTOMOVEIS UNIPESSOAL LDA,4,Small_buyer,2,2,6,98,2015,95032,8758,0,0,100,50,50,0,375
Garage Baele,35,Medium_buyer,7,7,11,139,2019,36144,17622,20,5,74,2,94,2,750
"Toyota Autohaus Mangold, Inh. Uwe Mangold",1,Small_buyer,1,9,5,197,2018,42920,26239,0,100,0,0,0,100,750
GROUPE DAVID GERBIER - FLA AUTOMOBILES - ANNEMASSE - FIAT ALFA JEEP MULTI,6,Small_buyer,3,8,9,185,2018,41432,21822,50,0,50,16,83,0,1250
"M KERN JULIEN, CLAUDE",34,Medium_buyer,7,1,9,109,2009,62585,5751,0,2,97,5,94,0,750
Grigorean Auto,1,Small_buyer,1,9,4,408,2009,132000,12350,0,100,0,0,100,0,375
PRZEDSIĘBIORSTWO HANDLOWO-TRANSPORTOWE. POKOJE NOCLEGOWE. DARIUSZ KRYSTOSIAK,4,Small_buyer,2,6,4,147,2003,177262,3179,0,50,50,0,100,0,375
Auto-prestige66,2,Small_buyer,1,10,4,170,2006,137233,5235,0,50,50,0,100,0,750
"Autohaus Schmid, Inh. Heinz Schmid",1,Small_buyer,1,9,3,115,2006,45188,5332,0,100,0,0,100,0,1250
G FRANTZESKAKIS ANONYMI ETAIREIA BIOTEXNIKI EMPORIKI AYTOKINITA MOTOSIKLETES ANTALLAKTIKA G FRANTZESKAKIS AEBE,2,Small_buyer,1,10,3,82,2010,73085,2942,0,0,100,0,100,0,750
"AUTOZENTRUM ALLGÄU, Inh. Muhammet Mustafa Atas",1,Small_buyer,1,10,4,305,2012,154345,12742,0,100,0,0,0,100,-750
"Eco Autombile, Inh. Kenan Nisanci",1,Small_buyer,1,9,5,380,2017,103681,30400,100,0,0,0,100,0,1250
Usługi Finansowe Tomasz Rossa,1,Small_buyer,1,10,4,150,2019,19337,12600,100,0,0,0,100,0,375
"Lack&Fahrzeugservice Timo Moray, Inh. Timo Moray",1,Small_buyer,1,10,4,435,2011,119150,16504,0,100,0,0,100,0,-1500
Volegov Alexander,1,Small_buyer,1,6,3,143,2014,278041,9587,0,100,0,100,0,0,750
"TT Autoservice, Inh. Theodor Tanase",2,Small_buyer,1,6,3,69,2009,54845,2928,0,0,100,0,100,0,375
MÉRVELL KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,5,Small_buyer,3,5,3,106,2005,155970,1367,0,0,100,0,100,0,375
"MACIEJ KRAWCZYK ""MAKRA 2""",2,Small_buyer,1,10,4,125,2013,150495,8254,0,0,100,50,50,0,750
"FMPJAUTOMÓVEIS, LDA",6,Small_buyer,3,9,7,111,2014,76042,11897,16,16,66,33,66,0,750
"glückliche Autos, Inh. Falk Werner",15,Medium_buyer,5,2,5,109,1999,102534,1451,0,26,73,13,86,0,125
PMCBURLY KFT,15,Medium_buyer,5,8,8,149,2010,151411,5033,6,0,93,60,40,0,375
BF PROS TECH,1,Small_buyer,1,10,2,75,2007,114803,1523,0,0,100,0,100,0,375
Poul Nielsen Automobiler ApS,12,Small_buyer,4,3,11,371,2021,11875,58702,0,100,0,0,0,100,1500
"Vidlinas, UAB",1,Small_buyer,1,10,2,180,2000,233966,1720,0,0,100,0,100,0,125
RAITRANSA UAB,1,Small_buyer,1,8,3,190,2015,298436,7646,0,100,0,100,0,0,375
"KFZ Sonnleitner, Inh. Manuel Sonnleitner",17,Medium_buyer,5,6,5,129,2002,178478,1754,0,0,100,0,100,0,125
"Automobile Ogras, Inh. Tarik Ogras",2,Small_buyer,1,8,2,95,2008,105401,1943,0,0,100,0,100,0,-125
Autogarage Blaas,14,Small_buyer,4,7,8,74,2013,54053,6363,7,0,92,0,100,0,750
"Bären Automotive Norderstedt, Inh. Mohammad Amir Azadzoy",4,Small_buyer,2,10,4,95,2009,108025,4269,50,0,50,0,100,0,375
"KFZ-Wendt, Inh. Thomas Wendt",1,Small_buyer,1,8,3,140,2011,200861,6079,0,0,100,100,0,0,375
GARAGE DE L'EUROPE,1,Small_buyer,1,9,1,177,2004,224437,922,0,0,100,0,100,0,125
HRISTODOULAKIS APOSTOLOS KIRIAKOS  ARTPC NET,2,Small_buyer,1,9,4,97,2016,79127,8563,0,50,50,0,100,0,1250
DMB Auto Services,1,Small_buyer,1,7,3,82,2017,99016,7482,0,0,100,0,100,0,750
AUTO-HANDEL Krzysztof Poniedzielski,1,Small_buyer,1,10,2,143,2008,170622,2145,0,0,100,0,100,0,375
IHOR ARSHANYI,12,Small_buyer,4,7,5,105,2008,226592,2272,0,8,91,33,66,0,375
Amin Amin GbR,3,Small_buyer,2,8,2,71,2007,189453,1047,0,0,100,0,100,0,375
Autohandel Markus Ahne,1,Small_buyer,1,2,4,102,2017,106284,12655,0,0,100,100,0,0,750
"Autozentrum Kale, Inh. Yurdaguel Kalekoglou",5,Small_buyer,3,1,3,75,2006,127420,1697,40,0,60,20,80,0,375
"EOB Handel, Inh. Ercan Buldu",1,Small_buyer,1,10,4,150,2016,177136,13365,0,0,100,100,0,0,750
BEST AUTOBRAND DOOEL Skopje,3,Small_buyer,2,10,5,146,2011,264485,7139,66,0,33,100,0,0,750
Auto Rieger GmbH,5,Small_buyer,3,4,9,144,2018,66415,20591,80,0,20,80,20,0,375
ELITCAR S.R.L.,1,Small_buyer,1,10,5,225,2020,25263,34669,100,0,0,0,100,0,1250
Eugen Jusupow,2,Small_buyer,1,10,3,117,2009,126327,3584,0,0,100,0,100,0,750
JMSPORTCARS,4,Small_buyer,2,8,6,160,2013,90020,9974,25,0,75,25,75,0,750
Auto World Jacek Błasiak,1,Small_buyer,1,7,2,250,2004,202109,4100,0,100,0,0,100,0,125
PAPANDREOU AGGELOS PARASKEVAS,1,Small_buyer,1,5,3,80,2016,140058,5280,0,0,100,0,100,0,750
CENTRE AUTOS,3,Small_buyer,2,8,6,244,2012,148431,14343,33,0,66,33,66,0,125
Mimoza Pasho,1,Small_buyer,1,6,2,163,2006,254192,2000,0,100,0,0,100,0,125
SBA D.O.O.,2,Small_buyer,1,7,5,185,2015,84276,14870,50,0,50,100,0,0,750
"Euro fleet &rent, Inh. Dalibor Huss",1,Small_buyer,1,10,1,147,2002,190871,415,0,0,100,0,100,0,125
SASU AUTO PREMIER,5,Small_buyer,3,9,6,127,2012,70359,8654,0,0,100,60,40,0,375
Kubina Automobilvertriebs GmbH,8,Small_buyer,3,7,9,82,2018,16907,13587,87,12,0,0,100,0,1250
AROLDI ALESSANDRO SRL,4,Small_buyer,2,5,7,239,2006,109307,17681,25,50,25,0,100,0,375
Autohaus-Märkisches Tor GmbH,3,Small_buyer,2,9,5,112,2014,90733,9771,0,0,100,0,100,0,375
"Royal Automobile Wegberg, Inh. Serdar Kivanc",20,Medium_buyer,6,6,8,128,2009,144283,3877,5,20,75,65,35,0,750
Autos.dk,1,Small_buyer,1,8,5,135,2019,28662,23900,0,100,0,0,0,100,1250
SP Leasing,3,Small_buyer,2,8,9,276,2020,16301,47479,0,66,33,33,0,66,-1500
V.M.N AUTO,55,Top_buyer,8,1,9,92,2009,154112,2229,1,3,94,9,90,0,375
"Khachatryan, Hakob",3,Small_buyer,2,2,3,113,2008,170268,3281,0,0,100,0,100,0,375
Autohaus Ostmann KG - Wolfhagen,33,Medium_buyer,7,8,12,164,2019,35760,31042,42,30,27,30,48,21,1250
Autobedrijf De Keen BV,2,Small_buyer,1,8,7,261,2021,19260,36838,0,100,0,0,0,100,1250
AUTOKING DOOEL Vinica,1,Small_buyer,1,6,2,110,2014,557437,3178,100,0,0,100,0,0,375
ALMIR AUTOCONSULT S.R.L.,2,Small_buyer,1,10,3,105,2010,208551,4542,0,50,50,0,100,0,750
Mpower Piotr Stachera,4,Small_buyer,2,8,5,121,2014,267954,7118,0,0,100,100,0,0,750
Autowelt Melle GbR,8,Small_buyer,3,3,6,126,2013,133909,6086,12,0,87,25,75,0,375
"Autopark Misburg, Inh. Abdul Waheed Faizi",39,Medium_buyer,7,2,8,129,2006,132978,2521,2,20,76,28,71,0,375
EURL GIB'OCCASION,8,Small_buyer,3,6,9,231,2015,84354,20434,25,25,50,37,62,0,-375
GENIKAR - EOOD,9,Small_buyer,3,1,4,103,2006,184537,1861,0,0,100,0,100,0,375
GRUPA DOMURAT MARIUSZ DOMURAT,1,Small_buyer,1,10,4,185,2013,184886,13013,0,100,0,100,0,0,1500
Brentjes Automotive,1,Small_buyer,1,10,3,125,2013,122503,5800,0,0,100,0,100,0,375
GRUPO TIMUR SLU,9,Small_buyer,3,5,8,127,2013,86022,9401,66,33,0,55,33,11,125
BIAUTO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,2,Small_buyer,1,7,5,150,2016,137749,11562,0,100,0,100,0,0,-125
UAB Baltik auto,1,Small_buyer,1,10,5,185,2018,65359,27108,0,100,0,0,100,0,1250
Acar-Automobile,8,Small_buyer,3,1,7,140,2010,144043,8251,37,12,50,12,87,0,750
"ZPH ""AGBUT"" AGNIESZKA KOŁACZ",2,Small_buyer,1,6,2,75,2008,164789,1197,0,0,100,50,50,0,375
Krieger Automobile GmbH,1,Small_buyer,1,9,5,180,2016,75651,22876,100,0,0,0,100,0,1500
RubzAutomotive.nl,1,Small_buyer,1,10,4,155,2013,67747,17589,0,0,100,0,100,0,1250
Promotiv,5,Small_buyer,3,9,8,140,2019,32976,17715,100,0,0,0,100,0,750
"KUFI INT, s.r.o.",4,Small_buyer,2,8,5,143,2013,157174,7771,25,0,75,100,0,0,750
Arasgo s.r.o.,1,Small_buyer,1,10,2,150,2004,203268,1760,0,0,100,0,100,0,375
AUTO SMEEING SOEST B.V.,141,Top_buyer,9,6,12,172,2018,36172,27430,36,54,8,0,45,54,1250
SAM. CARS DI ABDELGAWAD SAMEH,2,Small_buyer,1,7,5,262,1999,162193,12326,0,0,100,0,100,0,375
TABELA INCLINADA UNIPESSOAL LDA,1,Small_buyer,1,10,1,60,2002,131121,638,100,0,0,0,100,0,375
CELEBRE E FORMIDAVEL LDA,8,Small_buyer,3,7,7,93,2015,98296,8257,12,12,75,62,25,12,375
Autobedrijf Holva,1,Small_buyer,1,9,3,110,2014,53014,6914,0,0,100,0,100,0,750
AZDRIVE LTD,2,Small_buyer,1,8,5,137,2015,35168,11857,0,0,100,0,100,0,-125
Gomcar Kereskedelmi Korlátolt Felelősségű Társaság,27,Medium_buyer,6,7,8,116,2007,209282,2848,0,0,100,18,81,0,750
UAB Mintransa,3,Small_buyer,2,8,4,131,2008,202242,4770,0,33,66,33,66,0,750
"PHU ""GIER-TRANS"" SŁAWOMIR GIERCZAK",15,Medium_buyer,5,5,5,124,2006,204043,1569,0,0,100,60,40,0,375
Schreiner Automobile GmbH & Co KG,2,Small_buyer,1,6,5,150,2018,39756,15002,0,0,100,0,100,0,1250
B&L Service UG,1,Small_buyer,1,10,1,75,2000,113094,671,0,0,100,0,100,0,375
Handelsonderneming Leen van Dam,3,Small_buyer,2,9,6,198,2015,216206,15735,0,100,0,66,0,33,375
LUX AUTO 1 Ltd.,2,Small_buyer,1,10,7,261,2018,79419,30253,50,50,0,50,50,0,-750
SASU JMA AUTOMOBILES,1,Small_buyer,1,9,4,192,2015,69398,17323,0,100,0,0,100,0,750
osaühing Wiseman,1,Small_buyer,1,10,3,305,2011,160995,9318,0,100,0,100,0,0,375
"SONIA DĘTKOŚ-PIWOWARCZYK ""SONCAR""",2,Small_buyer,1,10,4,152,2011,214174,6593,0,0,100,100,0,0,750
Autobedrijf Gerrits,1,Small_buyer,1,10,4,75,2012,43863,11850,0,100,0,0,0,100,375
ALTA ESFERA - COMERCIO DE AUTOMOVEIS LDA,3,Small_buyer,2,8,6,163,2015,97874,15499,0,33,66,100,0,0,750
TAYGER OF CITY EOOD,1,Small_buyer,1,10,3,105,2011,129438,5589,100,0,0,100,0,0,750
MAKSYMCHUK VIKTOR,1,Small_buyer,1,9,2,147,2008,212270,1402,0,0,100,100,0,0,375
AF AUTO Artur Frynia,10,Small_buyer,4,4,7,121,2011,177062,5321,0,0,100,20,80,0,750
"Altergott Automobile, Inh. Alexander Altergott",14,Small_buyer,4,6,10,187,2016,179329,18361,42,50,7,100,0,0,750
GENIXMOTORS Sp. z o.o.,1,Small_buyer,1,3,2,177,2008,222598,2249,0,0,100,100,0,0,750
Automobielbedrijf de Soester B.V.,2,Small_buyer,1,10,5,102,2017,45364,17025,50,50,0,0,0,100,1250
AUTO LORENC s.r.o.,50,Top_buyer,8,1,9,132,2008,203071,3907,2,14,84,84,16,0,375
SUNSHINE-POWER KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,1,Small_buyer,1,9,5,204,2017,29500,20728,100,0,0,0,0,100,750
"Autohandel & Autopflege, Inh. Ivana Maric",2,Small_buyer,1,9,4,125,2012,200571,7426,0,0,100,100,0,0,750
"Gebrauchtwagen Belz, Inh. Siegfried Belz",3,Small_buyer,2,10,5,170,2009,145396,9859,33,33,33,66,33,0,375
"Milo's Automobile, Inh. Milad Barksai",3,Small_buyer,2,7,4,127,2007,158539,5716,0,33,66,33,66,0,375
EWA KRÓL-KULKA tomi cars,5,Small_buyer,3,8,5,144,2013,157689,6552,0,0,100,0,100,0,750
"ServiceX, s.r.o.",1,Small_buyer,1,9,3,105,2010,158600,9751,100,0,0,100,0,0,750
"ProSmart, Inh. Faisal Ataye",4,Small_buyer,2,6,5,78,2012,86468,5605,100,0,0,0,100,0,750
ABC AUTO FRANCE,2,Small_buyer,1,6,6,319,2015,54269,24476,50,0,50,0,100,0,-125
GlobeART Mobile Services Korlátolt Felelősségű Társaság,5,Small_buyer,3,7,5,112,2013,152205,5882,0,0,100,40,60,0,750
Krzysztof Kmieć,4,Small_buyer,2,9,3,127,2006,175486,1559,0,25,75,0,100,0,375
SOPASOUDAKIS NIKOLAOS GEORGIOS,1,Small_buyer,1,10,4,185,2015,171839,16400,0,100,0,100,0,0,375
Auto Kraus Gmbh,7,Small_buyer,3,5,9,154,2019,30703,18718,42,0,57,0,85,14,1250
Autohaus Rudloff & Günster e.K.,2,Small_buyer,1,10,5,128,2018,38343,17228,0,100,0,50,50,0,-750
FHU Dawido Dawid Zamorowski,4,Small_buyer,2,9,5,112,2013,146644,7945,0,0,100,25,75,0,1250
Autohaus Piahowiak GmbH & Co. KG,3,Small_buyer,2,7,7,135,2020,12479,22972,0,66,33,66,33,0,-375
Coolis Oy,1,Small_buyer,1,8,5,163,2020,45563,34618,0,100,0,100,0,0,1250
SDMOTORS SYLWIA TELEGA,3,Small_buyer,2,10,2,94,2003,188238,719,0,66,33,0,100,0,375
Gerart OÜ,1,Small_buyer,1,10,5,258,2014,165265,28855,0,100,0,100,0,0,1500
AUTOMARE L.E S.R.L.,1,Small_buyer,1,10,2,163,2001,126488,4038,0,100,0,0,100,0,750
"ALTINO FRAGA, UNIPESSOAL, LDA",2,Small_buyer,1,10,4,93,2015,35636,8759,50,0,50,0,100,0,750
"TOV ""TSENTRALNI SYSTEMY""",72,Top_buyer,9,2,9,101,2004,225754,1759,2,19,77,11,88,0,375
MARIA MESQUITA UNIPESSOAL LDA,3,Small_buyer,2,8,5,125,2014,94693,10147,0,0,100,0,100,0,-375
CARISTOCRATS Ε Ε||CARISTOCRATS,25,Medium_buyer,6,3,7,78,2011,117335,2954,4,12,84,4,96,0,750
GROUPE EMIL FREY - COFIA - CENTRAL,4,Small_buyer,2,10,10,296,2019,41193,63252,0,100,0,25,25,50,1500
BIRKÁS TAMÁS E.V.,2,Small_buyer,1,9,2,155,2008,218344,2332,0,50,50,50,50,0,375
Horváth Autó Kft.,1,Small_buyer,1,8,2,80,2007,166514,1787,0,0,100,0,100,0,750
"Fahrzeugtechnik Ersen, Inh. Bünyamin Ersen",7,Small_buyer,3,2,7,168,2014,109660,10411,14,0,85,57,42,0,375
ATUT KOMIS SAMOCHODOWY SZYSZKO MAGDALENA,19,Medium_buyer,5,6,6,105,2009,171729,2559,0,0,100,10,89,0,375
Autohaus Feistle GmbH,1,Small_buyer,1,10,3,83,2013,32506,8398,0,0,100,0,100,0,750
GROUPE PRIOD - WESTHOEK AUTOMOBILES DUNKERQUE,1,Small_buyer,1,10,6,420,2015,42358,36866,0,0,100,0,100,0,1500
TONELLI AUTORIPARAZIONI DI ELVIO E PAOLO TONELLI & C. S.N.C.,28,Medium_buyer,6,1,10,98,2014,75806,9366,3,10,85,17,82,0,750
MAKI-CAR Kereskedelmi és Szolgáltató Korlátolt Felelősségű Társaság,4,Small_buyer,2,7,5,155,2012,111273,5293,25,0,75,0,100,0,-375
CONIC AUTO HOUSE S.R.L.,1,Small_buyer,1,9,2,87,2009,183729,2500,0,0,100,0,100,0,1250
LeKs Firma Handlowa Leszek Książek,2,Small_buyer,1,2,3,132,2010,216796,4401,0,0,100,0,100,0,750
JAM MOTOR 2010 SL,2,Small_buyer,1,10,10,423,2019,31393,158475,0,100,0,50,50,0,1500
CARPINTEMA 2018,1,Small_buyer,1,10,3,130,2005,217997,5350,0,0,100,100,0,0,750
APOSTOLOPOULOS ARISTEIDIS NIKOLAOS || AUTOBEST,8,Small_buyer,3,6,8,126,2013,112176,9724,12,37,50,62,37,0,750
DAVOPLUS s.r.o.,5,Small_buyer,3,9,5,116,2008,177340,4412,0,0,100,20,80,0,750
E-Motive,2,Small_buyer,1,10,3,102,2005,149511,3057,0,50,50,0,100,0,375
M.M.S. Di Mammola Francesco,1,Small_buyer,1,8,3,150,2013,206989,8110,0,0,100,100,0,0,1500
KFZ-Kathmann-GmbH,13,Small_buyer,4,7,10,367,2014,101430,33421,30,53,15,23,76,0,-750
GROUPE KROELY - CAR VAN CENTER - COLMAR - MERCEDES,1,Small_buyer,1,9,5,163,2021,37047,31100,0,100,0,100,0,0,750
DIM ALIBIZATOS KAI YIOI OE  AUTO ALIVIZATOS,11,Small_buyer,4,7,7,85,2015,125939,5794,0,0,100,36,63,0,750
Jacques Dupasquier S.A.,3,Small_buyer,2,10,8,172,2019,34476,26239,100,0,0,0,100,0,750
OLDAR Dariusz Walder,7,Small_buyer,3,8,5,148,2010,218182,4205,0,14,85,42,57,0,750
Autobedrijf U. de Jong,1,Small_buyer,1,4,3,125,2015,107276,5840,0,0,100,0,100,0,375
Pro Mobil Management GmbH,1,Small_buyer,1,10,5,245,2018,60666,24625,100,0,0,0,100,0,1500
"AK Motorcycles, Inh. Alexander Koffler",2,Small_buyer,1,7,4,109,2006,84538,5045,0,50,50,0,100,0,750
"Autohaus Kilic, Inh. Birol Halil Kilic",41,Medium_buyer,7,5,12,282,2016,84307,36961,21,51,26,53,46,0,1500
Autohaus Joerg und Lutz Dimmler OHG,4,Small_buyer,2,7,7,160,2016,41513,16571,0,25,75,25,75,0,125
Color Top Bt,4,Small_buyer,2,3,3,92,2008,145993,1801,0,0,100,50,50,0,375
KRYSTIAN WOLSKI K.W.CAR'S,1,Small_buyer,1,10,3,163,2013,146702,6450,0,0,100,100,0,0,750
BEN DE ROOY HANDELSONDERNEMING B.V.,9,Small_buyer,3,1,9,146,2016,53001,19338,33,22,44,0,55,44,750
Autocentrum Eemnes BV,17,Medium_buyer,5,3,9,79,2014,51043,8885,0,5,94,0,100,0,750
AVTOCENTER EXCLUSIVE D.O.O.,15,Medium_buyer,5,7,10,184,2015,147486,17073,60,20,20,100,0,0,375
Berends Automotive,1,Small_buyer,1,10,5,192,2018,22957,27775,100,0,0,0,100,0,1500
AUTO FAVORIT,40,Medium_buyer,7,1,7,92,2006,154895,1426,2,5,92,15,85,0,375
AH Mayrhoermann GmbH,1,Small_buyer,1,6,4,85,2018,27900,12699,0,100,0,0,100,0,1250
"A.T. Autohandel, Inh. Alexander Tatarintsev",7,Small_buyer,3,6,5,100,2006,125841,3529,14,0,85,57,42,0,750
SAS GARAGES FRANCOIS,4,Small_buyer,2,8,7,148,2017,55943,18183,0,50,50,50,50,0,1250
Petr Houdek,1,Small_buyer,1,10,3,90,2013,105084,5375,0,0,100,100,0,0,375
INSTAL ELECTRIC PAWEŁ WÓJCIK,2,Small_buyer,1,9,4,131,2013,219686,5103,0,0,100,100,0,0,750
Filip Gombala - AUTOCENTRUM GOMBALA,19,Medium_buyer,5,4,9,129,2011,181535,6891,36,0,63,73,26,0,750
NR Automobile,4,Small_buyer,2,10,5,143,2014,131952,7897,0,50,50,75,25,0,-1500
Autobedrijf Sjaak van den Bergh B.V.,4,Small_buyer,2,8,4,79,2011,100212,3369,0,0,100,0,100,0,-125
Starmount SIA,2,Small_buyer,1,7,6,177,2014,119776,19621,0,100,0,100,0,0,1500
Inter-Car A.O. GmbH,7,Small_buyer,3,4,8,137,2015,70253,13320,57,0,42,28,71,0,125
Driessen Auto's,18,Medium_buyer,5,3,9,158,2012,102752,13148,0,22,77,5,88,5,750
