Days,gold_price,oil_price,unemployement_rate,gross_domestic_product,consumer_price_index,benfica_stock,benfica_trend,porto_stock,porto_trend,sporting_stock,sporting_trend,braga_stock,braga_trend
11/10/2018,1223.500,73.170,6.800,2.700,0.960,2.110,42.00,2.110,45.000,2.110,33.000,2.110,15.000
10/10/2018,1189.300,74.960,6.800,2.700,0.960,2.100,42.00,2.100,45.000,2.100,33.000,2.100,15.000
09/10/2018,1187.200,74.290,6.800,2.700,0.960,2.130,42.00,2.130,45.000,2.130,33.000,2.130,15.000
08/10/2018,1184.400,74.340,6.800,2.700,0.960,2.050,42.00,2.050,45.000,2.050,33.000,2.050,15.000
07/10/2018,,,6.800,2.700,0.960,,42.00,,45.000,,33.000,,15.000
06/10/2018,,,6.800,2.700,0.960,,42.00,,45.000,,33.000,,15.000
05/10/2018,1201.200,74.330,6.800,2.700,0.960,2.070,42.00,2.070,45.000,2.070,33.000,2.070,15.000
04/10/2018,1197.200,76.410,6.800,2.700,0.960,2.100,42.00,2.100,45.000,2.100,33.000,2.100,15.000
03/10/2018,1198.300,75.230,6.800,2.700,0.960,2.040,42.00,2.040,45.000,2.040,33.000,2.040,15.000
02/10/2018,1202.400,75.300,6.800,2.700,0.960,2.130,42.00,2.130,45.000,2.130,33.000,2.130,15.000
01/10/2018,1187.100,73.250,6.800,2.700,0.960,2.060,42.00,2.060,45.000,2.060,33.000,2.060,15.000
30/09/2018,,,6.800,2.700,1.400,,47.00,,35.000,,48.000,,23.000
29/09/2018,,,6.800,2.700,1.400,,47.00,,35.000,,48.000,,23.000
28/09/2018,1191.500,72.120,6.800,2.700,1.400,2.110,47.00,2.110,35.000,2.110,48.000,2.110,23.000
27/09/2018,1182.300,71.570,6.800,2.700,1.400,2.180,47.00,2.180,35.000,2.180,48.000,2.180,23.000
26/09/2018,1194.000,72.280,6.800,2.700,1.400,2.090,47.00,2.090,35.000,2.090,48.000,2.090,23.000
25/09/2018,1200.000,72.080,6.800,2.700,1.400,2.070,47.00,2.070,35.000,2.070,48.000,2.070,23.000
24/09/2018,1199.300,70.780,6.800,2.700,1.400,2.190,47.00,2.190,35.000,2.190,48.000,2.190,23.000
23/09/2018,,,6.800,2.700,1.400,,47.00,,35.000,,48.000,,23.000
22/09/2018,,,6.800,2.700,1.400,,47.00,,35.000,,48.000,,23.000
21/09/2018,1196.200,70.800,6.800,2.700,1.400,2.100,47.00,2.100,35.000,2.100,48.000,2.100,23.000
20/09/2018,1206.200,71.120,6.800,2.700,1.400,1.995,47.00,1.995,35.000,1.995,48.000,1.995,23.000
19/09/2018,1202.200,69.850,6.800,2.700,1.400,2.090,47.00,2.090,35.000,2.090,48.000,2.090,23.000
18/09/2018,1196.800,68.910,6.800,2.700,1.400,2.060,47.00,2.060,35.000,2.060,48.000,2.060,23.000
17/09/2018,1199.700,68.990,6.800,2.700,1.400,2.060,47.00,2.060,35.000,2.060,48.000,2.060,23.000
16/09/2018,,,6.800,2.700,1.400,,47.00,,35.000,,48.000,,23.000
15/09/2018,,,6.800,2.700,1.400,,47.00,,35.000,,48.000,,23.000
14/09/2018,1195.000,68.590,6.800,2.700,1.400,2.010,47.00,2.010,35.000,2.010,48.000,2.010,23.000
13/09/2018,1202.000,70.370,6.800,2.700,1.400,2.020,47.00,2.020,35.000,2.020,48.000,2.020,23.000
12/09/2018,1204.700,69.250,6.800,2.700,1.400,2.030,47.00,2.030,35.000,2.030,48.000,2.030,23.000
11/09/2018,1195.400,67.540,6.800,2.700,1.400,2.010,47.00,2.010,35.000,2.010,48.000,2.010,23.000
10/09/2018,1193.000,67.750,6.800,2.700,1.400,2.030,47.00,2.030,35.000,2.030,48.000,2.030,23.000
09/09/2018,,,6.800,2.700,1.400,,47.00,,35.000,,48.000,,23.000
08/09/2018,,,6.800,2.700,1.400,,47.00,,35.000,,48.000,,23.000
07/09/2018,1193.600,67.770,6.800,2.700,1.400,2.000,47.00,2.000,35.000,2.000,48.000,2.000,23.000
06/09/2018,1197.900,68.720,6.800,2.700,1.400,2.050,47.00,2.050,35.000,2.050,48.000,2.050,23.000
05/09/2018,1194.900,69.870,6.800,2.700,1.400,1.885,47.00,1.885,35.000,1.885,48.000,1.885,23.000
04/09/2018,1192.700,69.800,6.800,2.700,1.400,2.220,47.00,2.220,35.000,2.220,48.000,2.220,23.000
03/09/2018,1192.700,69.800,6.800,2.700,1.400,2.330,47.00,2.330,35.000,2.330,48.000,2.330,23.000
02/09/2018,,,6.800,2.700,1.400,,47.00,,35.000,,48.000,,23.000
01/09/2018,,,6.800,2.700,1.400,,47.00,,35.000,,48.000,,23.000
31/08/2018,1200.300,70.250,6.900,2.900,1.220,2.330,59.00,2.330,39.000,2.330,49.000,2.330,15.000
30/08/2018,1197.700,69.510,6.900,2.900,1.220,2.380,59.00,2.380,39.000,2.380,49.000,2.380,15.000
29/08/2018,1204.500,68.530,6.900,2.900,1.220,2.240,59.00,2.240,39.000,2.240,49.000,2.240,15.000
28/08/2018,1207.400,68.870,6.900,2.900,1.220,2.150,59.00,2.150,39.000,2.150,49.000,2.150,15.000
27/08/2018,1209.000,68.720,6.900,2.900,1.220,2.160,59.00,2.160,39.000,2.160,49.000,2.160,15.000
26/08/2018,,,6.900,2.900,1.220,,59.00,,39.000,,49.000,,15.000
25/08/2018,,,6.900,2.900,1.220,,59.00,,39.000,,49.000,,15.000
24/08/2018,1206.300,67.830,6.900,2.900,1.220,2.200,59.00,2.200,39.000,2.200,49.000,2.200,15.000
23/08/2018,1187.000,67.860,6.900,2.900,1.220,2.220,59.00,2.220,39.000,2.220,49.000,2.220,15.000
22/08/2018,1196.300,67.350,6.900,2.900,1.220,2.200,59.00,2.200,39.000,2.200,49.000,2.200,15.000
21/08/2018,1192.600,66.430,6.900,2.900,1.220,2.240,59.00,2.240,39.000,2.240,49.000,2.240,15.000
20/08/2018,1186.800,65.910,6.900,2.900,1.220,2.180,59.00,2.180,39.000,2.180,49.000,2.180,15.000
19/08/2018,,,6.900,2.900,1.220,,59.00,,39.000,,49.000,,15.000
18/08/2018,,,6.900,2.900,1.220,,59.00,,39.000,,49.000,,15.000
17/08/2018,1176.500,65.460,6.900,2.900,1.220,1.975,59.00,1.975,39.000,1.975,49.000,1.975,15.000
16/08/2018,1176.200,65.010,6.900,2.900,1.220,1.970,59.00,1.970,39.000,1.970,49.000,1.970,15.000
15/08/2018,1177.500,67.040,6.900,2.900,1.220,2.000,59.00,2.000,39.000,2.000,49.000,2.000,15.000
14/08/2018,1193.000,67.200,6.900,2.900,1.220,1.800,59.00,1.800,39.000,1.800,49.000,1.800,15.000
13/08/2018,1191.300,67.630,6.900,2.900,1.220,1.790,59.00,1.790,39.000,1.790,49.000,1.790,15.000
12/08/2018,,,6.900,2.900,1.220,,59.00,,39.000,,49.000,,15.000
11/08/2018,,,6.900,2.900,1.220,,59.00,,39.000,,49.000,,15.000
10/08/2018,1211.100,66.810,6.900,2.900,1.220,1.850,59.00,1.850,39.000,1.850,49.000,1.850,15.000
09/08/2018,1211.900,66.940,6.900,2.900,1.220,1.715,59.00,1.715,39.000,1.715,49.000,1.715,15.000
08/08/2018,1212.600,69.170,6.900,2.900,1.220,1.705,59.00,1.705,39.000,1.705,49.000,1.705,15.000
07/08/2018,1209.600,69.010,6.900,2.900,1.220,1.740,59.00,1.740,39.000,1.740,49.000,1.740,15.000
06/08/2018,1208.600,68.490,6.900,2.900,1.220,1.745,59.00,1.745,39.000,1.745,49.000,1.745,15.000
05/08/2018,,,6.900,2.900,1.220,,59.00,,39.000,,49.000,,15.000
04/08/2018,,,6.900,2.900,1.220,,59.00,,39.000,,49.000,,15.000
03/08/2018,1214.200,68.960,6.900,2.900,1.220,1.700,59.00,1.700,39.000,1.700,49.000,1.700,15.000
02/08/2018,1210.600,67.660,6.900,2.900,1.220,1.695,59.00,1.695,39.000,1.695,49.000,1.695,15.000
01/08/2018,1217.900,68.760,6.900,2.900,1.220,1.765,59.00,1.765,39.000,1.765,49.000,1.765,15.000
31/07/2018,1223.700,70.130,6.900,2.900,1.580,1.680,25.00,1.680,27.000,1.680,31.000,1.680,7.000
30/07/2018,1221.300,68.690,6.900,2.900,1.580,1.680,25.00,1.680,27.000,1.680,31.000,1.680,7.000
29/07/2018,,,6.900,2.900,1.580,,25.00,,27.000,,31.000,,7.000
28/07/2018,,,6.900,2.900,1.580,,25.00,,27.000,,31.000,,7.000
27/07/2018,1222.600,69.610,6.900,2.900,1.580,1.635,25.00,1.635,27.000,1.635,31.000,1.635,7.000
26/07/2018,1225.300,69.300,6.900,2.900,1.580,1.655,25.00,1.655,27.000,1.655,31.000,1.655,7.000
25/07/2018,1231.400,68.520,6.900,2.900,1.580,1.660,25.00,1.660,27.000,1.660,31.000,1.660,7.000
24/07/2018,1223.900,67.890,6.900,2.900,1.580,1.670,25.00,1.670,27.000,1.670,31.000,1.670,7.000
23/07/2018,1224.000,70.460,6.900,2.900,1.580,1.655,25.00,1.655,27.000,1.655,31.000,1.655,7.000
22/07/2018,,,6.900,2.900,1.580,,25.00,,27.000,,31.000,,7.000
21/07/2018,,,6.900,2.900,1.580,,25.00,,27.000,,31.000,,7.000
20/07/2018,1229.500,69.460,6.900,2.900,1.580,1.635,25.00,1.635,27.000,1.635,31.000,1.635,7.000
19/07/2018,1222.400,68.760,6.900,2.900,1.580,1.660,25.00,1.660,27.000,1.660,31.000,1.660,7.000
18/07/2018,1226.300,68.080,6.900,2.900,1.580,1.660,25.00,1.660,27.000,1.660,31.000,1.660,7.000
17/07/2018,1225.700,68.060,6.900,2.900,1.580,1.700,25.00,1.700,27.000,1.700,31.000,1.700,7.000
16/07/2018,1238.100,71.010,6.900,2.900,1.580,1.650,25.00,1.650,27.000,1.650,31.000,1.650,7.000
15/07/2018,,,6.900,2.900,1.580,,25.00,,27.000,,31.000,,7.000
14/07/2018,,,6.900,2.900,1.580,,25.00,,27.000,,31.000,,7.000
13/07/2018,1239.600,70.330,6.900,2.900,1.580,1.800,25.00,1.800,27.000,1.800,31.000,1.800,7.000
12/07/2018,1245.000,70.380,6.900,2.900,1.580,1.755,25.00,1.755,27.000,1.755,31.000,1.755,7.000
11/07/2018,1242.800,74.110,6.900,2.900,1.580,1.820,25.00,1.820,27.000,1.820,31.000,1.820,7.000
10/07/2018,1253.800,73.850,6.900,2.900,1.580,1.840,25.00,1.840,27.000,1.840,31.000,1.840,7.000
09/07/2018,1258.100,73.800,6.900,2.900,1.580,1.795,25.00,1.795,27.000,1.795,31.000,1.795,7.000
08/07/2018,,,6.900,2.900,1.580,,25.00,,27.000,,31.000,,7.000
07/07/2018,,,6.900,2.900,1.580,,25.00,,27.000,,31.000,,7.000
06/07/2018,1254.300,72.940,6.900,2.900,1.580,1.800,25.00,1.800,27.000,1.800,31.000,1.800,7.000
05/07/2018,1257.300,74.140,6.900,2.900,1.580,1.830,25.00,1.830,27.000,1.830,31.000,1.830,7.000
04/07/2018,1257.300,74.140,6.900,2.900,1.580,1.780,25.00,1.780,27.000,1.780,31.000,1.780,7.000
03/07/2018,1251.600,73.940,6.900,2.900,1.580,1.590,25.00,1.590,27.000,1.590,31.000,1.590,7.000
02/07/2018,1239.800,74.150,6.900,2.900,1.580,1.365,25.00,1.365,27.000,1.365,31.000,1.365,7.000
01/07/2018,,,6.900,2.900,1.580,,25.00,,27.000,,31.000,,7.000
30/06/2018,,,6.900,2.900,1.520,,17.00,,18.000,,46.000,,5.000
29/06/2018,1251.300,73.450,6.900,2.900,1.520,1.350,17.00,1.350,18.000,1.350,46.000,1.350,5.000
28/06/2018,1247.800,72.760,6.900,2.900,1.520,1.360,17.00,1.360,18.000,1.360,46.000,1.360,5.000
27/06/2018,1252.800,70.530,6.900,2.900,1.520,1.350,17.00,1.350,18.000,1.350,46.000,1.350,5.000
26/06/2018,1256.600,68.080,6.900,2.900,1.520,1.350,17.00,1.350,18.000,1.350,46.000,1.350,5.000
25/06/2018,1265.600,68.580,6.900,2.900,1.520,1.350,17.00,1.350,18.000,1.350,46.000,1.350,5.000
24/06/2018,,,6.900,2.900,1.520,,17.00,,18.000,,46.000,,5.000
23/06/2018,,,6.900,2.900,1.520,,17.00,,18.000,,46.000,,5.000
22/06/2018,1267.400,65.540,6.900,2.900,1.520,1.350,17.00,1.350,18.000,1.350,46.000,1.350,5.000
21/06/2018,1267.200,66.220,6.900,2.900,1.520,1.400,17.00,1.400,18.000,1.400,46.000,1.400,5.000
20/06/2018,1271.200,65.070,6.900,2.900,1.520,1.400,17.00,1.400,18.000,1.400,46.000,1.400,5.000
19/06/2018,1275.600,65.850,6.900,2.900,1.520,1.350,17.00,1.350,18.000,1.350,46.000,1.350,5.000
18/06/2018,1276.200,65.060,6.900,2.900,1.520,1.355,17.00,1.355,18.000,1.355,46.000,1.355,5.000
17/06/2018,,,6.900,2.900,1.520,,17.00,,18.000,,46.000,,5.000
16/06/2018,,,6.900,2.900,1.520,,17.00,,18.000,,46.000,,5.000
15/06/2018,1274.600,66.890,6.900,2.900,1.520,1.400,17.00,1.400,18.000,1.400,46.000,1.400,5.000
14/06/2018,1304.000,66.640,6.900,2.900,1.520,1.335,17.00,1.335,18.000,1.335,46.000,1.335,5.000
13/06/2018,1296.900,66.360,6.900,2.900,1.520,1.395,17.00,1.395,18.000,1.395,46.000,1.395,5.000
12/06/2018,1295.100,66.100,6.900,2.900,1.520,1.335,17.00,1.335,18.000,1.335,46.000,1.335,5.000
11/06/2018,1298.900,65.740,6.900,2.900,1.520,1.265,17.00,1.265,18.000,1.265,46.000,1.265,5.000
10/06/2018,,,6.900,2.900,1.520,,17.00,,18.000,,46.000,,5.000
09/06/2018,,,6.900,2.900,1.520,,17.00,,18.000,,46.000,,5.000
08/06/2018,1298.100,65.950,6.900,2.900,1.520,1.325,17.00,1.325,18.000,1.325,46.000,1.325,5.000
07/06/2018,1298.700,64.730,6.900,2.900,1.520,1.325,17.00,1.325,18.000,1.325,46.000,1.325,5.000
06/06/2018,1297.100,65.520,6.900,2.900,1.520,1.350,17.00,1.350,18.000,1.350,46.000,1.350,5.000
05/06/2018,1297.500,64.750,6.900,2.900,1.520,1.350,17.00,1.350,18.000,1.350,46.000,1.350,5.000
04/06/2018,1293.100,65.810,6.900,2.900,1.520,1.345,17.00,1.345,18.000,1.345,46.000,1.345,5.000
03/06/2018,,,6.900,2.900,1.520,,17.00,,18.000,,46.000,,5.000
02/06/2018,,,6.900,2.900,1.520,,17.00,,18.000,,46.000,,5.000
01/06/2018,1294.800,67.040,6.900,2.900,1.520,1.325,17.00,1.325,18.000,1.325,46.000,1.325,5.000
31/05/2018,1300.100,68.210,6.900,3.100,1.040,1.395,33.00,1.395,41.000,1.395,69.000,1.395,13.000
30/05/2018,1301.500,66.730,6.900,3.100,1.040,1.320,33.00,1.320,41.000,1.320,69.000,1.320,13.000
29/05/2018,1298.700,67.880,6.900,3.100,1.040,1.340,33.00,1.340,41.000,1.340,69.000,1.340,13.000
28/05/2018,1298.700,67.880,6.900,3.100,1.040,1.340,33.00,1.340,41.000,1.340,69.000,1.340,13.000
27/05/2018,,,6.900,3.100,1.040,,33.00,,41.000,,69.000,,13.000
26/05/2018,,,6.900,3.100,1.040,,33.00,,41.000,,69.000,,13.000
25/05/2018,1303.300,70.710,6.900,3.100,1.040,1.355,33.00,1.355,41.000,1.355,69.000,1.355,13.000
24/05/2018,1303.700,71.840,6.900,3.100,1.040,1.350,33.00,1.350,41.000,1.350,69.000,1.350,13.000
23/05/2018,1289.300,72.130,6.900,3.100,1.040,1.360,33.00,1.360,41.000,1.360,69.000,1.360,13.000
22/05/2018,1291.700,72.240,6.900,3.100,1.040,1.360,33.00,1.360,41.000,1.360,69.000,1.360,13.000
21/05/2018,1290.200,71.280,6.900,3.100,1.040,1.365,33.00,1.365,41.000,1.365,69.000,1.365,13.000
20/05/2018,,,6.900,3.100,1.040,,33.00,,41.000,,69.000,,13.000
19/05/2018,,,6.900,3.100,1.040,,33.00,,41.000,,69.000,,13.000
18/05/2018,1290.200,71.490,6.900,3.100,1.040,1.400,33.00,1.400,41.000,1.400,69.000,1.400,13.000
17/05/2018,1288.200,71.490,6.900,3.100,1.040,1.420,33.00,1.420,41.000,1.420,69.000,1.420,13.000
16/05/2018,1290.200,71.310,6.900,3.100,1.040,1.400,33.00,1.400,41.000,1.400,69.000,1.400,13.000
15/05/2018,1288.900,70.960,6.900,3.100,1.040,1.365,33.00,1.365,41.000,1.365,69.000,1.365,13.000
14/05/2018,1316.500,70.700,6.900,3.100,1.040,1.430,33.00,1.430,41.000,1.430,69.000,1.430,13.000
13/05/2018,,,6.900,3.100,1.040,,33.00,,41.000,,69.000,,13.000
12/05/2018,,,6.900,3.100,1.040,,33.00,,41.000,,69.000,,13.000
11/05/2018,1319.000,71.360,6.900,3.100,1.040,1.330,33.00,1.330,41.000,1.330,69.000,1.330,13.000
10/05/2018,1320.800,71.140,6.900,3.100,1.040,1.335,33.00,1.335,41.000,1.335,69.000,1.335,13.000
09/05/2018,1311.300,69.060,6.900,3.100,1.040,1.305,33.00,1.305,41.000,1.305,69.000,1.305,13.000
08/05/2018,1312.000,70.730,6.900,3.100,1.040,1.380,33.00,1.380,41.000,1.380,69.000,1.380,13.000
07/05/2018,1312.200,69.720,6.900,3.100,1.040,1.325,33.00,1.325,41.000,1.325,69.000,1.325,13.000
06/05/2018,,,6.900,3.100,1.040,,33.00,,41.000,,69.000,,13.000
05/05/2018,,,6.900,3.100,1.040,,33.00,,41.000,,69.000,,13.000
04/05/2018,1312.700,68.430,6.900,3.100,1.040,1.320,33.00,1.320,41.000,1.320,69.000,1.320,13.000
03/05/2018,1310.700,67.930,6.900,3.100,1.040,1.360,33.00,1.360,41.000,1.360,69.000,1.360,13.000
02/05/2018,1302.600,67.250,6.900,3.100,1.040,1.370,33.00,1.370,41.000,1.370,69.000,1.370,13.000
01/05/2018,1303.800,68.570,6.900,3.100,1.040,,33.00,,41.000,,69.000,,13.000
30/04/2018,1316.200,68.100,6.900,3.100,0.400,1.300,56.00,1.300,100.000,1.300,71.000,1.300,16.000
29/04/2018,,,6.900,3.100,0.400,,56.00,,100.000,,71.000,,16.000
28/04/2018,,,6.900,3.100,0.400,,56.00,,100.000,,71.000,,16.000
27/04/2018,1320.300,68.190,6.900,3.100,0.400,1.395,56.00,1.395,100.000,1.395,71.000,1.395,16.000
26/04/2018,1316.300,68.050,6.900,3.100,0.400,1.380,56.00,1.380,100.000,1.380,71.000,1.380,16.000
25/04/2018,1321.200,67.700,6.900,3.100,0.400,1.365,56.00,1.365,100.000,1.365,71.000,1.365,16.000
24/04/2018,1331.400,68.640,6.900,3.100,0.400,1.365,56.00,1.365,100.000,1.365,71.000,1.365,16.000
23/04/2018,1322.500,68.380,6.900,3.100,0.400,1.400,56.00,1.400,100.000,1.400,71.000,1.400,16.000
22/04/2018,,,6.900,3.100,0.400,,56.00,,100.000,,71.000,,16.000
21/04/2018,,,6.900,3.100,0.400,,56.00,,100.000,,71.000,,16.000
20/04/2018,1336.700,68.290,6.900,3.100,0.400,1.380,56.00,1.380,100.000,1.380,71.000,1.380,16.000
19/04/2018,1346.800,68.470,6.900,3.100,0.400,1.370,56.00,1.370,100.000,1.370,71.000,1.370,16.000
18/04/2018,1351.200,66.520,6.900,3.100,0.400,1.370,56.00,1.370,100.000,1.370,71.000,1.370,16.000
17/04/2018,1347.200,66.220,6.900,3.100,0.400,1.365,56.00,1.365,100.000,1.365,71.000,1.365,16.000
16/04/2018,1347.500,67.390,6.900,3.100,0.400,1.390,56.00,1.390,100.000,1.390,71.000,1.390,16.000
15/04/2018,,,6.900,3.100,0.400,,56.00,,100.000,,71.000,,16.000
14/04/2018,,,6.900,3.100,0.400,,56.00,,100.000,,71.000,,16.000
13/04/2018,1344.800,67.070,6.900,3.100,0.400,1.500,56.00,1.500,100.000,1.500,71.000,1.500,16.000
12/04/2018,1338.400,66.820,6.900,3.100,0.400,1.500,56.00,1.500,100.000,1.500,71.000,1.500,16.000
11/04/2018,1356.500,65.510,6.900,3.100,0.400,1.450,56.00,1.450,100.000,1.450,71.000,1.450,16.000
10/04/2018,1342.000,63.420,6.900,3.100,0.400,1.405,56.00,1.405,100.000,1.405,71.000,1.405,16.000
09/04/2018,1336.300,62.060,6.900,3.100,0.400,1.405,56.00,1.405,100.000,1.405,71.000,1.405,16.000
08/04/2018,,,6.900,3.100,0.400,,56.00,,100.000,,71.000,,16.000
07/04/2018,,,6.900,3.100,0.400,,56.00,,100.000,,71.000,,16.000
06/04/2018,1331.900,63.540,6.900,3.100,0.400,1.480,56.00,1.480,100.000,1.480,71.000,1.480,16.000
05/04/2018,1324.300,63.370,6.900,3.100,0.400,1.470,56.00,1.470,100.000,1.470,71.000,1.470,16.000
04/04/2018,1335.800,63.510,6.900,3.100,0.400,1.415,56.00,1.415,100.000,1.415,71.000,1.415,16.000
03/04/2018,1332.800,63.010,6.900,3.100,0.400,1.490,56.00,1.490,100.000,1.490,71.000,1.490,16.000
02/04/2018,1342.100,64.940,6.900,3.100,0.400,,56.00,,100.000,,71.000,,16.000
01/04/2018,,,6.900,3.100,0.400,,56.00,,100.000,,71.000,,16.000
31/03/2018,,,6.900,3.100,0.690,,32.00,,47.000,,44.000,,22.000
30/03/2018,,,6.900,3.100,0.690,,32.00,,47.000,,44.000,,22.000
29/03/2018,1322.800,64.380,6.900,3.100,0.690,1.360,32.00,1.360,47.000,1.360,44.000,1.360,22.000
28/03/2018,1324.200,65.250,6.900,3.100,0.690,1.370,32.00,1.370,47.000,1.370,44.000,1.370,22.000
27/03/2018,1341.300,65.550,6.900,3.100,0.690,1.400,32.00,1.400,47.000,1.400,44.000,1.400,22.000
26/03/2018,1354.400,65.880,6.900,3.100,0.690,1.370,32.00,1.370,47.000,1.370,44.000,1.370,22.000
25/03/2018,,,6.900,3.100,0.690,,32.00,,47.000,,44.000,,22.000
24/03/2018,,,6.900,3.100,0.690,,32.00,,47.000,,44.000,,22.000
23/03/2018,1349.300,64.300,6.900,3.100,0.690,1.370,32.00,1.370,47.000,1.370,44.000,1.370,22.000
22/03/2018,1326.600,65.170,6.900,3.100,0.690,1.370,32.00,1.370,47.000,1.370,44.000,1.370,22.000
21/03/2018,1320.700,63.400,6.900,3.100,0.690,1.370,32.00,1.370,47.000,1.370,44.000,1.370,22.000
20/03/2018,1311.100,62.060,6.900,3.100,0.690,1.380,32.00,1.380,47.000,1.380,44.000,1.380,22.000
19/03/2018,1316.800,62.340,6.900,3.100,0.690,1.380,32.00,1.380,47.000,1.380,44.000,1.380,22.000
18/03/2018,,,6.900,3.100,0.690,,32.00,,47.000,,44.000,,22.000
17/03/2018,,,6.900,3.100,0.690,,32.00,,47.000,,44.000,,22.000
16/03/2018,1311.300,61.190,6.900,3.100,0.690,1.400,32.00,1.400,47.000,1.400,44.000,1.400,22.000
15/03/2018,1316.800,60.960,6.900,3.100,0.690,1.415,32.00,1.415,47.000,1.415,44.000,1.415,22.000
14/03/2018,1324.400,60.710,6.900,3.100,0.690,1.365,32.00,1.365,47.000,1.365,44.000,1.365,22.000
13/03/2018,1325.900,61.360,6.900,3.100,0.690,1.355,32.00,1.355,47.000,1.355,44.000,1.355,22.000
12/03/2018,1319.400,62.040,6.900,3.100,0.690,1.450,32.00,1.450,47.000,1.450,44.000,1.450,22.000
11/03/2018,,,6.900,3.100,0.690,,32.00,,47.000,,44.000,,22.000
10/03/2018,,,6.900,3.100,0.690,,32.00,,47.000,,44.000,,22.000
09/03/2018,1322.400,60.120,6.900,3.100,0.690,1.400,32.00,1.400,47.000,1.400,44.000,1.400,22.000
08/03/2018,1319.900,61.150,6.900,3.100,0.690,1.400,32.00,1.400,47.000,1.400,44.000,1.400,22.000
07/03/2018,1326.000,62.600,6.900,3.100,0.690,1.375,32.00,1.375,47.000,1.375,44.000,1.375,22.000
06/03/2018,1333.600,62.570,6.900,3.100,0.690,1.370,32.00,1.370,47.000,1.370,44.000,1.370,22.000
05/03/2018,1318.100,61.250,6.900,3.100,0.690,1.400,32.00,1.400,47.000,1.400,44.000,1.400,22.000
04/03/2018,,,6.900,3.100,0.690,,32.00,,47.000,,44.000,,22.000
03/03/2018,,,6.900,3.100,0.690,,32.00,,47.000,,44.000,,22.000
02/03/2018,1321.100,60.990,6.900,3.100,0.690,1.370,32.00,1.370,47.000,1.370,44.000,1.370,22.000
01/03/2018,1302.900,61.640,6.900,3.100,0.690,1.370,32.00,1.370,47.000,1.370,44.000,1.370,22.000
28/02/2018,1315.500,63.010,8.100,2.800,0.580,1.290,35.00,1.290,62.000,1.290,37.000,1.290,21.000
27/02/2018,1315.500,63.910,8.100,2.800,0.580,1.290,35.00,1.290,62.000,1.290,37.000,1.290,21.000
26/02/2018,1330.700,63.550,8.100,2.800,0.580,1.325,35.00,1.325,62.000,1.325,37.000,1.325,21.000
25/02/2018,,,8.100,2.800,0.580,,35.00,,62.000,,37.000,,21.000
24/02/2018,,,8.100,2.800,0.580,,35.00,,62.000,,37.000,,21.000
23/02/2018,1328.200,62.770,8.100,2.800,0.580,1.305,35.00,1.305,62.000,1.305,37.000,1.305,21.000
22/02/2018,1330.600,61.680,8.100,2.800,0.580,1.265,35.00,1.265,62.000,1.265,37.000,1.265,21.000
21/02/2018,1330.000,61.900,8.100,2.800,0.580,1.250,35.00,1.250,62.000,1.250,37.000,1.250,21.000
20/02/2018,1328.800,61.680,8.100,2.800,0.580,1.300,35.00,1.300,62.000,1.300,37.000,1.300,21.000
19/02/2018,1328.800,61.680,8.100,2.800,0.580,1.295,35.00,1.295,62.000,1.295,37.000,1.295,21.000
18/02/2018,,,8.100,2.800,0.580,,35.00,,62.000,,37.000,,21.000
17/02/2018,,,8.100,2.800,0.580,,35.00,,62.000,,37.000,,21.000
16/02/2018,1353.200,61.340,8.100,2.800,0.580,1.295,35.00,1.295,62.000,1.295,37.000,1.295,21.000
15/02/2018,1352.100,60.600,8.100,2.800,0.580,1.250,35.00,1.250,62.000,1.250,37.000,1.250,21.000
14/02/2018,1355.500,59.190,8.100,2.800,0.580,1.260,35.00,1.260,62.000,1.260,37.000,1.260,21.000
13/02/2018,1328.100,59.290,8.100,2.800,0.580,1.255,35.00,1.255,62.000,1.255,37.000,1.255,21.000
12/02/2018,1324.200,59.200,8.100,2.800,0.580,1.255,35.00,1.255,62.000,1.255,37.000,1.255,21.000
11/02/2018,,,8.100,2.800,0.580,,35.00,,62.000,,37.000,,21.000
10/02/2018,,,8.100,2.800,0.580,,35.00,,62.000,,37.000,,21.000
09/02/2018,1313.100,61.150,8.100,2.800,0.580,1.250,35.00,1.250,62.000,1.250,37.000,1.250,21.000
08/02/2018,1316.900,61.790,8.100,2.800,0.580,1.260,35.00,1.260,62.000,1.260,37.000,1.260,21.000
07/02/2018,1311.600,63.390,8.100,2.800,0.580,1.265,35.00,1.265,62.000,1.265,37.000,1.265,21.000
06/02/2018,1326.100,64.150,8.100,2.800,0.580,1.260,35.00,1.260,62.000,1.260,37.000,1.260,21.000
05/02/2018,1333.000,65.450,8.100,2.800,0.580,1.300,35.00,1.300,62.000,1.300,37.000,1.300,21.000
04/02/2018,,,8.100,2.800,0.580,,35.00,,62.000,,37.000,,21.000
03/02/2018,,,8.100,2.800,0.580,,35.00,,62.000,,37.000,,21.000
02/02/2018,1333.700,65.800,8.100,2.800,0.580,1.245,35.00,1.245,62.000,1.245,37.000,1.245,21.000
01/02/2018,1344.300,64.730,8.100,2.800,0.580,1.330,35.00,1.330,62.000,1.330,37.000,1.330,21.000
31/01/2018,1339.000,64.500,8.100,2.800,1.030,1.265,40.00,1.265,59.000,1.265,62.000,1.265,25.000
30/01/2018,1335.400,65.560,8.100,2.800,1.030,1.300,40.00,1.300,59.000,1.300,62.000,1.300,25.000
