id,price_cluster,make,model,subtype,outside_color,mileage_cluster,hp_cluster,built_year,fueltype,geartype,body_type,upholstery,fuel_cluster,time_sell
AP80544,price_20_25k,Citroen,C4 Grand Picasso,2.0 Blue-HDi,Gray,50-60k,horsepower_100_150hp,2017,Diesel,Gear type manual,Van,Teilleder,fuel_consumption_1_,sold_over100d_
XT20079,price_25_30k,Volkswagen,Tiguan,1.4 TSI,Black,90-100k,horsepower_100_150hp,2018,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_3_,sold_65_80d
AA75752,price_25_30k,Audi,A4 Allroad,3.0 V6 TDI,Brown,80-90k,horsepower_200_250hp,2016,Diesel,Gear type automatic,Kombi,Alcantara,fuel_consumption_2_,sold_over100d_
AY17096,price_20_25k,Opel,Astra K,1.4 SIDI Turbo,White,30-40k,horsepower_100_150hp,2019,Benzin,Gear type manual,Kombi,Leder,fuel_consumption_3_,sold_35_50d
JH39349,price_25_30k,Volkswagen,Tiguan,2.0 TSI,Black,50-60k,horsepower_150_200hp,2017,Benzin,Gear type automatic,SUV,Alcantara,fuel_consumption_4_,sold_65_80d
BC04744,price_15_20k,BMW,1er,120i,Black,40-50k,horsepower_150_200hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_3_,sold_50_65d
BJ15104,price_15_20k,BMW,2er,220d,Gray,100k+,horsepower_150_200hp,2016,Diesel,Gear type automatic,Coupe,Teilleder,fuel_consumption_1_,sold_0-7d
TS39870,price_10_15k,Peugeot,308,1.6 e-HDi,Black,100k+,horsepower_100_150hp,2014,Diesel,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_15_25d
MR27791,price_15_20k,Hyundai,Tucson,1.6 TGDI,Gray,90-100k,horsepower_150_200hp,2018,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_4_,sold_0-7d
PM45729,price_15_20k,Ford,S-Max,2.0 TDCi,Black,100k+,horsepower_100_150hp,2018,Diesel,Gear type manual,Van,Stoff,fuel_consumption_2_,sold_0-7d
UZ60289,price_over30k,BMW,1er,M135i,Blue,30-40k,horsepower_over250hp,2016,Benzin,Gear type automatic,Limousine,Alcantara,fuel_consumption_4_,sold_over100d_
JP26208,price_10_15k,Ford,Ka+,1.2 Ti-VCT,White,10-20k,horsepower_0_100hp,2018,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_3_,sold_50_65d
BN58058,price_10_15k,Opel,Corsa,1.4,Blue,20-30k,horsepower_0_100hp,2015,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_3_,sold_25_35d
NK56562,price_25_30k,Kia,pro_cee'd,1.6 TGDI,Black,20-30k,horsepower_200_250hp,2019,Benzin,Gear type automatic,Coupe,Teilleder,fuel_consumption_3_,sold_0-7d
MK39320,price_15_20k,Volkswagen,Golf VII,1.4 TSI,Green,100k+,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Alcantara,fuel_consumption_2_,sold_over100d_
CB11522,price_25_30k,Peugeot,3008,1.6,Red,0-10k,horsepower_150_200hp,2019,Benzin,Gear type automatic,SUV,Alcantara,fuel_consumption_3_,sold_25_35d
VD75484,price_10_15k,Opel,Mokka X,1.6,White,10-20k,horsepower_100_150hp,2018,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_4_,sold_65_80d
NT76304,price_20_25k,Audi,A4,2.0 TDI,Blue,100k+,horsepower_150_200hp,2016,Diesel,Gear type automatic,Kombi,Leder,fuel_consumption_2_,sold_0-7d
HC64087,price_20_25k,Mitsubishi,Eclipse Cross,1.5 T-MIVEC,Gray,20-30k,horsepower_150_200hp,2018,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_4_,sold_35_50d
JH31819,price_10_15k,Opel,Astra K,1.6 CDTI DPF,Black,70-80k,horsepower_100_150hp,2016,Diesel,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_0-7d
FU92391,price_15_20k,Seat,Ibiza,1.0 TSI,Black,40-50k,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
ZT97698,price_10_15k,Renault,Captur,0.9 Energy,Gray,50-60k,horsepower_0_100hp,2016,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_0-7d
LT43803,price_20_25k,Seat,Leon,2.0 TSI,Gray,60-70k,horsepower_over250hp,2018,Benzin,Gear type automatic,Limousine,Alcantara,fuel_consumption_4_,sold_15_25d
XC18679,price_15_20k,Opel,Zafira Tourer,1.4 Turbo,Black,80-90k,horsepower_100_150hp,2016,Benzin,Gear type automatic,Van,Teilleder,fuel_consumption_4_,sold_7_15d
MG92512,price_over30k,Volkswagen,T6 Multivan,2.0 TDI,Gray,60-70k,horsepower_100_150hp,2018,Diesel,Gear type automatic,Bus,Stoff,fuel_consumption_3_,sold_65_80d
FR47708,price_0_10k,Dacia,Dokker,1.6 SCe,White,100k+,horsepower_100_150hp,2018,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_3_,sold_15_25d
SG81102,price_20_25k,Ford,Transit,2.0 TDCi,Gray,60-70k,horsepower_100_150hp,2017,Diesel,Gear type manual,Kombi,Stoff,fuel_consumption_3_,sold_0-7d
XT41907,price_15_20k,Peugeot,3008,1.2 e-THP,Gray,50-60k,horsepower_100_150hp,2016,Benzin,Gear type manual,SUV,Teilleder,fuel_consumption_2_,sold_0-7d
FV80670,price_0_10k,Ford,Fiesta,1.25,Brown,90-100k,horsepower_0_100hp,2012,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_3_,sold_15_25d
AF82359,price_10_15k,Renault,Twingo,1.0 SCe,Blue,10-20k,horsepower_0_100hp,2019,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_7_15d
LV55583,price_10_15k,Nissan,Qashqai,1.2,Black,70-80k,horsepower_100_150hp,2016,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_50_65d
KE48954,price_20_25k,Jeep,Renegade,1.3 TGDi,Gray,40-50k,horsepower_100_150hp,2019,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_3_,sold_35_50d
PB63763,price_10_15k,Opel,Adam,1.4 Turbo,Gray,50-60k,horsepower_100_150hp,2016,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_4_,sold_0-7d
TE44125,price_10_15k,Ford,Focus,1.5 EcoBoost,Brown,90-100k,horsepower_100_150hp,2015,Benzin,Gear type automatic,Kombi,Teilleder,fuel_consumption_3_,sold_0-7d
AE83465,price_25_30k,Hyundai,Tucson,1.6 TGDI,White,30-40k,horsepower_150_200hp,2019,Benzin,Gear type automatic,SUV,Teilleder,fuel_consumption_4_,sold_25_35d
DU67810,price_15_20k,Seat,Leon,1.8 TSI,Brown,80-90k,horsepower_150_200hp,2015,Benzin,Gear type automatic,Kombi,Alcantara,fuel_consumption_3_,sold_0-7d
GE38336,price_20_25k,Audi,A3,35 TFSI,Black,20-30k,horsepower_100_150hp,2018,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_over100d_
VM33197,price_0_10k,Fiat,500,0.9,Black,40-50k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_1_,sold_0-7d
TL75171,price_15_20k,Mercedes-Benz,A-Klasse,A 160,Black,90-100k,horsepower_100_150hp,2016,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_50_65d
UY04213,price_15_20k,Ford,Fiesta,1.0 EcoBoost,Gray,20-30k,horsepower_0_100hp,2020,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_25_35d
XB83794,price_0_10k,Renault,Twingo,1.2,Red,30-40k,horsepower_0_100hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_3_,sold_0-7d
GF35194,price_25_30k,Audi,A1,40 TFSI,Blue,30-40k,horsepower_150_200hp,2019,Benzin,Gear type automatic,Kombi,Teilleder,fuel_consumption_3_,sold_15_25d
FW34514,price_20_25k,Citroen,Berlingo,1.5 Blue-HDi,Beige,40-50k,horsepower_100_150hp,2018,Diesel,Gear type manual,Van,Stoff,fuel_consumption_1_,sold_0-7d
AH89440,price_10_15k,Volkswagen,Golf VII,2.0 TDI,White,100k+,horsepower_100_150hp,2014,Diesel,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_25_35d
DR39039,price_15_20k,Mazda,CX-5,2.2 Turbodiesel,Gray,80-90k,horsepower_150_200hp,2013,Diesel,Gear type automatic,SUV,Leder,fuel_consumption_2_,sold_0-7d
ZB08066,price_20_25k,Volkswagen,Golf VII,1.5 TSI,White,40-50k,horsepower_100_150hp,2018,Benzin,Gear type automatic,Kombi,Alcantara,fuel_consumption_2_,sold_15_25d
PR69281,price_20_25k,Audi,A3 Limousine,1.4 TFSI,White,60-70k,horsepower_100_150hp,2016,Benzin,Gear type automatic,Limousine,Teilleder,fuel_consumption_2_,sold_0-7d
KV36182,price_10_15k,Toyota,AYGO,1.0,White,0-10k,horsepower_0_100hp,2021,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_1_,sold_15_25d
CB32805,price_20_25k,Ford,Tourneo Connect,1.0 EcoBoost,Gray,50-60k,horsepower_0_100hp,2018,Benzin,Gear type manual,Van,Stoff,fuel_consumption_3_,sold_0-7d
SH04090,price_15_20k,Fiat,500C,1.2,Purple,0-10k,horsepower_0_100hp,2020,Benzin,Gear type automatic,Cabrio,Teilleder,fuel_consumption_2_,sold_7_15d
JS69053,price_15_20k,Seat,Leon,1.8 TSI,Blue,30-40k,horsepower_150_200hp,2016,Benzin,Gear type automatic,Kombi,Teilleder,fuel_consumption_3_,sold_0-7d
FJ71457,price_15_20k,Mercedes-Benz,B-Klasse,B 200,Silver,70-80k,horsepower_150_200hp,2015,Benzin,Gear type automatic,Van,Teilleder,fuel_consumption_3_,sold_35_50d
AD62390,price_25_30k,Mercedes-Benz,E-Klasse,E 200 d,Gray,50-60k,horsepower_100_150hp,2018,Diesel,Gear type automatic,Limousine,Teilleder,fuel_consumption_1_,sold_0-7d
LL69740,price_10_15k,Dacia,Duster,1.6 SCe,White,40-50k,horsepower_100_150hp,2017,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_0-7d
YG38284,price_10_15k,BMW,1er,116i,White,80-90k,horsepower_100_150hp,2013,Benzin,Gear type manual,Limousine,Alcantara,fuel_consumption_2_,sold_0-7d
NG07107,price_20_25k,Volkswagen,Golf VII,2.0 TSI,Black,90-100k,horsepower_200_250hp,2014,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_3_,sold_35_50d
JP27637,price_10_15k,Ford,EcoSport,1.0 EcoBoost,Black,20-30k,horsepower_100_150hp,2019,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_0-7d
HJ45453,price_0_10k,Opel,Corsa,1.4,Gray,60-70k,horsepower_0_100hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_3_,sold_25_35d
US17597,price_0_10k,Volkswagen,up!,1.0,Blue,70-80k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_0-7d
AF96958,price_20_25k,Audi,Q3,2.0 TDI,Black,40-50k,horsepower_100_150hp,2018,Diesel,Gear type manual,SUV,Stoff,fuel_consumption_1_,sold_35_50d
YH50833,price_10_15k,Seat,Leon,1.2 TSI,Gray,70-80k,horsepower_100_150hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_50_65d
UW50447,price_10_15k,Renault,Scenic,2.0,Gray,20-30k,horsepower_100_150hp,2014,Benzin,Gear type automatic,Van,Teilleder,fuel_consumption_4_,sold_0-7d
ZX14276,price_20_25k,MINI,MINI,Cooper,Red,0-10k,horsepower_100_150hp,2020,Benzin,Gear type automatic,Limousine,Teilleder,fuel_consumption_2_,sold_7_15d
ZZ99578,price_0_10k,Kia,Picanto,1.2,Black,50-60k,horsepower_0_100hp,2013,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
VP81269,price_15_20k,BMW,1er,116d,Gray,100k+,horsepower_100_150hp,2016,Diesel,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_25_35d
HH69882,price_25_30k,Land Rover,Evoque,2.0 Td4,Gray,60-70k,horsepower_100_150hp,2017,Diesel,Gear type automatic,SUV,Leder,fuel_consumption_2_,sold_0-7d
VE94897,price_10_15k,MINI,MINI,Cooper,White,70-80k,horsepower_100_150hp,2013,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_2_,sold_7_15d
AR08384,price_15_20k,BMW,1er,120d,Gray,90-100k,horsepower_150_200hp,2015,Diesel,Gear type automatic,Limousine,Leder,fuel_consumption_1_,sold_over100d_
BD88873,price_0_10k,Hyundai,i20,1.4,Black,90-100k,horsepower_0_100hp,2015,Benzin,Gear type manual,Coupe,Stoff,fuel_consumption_2_,sold_7_15d
MY11048,price_0_10k,Seat,Toledo,1.2 TSI,Brown,100k+,horsepower_100_150hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
FY54052,price_15_20k,Skoda,Scala,1.0 TSI,White,20-30k,horsepower_100_150hp,2019,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_7_15d
ME13888,price_10_15k,Nissan,Juke,1.2,Black,30-40k,horsepower_100_150hp,2016,Benzin,Gear type manual,SUV,Alcantara,fuel_consumption_3_,sold_15_25d
GR31990,price_10_15k,BMW,1er,116i,Black,100k+,horsepower_100_150hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
RL66820,price_10_15k,Opel,Adam,1.4,Red,90-100k,horsepower_0_100hp,2015,Benzin,Gear type automatic,Limousine,Teilleder,fuel_consumption_2_,sold_0-7d
AE77633,price_25_30k,Volkswagen,Golf VII,2.0 TSI,Blue,30-40k,horsepower_200_250hp,2018,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_3_,sold_80_100d
MG32203,price_10_15k,Skoda,Rapid,1.0 TSI,White,10-20k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_0-7d
FF67226,price_0_10k,Opel,Corsa,1.4,White,50-60k,horsepower_0_100hp,2013,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_3_,sold_0-7d
MT09922,price_10_15k,Volkswagen,up!,1.0,Black,0-10k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_50_65d
RF49017,price_10_15k,Opel,Corsa,1.4,Gray,30-40k,horsepower_0_100hp,2016,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
JZ85975,price_10_15k,Renault,Captur,0.9 Energy,White,90-100k,horsepower_0_100hp,2014,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_7_15d
AE29571,price_15_20k,Audi,A3 Limousine,2.0 TDI,Black,100k+,horsepower_100_150hp,2016,Diesel,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_35_50d
EM78065,price_15_20k,Volkswagen,Tiguan,1.4 TSI,Gray,50-60k,horsepower_100_150hp,2016,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_over100d_
KD01926,price_10_15k,Kia,Stonic,1.2,Black,10-20k,horsepower_0_100hp,2018,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_25_35d
RX88194,price_10_15k,Skoda,Octavia,1.4 TSI,Black,40-50k,horsepower_100_150hp,2015,Benzin,Gear type manual,Kombi,Teilleder,fuel_consumption_2_,sold_0-7d
UT49948,price_20_25k,Volkswagen,Touran,1.4 TSI,Blue,50-60k,horsepower_100_150hp,2017,Benzin,Gear type automatic,Van,Stoff,fuel_consumption_2_,sold_0-7d
SA60222,price_15_20k,Peugeot,2008,1.2 e-THP,Red,30-40k,horsepower_100_150hp,2019,Benzin,Gear type manual,SUV,Teilleder,fuel_consumption_2_,sold_25_35d
AL07030,price_10_15k,Fiat,Tipo,1.4,White,10-20k,horsepower_0_100hp,2019,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_4_,sold_15_25d
SN74395,price_20_25k,Mercedes-Benz,B-Klasse,B 220,Gray,50-60k,horsepower_150_200hp,2016,Benzin,Gear type automatic,Van,Teilleder,fuel_consumption_3_,sold_65_80d
TW75310,price_25_30k,Seat,Leon,2.0 TSI,Black,50-60k,horsepower_over250hp,2017,Benzin,Gear type automatic,Coupe,Alcantara,fuel_consumption_4_,sold_25_35d
AE64468,price_10_15k,Skoda,Fabia,1.0 MPI,White,30-40k,horsepower_0_100hp,2017,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_2_,sold_25_35d
MJ16339,price_20_25k,Subaru,Forester,2.0 Diesel,White,60-70k,horsepower_100_150hp,2017,Diesel,Gear type automatic,SUV,Leder,fuel_consumption_3_,sold_65_80d
GN84625,price_0_10k,Dacia,Sandero II,0.9 TCe,Blue,40-50k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
UW72800,price_15_20k,Volkswagen,Golf VII,1.0 TSI,White,50-60k,horsepower_100_150hp,2017,Benzin,Gear type automatic,Kombi,Stoff,fuel_consumption_2_,sold_0-7d
NM60939,price_20_25k,Hyundai,i30,2.0 TGDI,White,40-50k,horsepower_over250hp,2017,Benzin,Gear type manual,Limousine,Alcantara,fuel_consumption_4_,sold_35_50d
NR10562,price_15_20k,Renault,Kadjar,1.2 TCe Energy,Blue,60-70k,horsepower_100_150hp,2016,Benzin,Gear type manual,SUV,Teilleder,fuel_consumption_3_,sold_0-7d
NU97777,price_25_30k,Subaru,Levorg,1.6,Gray,20-30k,horsepower_150_200hp,2018,Benzin,Gear type automatic,Kombi,Leder,fuel_consumption_4_,sold_25_35d
AB60278,price_10_15k,Skoda,Fabia,1.0 MPI,White,20-30k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
XV41888,price_0_10k,Volkswagen,up!,1.0,Black,60-70k,horsepower_0_100hp,2013,Benzin,Gear type manual,Limousine,Leder,fuel_consumption_2_,sold_0-7d
HB42434,price_10_15k,Volkswagen,Golf VII Sportsvan,1.4 TSI,Gray,20-30k,horsepower_100_150hp,2014,Benzin,Gear type automatic,Van,Stoff,fuel_consumption_2_,sold_0-7d
AG54628,price_10_15k,Ford,Kuga,1.5 EcoBoost,Gray,90-100k,horsepower_100_150hp,2016,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_25_35d
ME13082,price_15_20k,Opel,Insignia,2.0 CDTI,Gray,80-90k,horsepower_150_200hp,2016,Diesel,Gear type automatic,Kombi,Leder,fuel_consumption_2_,sold_0-7d
NS90180,price_15_20k,Volkswagen,Tiguan,2.0 TDI,Blue,50-60k,horsepower_100_150hp,2013,Diesel,Gear type automatic,SUV,Stoff,fuel_consumption_3_,sold_15_25d
RY09684,price_20_25k,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 180,Black,50-60k,horsepower_100_150hp,2015,Benzin,Gear type automatic,Kombi,Teilleder,fuel_consumption_3_,sold_15_25d
AG06506,price_15_20k,Suzuki,Vitara,1.4 BoosterJet,Gray,60-70k,horsepower_100_150hp,2017,Benzin,Gear type manual,SUV,Teilleder,fuel_consumption_2_,sold_50_65d
BY17281,price_over30k,Mercedes-Benz,C-Klasse,C 450,Gray,90-100k,horsepower_over250hp,2016,Benzin,Gear type automatic,Kombi,Teilleder,fuel_consumption_4_,sold_15_25d
LJ81841,price_10_15k,Smart,forfour,1.0,Black,30-40k,horsepower_0_100hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_65_80d
AC01840,price_20_25k,BMW,2er,218d Gran Tourer,Blue,70-80k,horsepower_100_150hp,2016,Diesel,Gear type automatic,Van,Stoff,fuel_consumption_1_,sold_0-7d
CS57951,price_0_10k,Opel,Corsa,1.3 CDTI,Blue,100k+,horsepower_0_100hp,2016,Diesel,Gear type manual,Limousine,Stoff,fuel_consumption_1_,sold_50_65d
PV33115,price_15_20k,Opel,Crossland X,1.2 Turbo,Black,10-20k,horsepower_100_150hp,2020,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_25_35d
KF93965,price_20_25k,Skoda,Superb,2.0 TDI,Blue,100k+,horsepower_150_200hp,2018,Diesel,Gear type automatic,Kombi,Leder,fuel_consumption_2_,sold_35_50d
UM22596,price_10_15k,Dacia,Duster II,1.6 SCe,White,10-20k,horsepower_100_150hp,2019,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_25_35d
NS25497,price_15_20k,BMW,1er,118i,White,60-70k,horsepower_100_150hp,2017,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
KZ40084,price_15_20k,Ford,Focus,1.5 EcoBoost,Blue,70-80k,horsepower_100_150hp,2016,Benzin,Gear type automatic,Kombi,Stoff,fuel_consumption_3_,sold_15_25d
GD09529,price_15_20k,Hyundai,Tucson,1.6 TGDI,Black,50-60k,horsepower_150_200hp,2017,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_4_,sold_7_15d
CW03333,price_10_15k,Ford,Fiesta,1.6 EcoBoost,Black,70-80k,horsepower_150_200hp,2015,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_3_,sold_65_80d
NB19715,price_20_25k,Renault,Scenic,1.3 TCe,Red,40-50k,horsepower_150_200hp,2019,Benzin,Gear type automatic,Van,Teilleder,fuel_consumption_3_,sold_35_50d
ZS69145,price_10_15k,Dacia,Sandero II,0.9 TCe,Silver,30-40k,horsepower_0_100hp,2020,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_7_15d
NL57321,price_20_25k,Kia,Sportage,1.6 TGDI,Black,30-40k,horsepower_150_200hp,2019,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_3_,sold_65_80d
AD55232,price_10_15k,Kia,Sportage,1.6 GDI,Black,90-100k,horsepower_100_150hp,2014,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_4_,sold_25_35d
SJ74491,price_20_25k,Mercedes-Benz,CLA-Klasse,CLA 200,Black,90-100k,horsepower_150_200hp,2013,Benzin,Gear type manual,Limousine,Alcantara,fuel_consumption_3_,sold_65_80d
EY33678,price_10_15k,Ford,Grand C-Max,1.0 EcoBoost,Gray,100k+,horsepower_100_150hp,2016,Benzin,Gear type manual,Van,Stoff,fuel_consumption_2_,sold_0-7d
FR83972,price_25_30k,Volkswagen,Golf VII,2.0 TSI,Blue,60-70k,horsepower_over250hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_4_,sold_35_50d
ES71464,price_10_15k,Renault,Clio,1.0 SCe,Gray,10-20k,horsepower_0_100hp,2019,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
UU76490,price_10_15k,MINI,MINI,One,Black,60-70k,horsepower_0_100hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
FK96530,price_10_15k,Skoda,Octavia,1.4 TSI,Silver,90-100k,horsepower_100_150hp,2014,Benzin,Gear type manual,Kombi,Teilleder,fuel_consumption_2_,sold_25_35d
AB66712,price_over30k,Mercedes-Benz,GLC-Klasse,GLC 250,Gray,20-30k,horsepower_200_250hp,2018,Benzin,Gear type automatic,SUV,Teilleder,fuel_consumption_4_,sold_over100d_
FT99600,price_10_15k,BMW,1er,114i,Blue,60-70k,horsepower_100_150hp,2012,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_3_,sold_35_50d
JH97451,price_over30k,BMW,X1,sDrive 20i,Gray,0-10k,horsepower_150_200hp,2020,Benzin,Gear type automatic,SUV,Leder,fuel_consumption_3_,sold_0-7d
NP00005,price_20_25k,Mercedes-Benz,C-Klasse,C 250 d,Gray,100k+,horsepower_200_250hp,2015,Diesel,Gear type automatic,Kombi,Leder,fuel_consumption_1_,sold_80_100d
YV67426,price_10_15k,Mazda,CX-5,2.2 Turbodiesel,Gray,80-90k,horsepower_100_150hp,2013,Diesel,Gear type manual,SUV,Stoff,fuel_consumption_2_,sold_50_65d
ZW48025,price_10_15k,Hyundai,i30,1.4,White,30-40k,horsepower_0_100hp,2017,Benzin,Gear type manual,Kombi,Stoff,fuel_consumption_3_,sold_7_15d
ZZ93531,price_0_10k,Seat,Ibiza,1.2 TSI,Gray,80-90k,horsepower_100_150hp,2014,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_7_15d
FL90374,price_15_20k,Audi,A1,1.4 TFSI,Black,50-60k,horsepower_100_150hp,2016,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_35_50d
DU66418,price_25_30k,Seat,Ateca,1.5 TSI,Black,50-60k,horsepower_100_150hp,2018,Benzin,Gear type automatic,SUV,Leder,fuel_consumption_3_,sold_0-7d
NU07150,price_10_15k,Opel,Adam,1.4,Gray,50-60k,horsepower_0_100hp,2016,Benzin,Gear type manual,Limousine,Teilleder,fuel_consumption_2_,sold_0-7d
GH42327,price_25_30k,Jeep,Compass,1.4 M-Air,Gray,20-30k,horsepower_150_200hp,2020,Benzin,Gear type automatic,SUV,Leder,fuel_consumption_4_,sold_35_50d
RE63710,price_15_20k,Renault,Kadjar,1.6 dCi Energy,Red,100k+,horsepower_100_150hp,2016,Diesel,Gear type manual,SUV,Teilleder,fuel_consumption_1_,sold_15_25d
TX06048,price_0_10k,Smart,fortwo,1.0,Yellow,50-60k,horsepower_0_100hp,2013,Benzin,Gear type automatic,Cabrio,Stoff,fuel_consumption_1_,sold_50_65d
ZU08968,price_20_25k,Toyota,RAV 4,2.5 Hybrid,White,100k+,horsepower_150_200hp,2016,Benzin,Gear type automatic,SUV,Stoff,fuel_consumption_2_,sold_65_80d
SJ29176,price_20_25k,Opel,Insignia,1.5 SIDI Turbo,Blue,30-40k,horsepower_150_200hp,2017,Benzin,Gear type automatic,Limousine,Teilleder,fuel_consumption_3_,sold_0-7d
LF34377,price_15_20k,Peugeot,308,1.2 e-THP,Blue,30-40k,horsepower_100_150hp,2017,Benzin,Gear type automatic,Kombi,Stoff,fuel_consumption_1_,sold_35_50d
GJ46963,price_over30k,Mercedes-Benz,GLC-Klasse,GLC 220,Gray,30-40k,horsepower_150_200hp,2017,Diesel,Gear type automatic,SUV,Teilleder,fuel_consumption_2_,sold_50_65d
FT79874,price_15_20k,Ford,Kuga,1.5 EcoBoost,Black,20-30k,horsepower_100_150hp,2016,Benzin,Gear type manual,SUV,Stoff,fuel_consumption_3_,sold_35_50d
AA99435,price_15_20k,Fiat,500X,1.4 Turbo,Gray,80-90k,horsepower_100_150hp,2018,Benzin,Gear type automatic,SUV,Teilleder,fuel_consumption_3_,sold_50_65d
FX45139,price_15_20k,Seat,Leon,1.4 TSI ACT,Gray,10-20k,horsepower_100_150hp,2018,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_15_25d
KB65047,price_15_20k,Volkswagen,Golf VII,1.4 TSI,Black,50-60k,horsepower_100_150hp,2014,Benzin,Gear type automatic,Limousine,Stoff,fuel_consumption_2_,sold_0-7d
GA90646,price_0_10k,Smart,forfour,0.9 Turbo,Orange,50-60k,horsepower_0_100hp,2015,Benzin,Gear type manual,Limousine,Stoff,fuel_consumption_2_,sold_65_80d
AA35423,price_20_25k,Volkswagen,Caddy,2.0 TDI,Silver,50-60k,horsepower_100_150hp,2018,Diesel,Gear type manual,Van,Stoff,fuel_consumption_2_,sold_50_65d
UP14376,price_15_20k,Kia,Sportage,2.0 CRDi,Black,40-50k,horsepower_150_200hp,2015,Diesel,Gear type automatic,SUV,Teilleder,fuel_consumption_4_,sold_50_65d
