id,buy_price,countryoforigin,tax_deductible,make,model,subtype,outside_color,built_year,body_type,upholstery,fuelconsumption_combined,mileage,horsepower,fueltype,geartype,time_online_to_reserve_
LL79253,12840,DE,0,Audi,A1,1.0 TFSI,White,2017,Limousine,Stoff,4.4,36463,95,Benzin,manual,8
TV20899,21900,DE,0,Mercedes-Benz,C-Klasse,C 220 d,Red,2018,Kombi,Teilleder,4.7,76915,194,Diesel,automatic,55
MA46422,17353,DE,0,Volkswagen,Touareg,3.0 V6 TDI,Black,2013,SUV,Leder,7.2,117622,245,Diesel,automatic,5
ME03990,10055,DE,0,Nissan,Micra,1.2,Gray,2016,Limousine,Stoff,5.4,5716,80,Benzin,automatic,57
LL77769,23936,DE,0,Mercedes-Benz,CLA-Klasse,CLA 250,Gray,2017,Limousine,Alcantara,6.6,64915,210,Benzin,automatic,55
LA28681,10253,DE,0,Toyota,Yaris,1.5 Hybrid,Gray,2015,Limousine,Stoff,3.3,73803,75,Hybrid,automatic,28
VE08717,17835,DE,0,BMW,X1,xDrive 20d,White,2015,SUV,Stoff,4.9,82607,190,Diesel,automatic,38
LR76845,21627,DE,0,Mitsubishi,ASX,2.0 MIVEC,Gray,2020,SUV,Alcantara,7.3,13733,150,Benzin,automatic,29
BB69702,29517,DE,0,Mercedes-Benz,C-Klasse,C 220 d,Blue,2018,Limousine,Leder,4.4,59161,194,Diesel,automatic,9
GF73632,16021,DE,0,Hyundai,Tucson,1.6 TGDI,Brown,2017,SUV,Stoff,7.3,37341,177,Benzin,manual,79
BA86419,18222,DE,0,Volkswagen,T-Roc,1.5 TSI,Blue,2018,SUV,Stoff,5.4,55605,150,Benzin,automatic,8
MM67217,16158,DE,0,Audi,A1,1.4 TFSI,Blue,2018,Limousine,Leder,4.9,54880,125,Benzin,automatic,55
KX14641,40005,DE,1,Volkswagen,T6 Multivan,2.0 TDI,Black,2019,Bus,Alcantara,6.6,68815,150,Diesel,automatic,2
RU26147,26570,DE,0,Volkswagen,Tiguan,2.0 TDI,Black,2016,SUV,Leder,5.7,59722,190,Diesel,automatic,48
ZX85773,22794,DE,0,Mercedes-Benz,A-Klasse,A 250,Gray,2016,Limousine,Teilleder,6.8,90198,218,Benzin,automatic,60
ZF55793,12901,IT,0,Fiat,500C,1.0 Mild-Hybrid,Black,2021,Cabrio,Teilleder,4.1,11108,70,Benzin,manual,10
RD37735,16369,DE,0,Renault,Captur,1.3 TCe,Gray,2019,SUV,Teilleder,5.5,8225,150,Benzin,automatic,23
PT90611,13082,DE,0,Hyundai,i30,1.4 TGDI,Blue,2017,Limousine,Stoff,5.4,33361,140,Benzin,manual,20
PF87281,14150,DE,0,Mercedes-Benz,A-Klasse,A 200,Gray,2012,Limousine,Teilleder,5.5,63245,155,Benzin,automatic,2
PT99721,19750,DE,0,Audi,TTS,2.0 TFSI,Black,2012,Coupe,Alcantara,7.9,95670,272,Benzin,automatic,31
PX83262,23450,HR,0,Skoda,Octavia,1.5 TSI ACT,Black,2021,Kombi,Stoff,5.1,3049,150,Benzin,manual,51
RA95123,16926,DE,0,Volkswagen,Golf VII,1.4 TSI,Black,2017,Limousine,Stoff,5.0,54152,125,Benzin,automatic,1
RT73708,7040,DE,0,Ford,Fiesta,1.0 EcoBoost,Red,2014,Limousine,Stoff,4.5,75363,100,Benzin,manual,73
HF70377,8920,DE,0,Hyundai,i20,1.2,Blue,2018,Limousine,Stoff,5.1,15805,85,Benzin,manual,5
WN10642,16751,DE,0,Audi,A3,1.4 TFSI e-tron,Silver,2016,Limousine,Teilleder,1.7,89803,150,Hybrid,automatic,102
TD01451,7195,DE,0,Ford,B-Max,1.4,Gray,2017,Van,Stoff,4.6,89909,90,Benzin,manual,7
BJ62867,14600,DE,0,Mazda,CX-5,2.2 Turbodiesel,Blue,2015,SUV,Leder,5.5,114196,175,Diesel,automatic,10
VA54189,16250,DE,0,Mercedes-Benz,E-Klasse,E 220 CDI,Silver,2015,Kombi,Teilleder,4.8,112317,170,Diesel,automatic,52
BY66982,13120,DE,0,Kia,Sportage,1.6 GDI,Red,2016,SUV,Stoff,6.7,36269,132,Benzin,manual,97
SW79312,16780,DE,0,Suzuki,Vitara,1.6 DDiS,Black,2018,SUV,Alcantara,5.3,57008,120,Diesel,automatic,5
VL08717,29520,DE,0,Alfa Romeo,Stelvio,2.0 Turbo,Gray,2017,SUV,Leder,7.0,11243,200,Benzin,automatic,19
PJ58596,21284,DE,0,Audi,Q2,1.0 TFSI,Black,2018,SUV,Stoff,5.4,11453,115,Benzin,automatic,26
GD52438,5190,DE,0,Opel,Corsa,1.2,Blue,2012,Limousine,Teilleder,5.1,38501,85,Benzin,automatic,9
HJ35156,15328,DE,0,Seat,Ibiza,1.5 TSI ACT,Red,2017,Limousine,Stoff,4.2,26330,150,Benzin,manual,68
UC39355,12853,DE,0,BMW,X3,xDrive 20i,Gray,2012,SUV,Stoff,6.9,89009,185,Benzin,automatic,91
RS59701,28600,DE,0,Audi,A4,3.0 V6 TDI,Gray,2017,Kombi,Teilleder,5.4,63569,272,Diesel,automatic,12
DT42881,9269,DE,0,Opel,Astra K,1.6 CDTI DPF,Gray,2016,Kombi,Stoff,4.5,90362,135,Diesel,automatic,1
TV57265,19971,DE,0,BMW,1er,M135i,Blue,2014,Limousine,Stoff,8.9,82067,320,Benzin,manual,106
HW56307,32425,DE,0,Mercedes-Benz,E-Klasse,E 200,Silver,2017,Coupe,Leder,6,32127,185,Benzin,automatic,6
JD11365,13698,DE,0,Ford,EcoSport,1.0 EcoBoost,Red,2018,SUV,Stoff,6.2,68958,125,Benzin,automatic,30
VH07687,17180,DE,0,Ford,Mondeo,1.5 EcoBoost,Black,2019,Kombi,Stoff,6.4,74202,165,Benzin,manual,32
TW53820,10909,DE,0,Skoda,Superb,2.0 TDI,Black,2013,Kombi,Stoff,4.6,111196,140,Diesel,automatic,35
PS26458,12525,DE,0,BMW,X1,xDrive 20i,Gray,2012,SUV,Stoff,7.7,67810,185,Benzin,automatic,22
BJ44085,24914,DE,0,Jaguar,F-Pace,20d,Blue,2016,SUV,Teilleder,5.3,83364,180,Diesel,automatic,54
PW33091,10082,RO,0,Hyundai,i10,1.0,Gray,2018,Limousine,Stoff,5.8,7919,67,Benzin,automatic,40
GT63039,6051,DE,0,Volkswagen,up!,1.0,White,2017,Limousine,Stoff,4.1,25464,60,Benzin,manual,36
RE13623,3377,DE,0,Mitsubishi,Space,1.2,White,2015,Limousine,Stoff,4.1,109453,80,Benzin,manual,1
RN81191,18682,DE,0,BMW,2er,218d Gran Tourer,Black,2019,Van,Stoff,4.6,51027,150,Diesel,automatic,12
HG44726,19437,DE,0,Seat,Ateca,2.0 TDI,Silver,2016,SUV,Alcantara,5.3,91015,190,Diesel,automatic,37
HS54555,21950,DE,0,Mercedes-Benz,C-Klasse,C 200,Gray,2017,Limousine,Teilleder,6.8,57385,185,Benzin,automatic,40
EH45812,23538,DE,0,Ford,Grand Tourneo Connect,1.5 EcoBlue TDCi,Gray,2018,Kombi,Stoff,5.2,38835,120,Diesel,automatic,46
HF52218,18190,DE,0,Opel,Zafira Tourer,2.0 CDTI,Gray,2018,Van,Stoff,5.5,55392,170,Diesel,manual,4
DS04583,16023,DE,0,Volkswagen,Golf VII,1.0 TSI,Blue,2018,Limousine,Stoff,4.8,47871,110,Benzin,manual,1
RM36982,17147,DE,0,Audi,Q2,1.6 TDI,Red,2018,SUV,Stoff,4.4,53042,115,Diesel,manual,141
HS99926,20575,DE,0,Mercedes-Benz,E-Klasse,E 200 CGI,White,2015,Limousine,Teilleder,6.1,65733,185,Benzin,automatic,2
RY70782,7063,DE,0,Ford,Ka+,1.2 Ti-VCT,Gold,2017,Limousine,Stoff,5.0,32639,85,Benzin,manual,25
DE71512,22089,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 220 d,Black,2018,Kombi,Leder,4.6,113063,177,Diesel,automatic,25
FR69804,13139,AT,0,Skoda,Octavia,2.0 TDI,White,2015,Kombi,Teilleder,4.7,67940,150,Diesel,manual,1
BF86165,9659,DE,0,Peugeot,3008,1.2 e-THP,Gray,2015,SUV,Teilleder,5.3,60552,130,Benzin,manual,32
MR05837,19040,DE,0,Volkswagen,Touran,1.4 TSI,Black,2015,Van,Stoff,5.4,70406,150,Benzin,automatic,20
UF56404,31388,DE,0,Mercedes-Benz,A-Klasse Limousine,A 250,Black,2020,Limousine,Teilleder,5.8,28389,224,Benzin,automatic,30
YZ33529,11521,PL,0,Ford,Mondeo,2.0 TDCi,Gray,2015,Kombi,Stoff,4.5,109044,150,Diesel,manual,1
MM43968,13329,DE,0,Mercedes-Benz,C-Klasse,C 180 CGI,Gray,2013,Limousine,Teilleder,5.8,57071,155,Benzin,automatic,19
RL13892,7015,DE,1,Dacia,Sandero II,0.9 TCe,Black,2016,Limousine,Leder,4.9,50596,90,Benzin,manual,18
HZ92839,13081,DE,0,Audi,A1,1.2 TFSI,Red,2013,Limousine,Stoff,5.1,29615,85,Benzin,manual,8
BD82472,8861,DE,0,Smart,fortwo,1.0,Black,2019,Coupe,Stoff,4.1,57101,70,Benzin,automatic,30
PU25032,16982,DE,0,Ford,Edge,2.0 TDCi Bi-Turbo,Black,2016,SUV,Leder,5.8,105763,210,Diesel,automatic,30
PF52570,6529,DE,0,Ford,Focus,1.6 TDCi DPF,Silver,2014,Kombi,Stoff,3.7,78294,105,Diesel,manual,3
MB16829,5853,DE,0,Ford,Fiesta,1.25,Blue,2016,Limousine,Stoff,5.2,55708,82,Benzin,manual,1
AN60238,23000,HU,0,Skoda,Octavia,1.5 TSI ACT,Black,2021,Kombi,Stoff,5.1,4656,150,Benzin,manual,2
UJ82313,10050,DE,0,Nissan,Micra,0.9,Black,2018,Limousine,Stoff,5.1,45848,90,Benzin,manual,59
UJ85385,9670,DE,0,Nissan,Micra,0.9,Gray,2017,Limousine,Stoff,4.8,13655,90,Benzin,manual,43
LN63608,23151,DE,0,Volkswagen,T-Roc,2.0 TSI,White,2018,SUV,Leder,6.0,5168,190,Benzin,automatic,50
ME47273,22086,DE,1,Volkswagen,Caddy,2.0 TDI,Red,2020,Van,Stoff,4.7,21471,102,Diesel,manual,52
LM64415,17303,LU,0,Renault,Talisman,1.6 TCe Energy,Black,2018,Kombi,Leder,6.0,119323,200,Benzin,automatic,35
LE88842,31711,DE,0,BMW,5er,525d,White,2017,Kombi,Leder,4.7,42939,230,Diesel,automatic,54
LG55776,8241,DE,0,Renault,Clio,1.2 TCe Energy,Gray,2017,Limousine,Stoff,5.3,35571,118,Benzin,manual,63
UC22013,16000,DE,0,BMW,2er,218d Gran Tourer,White,2017,Van,Leder,4.4,78833,150,Diesel,manual,3
ET32153,25509,DE,0,BMW,4er,435i Gran Coupé,Black,2015,Coupe,Leder,7.8,95942,305,Benzin,automatic,18
FJ03833,9137,CZ,0,Seat,Ibiza,1.2 TSI,Black,2016,Limousine,Stoff,4.9,37610,90,Benzin,manual,39
EF47623,6565,DE,0,Seat,Ibiza,1.0,Gray,2017,Limousine,Stoff,5.2,70120,75,Benzin,manual,27
TT21411,16043,DE,0,BMW,2er,220d Active Tourer,Gray,2015,Van,Stoff,4.6,74880,190,Diesel,automatic,3
AN19351,23312,DE,0,Kia,Sportage,2.0 CRDi,Black,2016,SUV,Leder,6.3,39056,185,Diesel,automatic,99
AX34127,12426,DE,0,Citroen,C4 Grand Picasso,1.2 e-THP,White,2016,Van,Stoff,5.0,68721,130,Benzin,manual,39
PZ45896,13139,NL,0,Hyundai,Tucson,1.6,Gray,2017,SUV,Stoff,5.3,57778,132,Benzin,manual,47
HH41151,9623,DE,0,Volkswagen,Beetle,1.2 TSI,Black,2016,Limousine,Stoff,5.3,31155,105,Benzin,manual,2
PR73016,22613,DE,0,Renault,Talisman,1.8 TCe,Black,2019,Kombi,Leder,7.4,30928,224,Benzin,automatic,53
PK50937,10800,DE,0,Kia,Stonic,1.4,Black,2017,SUV,Stoff,5.5,45472,100,Benzin,manual,18
RE12162,25184,DE,0,Jeep,Grand Cherokee,3.0 CRD,Black,2016,SUV,Leder,7.5,97704,250,Diesel,automatic,60
PH74328,25789,DE,0,Seat,Leon,2.0 TSI,Gray,2019,Kombi,Alcantara,7.1,21610,300,Benzin,automatic,14
AT66657,11069,DE,0,Volkswagen,Tiguan,1.4 TSI,Yellow,2013,SUV,Stoff,7.6,93488,160,Benzin,manual,89
VU31776,35465,DE,1,Mercedes-Benz,GLC-Klasse,GLC 350 d,White,2018,SUV,Teilleder,6.4,41383,258,Diesel,automatic,60
SE83957,18028,DE,0,BMW,1er,120d,Blue,2018,Limousine,Stoff,4.1,59183,190,Diesel,manual,95
VC87351,14423,DE,0,Nissan,Qashqai,1.2,Gray,2017,SUV,Stoff,5.6,47455,115,Benzin,manual,95
WG80294,31300,DE,0,Mitsubishi,Outlander,PHEV,Black,2019,SUV,Leder,1.8,17193,135,Hybrid,automatic,85
GN13060,14159,DE,0,Skoda,Octavia,1.5 TSI,Brown,2018,Kombi,Stoff,5.0,69416,150,Benzin,manual,16
AY62675,21359,DE,0,BMW,X2,sDrive 18i,Gray,2018,SUV,Stoff,5.6,28672,140,Benzin,automatic,19
HJ28274,38657,DE,0,Mercedes-Benz,V-Klasse,V 250 d,Brown,2017,Bus,Stoff,6.7,52207,190,Diesel,automatic,26
BA99726,6731,DE,0,Smart,forfour,1.0,White,2015,Limousine,Leder,5.0,80235,70,Benzin,automatic,6
HA37608,21517,DE,1,Audi,A6,2.0 TDI,Black,2016,Kombi,Teilleder,5.4,105087,190,Diesel,automatic,9
AZ63015,14619,DE,0,Dacia,Duster II,1.3 TCe,Red,2019,SUV,Stoff,6,17237,150,Benzin,manual,18
AV19649,27100,DE,0,Volkswagen,Sharan,2.0 TDI,Blue,2019,Van,Stoff,5.2,64523,150,Diesel,automatic,49
XB40615,30361,DE,0,Toyota,ProAce Verso,2.0 D-4D,Black,2019,Bus,Leder,5.4,106471,177,Diesel,automatic,44
HJ50231,7100,DE,0,Volkswagen,Polo,1.4 TDI,Black,2014,Limousine,Stoff,3.6,114129,90,Diesel,manual,4
BG43141,20764,DE,0,Volkswagen,Passat,2.0 TDI,Gray,2019,Kombi,Stoff,4.1,41677,150,Diesel,manual,2
XD66871,8493,DE,0,Smart,forfour,0.9 Turbo,Black,2018,Limousine,Stoff,5.4,25867,90,Benzin,manual,21
GU00383,35400,DE,0,Mercedes-Benz,E-Klasse,E 400,Red,2017,Kombi,Alcantara,7.9,57416,333,Benzin,automatic,10
XG73417,34207,DE,1,BMW,X5,xDrive 30d,Black,2016,SUV,Leder,5.9,56410,258,Diesel,automatic,23
NL32028,5402,DE,0,Dacia,Sandero II,0.9 TCe,White,2014,Limousine,Stoff,5.4,71500,90,Benzin,manual,2
MM41161,6262,PL,0,Seat,Ibiza,1.2 TSI,Green,2015,Limousine,Stoff,4.9,60663,90,Benzin,manual,30
LR27490,16032,DE,0,BMW,1er,120d,White,2016,Limousine,Alcantara,3.9,90594,190,Diesel,automatic,5
LP44778,7391,DE,0,Peugeot,2008,1.6,Gray,2014,SUV,Teilleder,5.9,86350,120,Benzin,manual,7
PD57367,9582,DE,0,Ford,Ka+,1.2 Ti-VCT,Brown,2019,Kombi,Stoff,5.7,9599,86,Benzin,manual,64
RW28950,9331,DE,0,Renault,Scenic,1.2 TCe Energy,Gray,2014,Van,Stoff,6.2,46629,132,Benzin,manual,10
NZ26529,8002,DE,0,Hyundai,i10,1.2,Red,2019,Limousine,Stoff,5.5,9892,87,Benzin,manual,59
AM42373,35211,DE,0,BMW,X6,xDrive 30d,Black,2015,SUV,Leder,7.0,74849,258,Diesel,automatic,34
PR54614,11481,DE,0,Mazda,2,1.5,Red,2017,Limousine,Teilleder,4.9,49385,115,Benzin,manual,34
AT14534,12044,DE,0,Mazda,CX-3,2.0,White,2016,SUV,Stoff,5.9,76764,120,Benzin,manual,106
XP75267,11363,DE,0,Nissan,Juke,1.6,White,2018,SUV,Stoff,7.0,64512,113,Benzin,manual,101
AH14297,12130,SK,0,Skoda,Fabia,1.0 TSI,White,2019,Limousine,Stoff,4.5,13538,95,Benzin,manual,42
UF33019,15048,DE,0,Audi,A4,1.8 TFSI,Red,2015,Kombi,Alcantara,5.8,71123,170,Benzin,manual,1
TT22072,8803,DE,0,Smart,fortwo,0.9 Turbo,Gray,2016,Coupe,Leder,4.1,79099,90,Benzin,automatic,7
LH54408,15543,DE,0,Volkswagen,Golf,1.5 TSI,Silver,2019,Limousine,Stoff,5.0,6180,131,Benzin,manual,26
WF46769,7590,DE,0,Skoda,Fabia,1.0 MPI,Blue,2015,Limousine,Stoff,4.7,18054,75,Benzin,manual,99
ZL77401,22033,DE,0,Mercedes-Benz,GLA-Klasse,GLA 250,White,2015,SUV,Teilleder,6.4,36138,210,Benzin,automatic,62
MW96257,6044,DE,0,Peugeot,208,1.2 e-VTi,Black,2015,Limousine,Stoff,4.5,68630,82,Benzin,manual,38
MC82593,18442,DE,0,Citroen,C5 Aircross,1.6 PureTech,Blue,2018,SUV,Stoff,5.8,69893,181,Benzin,automatic,27
SW54913,13489,DE,0,Mercedes-Benz,A-Klasse,A 160,White,2016,Limousine,Teilleder,5.5,52072,102,Benzin,manual,8
XT72257,6100,DE,0,Opel,Corsa,1.2,White,2016,Limousine,Stoff,5.4,60635,70,Benzin,manual,97
ZZ49035,12615,DE,0,Volkswagen,Golf VII,1.0 TSI,Gray,2017,Limousine,Stoff,4.8,46848,85,Benzin,manual,36
AZ27906,9041,HR,0,Fiat,500C,1.2,Blue,2017,Cabrio,Stoff,4.9,34892,70,Benzin,manual,40
UV23183,10173,DE,0,Volkswagen,Golf VII,1.2 TSI,Gray,2015,Limousine,Stoff,4.9,41692,110,Benzin,manual,21
UN58997,17317,DE,0,Audi,A4,2.0 TDI,Black,2017,Kombi,Stoff,4.2,104398,150,Diesel,automatic,2
LT47072,18951,DE,0,BMW,2er,218i,Black,2016,Cabrio,Leder,5.5,33635,135,Benzin,manual,104
GV18284,9213,DE,1,Dacia,Sandero II,0.9 TCe,Black,2019,Limousine,Stoff,5.1,46030,90,Benzin,manual,30
UG64662,10517,DE,0,Volkswagen,Golf VII,1.4 TSI,Blue,2013,Limousine,Teilleder,5.2,65940,140,Benzin,manual,46
XD64290,8333,DE,0,Fiat,500C,1.2,Gray,2016,Cabrio,Stoff,4.9,24082,70,Benzin,manual,32
AV17610,5751,DE,0,Skoda,Fabia,1.4 TDI,Blue,2015,Limousine,Stoff,3.6,113114,90,Diesel,manual,32
BC25574,10880,DE,0,Toyota,AYGO,1.0,Blue,2020,Limousine,Stoff,4.1,13417,72,Benzin,manual,98
BB57645,31932,DE,0,BMW,7er,730d,Red,2016,Limousine,Leder,4.5,69133,265,Diesel,automatic,115
BA48332,15517,DE,0,Kia,Stonic,1.4,Black,2018,SUV,Teilleder,5.7,7669,100,Benzin,manual,69
BD34577,19703,DE,0,Volkswagen,T-Roc,1.5 TSI,White,2019,SUV,Stoff,5.3,18167,150,Benzin,manual,12
UT64336,8545,DE,0,BMW,1er,116i,Black,2013,Limousine,Stoff,5.8,54647,135,Benzin,manual,4
WP52928,17913,DE,0,Fiat,124 Spider,1.4 Turbo,Blue,2017,Cabrio,Leder,6.4,44905,140,Benzin,manual,32
PR07346,3785,DE,0,Ford,Fiesta,1.25,Blue,2016,Limousine,Stoff,5.2,27171,60,Benzin,manual,1
UD71281,8500,DE,0,Opel,Adam,1.4,Gray,2016,Limousine,Teilleder,5.0,33706,87,Benzin,manual,13
ZA40354,16741,DE,0,MINI,Countryman,Cooper,Red,2017,SUV,Teilleder,5.7,62414,135,Benzin,automatic,54
ZU35625,11858,DE,0,Volkswagen,Passat,2.0 TDI,Black,2013,Kombi,Leder,5.7,111777,177,Diesel,automatic,41
TM34144,23017,DE,1,Volkswagen,Sharan,1.4 TSI,White,2018,Van,Stoff,6.6,69408,150,Benzin,automatic,44
GR93046,20800,DE,0,BMW,X1,xDrive 20d,Black,2017,SUV,Leder,4.9,105904,190,Diesel,automatic,27
YF56247,6807,DE,0,Ford,Fiesta,1.1,White,2017,Limousine,Stoff,4.7,34141,70,Benzin,manual,22
YA68902,25201,DE,0,Peugeot,508,2.0 Blue-HDi,Black,2019,Kombi,Teilleder,4.7,67891,179,Diesel,automatic,1
SY41043,8916,DE,1,Smart,forfour,1.0,Gray,2019,Limousine,Stoff,5.2,16967,70,Benzin,manual,2
UH51173,6363,DE,0,Toyota,AYGO,1.0,White,2017,Limousine,Stoff,5.0,49844,70,Benzin,manual,39
BG96200,6853,DE,0,Skoda,Fabia,1.0 MPI,Black,2017,Limousine,Stoff,4.8,59363,75,Benzin,manual,5
LH73153,16045,DE,0,Ford,EcoSport,1.0 EcoBoost,Black,2021,SUV,Teilleder,5.0,5141,125,Benzin,manual,46
MP29699,20420,DE,0,Hyundai,Santa Fe,2.2 CRDi,Gray,2015,SUV,Leder,6.8,32344,197,Diesel,automatic,86
NB94226,7696,DE,0,Smart,fortwo,0.9 Turbo,Black,2018,Coupe,Stoff,4.2,96196,90,Benzin,manual,109
NX30424,25523,DK,0,Volkswagen,Caddy,2.0 TDI,Red,2022,Van,Stoff,4.4,539,122,Diesel,manual,40
AM77044,21600,DE,0,Volkswagen,Touran,1.6 TDI,Gray,2018,Van,Stoff,4.2,33843,115,Diesel,automatic,76
RH72270,13453,DE,0,Opel,Astra K,1.6 SIDI Turbo,Black,2016,Limousine,Leder,6.1,53018,200,Benzin,manual,13
AR24425,22496,PL,0,Skoda,Octavia,1.5 TSI ACT,Black,2020,Kombi,Stoff,4.9,6781,150,Benzin,manual,49
AW60529,17083,DE,0,Skoda,Octavia,1.8 TSI,White,2017,Kombi,Stoff,5.8,35454,180,Benzin,automatic,5
KM16992,6493,DE,0,Ford,C-Max,1.6 EcoBoost,Gray,2012,Van,Stoff,6.4,87584,150,Benzin,manual,1
HA12309,9739,DE,0,Nissan,Micra,0.9,White,2018,Limousine,Stoff,5.1,44462,90,Benzin,manual,63
AN90938,11654,DE,0,BMW,1er,118i,Gray,2015,Limousine,Stoff,5.3,33226,135,Benzin,manual,66
AM56338,9232,DE,0,Opel,Mokka,1.4 Turbo,Silver,2014,SUV,Teilleder,6.7,56994,140,Benzin,automatic,8
AH23160,18306,DE,0,Volkswagen,Golf VII,1.5 TSI,Gray,2018,Limousine,Leder,4.8,18717,130,Benzin,automatic,3
AX80145,8844,DE,0,Fiat,Panda,1.2,Green,2019,Limousine,Stoff,5.9,28133,70,Benzin,manual,5
LS42940,39144,DE,0,Mercedes-Benz,V-Klasse,V 250 d,Gray,2015,Bus,Stoff,6.0,77939,190,Diesel,automatic,36
FM68912,27186,DE,0,BMW,5er,535d,Blue,2016,Kombi,Leder,5.9,34861,313,Diesel,automatic,38
AZ21719,10845,BE,0,Audi,A4,1.8 TFSI,White,2013,Kombi,Stoff,6.1,118563,170,Benzin,manual,6
VP01306,11004,DE,0,Subaru,XV,1.6,Silver,2014,SUV,Stoff,6.5,47124,115,Benzin,manual,5
LL69740,9508,DE,0,Dacia,Duster,1.6 SCe,White,2017,SUV,Stoff,6.4,40901,115,Benzin,manual,5
KW81348,5713,DE,0,Fiat,500,1.2,White,2014,Limousine,Stoff,5.1,54744,70,Benzin,manual,4
MA40995,18067,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 180,Red,2017,Kombi,Teilleder,5.5,54364,122,Benzin,manual,92
TJ66203,18124,DE,0,Audi,Q3,2.0 TDI,Gray,2015,SUV,Stoff,5.3,98489,150,Diesel,automatic,8
PV04985,10548,DE,0,Opel,Adam,1.4,Blue,2018,Limousine,Stoff,6.0,32089,87,Benzin,manual,102
YH98431,4016,DE,0,Seat,Mii,1.0,Red,2014,Limousine,Stoff,4.5,46263,60,Benzin,manual,2
SR01650,28668,DE,0,Hyundai,i30 Fastback,2.0 T-GDI,Black,2021,Limousine,Stoff,7.7,14747,280,Benzin,automatic,28
TJ84364,7926,DE,0,Renault,Twingo,1.0 SCe,White,2020,Limousine,Stoff,4.5,4706,73,Benzin,manual,73
YK57136,26002,DE,0,Mercedes-Benz,E-Klasse,E 220 d,Blue,2018,Kombi,Teilleder,4.9,90739,195,Diesel,automatic,30
UL30394,22113,DE,0,Volkswagen,Golf VII Sportsvan,1.5 TSI,Gray,2020,Van,Stoff,5.3,3688,150,Benzin,automatic,12
ZS77543,5125,DE,0,Peugeot,208,1.2 e-VTi,White,2015,Limousine,Stoff,4.5,79614,82,Benzin,manual,26
UB63128,9129,DE,0,Opel,Corsa,1.2,Blue,2019,Limousine,Stoff,5.6,23401,70,Benzin,manual,6
WC09905,18600,DE,0,Peugeot,3008,2.0 Blue-HDi,White,2016,SUV,Teilleder,4.8,106114,180,Diesel,automatic,35
UZ34801,6549,DE,0,Volkswagen,Polo,1.2 TSI,Black,2012,Limousine,Stoff,5.1,82327,90,Benzin,manual,81
HE91342,16012,DE,0,Seat,Ibiza,1.0 TSI,Black,2019,Limousine,Teilleder,4.7,42927,115,Benzin,automatic,22
HL74947,9890,CZ,0,Skoda,Fabia,1.2 TSI,Gray,2017,Kombi,Stoff,4.7,74521,110,Benzin,manual,12
GV45895,24706,DE,0,BMW,2er,M240i,White,2016,Coupe,Alcantara,7.1,98719,340,Benzin,automatic,27
LW51163,26057,DE,0,Audi,Q5,2.0 TDI,White,2016,SUV,Teilleder,5.7,62543,190,Diesel,automatic,85
TP25412,16439,DE,0,Volkswagen,T-Roc,1.5 TSI,White,2018,SUV,Stoff,5.3,51058,150,Benzin,manual,137
WZ79281,11250,DE,0,BMW,1er,116i,Black,2014,Limousine,Stoff,5.6,68868,135,Benzin,manual,117
HM10566,23674,DE,0,Land Rover,Evoque,2.0 Td4,White,2015,SUV,Stoff,8.2,63891,150,Diesel,automatic,103
UC61514,21081,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 200,White,2017,Kombi,Teilleder,5.6,44334,155,Benzin,automatic,7
HB39056,17999,DE,0,Ford,Fiesta,1.5 EcoBoost,Blue,2020,Limousine,Teilleder,6.1,14991,200,Benzin,manual,57
NA68221,28536,DE,0,BMW,2er,M235i,Black,2015,Coupe,Leder,7.8,67262,325,Benzin,automatic,53
LH76569,14500,DE,0,Volkswagen,Golf VII,1.0 TSI,White,2017,Kombi,Stoff,4.9,69768,110,Benzin,manual,90
AZ68303,27089,LU,0,Skoda,Kodiaq,2.0 TDI,White,2018,SUV,Stoff,4.9,34639,150,Diesel,automatic,58
AR28584,8007,DE,0,Fiat,500,0.9,Black,2017,Limousine,Stoff,4.7,38188,105,Benzin,manual,7
MF30565,12436,DE,0,Volkswagen,Passat,2.0 TDI,Gray,2015,Kombi,Stoff,4.5,99548,150,Diesel,automatic,12
AU28971,12708,DE,1,MINI,MINI,Cooper,Red,2015,Limousine,Teilleder,4.8,97650,135,Benzin,automatic,24
UR97017,9869,DE,0,Hyundai,i20,1.0 TGDI,Blue,2017,Limousine,Stoff,4.8,44911,120,Benzin,manual,20
GN41908,22980,DE,0,BMW,X1,xDrive 20i,Gray,2018,SUV,Stoff,6.3,50444,192,Benzin,automatic,35
ZA43158,13894,DE,0,Mazda,CX-3,2.0,Red,2017,SUV,Teilleder,5.9,43085,120,Benzin,manual,2
HT53288,21054,DE,0,Audi,A3 Limousine,30 TDI,Black,2019,Limousine,Stoff,3.9,39927,115,Diesel,automatic,33
AY13330,13817,DE,0,Ford,C-Max,1.0 EcoBoost,Gray,2019,Van,Stoff,5.7,59486,125,Benzin,manual,57
UC71990,6199,DE,0,Mitsubishi,Space,1.2,White,2017,Limousine,Stoff,4.3,40663,80,Benzin,manual,9
XZ22064,28348,DE,0,BMW,1er,M140i,Black,2018,Limousine,Alcantara,7.8,54691,340,Benzin,automatic,118
