id,buy_price,countryoforigin,tax_deductible,make,model,subtype,outside_color,built_year,body_type,upholstery,fuelconsumption_combined,mileage,horsepower,fueltype,geartype,time_online_to_reserve_
RA47296,12850,DE,0,Ford,Focus,1.0 EcoBoost,Gray,2018,Limousine,Stoff,4.7,40596,125,Benzin,manual,18
PP10255,9507,DE,0,Dacia,Duster,1.2 TCe,White,2017,SUV,Leder,6.1,51117,125,Benzin,manual,1
MP08713,14492,DK,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 200,White,2015,Kombi,Teilleder,5.8,71830,155,Benzin,manual,48
HE12860,4040,DE,0,Ford,Fiesta,1.25,Black,2014,Limousine,Stoff,5.1,63446,60,Benzin,manual,3
PR31277,23786,DE,0,Volkswagen,T-Roc,1.5 TSI,Black,2018,SUV,Teilleder,5.4,49170,150,Benzin,automatic,8
NZ63733,9020,DE,0,Renault,Megane,1.2,Red,2016,Kombi,Teilleder,5.3,38609,115,Benzin,manual,1
CB77088,15151,DE,0,Skoda,Octavia,2.0 TSI,Blue,2015,Kombi,Teilleder,6.2,76440,220,Benzin,manual,24
VS72853,11504,DE,0,MINI,MINI,One,Gray,2015,Limousine,Stoff,4.8,45051,102,Benzin,automatic,1
AE43037,14233,DE,0,Ford,EcoSport,1.5 EcoBlue TDCi,Gray,2018,SUV,Teilleder,4.8,37014,125,Diesel,manual,37
ST66885,10516,DE,0,BMW,1er,116i,Black,2015,Limousine,Stoff,5.4,54134,110,Benzin,manual,31
MZ77445,10026,DE,0,Fiat,500C,0.9,Red,2016,Cabrio,Teilleder,3.8,50233,85,Benzin,automatic,1
GP26803,8790,DE,0,Opel,Corsa,1.4 Turbo,Orange,2017,Limousine,Stoff,5.1,70795,100,Benzin,manual,3
PW39951,9000,DE,0,Fiat,500,1.2,Black,2018,Limousine,Stoff,4.9,17556,70,Benzin,manual,70
RE26168,10716,DE,0,Ford,B-Max,1.0 EcoBoost,White,2017,Van,Stoff,4.9,30662,125,Benzin,manual,13
PT42478,4736,DE,0,Smart,fortwo,1.0,White,2012,Cabrio,Stoff,4.3,84872,70,Benzin,automatic,2
CZ97472,35063,DE,0,Volkswagen,T6 Multivan,2.0 TDI,Blue,2018,Bus,Stoff,5.9,72653,150,Diesel,automatic,6
KS02638,12184,DE,0,Fiat,Tipo,1.4 Turbo,Gray,2019,Kombi,Stoff,7.1,19832,120,Benzin,manual,36
NP90544,28845,DE,0,Mercedes-Benz,C-Klasse,C 220 d,Green,2018,Kombi,Teilleder,5.0,87031,194,Diesel,automatic,25
PH47500,20750,DE,0,Seat,Ateca,1.5 TSI,Black,2019,SUV,Stoff,5.7,16302,150,Benzin,automatic,66
AV73704,17520,DE,0,Hyundai,Tucson,1.6 TGDI,Blue,2015,SUV,Leder,7.3,80473,177,Benzin,manual,60
RR08105,15986,DE,0,Jeep,Compass,1.4 M-Air,White,2017,SUV,Teilleder,6.2,24640,140,Benzin,manual,45
ZL17688,10998,DE,0,Jeep,Cherokee,2.0 M-Jet,Gray,2014,SUV,Stoff,5.6,103494,140,Diesel,manual,27
LJ15838,37650,DE,0,BMW,X3,xDrive 20d,White,2018,SUV,Leder,5.2,41317,190,Diesel,automatic,103
PL19790,7568,DE,0,Citroen,C1,1.0 VTi,Gray,2017,Limousine,Stoff,4.1,7046,70,Benzin,manual,8
GF00973,7086,DE,0,Hyundai,i40,1.6,Black,2013,Kombi,Stoff,6.4,59735,135,Benzin,manual,81
ZR87412,25036,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 220 d,Gray,2017,Kombi,Leder,4.0,22846,177,Diesel,automatic,6
SR54668,19866,DE,0,Hyundai,Kona,1.6 TGDI,Gray,2018,SUV,Leder,6.7,25590,177,Benzin,automatic,1
FD09056,14796,DE,0,Renault,Clio,1.6 TCe Energy,Black,2017,Limousine,Stoff,5.9,67033,220,Benzin,automatic,1
ZH25906,10506,DE,0,Renault,Megane,1.2 TCe Energy,Black,2017,Limousine,Leder,5.4,58196,132,Benzin,manual,16
ZA98121,14757,DE,0,Opel,Zafira Tourer,1.6 SIDI Turbo,Gray,2016,Van,Stoff,7.3,88445,170,Benzin,automatic,10
PM70288,10023,DE,0,Hyundai,i30,1.6 TGDI,Black,2015,Limousine,Teilleder,7.3,63218,185,Benzin,manual,60
HT70206,8813,DE,0,Opel,Corsa,1.4,Gray,2017,Limousine,Stoff,5.1,6650,90,Benzin,manual,3
GN40641,24544,DE,0,Mercedes-Benz,A-Klasse,A 200,Black,2018,Limousine,Teilleder,5.2,20021,163,Benzin,automatic,8
WK57015,4843,DE,0,Ford,Ka,1.2,Blue,2015,Limousine,Stoff,4.9,3312,70,Benzin,manual,28
CU47244,25720,DE,0,Ford,Tourneo Custom,2.0 TDCi,Gray,2018,Bus,Stoff,7.1,41977,131,Diesel,automatic,1
NT50400,11624,DE,0,Opel,Astra K,1.4 SIDI Turbo,Green,2016,Limousine,Stoff,5.4,33136,150,Benzin,automatic,9
XT63238,16366,DE,0,Opel,Insignia,1.5 SIDI Turbo,Blue,2017,Limousine,Teilleder,6.1,32091,165,Benzin,automatic,109
AA45375,14212,DE,0,Opel,Insignia,2.0 CDTI,Gray,2017,Limousine,Leder,5.2,47448,170,Diesel,manual,20
XU50416,12350,DE,0,Seat,Leon,1.8 TSI,White,2015,Kombi,Alcantara,5.9,60048,180,Benzin,manual,33
JK13804,13052,DE,0,Renault,Captur,1.2 TCe Energy,White,2017,SUV,Stoff,5.6,47868,118,Benzin,automatic,5
BU53250,7232,DE,0,Volkswagen,up!,1.0,Silver,2014,Limousine,Stoff,4.5,25652,60,Benzin,automatic,4
ZG97744,13344,DE,0,BMW,3er,318d,Black,2016,Kombi,Teilleder,4.3,85441,150,Diesel,manual,26
XA18345,16200,DE,0,Mercedes-Benz,E-Klasse,E 200 CGI,White,2013,Limousine,Leder,6.1,82050,185,Benzin,manual,17
RA56796,17661,BE,0,Skoda,Superb,2.0 TDI,Black,2016,Kombi,Stoff,4.5,70308,150,Diesel,automatic,8
BX19812,17006,DE,0,Renault,Scenic,1.3 TCe,Black,2018,Van,Stoff,5.5,15030,140,Benzin,automatic,80
AC63381,9000,DE,0,Renault,Clio,1.2 TCe,Black,2015,Limousine,Stoff,5.2,65984,120,Benzin,automatic,13
WC74796,14139,DE,0,Mercedes-Benz,A-Klasse,A 180,Gray,2015,Limousine,Teilleder,5.5,64756,122,Benzin,automatic,33
JY30487,13436,DE,0,Mercedes-Benz,E-Klasse,E 200 CGI,Gray,2012,Kombi,Teilleder,8.0,109415,185,Benzin,manual,5
CY10022,11851,DE,0,Volvo,V 40,2.0 D2,Blue,2017,Limousine,Stoff,3.7,74184,120,Diesel,automatic,1
XM97558,5019,DE,0,Hyundai,i10,1.2,White,2014,Limousine,Teilleder,4.9,69577,87,Benzin,manual,40
LP45406,21926,DE,0,Nissan,Qashqai,1.3 DIG-T,Blue,2019,SUV,Leder,5.3,13577,159,Benzin,automatic,2
WF64389,24650,DE,0,Kia,Sorento,2.2 CRDi,White,2016,SUV,Leder,6.7,40394,200,Diesel,automatic,35
JP69590,13001,DE,0,Skoda,Yeti,1.2 TSI,Gray,2016,SUV,Stoff,5.4,64356,110,Benzin,automatic,14
PK18668,25941,DE,1,Kia,pro_cee'd,1.6 TGDI,Gray,2021,Coupe,Leder,6.8,4235,205,Benzin,automatic,68
PN52325,19050,DK,0,Ford,Kuga,1.5 EcoBoost,Black,2017,SUV,Leder,7.4,75920,182,Benzin,automatic,69
GP57443,10216,DE,0,Volkswagen,Golf VII,1.4 TSI,White,2012,Limousine,Alcantara,5.0,98708,140,Benzin,automatic,53
PH56538,9541,CZ,0,Ford,Focus,1.0 EcoBoost,Black,2017,Kombi,Stoff,4.8,59560,100,Benzin,manual,112
SY42078,9300,DE,0,Volkswagen,up!,1.0,Silver,2017,Limousine,Stoff,4.1,17263,60,Benzin,automatic,2
AK30821,26882,DE,0,Seat,Alhambra,2.0 TDI,Gray,2017,Van,Teilleder,5.2,58269,150,Diesel,automatic,99
GL14674,14802,DE,0,Ford,Fiesta,1.0 EcoBoost Mild-Hybrid,Gray,2020,Limousine,Stoff,4.0,31307,125,Benzin,manual,27
TG79060,11297,DE,0,Volkswagen,Golf VII,2.0 TDI,Gray,2016,Kombi,Stoff,4.3,107538,150,Diesel,manual,8
TT39396,27304,DE,0,Audi,S3,2.0 TFSI,Blue,2016,Limousine,Leder,6.5,82972,310,Benzin,automatic,8
AD09143,15635,DE,0,Volkswagen,Golf VII,1.6 TDI,Black,2018,Limousine,Stoff,3.9,86312,115,Diesel,automatic,87
AA99262,35257,DE,1,Mercedes-Benz,V-Klasse,V 250 d,Blue,2017,Bus,Stoff,6.0,91879,190,Diesel,automatic,13
ME50276,13195,DE,0,Fiat,500X,1.4 Turbo,White,2016,SUV,Teilleder,5.6,9595,140,Benzin,automatic,8
PU06781,9618,DE,0,Hyundai,i10,1.0,Gray,2018,Limousine,Stoff,5.8,24203,67,Benzin,automatic,16
TG95181,17000,DE,0,BMW,X1,sDrive 18d,Black,2016,SUV,Stoff,4.7,94858,150,Diesel,automatic,20
LJ63342,4175,DE,0,Opel,Corsa,1.4,Black,2013,Limousine,Stoff,5.3,83378,87,Benzin,manual,1
GL54681,23703,DE,0,BMW,1er,118d,Gray,2019,Limousine,Teilleder,4.4,37607,150,Diesel,automatic,46
YF35108,5131,DE,0,Smart,fortwo,1.0,White,2014,Coupe,Stoff,4.2,57456,70,Benzin,automatic,5
AF50317,6641,DE,0,Hyundai,i30,1.4,Beige,2016,Limousine,Stoff,5.6,115365,100,Benzin,manual,14
WU66888,23002,DE,0,BMW,3er,330d,White,2016,Kombi,Leder,5.3,30888,258,Diesel,automatic,4
RD99674,17834,DE,0,BMW,3er,316d,White,2019,Kombi,Leder,4.1,38045,115,Diesel,manual,98
ZS65942,18943,RO,0,Seat,Leon,1.5 TSI ACT,White,2020,Kombi,Stoff,4.8,6438,131,Benzin,manual,45
NJ67987,16400,DE,0,Nissan,Juke,1.0 DIG-T,Blue,2019,SUV,Stoff,4.9,13849,117,Benzin,manual,40
NL37313,13247,DE,0,Dacia,Duster II,1.2 TCe,Blue,2018,SUV,Stoff,6.2,27667,125,Benzin,manual,101
MZ21634,19009,DE,0,Ford,Kuga,1.5 EcoBoost,White,2018,SUV,Teilleder,5.5,47485,150,Benzin,manual,62
RE44596,22000,DE,0,Volkswagen,Golf VII,2.0 TDI,Gray,2018,Kombi,Stoff,4.8,77469,185,Diesel,automatic,44
AJ71202,10254,DE,0,Hyundai,ix20,1.6,Brown,2015,Van,Stoff,6.4,44480,125,Benzin,automatic,57
WU27595,15547,DE,0,Mercedes-Benz,A-Klasse,A 180,Black,2016,Limousine,Teilleder,5.5,13831,122,Benzin,manual,71
JL81577,12727,DE,0,BMW,2er,220i Gran Tourer,Gray,2016,Van,Leder,5.9,103235,192,Benzin,automatic,37
AF27682,21415,DE,0,Ford,Fiesta,1.5 EcoBoost,Blue,2020,Limousine,Teilleder,6.1,10550,200,Benzin,manual,83
JT57165,10206,DE,0,Renault,Captur,1.2 TCe Energy,Gray,2016,SUV,Stoff,5.5,48166,118,Benzin,manual,71
WR29042,15200,DE,0,Volkswagen,Golf VII,1.5 TSI,Gray,2017,Limousine,Stoff,5.0,85814,150,Benzin,manual,53
JU43763,8670,DE,0,Renault,Clio,1.2 TCe,Blue,2014,Limousine,Stoff,5.4,77400,120,Benzin,automatic,2
HY34411,14523,DE,0,Ford,C-Max,1.5 EcoBoost,White,2018,Van,Stoff,7.6,68178,150,Benzin,automatic,64
LU92875,29773,DE,0,Nissan,Navara NP-300,2.3 dCi,Gray,2018,Limousine,Teilleder,6.9,42026,190,Diesel,automatic,28
XU45530,28998,DE,0,Mazda,CX-5,2.5,Gray,2019,SUV,Leder,7.4,16164,195,Benzin,automatic,82
XP05410,16684,DE,0,Volkswagen,Passat,2.0 TDI,Gray,2018,Kombi,Teilleder,4.2,63662,150,Diesel,manual,57
PY02050,5100,DE,0,Volkswagen,up!,1.0,Black,2017,Limousine,Stoff,4.1,91701,75,Benzin,manual,11
YD51313,14671,DE,0,Mercedes-Benz,C-Klasse,C 180 CGI,Gray,2015,Kombi,Teilleder,5.4,94800,155,Benzin,manual,33
CN99544,15450,DE,0,Volkswagen,Tiguan,1.4 TSI,White,2016,SUV,Stoff,6.7,92980,150,Benzin,automatic,9
SN85787,28667,DE,0,Volvo,XC 40,2.0 D4,Gray,2019,SUV,Teilleder,5.0,38941,190,Diesel,automatic,24
PA49830,9185,DE,0,BMW,1er,116i,Black,2015,Limousine,Stoff,5.4,87005,135,Benzin,manual,8
LX00495,9961,DE,0,Kia,Carens,1.7 CRDi,Green,2013,Van,Leder,6.4,76621,135,Diesel,automatic,1
SU04340,24081,DE,0,Suzuki,Jimny,1.5,Gray,2019,SUV,Stoff,6.9,30692,102,Benzin,manual,52
WE21649,15812,DE,0,Jeep,Renegade,2.0 M-Jet,White,2015,SUV,Leder,5.9,96241,170,Diesel,automatic,107
PR28039,18394,CZ,0,Volkswagen,Polo,2.0 TSI,White,2018,Limousine,Stoff,5.9,28944,200,Benzin,manual,58
PG21153,24615,DE,0,Skoda,Superb,2.0 TSI,Black,2017,Kombi,Alcantara,7.2,64584,280,Benzin,automatic,16
JY52022,27400,DE,0,Mercedes-Benz,C-Klasse,C 300,Gray,2017,Coupe,Leder,6.3,56293,245,Benzin,automatic,18
TN57167,17829,DE,0,Ford,Kuga,1.5 EcoBoost,Blue,2019,SUV,Stoff,7.2,28509,150,Benzin,manual,86
SK29169,9015,DE,0,Opel,Zafira Tourer,1.4 Turbo,Gray,2015,Van,Stoff,6.4,83940,140,Benzin,manual,4
AK36894,8400,DE,0,Renault,Twingo,1.0 SCe,Blue,2019,Limousine,Stoff,4.4,12076,73,Benzin,manual,48
XD93541,16493,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 180,Gray,2016,Kombi,Teilleder,5.5,34292,122,Benzin,manual,18
YF81961,21398,DE,1,Audi,A4 Allroad,3.0 V6 TDI,Blue,2017,Kombi,Stoff,5.3,103581,218,Diesel,automatic,85
AR73233,22393,DE,0,MINI,MINI,Cooper S E Hybrid,Gray,2018,SUV,Leder,2.3,58686,225,Benzin,automatic,47
SR69899,20052,DE,0,Volkswagen,Caddy,1.4 TSI,Yellow,2017,Van,Stoff,5.7,27647,125,Benzin,automatic,36
AV24920,4048,DE,0,Peugeot,108,1.0 VTi,White,2015,Limousine,Stoff,4.1,78210,70,Benzin,manual,26
AA34089,9425,AT,0,Hyundai,i20,1.2,Red,2016,Limousine,Stoff,5.1,30836,85,Benzin,manual,82
BE12236,13712,DE,0,BMW,X1,xDrive 20d,Black,2013,SUV,Leder,5.5,86772,185,Diesel,automatic,9
EE34849,10783,DE,0,BMW,1er,116i,White,2014,Limousine,Stoff,5.6,36193,135,Benzin,manual,1
CZ09861,8031,DE,0,Volkswagen,Golf VII,1.2 TSI,White,2014,Limousine,Stoff,4.9,84530,85,Benzin,manual,1
ZE30726,11622,DE,0,Seat,Leon,1.4 TSI,White,2015,Kombi,Stoff,4.8,87958,150,Benzin,manual,53
CN28924,7309,DE,0,Kia,Carens,1.6 GDI,Brown,2014,Van,Leder,6.4,117756,135,Diesel,automatic,1
XH27289,14007,DE,0,Suzuki,Vitara,1.4,Red,2015,SUV,Teilleder,5.5,54697,140,Benzin,automatic,1
BF60345,11594,DE,0,Ford,EcoSport,1.5 Ti-VCT,Blue,2017,SUV,Stoff,6.3,18589,110,Benzin,automatic,28
CC40983,4708,DE,0,Opel,Corsa,1.4,Black,2014,Limousine,Stoff,5.7,56994,87,Benzin,manual,3
NH26367,8816,DE,0,Peugeot,3008,2.0 HDi,Blue,2013,SUV,Stoff,6.7,75576,163,Diesel,automatic,74
NG55472,13664,DE,0,Toyota,Auris Touring Sports,1.8 Hybrid,Gray,2016,Kombi,Teilleder,3.5,70300,100,Hybrid,automatic,10
NJ77988,8900,DE,0,Dacia,Duster,1.5 dCi,Black,2016,SUV,Leder,4.4,110830,110,Diesel,manual,22
BT06309,7471,DE,0,Renault,Captur,0.9 Energy,Gray,2014,SUV,Stoff,5.0,105786,90,Benzin,manual,76
ZT75660,13946,DE,0,Volkswagen,Golf VII Sportsvan,1.0 TSI,White,2018,Van,Stoff,5.0,38227,115,Benzin,manual,56
SR13135,18497,DE,0,Mercedes-Benz,GLA-Klasse,GLA 220 d,Silver,2014,SUV,Leder,4.4,26294,170,Diesel,automatic,1
ZU51016,8555,DE,0,Ford,Fiesta,1.5 TDCi,Silver,2016,Limousine,Stoff,3.6,86468,95,Diesel,manual,69
NU77405,5500,DE,0,Smart,fortwo,1.0,White,2013,Coupe,Stoff,4.2,70157,70,Benzin,automatic,1
RE98180,9441,DE,0,Renault,Captur,1.2 TCe,Orange,2014,SUV,Stoff,5.4,83222,120,Benzin,automatic,6
XS87722,7300,DE,0,Smart,fortwo,1.0,Red,2017,Coupe,Stoff,4.1,43200,70,Benzin,automatic,50
XJ09648,6558,SI,0,Fiat,500C,1.2,Gray,2014,Cabrio,Stoff,5.1,41161,70,Benzin,manual,47
ZS70483,12677,DE,0,Ford,Focus,1.5 EcoBoost,Blue,2018,Limousine,Stoff,5.5,80043,182,Benzin,manual,56
CS92796,13539,DE,0,Seat,Leon,1.4 TSI,Black,2017,Limousine,Stoff,4.8,63165,150,Benzin,manual,1
XJ15975,13039,DE,0,Skoda,Yeti,1.4 TSI,Red,2015,SUV,Stoff,5.8,14109,125,Benzin,manual,29
CB68595,4943,DE,0,Volkswagen,Polo,1.2,White,2014,Limousine,Stoff,5.5,107533,70,Benzin,manual,1
HP93084,13507,CZ,0,Skoda,Yeti,1.2 TSI,Brown,2016,SUV,Stoff,5.4,28158,110,Benzin,automatic,1
WG31144,14757,ES,0,Opel,Mokka X,1.4 Turbo,Black,2017,SUV,Leder,5.9,49078,140,Benzin,manual,25
RJ84405,10900,DE,0,Hyundai,i30,1.4 TGDI,Red,2017,Kombi,Stoff,5.5,53479,140,Benzin,manual,1
JY59626,10765,DE,0,Mazda,2,1.5,Red,2018,Limousine,Stoff,4.9,18663,75,Benzin,manual,68
GK18062,12304,DE,0,BMW,1er,118i,Orange,2017,Limousine,Stoff,5.3,62793,135,Benzin,manual,48
LJ90550,9779,DE,0,Audi,A1,1.4 TFSI,Blue,2012,Limousine,Teilleder,5.2,74897,122,Benzin,manual,26
GU58263,25012,DE,0,Hyundai,i30,2.0 TGDI,Black,2020,Limousine,Alcantara,7.8,14512,275,Benzin,manual,5
LC09216,13430,DE,0,Kia,Optima,1.7 CRDi,Gray,2015,Limousine,Leder,4.4,95444,140,Diesel,automatic,6
JN52582,17611,DE,0,BMW,2er,220i Active Tourer,Black,2016,Van,Stoff,5.6,37339,192,Benzin,automatic,13
CN71311,39214,DE,0,Porsche,Cayenne,Diesel,Black,2015,SUV,Leder,6.8,78775,262,Diesel,automatic,79
JM90067,11447,DE,0,Citroen,C3,1.2 VTi,Green,2020,Limousine,Stoff,4.5,7296,82,Benzin,manual,41
GJ12548,35768,DE,0,Volkswagen,Tiguan Allspace,2.0 TDI,Black,2019,SUV,Stoff,5.8,50359,190,Diesel,automatic,63
GN97436,20881,DE,0,Jeep,Renegade,1.3 TGDi,Gray,2020,SUV,Stoff,6.4,5390,150,Benzin,automatic,77
LD95058,6795,DE,0,Toyota,Yaris,1.33 Dual VVT-i,White,2013,Limousine,Stoff,5.5,32616,100,Benzin,manual,64
AW24734,24763,DE,0,Skoda,Karoq,1.5 TSI,White,2019,SUV,Stoff,5.6,26435,150,Benzin,automatic,60
XB91011,8000,DE,0,Nissan,Qashqai,1.6,Gray,2012,SUV,Stoff,6.2,80929,117,Benzin,manual,20
TD25366,9723,DE,0,Seat,Leon,2.0 TDI,White,2013,Limousine,Teilleder,4.3,105880,185,Diesel,manual,32
XK16691,19431,DE,0,Kia,pro_cee'd,1.6 TGDI,White,2018,Coupe,Alcantara,6.8,34537,205,Benzin,manual,54
AC79432,14500,PL,0,Volkswagen,Golf VII,1.4 TSI,Gray,2017,Limousine,Alcantara,5.1,63717,125,Benzin,automatic,57
SE06809,8261,DE,0,Hyundai,i20,1.2,Black,2017,Limousine,Stoff,5.1,51803,85,Benzin,manual,12
SU39887,15004,DE,0,Seat,Alhambra,2.0 TDI,Gray,2014,Van,Stoff,5.9,109509,177,Diesel,automatic,29
XZ92148,31544,DE,1,BMW,5er,520d,Black,2019,Kombi,Leder,4.8,59711,190,Diesel,automatic,1
HK77149,29269,SI,0,Ford,Tourneo Custom,2.0 TDCi Mild-Hybrid,White,2021,Bus,Teilleder,5.5,13369,185,Diesel,manual,1
AB52245,10699,DE,0,Volkswagen,Golf VII,1.2 TSI,Silver,2014,Limousine,Stoff,4.9,58242,110,Benzin,manual,12
ZH33889,28582,DE,0,Audi,A6,3.0 V6 TDI clean diesel,Gray,2016,Limousine,Leder,6.0,98725,320,Diesel,automatic,66
YC74550,40034,DE,1,Volkswagen,T6 Multivan,2.0 TDI,Gray,2017,Bus,Alcantara,9.1,70556,205,Diesel,automatic,77
GP35955,15300,DE,0,Citroen,C4 Grand Picasso,1.2 e-THP,White,2017,Van,Stoff,5.0,56427,130,Benzin,manual,11
ZG89306,30119,DE,0,Volvo,XC 40,2.0 D4,Blue,2019,SUV,Teilleder,5.0,16453,190,Diesel,automatic,57
XB85251,9298,DE,0,Ford,C-Max,1.0 EcoBoost,Gray,2017,Van,Stoff,5.1,54805,125,Benzin,manual,57
LV66805,9422,DE,0,Opel,Astra,1.6 SIDI Turbo,Black,2014,Limousine,Teilleder,5.9,44568,170,Benzin,manual,15
AB90057,22073,DE,0,Ford,Puma,1.0 EcoBoost,Blue,2020,SUV,Stoff,4.4,10868,155,Benzin,manual,17
NB30244,11068,DE,0,BMW,1er,120d,Black,2013,Coupe,Teilleder,4.7,114146,177,Diesel,manual,29
XU01045,9963,DE,0,Dacia,Sandero II,0.9 TCe,Gray,2019,Limousine,Stoff,5.1,16581,90,Benzin,manual,15
ND83556,9932,DE,1,Audi,A1,1.0 TFSI,Red,2016,Limousine,Stoff,4.4,48360,95,Benzin,manual,34
DS34902,20080,DE,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 180,Black,2018,Kombi,Teilleder,5.5,8366,122,Benzin,automatic,1
KA24922,6577,DE,0,Opel,Adam,1.4,Blue,2014,Limousine,Teilleder,5.8,44361,100,Benzin,manual,35
UH68006,23549,DE,0,Mazda,CX-5,2.0,Gray,2018,SUV,Stoff,6.4,2906,165,Benzin,manual,100
VW58176,21763,DE,0,Ford,Kuga,2.0 TDCi,White,2018,SUV,Alcantara,5.2,53057,180,Diesel,automatic,42
PX31152,10514,DE,0,Kia,Picanto,1.2,White,2017,Limousine,Leder,5.4,27254,85,Benzin,automatic,10
AC62804,20000,DE,0,Mazda,CX-3,2.0,Gray,2019,SUV,Leder,6.7,3979,150,Benzin,automatic,5
RH89206,16000,DE,0,Dacia,Jogger,1.0 TCe,Silver,2022,Van,Stoff,5.7,1743,110,Benzin,manual,35
DM06175,9164,DE,0,Ford,EcoSport,1.0 EcoBoost,Blue,2014,SUV,Stoff,5.4,32152,125,Benzin,manual,62
PR62777,18330,DE,0,Skoda,Octavia,2.0 TSI,Black,2016,Kombi,Leder,6.4,72711,230,Benzin,automatic,40
AD39250,12519,DE,0,Nissan,Qashqai,1.2,Red,2014,SUV,Teilleder,5.6,29048,115,Benzin,manual,87
NJ47197,19036,DE,0,Kia,Niro,1.6,Blue,2018,SUV,Leder,4.4,19923,104,Hybrid,automatic,22
AE89079,21460,DE,0,Audi,A4,2.0 TDI,Black,2016,Kombi,Stoff,4.7,86662,190,Diesel,automatic,31
SD10333,28228,DE,0,Audi,A4,35 TDI,Black,2020,Kombi,Leder,4.1,31978,163,Diesel,automatic,46
SL47395,17495,DE,0,Jeep,Renegade,1.3 TGDi,Blue,2018,SUV,Stoff,6.4,19155,150,Benzin,automatic,43
KW06548,17083,DE,0,BMW,4er,420i,Black,2015,Coupe,Teilleder,5.5,76782,185,Benzin,automatic,48
DW07193,24707,DE,0,Audi,Q2,2.0 TDI,Orange,2016,SUV,Teilleder,4.9,44897,190,Diesel,automatic,38
AG17491,8262,DE,0,Opel,Mokka,1.4 Turbo,Silver,2014,SUV,Stoff,5.9,98209,140,Benzin,manual,62
ND37556,14598,DE,0,Dacia,Duster II,1.3 TCe,Brown,2019,SUV,Leder,6.0,27136,131,Benzin,manual,56
LH19819,19446,PL,0,Skoda,Superb,1.4 TSI,White,2017,Kombi,Stoff,5.0,42322,150,Benzin,automatic,63
AG37399,13830,DE,0,Ford,EcoSport,1.0 EcoBoost,Gray,2019,SUV,Teilleder,5.0,21882,125,Benzin,manual,40
LU89861,17460,DE,0,BMW,2er,218i Gran Tourer,Silver,2018,Van,Stoff,5.6,34571,140,Benzin,automatic,16
UL51458,11130,DE,0,Hyundai,i10,1.2,Blue,2018,Limousine,Stoff,5.9,22766,87,Benzin,automatic,33
PE53292,12272,DE,0,Ford,Focus,1.0 EcoBoost,Silver,2018,Kombi,Stoff,4.8,21886,125,Benzin,manual,18
PF06276,29732,DE,0,Volkswagen,Tiguan Allspace,2.0 TDI,Gray,2017,SUV,Leder,6.5,69518,240,Diesel,automatic,15
TC75197,32049,DE,0,Ford,Tourneo Custom,2.0 TDCi,Blue,2020,Bus,Stoff,6.3,48237,185,Diesel,manual,42
TY97306,7370,DE,0,Renault,Captur,0.9 Energy,Blue,2013,SUV,Stoff,5.0,21239,90,Benzin,manual,80
RL40770,8402,DE,0,Smart,fortwo,1.0,Orange,2015,Coupe,Stoff,4.1,26843,70,Benzin,automatic,24
HK76996,15696,DE,0,Seat,Leon,1.8 TSI,Black,2017,Kombi,Alcantara,5.1,79115,180,Benzin,automatic,45
UP81885,18000,DE,0,Audi,A5 Sportback,2.0 TDI,Black,2016,Kombi,Alcantara,4.5,97080,150,Diesel,automatic,2
LX76480,26303,DE,0,Volkswagen,Touran,1.5 TSI,White,2019,Van,Stoff,5.5,33396,150,Benzin,manual,73
AX42177,9110,DE,0,Dacia,Sandero II,0.9 TCe,Gray,2018,Limousine,Stoff,5.1,11525,90,Benzin,manual,31
FV35185,16521,DE,0,Nissan,X-Trail,1.6 dCi,White,2017,SUV,Stoff,5.1,65809,130,Diesel,automatic,1
NT62905,23043,DE,0,Peugeot,5008,1.2 e-THP,White,2018,SUV,Teilleder,5.1,23292,130,Benzin,manual,29
ZJ00411,4007,DE,0,Kia,Picanto,1.0,Blue,2012,Limousine,Stoff,4.2,67675,70,Benzin,manual,19
HR16435,9530,DE,0,Skoda,Citigo,1.0 MPI,Red,2019,Limousine,Stoff,4.1,2594,60,Benzin,manual,37
AD73478,28050,DE,0,Mercedes-Benz,E-Klasse,E 200,Gray,2018,Limousine,Teilleder,6.5,31043,185,Benzin,automatic,51
ZA85314,24175,DE,0,Mercedes-Benz,C-Klasse,C 220 d,Black,2017,Limousine,Leder,4.0,50167,170,Diesel,automatic,3
DG19261,10224,DE,0,Volkswagen,Golf VII,1.6 TDI,Gray,2015,Limousine,Stoff,3.9,115300,110,Diesel,automatic,1
MW74683,8952,DE,0,Suzuki,Vitara,1.6,Gray,2015,SUV,Stoff,5.3,110127,120,Benzin,manual,54
PR55346,30821,DE,0,Volkswagen,T6 Multivan,2.0 TDI,Black,2018,Bus,Stoff,6.0,59014,102,Diesel,manual,2
BP89975,11703,DE,0,Volkswagen,Tiguan,2.0 TDI,Blue,2013,SUV,Leder,6,106571,177,Diesel,automatic,58
NG00308,26692,DE,0,Mitsubishi,Outlander,2.4 PHEV,Brown,2019,SUV,Teilleder,1.8,19413,224,Hybrid,automatic,52
