id,price_less_7k,price_7_10k,price_10_13k,price_13_16k,price_16_20k,price_20_25k,price_over_25k,make,model,subtype,outside_color,built_year,body_type,upholstery,mileage_below_30k_,mileage_30_50k_,mileage_50_70k_,mileage_over_70k_,horsepower_below_100_,horsepower_100_150_,horsepower_150_200_,horsepower_200_250_,horsepower_over_250_,low_fuel_consumption,mid_low_fuel_consumption,mid_high_fuel_consumption,high_fuel_consumption,benzin,diesel,hybrid,automatic,manual,time_sell
DN95404,0,0,0,1,0,0,0,Volkswagen,Golf VII,1.4 TSI,Black,2018,Kombi,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0-7d
PY26299,0,1,0,0,0,0,0,Kia,Rio,1.2,Red,2018,Limousine,Stoff,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,100+
DH30440,0,0,0,0,0,0,1,Audi,S5,3.0 V6 TFSI,Black,2017,Kombi,Teilleder,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0-7d
RY41832,0,0,0,1,0,0,0,Volkswagen,Tiguan,1.4 TSI,Gray,2015,SUV,Stoff,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,7-15d
AB68360,0,0,0,0,0,0,1,Volkswagen,Tiguan,2.0 TSI,Black,2018,SUV,Leder,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,15-25d
KA69658,1,0,0,0,0,0,0,Opel,Meriva,1.4 Turbo,Gray,2016,Van,Stoff,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0-7d
HN38644,0,0,0,1,0,0,0,Skoda,Octavia,2.0 TSI,Gray,2014,Kombi,Teilleder,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0-7d
AK11128,0,0,0,0,1,0,0,Kia,Stonic,1.0 TGDI,White,2019,SUV,Stoff,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,80-100d
TE54656,0,0,0,1,0,0,0,Nissan,Qashqai,1.2,Black,2017,SUV,Stoff,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,35-50d
KT69490,0,0,0,1,0,0,0,Volkswagen,Polo,1.0 TSI,Gray,2019,Limousine,Stoff,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,25-35d
FW34514,0,0,0,0,0,1,0,Citroen,Berlingo,1.5 Blue-HDi,Beige,2018,Van,Stoff,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0-7d
KP50426,0,0,1,0,0,0,0,Ford,Fiesta,1.0 EcoBoost,Blue,2019,Limousine,Stoff,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,35-50d
NR31727,0,0,1,0,0,0,0,Volkswagen,Golf VII,1.6 TDI,Black,2016,Kombi,Stoff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,15-25d
PA05188,0,0,0,0,1,0,0,Ford,Kuga,2.0 TDCi,Black,2017,SUV,Leder,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,15-25d
ZA10575,0,0,0,0,1,0,0,Mercedes-Benz,C-Klasse,C 350e,Blue,2015,Limousine,Stoff,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,7-15d
AH99469,0,0,0,0,1,0,0,Mercedes-Benz,C-Klasse,C 200 d,Black,2016,Kombi,Stoff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,35-50d
YD04685,0,0,0,0,0,0,1,Mercedes-Benz,V-Klasse,V 200 d,White,2018,Bus,Stoff,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0-7d
MF33191,0,0,0,0,1,0,0,Nissan,X-Trail,1.6,Brown,2017,SUV,Leder,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,7-15d
NV32529,0,0,0,0,1,0,0,Suzuki,Vitara,1.4 BoosterJet Mild-Hybrid,Red,2021,SUV,Stoff,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,35-50d
MX84632,0,1,0,0,0,0,0,BMW,1er,116i,Black,2013,Limousine,Stoff,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0-7d
KX43734,0,1,0,0,0,0,0,BMW,1er,116i,White,2014,Limousine,Stoff,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0-7d
AD75156,0,0,0,0,0,1,0,Ford,Kuga,1.5 EcoBoost,Gray,2019,SUV,Alcantara,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,50-65d
AX23802,0,0,1,0,0,0,0,Volkswagen,Passat,2.0 TDI,Blue,2015,Kombi,Alcantara,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,15-25d
ZJ59457,0,0,0,0,0,1,0,BMW,X3,xDrive 20d,Gray,2017,SUV,Teilleder,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0-7d
AA75971,0,1,0,0,0,0,0,Volkswagen,Golf Plus,1.4 TSI,Black,2013,Limousine,Stoff,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,15-25d
ZV13814,0,1,0,0,0,0,0,Toyota,Auris,1.6,Brown,2014,Limousine,Stoff,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,50-65d
BU52382,0,0,0,1,0,0,0,Volkswagen,Golf VII Sportsvan,2.0 TDI,Orange,2015,Van,Alcantara,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,65-80d
CM80157,0,0,0,0,0,1,0,Land Rover,Evoque,2.0 Td4,Blue,2018,SUV,Leder,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0-7d
EK55611,0,0,1,0,0,0,0,MINI,MINI,One,Gray,2017,Limousine,Stoff,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0-7d
FU93737,0,0,0,1,0,0,0,Opel,Zafira Tourer,1.6 SIDI Turbo,Gray,2016,Van,Stoff,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0-7d
AE06397,0,0,0,0,1,0,0,MINI,Cabrio,Cooper,Gray,2017,Cabrio,Leder,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,35-50d
PL71058,0,1,0,0,0,0,0,Smart,fortwo,1.0,Gray,2016,Coupe,Leder,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0-7d
FU67511,0,0,0,1,0,0,0,Mercedes-Benz,C-Klasse,C 180 CGI,Black,2016,Kombi,Teilleder,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0-7d
CP69547,0,0,0,0,0,1,0,Seat,Leon,1.5 eTSI ACT,Black,2021,Limousine,Teilleder,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,7-15d
UF56991,0,0,1,0,0,0,0,Audi,A1,1.0 TFSI,Black,2015,Limousine,Stoff,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,25-35d
NR51750,0,0,1,0,0,0,0,Nissan,Micra,0.9,Black,2018,Limousine,Stoff,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,15-25d
TY52980,0,0,0,0,1,0,0,Seat,Alhambra,1.4 TSI,Brown,2015,Van,Stoff,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,35-50d
AL52024,0,0,0,0,1,0,0,Volkswagen,Touran,2.0 TDI,Black,2017,Van,Stoff,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,7-15d
MF59429,1,0,0,0,0,0,0,Hyundai,i10,1.2,Blue,2017,Limousine,Stoff,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,25-35d
NW23485,0,0,1,0,0,0,0,Volkswagen,Polo,1.0,Orange,2018,Limousine,Stoff,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,65-80d
GR03103,1,0,0,0,0,0,0,Renault,Twingo,0.9 Energy,Brown,2017,Limousine,Stoff,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0-7d
XY58702,0,0,0,0,0,0,1,Volvo,XC 60,2.0 B5,White,2019,SUV,Teilleder,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,80-100d
MD50476,0,0,0,0,0,0,1,Mercedes-Benz,A-Klasse,A 250,Black,2018,Limousine,Teilleder,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,80-100d
KK67880,0,0,1,0,0,0,0,Seat,Leon,1.4 TSI,Gray,2015,Limousine,Teilleder,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,15-25d
HG43238,0,0,0,0,0,0,1,Seat,Alhambra,2.0 TDI,Black,2017,Van,Alcantara,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0-7d
UG16357,1,0,0,0,0,0,0,Volkswagen,up!,1.0,White,2017,Limousine,Stoff,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,80-100d
UJ12600,0,1,0,0,0,0,0,Smart,fortwo,0.9 Turbo,Gray,2016,Coupe,Stoff,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0-7d
JM79531,1,0,0,0,0,0,0,Peugeot,108,1.0 VTi,White,2014,Limousine,Stoff,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,15-25d
YP24899,0,1,0,0,0,0,0,Seat,Leon,1.2 TSI,Gray,2014,Kombi,Stoff,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0-7d
FD25714,0,1,0,0,0,0,0,Volkswagen,Polo,1.0,Black,2017,Limousine,Stoff,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0-7d
FH33187,0,1,0,0,0,0,0,Skoda,Fabia,1.4 TDI,Gray,2017,Limousine,Stoff,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,25-35d
PT80527,0,0,0,1,0,0,0,Seat,Alhambra,2.0 TDI,Gray,2014,Van,Alcantara,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0-7d
AH39535,0,0,0,0,0,1,0,Mercedes-Benz,A-Klasse,A 200,Black,2019,Limousine,Teilleder,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,7-15d
UT33510,0,0,0,0,0,0,1,Mercedes-Benz,GLC-Klasse,GLC 220 d,Gray,2020,SUV,Leder,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,50-65d
MR43557,0,0,1,0,0,0,0,Volkswagen,Golf VII Sportsvan,1.4 TSI,Gray,2016,Van,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,15-25d
TP15831,0,0,0,0,0,0,1,Volkswagen,Tiguan,2.0 TDI,Gray,2020,SUV,Teilleder,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,50-65d
VF10600,0,1,0,0,0,0,0,Kia,Rio,1.2,Gray,2016,Limousine,Stoff,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,15-25d
XS10308,0,0,0,0,1,0,0,Volkswagen,Passat,2.0 TDI,Brown,2017,Kombi,Stoff,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,65-80d
FL95875,0,0,0,0,1,0,0,Volkswagen,Golf VII,1.5 TSI,Gray,2018,Limousine,Stoff,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0-7d
TN76257,0,0,1,0,0,0,0,Citroen,C4 Cactus,1.2 e-THP,White,2019,SUV,Stoff,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0-7d
AH45669,0,0,1,0,0,0,0,Ford,Focus,2.0 TDCi,Black,2016,Limousine,Teilleder,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,50-65d
AN50336,0,1,0,0,0,0,0,Fiat,Tipo,1.4 Turbo,Silver,2017,Kombi,Stoff,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,35-50d
DA80372,0,0,1,0,0,0,0,Kia,Venga,1.6,Gray,2018,Van,Teilleder,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,50-65d
FV38052,0,0,0,0,1,0,0,Mercedes-Benz,A-Klasse,A 250,Black,2013,Limousine,Alcantara,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,100+
UK69743,0,0,1,0,0,0,0,Audi,A1,1.0 TFSI,Gray,2017,Limousine,Stoff,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,15-25d
GG24809,0,0,1,0,0,0,0,BMW,2er,218d Active Tourer,White,2015,Van,Leder,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,15-25d
ZB30515,0,0,1,0,0,0,0,Fiat,500C,0.9,White,2017,Cabrio,Stoff,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0-7d
AE26866,0,0,0,1,0,0,0,Volkswagen,Polo,1.8 TSI,Black,2015,Limousine,Stoff,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,100+
TH47936,0,0,0,0,0,0,1,Skoda,Kodiaq,2.0 TSI,Gray,2018,SUV,Stoff,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,80-100d
FT84680,0,0,0,0,0,1,0,Nissan,X-Trail,1.3 DIG-T,Red,2019,SUV,Leder,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,65-80d
CW57266,0,0,0,0,1,0,0,Seat,Leon,1.4 TSI,Gray,2017,Kombi,Teilleder,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0-7d
KE75873,0,1,0,0,0,0,0,Ford,Fiesta,1.25,Red,2016,Limousine,Stoff,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,35-50d
GN90434,0,0,0,0,1,0,0,Mazda,6,2.5,Red,2017,Kombi,Leder,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,50-65d
AH01855,1,0,0,0,0,0,0,Skoda,Fabia,1.2 TSI,White,2014,Kombi,Stoff,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,7-15d
DU84511,0,0,0,0,0,1,0,BMW,X6,M50d,Gray,2012,SUV,Alcantara,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0-7d
ZJ99754,0,0,0,0,1,0,0,Citroen,Berlingo,1.5 Blue-HDi,Black,2018,Van,Stoff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,65-80d
YY22820,0,0,0,1,0,0,0,Volkswagen,Polo,1.0 TSI,Black,2017,Limousine,Teilleder,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,50-65d
FZ48999,0,0,0,1,0,0,0,Hyundai,i30,1.4 TDGI,Silver,2018,Limousine,Stoff,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0-7d
AF73875,1,0,0,0,0,0,0,Opel,Corsa,1.4,Red,2015,Limousine,Stoff,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,65-80d
ML37058,0,0,0,1,0,0,0,Mercedes-Benz,GLA-Klasse,GLA 200,Brown,2015,SUV,Teilleder,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,50-65d
JS69053,0,0,0,1,0,0,0,Seat,Leon,1.8 TSI,Blue,2016,Kombi,Teilleder,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0-7d
ZR87925,0,0,0,0,0,0,1,BMW,X4,xDrive 20i,White,2016,SUV,Teilleder,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,80-100d
ZT93614,0,0,1,0,0,0,0,Ford,Focus,1.5 EcoBoost,Gray,2017,Limousine,Stoff,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,100+
GP46305,1,0,0,0,0,0,0,Dacia,Sandero II,1.5 dCi,Blue,2015,Limousine,Stoff,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,35-50d
JK24104,0,0,0,1,0,0,0,Volkswagen,Golf,1.6 TDI,Gray,2019,Kombi,Stoff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,35-50d
UJ23294,0,0,0,0,0,1,0,BMW,2er,220d Gran Tourer,White,2019,Van,Leder,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,7-15d
WT25119,0,1,0,0,0,0,0,Volkswagen,Polo,1.2 TSI,White,2016,Limousine,Stoff,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,50-65d
KB67752,0,0,0,0,1,0,0,Volkswagen,Polo,2.0 TSI,Black,2018,Limousine,Stoff,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,25-35d
LV74265,0,1,0,0,0,0,0,Nissan,Qashqai,1.2,Black,2016,SUV,Stoff,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,7-15d
MP20858,0,1,0,0,0,0,0,Kia,Soul,1.6 GDI,Black,2014,Van,Stoff,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,35-50d
ME64957,0,0,0,0,1,0,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 200,Gray,2015,Kombi,Alcantara,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,35-50d
UX26074,0,0,0,0,1,0,0,Mercedes-Benz,GLA-Klasse,GLA 200 d,Black,2017,SUV,Leder,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,65-80d
AF55117,0,0,0,0,1,0,0,Mercedes-Benz,A-Klasse,A 180,White,2017,Limousine,Leder,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,25-35d
VN23199,0,0,1,0,0,0,0,Volkswagen,Polo,1.2 TSI,Gray,2017,Limousine,Stoff,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,7-15d
DT42881,0,1,0,0,0,0,0,Opel,Astra K,1.6 CDTI DPF,Gray,2016,Kombi,Stoff,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0-7d
US65389,0,0,0,1,0,0,0,Nissan,Qashqai,1.2,Gray,2018,SUV,Stoff,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0-7d
AK69831,0,0,0,0,0,0,1,Ford,Tourneo Custom,2.0 EcoBlue,Blue,2022,Bus,Teilleder,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,50-65d
FR24089,0,0,1,0,0,0,0,Mazda,CX-5,2.2 Turbodiesel,Red,2016,SUV,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0-7d
LH46542,0,0,1,0,0,0,0,Hyundai,i30,1.4 TGDI,Black,2019,Kombi,Stoff,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,50-65d
BJ77665,0,0,0,0,0,1,0,Mercedes-Benz,M-Klasse,ML 350 CDI,Brown,2014,SUV,Leder,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0-7d
CM77124,0,0,0,1,0,0,0,Ford,Kuga,2.0 TDCi,Black,2017,SUV,Teilleder,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,50-65d
FX68797,0,0,1,0,0,0,0,Ford,Fiesta,1.6 EcoBoost,Blue,2016,Limousine,Teilleder,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,25-35d
BU21037,0,0,0,0,1,0,0,Skoda,Octavia,2.0 TSI,Gray,2016,Kombi,Leder,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0-7d
ZX53209,0,0,0,0,1,0,0,Mercedes-Benz,CLA-Klasse,Shooting Brake CLA 200,White,2017,Kombi,Alcantara,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,50-65d
JE91317,0,0,0,0,0,0,1,Jeep,Wrangler,2.2 CRDi,Gray,2018,SUV,Leder,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,50-65d
GB61989,1,0,0,0,0,0,0,Dacia,Sandero II,0.9 TCe,Blue,2013,Limousine,Stoff,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,25-35d
EF29003,0,0,0,1,0,0,0,Opel,Mokka X,1.4 Turbo,Gray,2017,SUV,Teilleder,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,50-65d
YG38284,0,1,0,0,0,0,0,BMW,1er,116i,White,2013,Limousine,Alcantara,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0-7d
TS13903,0,0,1,0,0,0,0,Peugeot,308,2.0 Blue-HDi,Blue,2015,Kombi,Stoff,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,7-15d
YX66304,0,0,0,1,0,0,0,Mitsubishi,Eclipse Cross,1.5 T-MIVEC,White,2018,SUV,Stoff,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0-7d
GE77965,0,0,1,0,0,0,0,Mazda,CX-5,2.2 Turbodiesel,White,2014,SUV,Leder,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,7-15d
FD58183,0,0,0,0,1,0,0,Volkswagen,Passat,2.0 TDI,Blue,2018,Kombi,Stoff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,7-15d
UZ50571,0,0,0,1,0,0,0,Smart,fortwo,0.9 Turbo,White,2017,Cabrio,Leder,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,100+
AN60238,0,0,0,0,0,1,0,Skoda,Octavia,1.5 TSI ACT,Black,2021,Kombi,Stoff,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0-7d
JJ39561,0,0,0,0,0,0,1,Volkswagen,Tiguan Allspace,2.0 TDI,White,2018,SUV,Leder,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,7-15d
NC03993,0,0,1,0,0,0,0,Seat,Leon,1.4 TGI,Red,2018,Kombi,Stoff,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,7-15d
KY46467,0,0,0,0,1,0,0,BMW,1er,120i,Black,2017,Limousine,Alcantara,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,65-80d
MF46202,0,0,1,0,0,0,0,Kia,Sportage,2.0 CRDi,White,2014,SUV,Alcantara,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,35-50d
MR93528,0,0,0,0,0,1,0,Skoda,Octavia,2.0 TSI,Black,2018,Kombi,Teilleder,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0-7d
TM67902,0,0,1,0,0,0,0,Volkswagen,Golf Plus,1.4 TSI,Gray,2013,Limousine,Stoff,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0-7d
DS58183,0,1,0,0,0,0,0,Opel,Corsa,1.4,White,2015,Limousine,Stoff,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0-7d
PN97898,0,0,1,0,0,0,0,Volkswagen,Golf VII,1.6 TDI,Black,2014,Limousine,Stoff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,80-100d
JH13730,0,0,0,0,1,0,0,Mazda,3,2.0,Gray,2020,Limousine,Stoff,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,25-35d
AC89148,0,0,1,0,0,0,0,Ford,Focus,1.0 EcoBoost,Black,2016,Limousine,Stoff,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,7-15d
VA99570,0,0,1,0,0,0,0,Opel,Astra K,1.4 SIDI Turbo,Silver,2017,Limousine,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,35-50d
KX07464,0,0,0,1,0,0,0,Skoda,Yeti,2.0 TDI,Gray,2016,SUV,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,50-65d
GN49573,0,1,0,0,0,0,0,Renault,Clio,0.9,Gray,2018,Limousine,Teilleder,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0-7d
VL63786,0,0,0,0,0,1,0,Audi,Q5,3.0 V6 TDI,Blue,2015,SUV,Teilleder,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,25-35d
VH58709,0,0,0,0,1,0,0,Toyota,C-HR,1.8 Hybrid,Gray,2017,SUV,Stoff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0-7d
UV68260,0,0,0,1,0,0,0,BMW,2er,218d Gran Tourer,Gray,2016,Van,Stoff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0-7d
DU66418,0,0,0,0,0,1,0,Seat,Ateca,1.5 TSI,Black,2018,SUV,Leder,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0-7d
LF94298,0,1,0,0,0,0,0,Peugeot,508,2.0 HDi,Gray,2014,Kombi,Stoff,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,15-25d
LN87207,0,0,0,1,0,0,0,Renault,Clio,1.3 TCe,Gray,2020,Limousine,Teilleder,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,25-35d
PM93891,0,0,0,0,0,1,0,Volkswagen,Touareg,3.0 V6 TDI,Black,2016,SUV,Leder,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0-7d
FZ82531,0,0,0,0,1,0,0,Volkswagen,Golf VII,1.4 TSI,White,2017,Limousine,Stoff,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,80-100d
JD53730,0,0,0,0,1,0,0,Seat,Leon,1.8 TSI,Gray,2018,Kombi,Teilleder,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0-7d
WC29162,0,1,0,0,0,0,0,Dacia,Sandero II,1.5 dCi,White,2018,Limousine,Stoff,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,80-100d
PV39369,0,0,0,0,1,0,0,Volkswagen,Touran,1.2 TSI,Black,2018,Van,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0-7d
PX45730,1,0,0,0,0,0,0,Seat,Ibiza,1.6 TDI,Silver,2014,Limousine,Stoff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0-7d
AA75621,0,0,0,1,0,0,0,Seat,Leon,2.0 TSI,Gray,2015,Coupe,Leder,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,80-100d
ZR51388,0,0,1,0,0,0,0,Hyundai,i20 Active,1.0 TGDI,Gray,2020,Limousine,Stoff,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,65-80d
XT86836,1,0,0,0,0,0,0,Opel,Adam,1.4,Black,2014,Limousine,Teilleder,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,15-25d
ZR86370,0,1,0,0,0,0,0,Nissan,Micra,1.0 IG,Gray,2018,Limousine,Stoff,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0-7d
BK77361,0,0,1,0,0,0,0,Ford,Fiesta,1.0 EcoBoost,Red,2018,Limousine,Stoff,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,25-35d
GJ88904,1,0,0,0,0,0,0,Peugeot,308,1.2 e-THP,Black,2014,Kombi,Stoff,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,7-15d
